,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,1,1,0,3
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,1,1,3,5
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,7,7,0,0,14
CHIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,3,0,0,4
CHUMA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,3,1,1,6
CLIZA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,2,2,0,6
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,11,6,3,2,22
COCAPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,1,3,2,7
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,206,226,15,16,463
COIPASA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,4,0,0,0,4
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,5,2,2,11
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,1,0,0,2
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,3,3,1,0,7
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,4,0,0,6
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,4,4,4,13
COMARAPA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,2,0,0,3
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,4,2,0,2,8
COPACABANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,1,2,2,6
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,8,4,0,0,12
COROICO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,5,1,0,1,7
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,1,4,1,8
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,40,36,5,3,84
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,5,0,2,1,8
CUEVO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,0,0,2,2
CULPINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,0,0,1,3
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,2,0,0,2
CURVA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,220,193,27,24,464
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,2,0,2,6
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,18,10,0,0,28
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,2,1,3,7
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,3,1,1,6
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,0,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,8,5,0,0,13
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
GUANAY,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,0,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,12,9,2,3,26
HUACARETA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,1,0,0,3
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
HUMANATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,0,1,2,3
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,0,1,0,2
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,1,4,6,13
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,3,1,4,0,8
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,14,6,0,0,20
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,27,27,23,28,105
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,196,215,6,1,418
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,0,2,1,3
LAJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,3,0,0,0,3
LAS CARRERAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
LICOMA PAMPA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,2,0,0,2
LURIBAY,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,0,1,0,1
MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,5,2,1,3,11
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,1,0,0,2
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,10,10,0,1,21
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,3,3,4,12
MOCOMOCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,0,1,1,2
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,3,2,1,0,6
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,71,53,13,16,153
MORO MORO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,1,1,1,3
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,0,0,1,2
OMEREQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,0,0,3,4
ORURO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,54,58,13,2,127
PADCAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,2,0,0,3
PADILLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,3,0,0,0,3
PALCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,0,3,1,5
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,2,0,0,4
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,4,3,0,0,7
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,5,0,0,5
PASORAPA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,1,1,1,4
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,0,1,0,1
PAZÑA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,3,3,1,0,7
POCOATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,0,1,2,3
POCONA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,2,1,3,8
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,1,1,0,2
PORCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,4,2,0,0,6
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,3,5,2,3,13
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,8,8,2,4,22
PORVENIR,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,1,2,0,3
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,28,18,20,13,79
PRESTO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,2,1,1,4
PUCARANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,4,5,0,1,10
PUERTO CARABUCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,2,0,0,2
PUERTO PEREZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,0,4,1,7
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,9,5,4,4,22
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,10,10,2,3,25
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,11,10,11,20,52
QUIME,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,1,1,0,4
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
REYES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,3,0,0,0,3
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,4,7,0,0,11
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,7,0,0,9
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,13,8,1,1,23
SACABA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,31,22,32,33,118
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
SAIPINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,2,0,0,2
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,2,0,0,3
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,2,5,2,11
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,7,17,1,0,25
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,0,2,4,8
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,15,20,1,0,36
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,7,0,2,9
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,25,22,0,1,48
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,9,8,3,3,23
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,3,0,1,0,4
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,14,16,3,3,36
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,3,3,2,0,8
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,1,1,1,3
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,4,7,0,0,11
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,3,0,0,3
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,3,4,0,0,7
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,0,1,2,3
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,1,1,5,8
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,1,0,3,4
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,2,0,2,5
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,4,0,0,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,489,488,8,6,991
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,2,0,0,3
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,5,1,0,0,6
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,3,3,1,9
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,16,10,6,6,38
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,2,1,1,5
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,2,1,1,4
SORATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,10,6,6,5,27
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,65,66,1,2,134
TACACOMA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,0,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,2,2,4,9
TARABUCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,2,0,0,3
TARATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,3,3,5,4,15
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,68,48,4,13,133
TARVITA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,2,2,2,8
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,5,6,2,0,13
TIAHUANACU,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,3,2,0,1,6
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
TIPUANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,2,0,0,4
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,5,7,4,5,21
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,2,6,8,17
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,0,1,1,2
TOCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,1,1,1,4
TOLEDO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,2,0,0,4
TOMAVE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,3,0,0,3
TOMINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,0,0,4,4
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,1,0,1,4
TOTORA(ORR),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,1,2,1,4
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,28,31,3,0,62
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,7,7,3,3,20
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,6,6,0,2,14
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,3,5,1,2,11
URUBICHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,2,0,0,2
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,0,1,0,1
VACAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,4,4,0,0,8
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,4,9,1,0,14
VILA VILA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,1,5,7,14
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,10,7,3,4,24
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,0,0,2,1,3
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,6,7,0,0,13
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,7,13,1,3,24
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,1,0,1,3
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,13,6,1,1,21
VINTO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,26,22,19,12,79
WARNES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,65,68,9,7,149
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,16,19,9,8,52
YAMPARAEZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,2,1,3,0,6
YANACACHI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,2,0,0,3
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,34,29,36,32,131
YOTALA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,4,0,0,0,4
ZUDAÑEZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-02-01,5,2,0,1,8
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-02-01,5,11,0,0,16
AIQUILE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-02-01,4,2,12,13,31
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-02-01,1,1,0,0,2
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-02-01,0,1,3,2,6
ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-02-01,2,1,0,0,3
ANTEQUERA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-02-01,0,1,0,0,1
APOLO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-02-01,3,3,12,6,24
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-02-01,0,1,1,1,3
ARANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-02-01,9,5,8,4,26
ARBIETO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-02-01,0,2,0,2,4
ARQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-02-01,1,2,0,0,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-02-01,19,21,0,0,40
ATOCHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-02-01,1,2,1,0,4
AUCAPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-02-01,1,0,2,0,3
AYATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-02-01,2,0,1,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-02-01,3,6,0,1,10
BATALLAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2019-02-01,0,2,1,1,4
