,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,2,2,0,4
HUARINA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,1,1,0,0,2
ICHOCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,0,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,1,0,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,2,0,0,1,3
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,2,4,0,1,7
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,8,5,0,1,14
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,50,44,1,2,97
LAJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,1,1,0,0,2
LORETO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,1,0,0,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,1,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,1,0,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,9,2,2,2,15
OKINAWA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,1,1,0,0,2
ORURO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,18,15,2,3,38
PAILON,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,4,3,9,6,22
PALCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,1,2,1,0,4
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,1,1,0,0,2
PAZÑA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,0,1,0,1
POCONA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,3,4,4,2,13
PUCARANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,0,0,1,1
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,0,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,2,7,0,0,9
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,1,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,2,3,0,0,5
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,4,7,0,0,11
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,4,2,2,1,9
QUIME,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,0,1,0,1
RAVELO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,1,0,0,1
REYES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,1,0,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,6,5,2,0,13
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,1,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,3,4,3,10
SABAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,1,0,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,5,2,3,6,16
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,1,0,0,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,4,0,0,0,4
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,1,1,0,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,3,0,0,1,4
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,4,2,0,0,6
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,1,1,1,3
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,0,1,1,2
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,6,6,2,1,15
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,1,1,0,1,3
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,1,0,0,0,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,1,0,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,1,0,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,1,0,0,1,2
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,1,1,2,0,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,136,152,5,12,305
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,1,0,0,0,1
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,1,0,0,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,2,3,2,0,7
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,1,2,0,0,3
SORATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,0,0,1,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,16,18,1,0,35
TARATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,0,1,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,5,7,1,2,15
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,1,0,0,1,2
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,1,2,2,5
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,1,0,0,1
TOCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,1,0,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,10,6,0,0,16
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,1,1,0,2
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,5,0,0,5
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,3,0,1,0,4
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,0,0,2,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,7,3,2,1,13
WARNES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,15,12,0,0,27
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,1,9,1,2,13
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-01-01,2,2,0,1,5
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,1,0,0,2
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,2,5,0,1,8
AIQUILE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,0,2,2
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,1,0,0,2
ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,0,1,1
APOLO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
ARANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,0,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,4,5,0,0,9
ATOCHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,0,1,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,0,2,2
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,2,1,0,0,3
BOYUIBE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,0,1,2
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,1,0,1
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,2,0,0,2
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,0,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,0,0,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,1,1,2
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,8,11,20
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,1,1,0,3
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,26,21,2,2,51
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,2,0,0,2
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,1,2,4
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,3,0,1,1,5
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,0,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,3,3,6
COPACABANA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,0,1,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,1,1,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,4,2,0,1,7
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,3,1,4
CULPINA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,65,46,26,22,159
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,3,2,0,0,5
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,0,0,1
ESCOMA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,1,0,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,0,1,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,1,0,0,2
HUACHACALLA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,6,1,0,0,7
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,1,1,1,4
HUATAJATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,0,1,1
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,4,1,0,6
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,5,7,0,4,16
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,48,30,1,1,80
LAJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,2,0,3
LAS CARRERAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,0,1,1
LORETO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,4,6,10
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,0,1,2
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,3,0,4
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,3,7,3,2,15
OKINAWA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,7,12,8,5,32
PAILON,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,2,4,16,17,39
PALCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,0,1,2
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
POCONA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,0,0,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,0,1,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,2,0,0,2
PORVENIR,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,1,0,1
POSTRER VALLE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,11,5,1,4,21
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,3,0,0,4
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,1,0,0,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,4,2,2,3,11
PUNA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,3,1,4
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,2,1,0,3
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,6,4,9,7,26
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,1,0,1
RAVELO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,1,0,1
REYES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,2,3,0,0,5
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,7,3,3,1,14
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,2,5,7
SABAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,8,3,3,4,18
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,0,1,1
SAIPINA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,0,0,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,1,1,3
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,11,16,1,1,29
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,0,2,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,2,0,2,4
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,7,6,13
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,4,0,4
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,4,2,0,0,6
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,2,6,8,16
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,3,4,0,0,7
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,0,2,2
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,2,0,2
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,2,0,0,0,2
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,0,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,2,1,1,0,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,146,130,22,26,324
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,0,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,1,0,1
SENA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,1,6,2,10
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,3,7,1,0,11
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,2,0,0,0,2
SORACACHI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,0,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,1,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,8,6,0,0,14
TACACOMA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,0,1,1
TARATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,0,1,1,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,2,4,6,3,15
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,1,0,2
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,2,1,3,2,8
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,0,1,0,1,2
TOCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2019-02-01,1,1,0,0,2
