,group,variable,month,ANTIPOLIOMIELÍTICA 4TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS FUERA,ANTIPOLIOMIELÍTICA 4TA. DOSIS FUERA,TOTALES
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,2,0,0,2
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,2,2,2,7
CHAQUI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,2,0,0,2
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,8,4,0,0,12
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,4,0,0,0,4
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,3,4,0,0,7
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,2,0,0,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,0,1,1
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,5,0,6
CLIZA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,1,2,0,5
COBIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,5,2,0,2,9
COCAPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,0,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,133,130,9,14,286
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,6,4,0,0,10
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,2,0,0,2
COLLANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,0,2,2
COLOMI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,3,4,0,0,7
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,3,0,0,1,4
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,2,3,2,8
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,5,6,3,16
COMARAPA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,6,6,0,0,12
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,4,2,0,1,7
COPACABANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,1,2,0,4
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,4,0,1,6
CORO CORO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,1,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,4,2,1,1,8
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,1,0,1,3
COTOCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,26,28,4,7,65
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,0,0,1,2
CULPINA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,0,0,0,1
CURVA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,1,1,2
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,166,188,41,23,418
EL CHORO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,0,0,0,1
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,1,0,0,3
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,0,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,3,3,0,0,6
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,4,4,2,2,12
ESCOMA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,2,3,3,8
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,0,0,0,1
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,1,0,1,4
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,3,3,2,3,11
GUANAY,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,0,0,1,3
GUAQUI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,2,0,1,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,12,18,1,1,32
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,1,0,0,3
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,4,3,1,3,11
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,2,0,0,2
HUARINA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,0,0,1
HUMANATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,0,1,1
ICHOCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,3,2,0,0,5
ICLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,0,0,1
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,0,0,0,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,4,1,0,6
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,0,2,0,4
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,1,0,0,2
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,6,7,1,0,14
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,17,13,1,5,36
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,124,131,0,0,255
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,1,1,2
LAJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,0,0,1
LAS CARRERAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,1,0,2
LICOMA PAMPA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,0,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,2,7,8,19
LORETO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,2,1,3
MACHARETI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,1,0,0,2
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,2,0,0,3
MAIRANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,0,0,1
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,2,0,0,2
MECAPACA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,11,3,0,0,14
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,0,1,4,7
MOJOCOYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,0,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,2,0,0,3
MONTERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,20,19,4,7,50
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,1,2,3
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,0,0,0,1
NAZACARA DE PACAJES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,0,0,0,1
OCURI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,1,2,4
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,4,5,0,4,13
ORURO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,52,50,5,3,110
PADCAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,0,1,1
PADILLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,0,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,4,5,4,7,20
PALCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,2,1,0,4
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,4,3,2,2,11
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,1,1,0,3
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,0,0,1
PASORAPA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,0,1,1
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,1,0,0,2
POCOATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,0,1,1
POCONA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,1,1,0,3
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,1,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,1,0,0,3
POROMA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,0,0,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,1,2,4,8
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,5,3,2,0,10
POSTRER VALLE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,23,27,9,6,65
PRESTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,0,1,2
PUCARA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,0,0,0,2
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,1,3,4,10
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,0,2,2
PUERTO CARABUCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,0,0,0,1
PUERTO PEREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,1,1,2,5
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,2,0,0,4
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,0,0,0,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,1,1,0,4
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,10,2,4,5,21
PUNATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,3,4,4,0,11
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,20,12,21,20,73
QUIME,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,2,1,0,4
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,0,1,1
RAVELO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,0,0,1
REYES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,0,0,0,2
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,10,13,0,2,25
ROBORE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,4,0,0,5
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,5,4,1,0,10
SACABA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,19,18,15,14,66
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,0,0,0,1
SAIPINA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,0,0,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,3,0,3
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,2,0,0,2
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,0,0,2,4
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,6,8,2,0,16
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,0,3,4
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,6,2,1,0,9
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,3,1,1,7
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,10,7,0,1,18
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,0,0,0,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,0,0,0,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,0,0,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,4,5,12,13,34
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,5,7,1,0,13
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,3,0,4
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,0,0,1
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,2,1,0,3
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,5,3,1,0,9
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,2,0,0,2
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,4,0,0,6
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,1,0,1,3
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,1,0,0,2
SAN PEDRO(PND),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,0,2,2
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,0,1,0,2
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,5,1,0,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,346,356,9,8,719
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,4,0,0,5
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,1,1,0,4
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,0,0,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,2,1,0,3
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,1,0,0,2
SENA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,11,5,1,2,19
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,3,10,2,0,15
SORACACHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,3,0,0,4
SORATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,4,2,3,10
SUCRE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,50,51,2,2,105
TACACHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,2,1,3
TACACOMA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,2,2,0,0,4
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,1,0,1
TACOPAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,0,0,0,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,0,0,0,1
TARABUCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,1,1,3
TARATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,2,1,4
TARIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,25,18,1,4,48
TARVITA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,2,2,1,5
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,2,0,0,3
TIAHUANACU,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,2,0,0,2
TIPUANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,11,10,7,1,29
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,1,5,2,8
TOCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,1,0,1,3
TOLATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,1,1,0,3
TOLEDO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,0,1,1
TOMAVE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,1,0,0,0,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,3,3,6
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2019-01-01,0,0,0,1,1
