,group,variable,month,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,TOTALES
BERMEJO,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
BETANZOS,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,2,2,1,4,0,0,0,0,0,9
CAMARGO,atencion odontologica,rayos x dental,2022-01-01,0,0,0,3,0,2,2,10,1,0,0,0,0,0,18
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,rayos x dental,2022-01-01,0,0,1,0,0,1,2,12,0,2,0,0,0,0,18
CAMIRI,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
CAPINOTA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,2,5,1,2,0,0,0,0,0,10
CARACOLLO,atencion odontologica,rayos x dental,2022-01-01,0,0,0,2,0,7,5,4,0,0,0,0,0,0,18
CARANGAS,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,2,0,2,1,0,1,0,0,0,0,6
CARIPUYO,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4
CARMEN RIVERO TORREZ,atencion odontologica,rayos x dental,2022-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CHAQUI,atencion odontologica,rayos x dental,2022-01-01,0,0,0,1,0,3,4,3,0,0,0,0,0,0,11
CHARAGUA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHAYANTA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,rayos x dental,2022-01-01,1,0,1,3,2,7,0,4,0,0,0,0,0,0,18
COBIJA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,1,6,3,0,0,0,0,0,0,10
COCHABAMBA,atencion odontologica,rayos x dental,2022-01-01,6,8,31,54,25,34,171,294,67,70,0,0,0,0,760
COIPASA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
COLCAPIRHUA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,1,0,3,1,1,0,0,0,0,0,0,6
"COLCHA ""K""",atencion odontologica,rayos x dental,2022-01-01,0,1,4,1,1,0,0,7,0,0,0,0,0,0,14
COLLANA,atencion odontologica,rayos x dental,2022-01-01,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3
COLQUECHACA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,1,4,4,15,1,1,0,0,0,0,26
COMARAPA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
COPACABANA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,1,0,2,1,0,0,0,0,0,0,4
CORQUE,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
COTAGAITA,atencion odontologica,rayos x dental,2022-01-01,0,0,4,1,0,3,6,2,2,0,0,0,0,0,18
COTOCA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
CUEVO,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CULPINA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,2,6,7,10,18,3,0,0,0,0,0,46
CURAHUARA DE CARANGAS,atencion odontologica,rayos x dental,2022-01-01,1,2,3,10,1,1,1,12,2,1,0,0,0,0,34
EL ALTO,atencion odontologica,rayos x dental,2022-01-01,0,0,1,4,0,9,1,5,2,0,0,0,0,0,22
EL PUENTE(TJA),atencion odontologica,rayos x dental,2022-01-01,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3
EL TORNO,atencion odontologica,rayos x dental,2022-01-01,0,0,4,2,1,9,5,7,0,0,0,0,0,0,28
ENTRE RIOS CBBA,atencion odontologica,rayos x dental,2022-01-01,0,0,5,6,1,3,1,4,0,0,0,0,0,0,20
ESCOMA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
ESMERALDA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
GENERAL SAAVEDRA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,2,2,0,1,6,0,1,0,0,0,0,12
HUACHACALLA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
HUANUNI,atencion odontologica,rayos x dental,2022-01-01,1,0,8,8,6,18,24,23,4,3,0,0,0,0,95
HUARINA,atencion odontologica,rayos x dental,2022-01-01,0,0,1,0,1,3,1,0,0,0,0,0,0,0,6
HUATAJATA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4
ICHOCA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
INCAHUASI,atencion odontologica,rayos x dental,2022-01-01,0,0,1,0,1,0,2,6,0,0,0,0,0,0,10
IXIAMAS,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,3,1,1,10,5,0,0,0,0,0,20
LA ASUNTA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
LA PAZ,atencion odontologica,rayos x dental,2022-01-01,53,53,105,95,122,102,297,311,120,25,0,0,0,0,1283
LAJA,atencion odontologica,rayos x dental,2022-01-01,0,0,1,0,0,1,1,1,0,0,0,0,0,0,4
LAS CARRERAS,atencion odontologica,rayos x dental,2022-01-01,0,0,1,1,0,2,1,1,0,0,0,0,0,0,6
MACHACAMARCA,atencion odontologica,rayos x dental,2022-01-01,1,0,2,2,3,7,2,3,1,0,0,0,0,0,21
MAGDALENA,atencion odontologica,rayos x dental,2022-01-01,0,0,1,0,0,0,3,2,1,0,0,0,0,0,7
MAPIRI,atencion odontologica,rayos x dental,2022-01-01,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3
MECAPACA,atencion odontologica,rayos x dental,2022-01-01,1,0,4,3,3,1,15,3,0,0,0,0,0,0,30
MIZQUE,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,1,1,3,0,0,0,0,0,0,5
MOJINETE,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MOJOCOYA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
MONTEAGUDO,atencion odontologica,rayos x dental,2022-01-01,0,0,3,1,3,4,1,5,0,0,0,0,0,0,17
ORURO,atencion odontologica,rayos x dental,2022-01-01,27,14,62,65,44,68,123,154,14,9,0,0,0,0,580
PADCAYA,atencion odontologica,rayos x dental,2022-01-01,0,0,1,1,0,1,0,1,0,0,0,0,0,0,4
PADILLA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,1,2,4,12,0,0,0,0,0,0,19
PAMPA GRANDE,atencion odontologica,rayos x dental,2022-01-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
PASORAPA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,1,2,1,0,0,1,0,0,0,0,5
PAZÑA,atencion odontologica,rayos x dental,2022-01-01,0,0,2,2,3,2,2,7,0,1,0,0,0,0,19
POOPO,atencion odontologica,rayos x dental,2022-01-01,1,0,1,1,3,0,1,8,0,0,0,0,0,0,15
PORONGO,atencion odontologica,rayos x dental,2022-01-01,0,0,7,3,3,0,6,8,1,0,0,0,0,0,28
POTOSI,atencion odontologica,rayos x dental,2022-01-01,0,0,5,11,8,14,19,37,8,1,0,0,0,0,103
PRESTO,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PUCARANI,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,5,1,1,0,0,0,0,0,0,7
PUERTO GONZALO MORENO,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PUERTO RICO,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
PUERTO SUAREZ,atencion odontologica,rayos x dental,2022-01-01,0,0,0,1,0,0,1,4,0,1,0,0,0,0,7
PUERTO VILLARROEL,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
PUNA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,2,3,2,5,1,2,0,0,0,0,15
PUNATA,atencion odontologica,rayos x dental,2022-01-01,0,1,0,0,1,0,0,0,0,2,0,0,0,0,4
QUIABAYA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,1,0,0,3,2,0,0,0,0,0,0,6
QUILLACOLLO,atencion odontologica,rayos x dental,2022-01-01,0,1,9,2,7,2,14,26,9,4,0,0,0,0,74
REYES,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
RIBERALTA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,2,0,0,2,3,1,1,0,0,0,0,9
SACABA,atencion odontologica,rayos x dental,2022-01-01,0,1,4,8,5,1,15,13,4,1,0,0,0,0,52
SACACA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,1,2,2,4,0,0,0,0,0,0,9
SALINAS DE GARCI MENDOZA,atencion odontologica,rayos x dental,2022-01-01,1,0,5,3,0,4,2,11,1,3,0,0,0,0,30
SAMAIPATA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3
SAN BENITO,atencion odontologica,rayos x dental,2022-01-01,1,1,1,4,0,8,5,3,2,1,0,0,0,0,26
SAN BORJA,atencion odontologica,rayos x dental,2022-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN LORENZO(TJA),atencion odontologica,rayos x dental,2022-01-01,0,0,1,0,0,1,0,2,0,1,0,0,0,0,5
SAN LUCAS,atencion odontologica,rayos x dental,2022-01-01,0,0,1,1,0,0,1,14,0,4,0,0,0,0,21
SAN MIGUEL DE VELASCO,atencion odontologica,rayos x dental,2022-01-01,0,0,1,1,1,0,4,10,0,0,0,0,0,0,17
SAN PEDRO,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,1,2,0,3,0,0,0,0,0,0,6
SAN PEDRO DE BUENA VISTA,atencion odontologica,rayos x dental,2022-01-01,0,0,1,1,0,0,5,7,0,1,0,0,0,0,15
SANTA CRUZ DE LA SIERRA,atencion odontologica,rayos x dental,2022-01-01,20,17,77,114,56,70,275,485,51,54,0,0,0,0,1219
SANTA ROSA DEL SARA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTIAGO DE HUARI,atencion odontologica,rayos x dental,2022-01-01,0,1,0,2,0,4,5,8,0,0,0,0,0,0,20
SANTIAGO DE HUATA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
SANTIVAÑES,atencion odontologica,rayos x dental,2022-01-01,0,0,2,2,1,2,4,3,1,1,0,0,0,0,16
SANTUARIO DE QUILLACAS,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
SAPAHAQUI,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SICA SICA (VILLA AROMA),atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SIPE SIPE,atencion odontologica,rayos x dental,2022-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SOPACHUY,atencion odontologica,rayos x dental,2022-01-01,0,0,0,1,0,0,1,9,0,0,0,0,0,0,11
SORACACHI,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SORATA,atencion odontologica,rayos x dental,2022-01-01,1,0,0,2,0,3,2,6,0,0,0,0,0,0,14
SUCRE,atencion odontologica,rayos x dental,2022-01-01,0,2,4,1,3,4,18,32,9,1,0,0,0,0,74
TACACOMA,atencion odontologica,rayos x dental,2022-01-01,3,0,2,2,2,1,8,19,0,1,0,0,0,0,38
TARABUCO,atencion odontologica,rayos x dental,2022-01-01,0,0,2,0,0,1,4,4,0,0,0,0,0,0,11
TARIJA,atencion odontologica,rayos x dental,2022-01-01,1,1,1,4,3,3,11,20,2,1,0,0,0,0,47
TIRAQUE (CBBA),atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
TODOS SANTOS,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TOMAVE,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TORO TORO,atencion odontologica,rayos x dental,2022-01-01,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3
TOTORA(ORR),atencion odontologica,rayos x dental,2022-01-01,2,0,2,3,1,3,0,5,0,0,0,0,0,0,16
TRIGAL,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
TRINIDAD,atencion odontologica,rayos x dental,2022-01-01,0,0,1,2,3,0,7,9,5,1,0,0,0,0,28
TURCO,atencion odontologica,rayos x dental,2022-01-01,0,0,1,0,3,1,3,2,1,0,0,0,0,0,11
UMALA,atencion odontologica,rayos x dental,2022-01-01,0,0,1,4,0,1,4,4,0,0,0,0,0,0,14
UNCIA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,2,0,0,0,7,2,0,0,0,0,0,11
URIONDO (A. CONCEPCION),atencion odontologica,rayos x dental,2022-01-01,0,0,1,2,0,1,2,6,0,0,0,0,0,0,12
UYUNI,atencion odontologica,rayos x dental,2022-01-01,0,0,0,4,0,1,1,1,0,0,0,0,0,0,7
VIACHA,atencion odontologica,rayos x dental,2022-01-01,0,0,6,6,2,10,14,12,2,2,0,0,0,0,54
VILA VILA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
VILLA RIVERO,atencion odontologica,rayos x dental,2022-01-01,0,0,3,1,1,0,2,3,1,0,0,0,0,0,11
VILLA TUNARI,atencion odontologica,rayos x dental,2022-01-01,1,0,17,13,6,7,6,10,2,0,0,0,0,0,62
VILLAZON,atencion odontologica,rayos x dental,2022-01-01,1,0,1,1,2,1,1,10,0,2,0,0,0,0,19
VINTO,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
YACUIBA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,4,2,1,3,2,1,0,0,0,0,0,13
YAMPARAEZ,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
YOTALA,atencion odontologica,rayos x dental,2022-01-01,0,0,3,0,0,1,0,2,2,1,0,0,0,0,9
YUNCHARA,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3
ZUDAÑEZ,atencion odontologica,rayos x dental,2022-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
ACACIO,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ACHACACHI,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,1,2,4,0,0,0,0,0,0,7
AIQUILE,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,3,4,1,2,0,0,0,0,10
ANTEQUERA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
APOLO,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
ARAMPAMPA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ARANI,atencion odontologica,rayos x dental,2022-02-01,1,1,1,0,1,4,7,8,2,0,0,0,0,0,25
ARQUE,atencion odontologica,rayos x dental,2022-02-01,0,0,0,1,0,1,1,3,0,0,0,0,0,0,6
ATOCHA,atencion odontologica,rayos x dental,2022-02-01,0,1,2,3,1,4,5,14,2,2,0,0,0,0,34
AUCAPATA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,4,0,2,0,0,0,0,6
BETANZOS,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,4,8,0,0,0,0,0,0,12
CAMARGO,atencion odontologica,rayos x dental,2022-02-01,0,0,0,1,0,3,5,12,0,0,0,0,0,0,21
CAMIRI,atencion odontologica,rayos x dental,2022-02-01,0,0,2,0,1,4,5,11,3,2,0,0,0,0,28
CAPINOTA,atencion odontologica,rayos x dental,2022-02-01,0,2,6,4,3,0,5,3,7,0,0,0,0,0,30
CARACOLLO,atencion odontologica,rayos x dental,2022-02-01,0,0,0,1,0,0,0,0,3,2,0,0,0,0,6
CARANAVI,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3
CHAQUI,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,2,0,6,5,0,0,0,0,0,0,13
CHARAGUA,atencion odontologica,rayos x dental,2022-02-01,0,0,1,1,1,2,4,5,0,0,0,0,0,0,14
CHAYANTA,atencion odontologica,rayos x dental,2022-02-01,0,2,0,0,1,0,3,9,0,0,0,0,0,0,15
CHIMORE,atencion odontologica,rayos x dental,2022-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,rayos x dental,2022-02-01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
CKOCHAS,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COBIJA,atencion odontologica,rayos x dental,2022-02-01,0,0,2,3,0,2,5,8,2,0,0,0,0,0,22
COCHABAMBA,atencion odontologica,rayos x dental,2022-02-01,1,9,43,41,44,52,179,323,131,88,0,0,0,0,911
COLCAPIRHUA,atencion odontologica,rayos x dental,2022-02-01,1,0,0,0,3,1,0,2,2,0,0,0,0,0,9
"COLCHA ""K""",atencion odontologica,rayos x dental,2022-02-01,0,3,2,11,2,1,4,8,0,0,0,0,0,0,31
COLLANA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,2,0,1,1,8,0,0,0,0,0,0,12
COLQUECHACA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,3,2,6,4,18,1,0,0,0,0,0,34
COMARAPA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,3,1,0,8,8,1,0,0,0,0,0,21
COPACABANA,atencion odontologica,rayos x dental,2022-02-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
COTAGAITA,atencion odontologica,rayos x dental,2022-02-01,1,0,1,5,1,2,1,11,5,2,0,0,0,0,29
COTOCA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CRUZ DE MACHACAMARCA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CUEVO,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
CULPINA,atencion odontologica,rayos x dental,2022-02-01,0,0,4,3,1,3,13,19,6,0,0,0,0,0,49
CURAHUARA DE CARANGAS,atencion odontologica,rayos x dental,2022-02-01,0,0,0,3,0,1,0,3,0,0,0,0,0,0,7
EL ALTO,atencion odontologica,rayos x dental,2022-02-01,2,1,3,5,0,6,7,9,3,4,0,0,0,0,40
EL PUENTE(TJA),atencion odontologica,rayos x dental,2022-02-01,0,0,0,3,0,0,2,2,0,0,0,0,0,0,7
EL TORNO,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,2,4,8,0,2,0,0,0,0,16
EL VILLAR,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
ENTRE RIOS CBBA,atencion odontologica,rayos x dental,2022-02-01,3,0,2,2,0,0,2,2,0,0,0,0,0,0,11
ESMERALDA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
GENERAL SAAVEDRA,atencion odontologica,rayos x dental,2022-02-01,1,0,1,0,0,0,0,8,0,0,0,0,0,0,10
HUANUNI,atencion odontologica,rayos x dental,2022-02-01,1,0,2,2,10,5,10,17,2,1,0,0,0,0,50
HUARINA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5
HUATAJATA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
ICHOCA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
INCAHUASI,atencion odontologica,rayos x dental,2022-02-01,0,0,2,1,1,0,5,10,0,0,0,0,0,0,19
IXIAMAS,atencion odontologica,rayos x dental,2022-02-01,0,0,0,1,0,1,1,1,0,0,0,0,0,0,4
LA PAZ,atencion odontologica,rayos x dental,2022-02-01,63,49,115,112,69,115,325,383,129,69,0,0,0,0,1429
LAJA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
LAS CARRERAS,atencion odontologica,rayos x dental,2022-02-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
LLALLAGUA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,1,0,1,2,0,0,0,0,0,0,4
MACHACAMARCA,atencion odontologica,rayos x dental,2022-02-01,1,1,0,0,1,4,3,4,0,0,0,0,0,0,14
MACHARETI,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
MAGDALENA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
MAIRANA,atencion odontologica,rayos x dental,2022-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MAPIRI,atencion odontologica,rayos x dental,2022-02-01,0,0,3,0,0,0,3,5,1,0,0,0,0,0,12
MECAPACA,atencion odontologica,rayos x dental,2022-02-01,0,0,6,7,1,12,1,17,2,0,0,0,0,0,46
MIZQUE,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
MOJOCOYA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MONTEAGUDO,atencion odontologica,rayos x dental,2022-02-01,0,0,0,4,0,1,5,4,1,0,0,0,0,0,15
NAZACARA DE PACAJES,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
OCURI,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ORURO,atencion odontologica,rayos x dental,2022-02-01,7,4,49,48,41,53,99,207,42,13,0,0,0,0,563
PADCAYA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3
PADILLA,atencion odontologica,rayos x dental,2022-02-01,0,0,1,0,1,1,1,16,1,0,0,0,0,0,21
PAILON,atencion odontologica,rayos x dental,2022-02-01,0,0,2,0,0,0,2,1,1,2,0,0,0,0,8
PAMPA GRANDE,atencion odontologica,rayos x dental,2022-02-01,0,0,1,0,0,1,0,2,1,0,0,0,0,0,5
PASORAPA,atencion odontologica,rayos x dental,2022-02-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
PAZÑA,atencion odontologica,rayos x dental,2022-02-01,0,0,7,2,1,1,0,5,3,2,0,0,0,0,21
POCONA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
POOPO,atencion odontologica,rayos x dental,2022-02-01,0,0,0,1,0,1,1,5,0,1,0,0,0,0,9
PORCO,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
POROMA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PORONGO,atencion odontologica,rayos x dental,2022-02-01,2,1,5,2,0,0,2,7,0,0,0,0,0,0,19
PORVENIR,atencion odontologica,rayos x dental,2022-02-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
POTOSI,atencion odontologica,rayos x dental,2022-02-01,0,0,8,6,10,19,21,50,9,0,0,0,0,0,123
PRESTO,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
