,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES
ATOCHA,atencion odontologica,endodoncia,2022-01-01,2,1,4,9,4,3,6,10,2,0,0,0,0,0,41
AYATA,atencion odontologica,endodoncia,2022-01-01,0,0,1,1,2,0,2,2,0,0,0,0,0,0,8
AYO AYO,atencion odontologica,endodoncia,2022-01-01,0,0,4,0,1,1,0,7,0,1,0,0,0,0,14
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncia,2022-01-01,3,3,1,5,2,8,4,18,1,2,0,0,0,0,47
AZURDUY,atencion odontologica,endodoncia,2022-01-01,0,0,1,1,0,1,2,1,0,0,0,0,0,0,6
BAURES,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BELEN DE ANDAMARCA,atencion odontologica,endodoncia,2022-01-01,0,1,1,1,0,0,0,3,0,0,0,0,0,0,6
BELEN DE URMIRI,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BELLA FLOR,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,endodoncia,2022-01-01,12,0,0,3,0,0,7,8,0,0,0,0,0,0,30
BETANZOS,atencion odontologica,endodoncia,2022-01-01,0,1,0,7,0,3,2,2,2,0,0,0,0,0,17
BOLIVAR,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
BOYUIBE,atencion odontologica,endodoncia,2022-01-01,0,0,2,0,0,2,2,1,0,0,0,0,0,0,7
BUENA VISTA,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
CAIROMA,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
CAJUATA,atencion odontologica,endodoncia,2022-01-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
CALAMARCA,atencion odontologica,endodoncia,2022-01-01,0,0,5,2,0,1,1,3,1,0,0,0,0,0,13
CAMARGO,atencion odontologica,endodoncia,2022-01-01,0,1,4,6,0,3,3,5,0,0,0,0,0,0,22
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncia,2022-01-01,0,0,1,0,0,1,1,5,0,0,0,0,0,0,8
CAMIRI,atencion odontologica,endodoncia,2022-01-01,1,0,1,4,1,0,0,4,0,0,0,0,0,0,11
CAPINOTA,atencion odontologica,endodoncia,2022-01-01,1,0,2,1,3,7,14,22,9,2,0,0,0,0,61
CAQUIAVIRI,atencion odontologica,endodoncia,2022-01-01,1,0,0,0,1,2,3,4,0,0,0,0,0,0,11
CARACOLLO,atencion odontologica,endodoncia,2022-01-01,5,1,2,7,0,7,4,11,1,3,0,0,0,0,41
CARANAVI,atencion odontologica,endodoncia,2022-01-01,1,0,0,1,0,1,1,5,0,1,0,0,0,0,10
CARAPARI,atencion odontologica,endodoncia,2022-01-01,0,0,0,10,4,1,17,54,0,0,0,0,0,0,86
CARIPUYO,atencion odontologica,endodoncia,2022-01-01,0,1,0,0,1,0,1,3,0,0,0,0,0,0,6
CHALLAPATA,atencion odontologica,endodoncia,2022-01-01,0,1,0,0,0,0,1,6,3,5,0,0,0,0,16
CHAQUI,atencion odontologica,endodoncia,2022-01-01,1,1,2,2,8,4,6,7,0,0,0,0,0,0,31
CHARAGUA,atencion odontologica,endodoncia,2022-01-01,0,0,0,1,2,1,1,9,0,0,0,0,0,0,14
CHARAÑA,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CHAYANTA,atencion odontologica,endodoncia,2022-01-01,0,0,1,0,0,0,2,2,0,0,0,0,0,0,5
CHIMORE,atencion odontologica,endodoncia,2022-01-01,0,1,1,1,2,4,4,3,0,0,0,0,0,0,16
CHUA COCANI,atencion odontologica,endodoncia,2022-01-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
CHUMA,atencion odontologica,endodoncia,2022-01-01,0,0,1,5,3,7,11,11,0,0,0,0,0,0,38
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncia,2022-01-01,0,0,1,3,1,5,0,3,0,0,0,0,0,0,13
CKOCHAS,atencion odontologica,endodoncia,2022-01-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
CLIZA,atencion odontologica,endodoncia,2022-01-01,1,0,6,4,1,4,0,5,1,2,0,0,0,0,24
COBIJA,atencion odontologica,endodoncia,2022-01-01,3,0,1,17,0,6,22,33,2,0,0,0,0,0,84
COCAPATA,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
COCHABAMBA,atencion odontologica,endodoncia,2022-01-01,19,16,78,100,42,64,202,271,100,56,0,0,0,0,948
COIPASA,atencion odontologica,endodoncia,2022-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COLCAPIRHUA,atencion odontologica,endodoncia,2022-01-01,3,1,0,14,3,2,2,12,0,0,0,0,0,0,37
"COLCHA ""K""",atencion odontologica,endodoncia,2022-01-01,0,1,0,0,0,0,1,2,0,0,0,0,0,0,4
COLLANA,atencion odontologica,endodoncia,2022-01-01,0,0,2,6,2,7,1,6,0,0,0,0,0,0,24
COLOMI,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
COLPA BELGICA,atencion odontologica,endodoncia,2022-01-01,0,0,1,6,1,1,4,4,0,0,0,0,0,0,17
COLQUECHACA,atencion odontologica,endodoncia,2022-01-01,0,6,8,7,2,9,3,18,0,1,0,0,0,0,54
COLQUENCHA,atencion odontologica,endodoncia,2022-01-01,0,0,0,5,0,1,2,4,0,0,0,0,0,0,12
COLQUIRI,atencion odontologica,endodoncia,2022-01-01,0,1,1,0,3,3,3,5,0,0,0,0,0,0,16
COMARAPA,atencion odontologica,endodoncia,2022-01-01,1,2,9,4,2,7,4,12,1,0,0,0,0,0,42
COMBAYA,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CONCEPCION,atencion odontologica,endodoncia,2022-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
COPACABANA,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CORIPATA,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3
CORO CORO,atencion odontologica,endodoncia,2022-01-01,5,2,21,14,2,10,32,10,1,3,0,0,0,0,100
COROICO,atencion odontologica,endodoncia,2022-01-01,0,5,3,6,2,1,1,9,3,3,0,0,0,0,33
CORQUE,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
COTAGAITA,atencion odontologica,endodoncia,2022-01-01,0,8,26,18,7,10,17,48,3,7,0,0,0,0,144
CUATRO CAÑADAS,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
CUEVO,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CULPINA,atencion odontologica,endodoncia,2022-01-01,0,0,2,0,0,2,4,8,0,0,0,0,0,0,16
CURAHUARA DE CARANGAS,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
CURVA,atencion odontologica,endodoncia,2022-01-01,0,1,1,3,0,1,1,0,0,0,0,0,0,0,7
DESAGUADERO,atencion odontologica,endodoncia,2022-01-01,0,0,1,3,1,1,1,1,0,0,0,0,0,0,8
EL ALTO,atencion odontologica,endodoncia,2022-01-01,31,22,50,74,18,37,62,107,14,1,0,0,0,0,416
EL PUENTE(STC),atencion odontologica,endodoncia,2022-01-01,0,1,4,0,3,8,1,6,0,0,0,0,0,0,23
EL PUENTE(TJA),atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
EL TORNO,atencion odontologica,endodoncia,2022-01-01,1,1,6,1,4,16,8,16,4,3,0,0,0,0,60
ENTRE RIOS TRJ,atencion odontologica,endodoncia,2022-01-01,0,0,0,3,0,2,0,1,1,0,0,0,0,0,7
ENTRE RIOS CBBA,atencion odontologica,endodoncia,2022-01-01,0,0,1,0,1,4,0,2,0,0,0,0,0,0,8
ESCOMA,atencion odontologica,endodoncia,2022-01-01,0,0,0,1,1,1,1,3,0,4,0,0,0,0,11
ESMERALDA,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,5,2,0,0,0,0,0,0,7
FERNANDEZ ALONSO,atencion odontologica,endodoncia,2022-01-01,0,1,1,1,1,1,0,5,0,1,0,0,0,0,11
FILADELFIA,atencion odontologica,endodoncia,2022-01-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
GAIOC JATUN AYLLU YURA,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
GENERAL SAAVEDRA,atencion odontologica,endodoncia,2022-01-01,0,0,1,0,0,0,0,4,0,0,0,0,0,0,5
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncia,2022-01-01,0,0,2,2,2,5,1,5,0,3,0,0,0,0,20
GUANAY,atencion odontologica,endodoncia,2022-01-01,0,3,1,3,2,2,8,4,0,1,0,0,0,0,24
GUAQUI,atencion odontologica,endodoncia,2022-01-01,0,0,1,4,4,4,3,5,0,1,0,0,0,0,22
GUAYARAMERIN,atencion odontologica,endodoncia,2022-01-01,1,1,0,3,1,0,1,5,0,0,0,0,0,0,12
GUTIERREZ,atencion odontologica,endodoncia,2022-01-01,0,0,0,3,1,5,3,25,0,0,0,0,0,0,37
HUACHACALLA,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
HUANUNI,atencion odontologica,endodoncia,2022-01-01,4,2,9,9,2,3,8,8,1,1,0,0,0,0,47
HUARACAJE,atencion odontologica,endodoncia,2022-01-01,0,0,0,2,0,1,1,7,0,0,0,0,0,0,11
HUATAJATA,atencion odontologica,endodoncia,2022-01-01,0,0,2,5,2,2,1,5,0,1,0,0,0,0,18
HUAYLLAMARCA,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
HUMANATA,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,3,1,0,2,0,0,0,0,0,0,6
ICHOCA,atencion odontologica,endodoncia,2022-01-01,0,0,0,1,0,2,3,1,3,0,0,0,0,0,10
ICLA,atencion odontologica,endodoncia,2022-01-01,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3
INCAHUASI,atencion odontologica,endodoncia,2022-01-01,0,0,0,1,0,0,0,5,0,0,0,0,0,0,6
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncia,2022-01-01,0,1,6,0,1,4,5,3,1,0,0,0,0,0,21
IXIAMAS,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
JESUS DE MACHACA,atencion odontologica,endodoncia,2022-01-01,2,0,7,7,2,20,8,14,0,1,0,0,0,0,61
LA ASUNTA,atencion odontologica,endodoncia,2022-01-01,4,8,8,6,6,9,13,23,3,0,0,0,0,0,80
LA PAZ,atencion odontologica,endodoncia,2022-01-01,58,82,154,178,82,145,345,645,144,65,0,0,0,0,1898
LAGUNILLAS,atencion odontologica,endodoncia,2022-01-01,1,0,2,2,0,1,3,0,0,0,0,0,0,0,9
LAJA,atencion odontologica,endodoncia,2022-01-01,0,0,0,1,0,1,0,10,0,0,0,0,0,0,12
LAS CARRERAS,atencion odontologica,endodoncia,2022-01-01,0,0,4,1,0,1,1,2,1,0,0,0,0,0,10
LLALLAGUA,atencion odontologica,endodoncia,2022-01-01,1,3,0,19,1,3,8,13,2,0,0,0,0,0,50
LORETO,atencion odontologica,endodoncia,2022-01-01,0,1,0,0,0,0,0,3,0,0,0,0,0,0,4
LURIBAY,atencion odontologica,endodoncia,2022-01-01,0,0,1,0,0,2,0,2,0,0,0,0,0,0,5
MACHACAMARCA,atencion odontologica,endodoncia,2022-01-01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3
MAGDALENA,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MAIRANA,atencion odontologica,endodoncia,2022-01-01,12,5,1,20,17,6,17,16,0,0,0,0,0,0,94
MAPIRI,atencion odontologica,endodoncia,2022-01-01,0,0,1,3,0,2,0,0,0,0,0,0,0,0,6
MECAPACA,atencion odontologica,endodoncia,2022-01-01,4,0,13,3,10,8,16,21,0,0,0,0,0,0,75
MIZQUE,atencion odontologica,endodoncia,2022-01-01,1,1,0,1,0,0,0,3,0,0,0,0,0,0,6
MOCOMOCO,atencion odontologica,endodoncia,2022-01-01,0,0,3,1,0,0,4,3,0,2,0,0,0,0,13
MOJOCOYA,atencion odontologica,endodoncia,2022-01-01,0,1,1,0,0,2,2,6,0,0,0,0,0,0,12
MONTEAGUDO,atencion odontologica,endodoncia,2022-01-01,0,0,2,3,0,2,4,7,0,0,0,0,0,0,18
MONTERO,atencion odontologica,endodoncia,2022-01-01,8,7,8,26,5,11,13,12,4,4,0,0,0,0,98
MORO MORO,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
MOROCHATA,atencion odontologica,endodoncia,2022-01-01,0,1,0,0,0,1,1,1,0,0,0,0,0,0,4
OCURI,atencion odontologica,endodoncia,2022-01-01,0,1,1,0,1,3,3,7,0,1,0,0,0,0,17
OKINAWA,atencion odontologica,endodoncia,2022-01-01,0,0,0,1,0,0,0,5,0,0,0,0,0,0,6
OMEREQUE,atencion odontologica,endodoncia,2022-01-01,0,0,5,2,0,2,0,0,1,0,0,0,0,0,10
ORURO,atencion odontologica,endodoncia,2022-01-01,15,51,56,69,21,31,85,150,7,11,0,0,0,0,496
PADCAYA,atencion odontologica,endodoncia,2022-01-01,0,1,3,4,3,5,3,12,3,1,0,0,0,0,35
PADILLA,atencion odontologica,endodoncia,2022-01-01,0,3,2,1,1,3,3,4,0,0,0,0,0,0,17
PAILON,atencion odontologica,endodoncia,2022-01-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
PALCA,atencion odontologica,endodoncia,2022-01-01,1,2,5,3,9,7,12,18,0,1,0,0,0,0,58
PALOS BLANCOS,atencion odontologica,endodoncia,2022-01-01,0,1,1,3,4,4,3,4,0,0,0,0,0,0,20
PAMPA GRANDE,atencion odontologica,endodoncia,2022-01-01,0,0,2,1,0,0,0,4,0,1,0,0,0,0,8
PAPEL PAMPA,atencion odontologica,endodoncia,2022-01-01,0,0,0,3,0,0,1,2,0,0,0,0,0,0,6
PASORAPA,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,1,0,1,3,0,0,0,0,0,0,5
PATACAMAYA,atencion odontologica,endodoncia,2022-01-01,4,0,5,5,0,1,1,2,0,0,0,0,0,0,18
PAZÑA,atencion odontologica,endodoncia,2022-01-01,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3
PELECHUCO,atencion odontologica,endodoncia,2022-01-01,1,0,0,3,0,4,9,3,0,0,0,0,0,0,20
POCOATA,atencion odontologica,endodoncia,2022-01-01,0,2,3,5,1,2,4,5,1,0,0,0,0,0,23
POCONA,atencion odontologica,endodoncia,2022-01-01,1,1,1,1,0,0,2,3,1,0,0,0,0,0,10
POJO (CBBA),atencion odontologica,endodoncia,2022-01-01,0,0,2,1,1,1,4,9,0,0,0,0,0,0,18
POOPO,atencion odontologica,endodoncia,2022-01-01,1,1,5,5,1,7,17,6,0,0,0,0,0,0,43
PORCO,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
POROMA,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
PORVENIR,atencion odontologica,endodoncia,2022-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
POTOSI,atencion odontologica,endodoncia,2022-01-01,17,22,94,118,48,58,72,172,24,6,0,0,0,0,631
PRESTO,atencion odontologica,endodoncia,2022-01-01,0,0,9,3,2,5,2,15,1,0,0,0,0,0,37
PUCARANI,atencion odontologica,endodoncia,2022-01-01,0,0,7,8,5,14,8,15,2,1,0,0,0,0,60
PUERTO ACOSTA,atencion odontologica,endodoncia,2022-01-01,0,0,5,0,2,6,9,2,1,0,0,0,0,0,25
PUERTO CARABUCO,atencion odontologica,endodoncia,2022-01-01,1,3,0,2,5,0,2,5,0,0,0,0,0,0,18
PUERTO RICO,atencion odontologica,endodoncia,2022-01-01,0,0,3,0,2,3,0,3,0,0,0,0,0,0,11
PUERTO SUAREZ,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,1,0,9,0,0,0,0,0,0,10
PUERTO VILLARROEL,atencion odontologica,endodoncia,2022-01-01,4,0,2,7,2,4,2,8,0,2,0,0,0,0,31
PUNA,atencion odontologica,endodoncia,2022-01-01,0,0,0,1,0,0,6,0,0,0,0,0,0,0,7
PUNATA,atencion odontologica,endodoncia,2022-01-01,1,0,4,2,3,5,8,12,3,1,0,0,0,0,39
QUIABAYA,atencion odontologica,endodoncia,2022-01-01,0,0,0,2,0,0,3,2,0,0,0,0,0,0,7
QUILLACOLLO,atencion odontologica,endodoncia,2022-01-01,5,5,20,12,5,6,18,46,2,2,0,0,0,0,121
QUIME,atencion odontologica,endodoncia,2022-01-01,1,2,3,2,0,0,7,7,0,0,0,0,0,0,22
QUIRUSILLAS,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,1,0,4,1,0,0,0,0,0,6
RAVELO,atencion odontologica,endodoncia,2022-01-01,1,1,1,2,0,0,4,0,1,0,0,0,0,0,10
RIBERALTA,atencion odontologica,endodoncia,2022-01-01,0,1,3,1,3,2,9,7,0,0,0,0,0,0,26
ROBORE,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RURRENABAQUE,atencion odontologica,endodoncia,2022-01-01,1,0,1,4,0,0,0,1,0,0,0,0,0,0,7
SABAYA,atencion odontologica,endodoncia,2022-01-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
SACABA,atencion odontologica,endodoncia,2022-01-01,1,4,9,13,3,6,13,14,6,2,0,0,0,0,71
SACACA,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAIPINA,atencion odontologica,endodoncia,2022-01-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncia,2022-01-01,0,0,3,2,3,0,2,13,0,1,0,0,0,0,24
SAN AGUSTIN,atencion odontologica,endodoncia,2022-01-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
SAN ANDRES DE MACHACA,atencion odontologica,endodoncia,2022-01-01,0,1,0,0,0,4,2,1,2,2,0,0,0,0,12
SAN ANTONIO DE ESMORUCO,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SAN BENITO,atencion odontologica,endodoncia,2022-01-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3
SAN BORJA,atencion odontologica,endodoncia,2022-01-01,0,0,1,2,0,1,1,3,0,0,0,0,0,0,8
SAN BUENA VENTURA,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SAN CARLOS,atencion odontologica,endodoncia,2022-01-01,0,0,2,5,1,1,3,2,2,1,0,0,0,0,17
SAN IGNACIO,atencion odontologica,endodoncia,2022-01-01,0,0,0,7,9,6,7,8,0,0,0,0,0,0,37
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,2,0,0,14,3,1,0,0,0,0,20
SAN JAVIER(STC),atencion odontologica,endodoncia,2022-01-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
SAN JOAQUIN,atencion odontologica,endodoncia,2022-01-01,0,0,0,3,1,0,1,1,0,0,0,0,0,0,6
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncia,2022-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
SAN JUAN DE YAPACANI,atencion odontologica,endodoncia,2022-01-01,0,5,4,4,0,0,1,5,2,0,0,0,0,0,21
SAN JULIAN,atencion odontologica,endodoncia,2022-01-01,18,11,2,3,0,0,1,1,0,0,0,0,0,0,36
SAN LORENZO(TJA),atencion odontologica,endodoncia,2022-01-01,1,1,1,2,0,4,7,10,0,1,0,0,0,0,27
SAN LUCAS,atencion odontologica,endodoncia,2022-01-01,0,0,6,9,3,6,3,20,2,1,0,0,0,0,50
SAN MATIAS,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,3,0,1,0,0,0,0,0,0,4
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncia,2022-01-01,0,0,0,1,2,2,1,16,0,0,0,0,0,0,22
SAN PABLO DE LIPEZ,atencion odontologica,endodoncia,2022-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAN PEDRO,atencion odontologica,endodoncia,2022-01-01,0,0,2,2,1,4,2,4,0,1,0,0,0,0,16
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncia,2022-01-01,1,0,6,7,1,6,11,20,0,2,0,0,0,0,54
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncia,2022-01-01,0,0,0,3,2,0,0,0,0,0,0,0,0,0,5
SAN PEDRO DE MACHA,atencion odontologica,endodoncia,2022-01-01,0,0,8,15,5,15,10,17,0,0,0,0,0,0,70
SAN RAFAEL,atencion odontologica,endodoncia,2022-01-01,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3
SAN RAMON BENI,atencion odontologica,endodoncia,2022-01-01,0,0,2,0,0,3,9,3,6,0,0,0,0,0,23
SANTA ANA,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncia,2022-01-01,45,36,108,118,66,81,280,510,69,73,0,0,0,0,1386
SANTA ROSA,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
SANTA ROSA DEL SARA,atencion odontologica,endodoncia,2022-01-01,0,0,1,14,1,4,5,9,0,0,0,0,0,0,34
SANTIAGO DE HUARI,atencion odontologica,endodoncia,2022-01-01,1,1,1,5,1,0,3,7,0,0,0,0,0,0,19
SANTIAGO DE HUATA,atencion odontologica,endodoncia,2022-01-01,0,0,1,2,2,5,7,5,3,2,0,0,0,0,27
SANTIVAÑES,atencion odontologica,endodoncia,2022-01-01,2,0,0,0,0,0,1,3,0,0,0,0,0,0,6
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncia,2022-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
SAPAHAQUI,atencion odontologica,endodoncia,2022-01-01,0,0,2,2,0,0,1,0,0,0,0,0,0,0,5
SENA,atencion odontologica,endodoncia,2022-01-01,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4
SHINAOTA,atencion odontologica,endodoncia,2022-01-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
SICAYA,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SIPE SIPE,atencion odontologica,endodoncia,2022-01-01,2,0,1,2,2,1,1,4,0,0,0,0,0,0,13
SOPACHUY,atencion odontologica,endodoncia,2022-01-01,0,0,4,3,2,1,1,4,0,0,0,0,0,0,15
SORACACHI,atencion odontologica,endodoncia,2022-01-01,0,1,1,0,1,2,3,5,0,2,0,0,0,0,15
SORATA,atencion odontologica,endodoncia,2022-01-01,1,0,0,1,0,0,0,3,0,0,0,0,0,0,5
SUCRE,atencion odontologica,endodoncia,2022-01-01,29,8,34,52,32,39,77,147,26,2,0,0,0,0,446
TACACHI,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TACACOMA,atencion odontologica,endodoncia,2022-01-01,4,0,3,2,3,2,9,24,1,1,0,0,0,0,49
TACOPAYA,atencion odontologica,endodoncia,2022-01-01,0,0,0,1,1,3,1,6,2,0,0,0,0,0,14
TAPACARI,atencion odontologica,endodoncia,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TARABUCO,atencion odontologica,endodoncia,2022-01-01,0,1,0,0,0,0,0,3,0,0,0,0,0,0,4
TARACO,atencion odontologica,endodoncia,2022-01-01,0,0,0,1,0,1,0,4,0,0,0,0,0,0,6
