,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES
ARBIETO,atencion odontologica,restauraciones,2022-01-01,4,19,22,21,15,7,14,32,0,2,0,0,0,0,136
ARQUE,atencion odontologica,restauraciones,2022-01-01,0,1,2,19,13,13,14,33,4,0,0,0,0,0,99
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2022-01-01,19,36,26,47,5,52,8,69,0,0,0,0,0,0,262
ATOCHA,atencion odontologica,restauraciones,2022-01-01,9,4,26,31,27,50,31,47,8,3,0,0,0,0,236
AUCAPATA,atencion odontologica,restauraciones,2022-01-01,1,3,0,4,2,10,20,30,0,3,0,0,0,0,73
AYATA,atencion odontologica,restauraciones,2022-01-01,5,2,9,1,14,7,32,20,1,0,0,0,0,0,91
AYO AYO,atencion odontologica,restauraciones,2022-01-01,0,0,9,1,5,14,7,12,0,3,0,0,0,0,51
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2022-01-01,1,13,20,20,8,30,17,58,1,7,0,0,0,0,175
AZURDUY,atencion odontologica,restauraciones,2022-01-01,0,1,2,26,1,2,7,32,0,1,0,0,0,0,72
BATALLAS,atencion odontologica,restauraciones,2022-01-01,0,0,10,13,18,15,8,30,1,3,0,0,0,0,98
BAURES,atencion odontologica,restauraciones,2022-01-01,1,0,3,4,1,6,6,7,0,1,0,0,0,0,29
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2022-01-01,3,8,0,1,0,1,2,8,0,0,0,0,0,0,23
BELEN DE URMIRI,atencion odontologica,restauraciones,2022-01-01,2,0,0,0,0,0,0,8,0,3,0,0,0,0,13
BELLA FLOR,atencion odontologica,restauraciones,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,restauraciones,2022-01-01,2,1,10,24,8,29,26,35,7,1,0,0,0,0,143
BETANZOS,atencion odontologica,restauraciones,2022-01-01,4,24,31,42,37,95,56,97,9,3,0,0,0,0,398
BOLIVAR,atencion odontologica,restauraciones,2022-01-01,0,3,4,4,1,4,7,10,1,0,0,0,0,0,34
BOLPEBRA,atencion odontologica,restauraciones,2022-01-01,0,0,2,1,0,0,1,1,0,0,0,0,0,0,5
BOYUIBE,atencion odontologica,restauraciones,2022-01-01,0,0,2,5,0,8,2,9,0,2,0,0,0,0,28
BUENA VISTA,atencion odontologica,restauraciones,2022-01-01,11,3,6,3,3,3,2,7,1,0,0,0,0,0,39
CABEZAS,atencion odontologica,restauraciones,2022-01-01,0,2,10,15,4,12,8,38,0,0,0,0,0,0,89
CAIROMA,atencion odontologica,restauraciones,2022-01-01,2,1,10,5,3,19,2,10,0,0,0,0,0,0,52
"CAIZA ""D""",atencion odontologica,restauraciones,2022-01-01,1,0,1,2,0,0,3,7,0,0,0,0,0,0,14
CAJUATA,atencion odontologica,restauraciones,2022-01-01,0,1,5,8,0,0,3,10,0,1,0,0,0,0,28
CALACOTO,atencion odontologica,restauraciones,2022-01-01,0,0,0,0,0,0,2,4,0,2,0,0,0,0,8
CALAMARCA,atencion odontologica,restauraciones,2022-01-01,4,4,16,8,38,12,19,21,1,2,0,0,0,0,125
CAMARGO,atencion odontologica,restauraciones,2022-01-01,2,2,18,25,4,35,14,56,5,0,0,0,0,0,161
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2022-01-01,1,0,3,5,6,4,31,29,0,2,0,0,0,0,81
CAMIRI,atencion odontologica,restauraciones,2022-01-01,2,4,18,30,22,73,67,109,10,5,0,0,0,0,340
CAPINOTA,atencion odontologica,restauraciones,2022-01-01,2,8,24,21,13,17,19,54,8,4,0,0,0,0,170
CAQUIAVIRI,atencion odontologica,restauraciones,2022-01-01,1,1,3,11,15,26,15,31,1,0,0,0,0,0,104
CARACOLLO,atencion odontologica,restauraciones,2022-01-01,17,2,41,44,23,22,48,58,1,5,0,0,0,0,261
CARANAVI,atencion odontologica,restauraciones,2022-01-01,0,4,9,23,8,15,6,24,0,0,0,0,0,0,89
CARANGAS,atencion odontologica,restauraciones,2022-01-01,0,0,0,3,2,0,2,8,0,4,0,0,0,0,19
CARAPARI,atencion odontologica,restauraciones,2022-01-01,7,2,12,43,5,27,11,60,0,0,0,0,0,0,167
CARIPUYO,atencion odontologica,restauraciones,2022-01-01,2,0,8,7,13,14,8,20,4,0,0,0,0,0,76
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2022-01-01,1,0,0,0,0,0,0,3,0,0,0,0,0,0,4
CHACARILLA,atencion odontologica,restauraciones,2022-01-01,0,1,1,3,1,4,5,10,0,0,0,0,0,0,25
CHALLAPATA,atencion odontologica,restauraciones,2022-01-01,6,7,20,42,38,34,39,81,12,6,0,0,0,0,285
CHAQUI,atencion odontologica,restauraciones,2022-01-01,5,4,11,14,40,18,15,40,2,0,0,0,0,0,149
CHARAGUA,atencion odontologica,restauraciones,2022-01-01,4,16,9,11,3,13,7,18,5,10,0,0,0,0,96
CHARAÑA,atencion odontologica,restauraciones,2022-01-01,1,0,0,1,2,7,4,32,3,5,0,0,0,0,55
CHAYANTA,atencion odontologica,restauraciones,2022-01-01,0,0,2,10,11,7,10,17,2,1,0,0,0,0,60
CHIMORE,atencion odontologica,restauraciones,2022-01-01,1,4,52,40,37,41,27,71,0,0,0,0,0,0,273
CHIPAYA,atencion odontologica,restauraciones,2022-01-01,1,6,8,0,1,0,0,3,0,0,0,0,0,0,19
CHOQUE COTA,atencion odontologica,restauraciones,2022-01-01,0,0,0,0,1,0,3,20,4,3,0,0,0,0,31
CHUA COCANI,atencion odontologica,restauraciones,2022-01-01,0,0,1,8,0,7,0,0,0,0,0,0,0,0,16
CHUMA,atencion odontologica,restauraciones,2022-01-01,1,0,13,24,27,36,64,76,6,4,0,0,0,0,251
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2022-01-01,0,2,6,15,10,36,19,45,0,0,0,0,0,0,133
CKOCHAS,atencion odontologica,restauraciones,2022-01-01,1,2,1,1,2,1,9,5,3,0,0,0,0,0,25
CLIZA,atencion odontologica,restauraciones,2022-01-01,13,21,28,48,21,29,23,38,12,14,0,0,0,0,247
COBIJA,atencion odontologica,restauraciones,2022-01-01,18,19,56,94,61,108,49,117,6,10,0,0,0,0,538
COCAPATA,atencion odontologica,restauraciones,2022-01-01,0,1,8,12,7,13,19,25,0,0,0,0,0,0,85
COCHABAMBA,atencion odontologica,restauraciones,2022-01-01,218,207,613,670,359,497,1068,1824,408,200,0,0,0,0,6064
COIPASA,atencion odontologica,restauraciones,2022-01-01,3,3,5,2,4,0,5,2,0,0,0,0,0,0,24
COLCAPIRHUA,atencion odontologica,restauraciones,2022-01-01,21,15,28,43,29,43,60,138,16,12,0,0,0,0,405
"COLCHA ""K""",atencion odontologica,restauraciones,2022-01-01,3,4,7,16,11,30,32,67,3,12,0,0,0,0,185
COLLANA,atencion odontologica,restauraciones,2022-01-01,2,2,9,10,45,25,22,24,0,0,0,0,0,0,139
COLOMI,atencion odontologica,restauraciones,2022-01-01,1,6,29,29,25,31,28,28,0,2,0,0,0,0,179
COLPA BELGICA,atencion odontologica,restauraciones,2022-01-01,0,0,4,5,0,3,0,7,0,0,0,0,0,0,19
COLQUECHACA,atencion odontologica,restauraciones,2022-01-01,7,6,18,36,8,91,12,41,0,1,0,0,0,0,220
COLQUENCHA,atencion odontologica,restauraciones,2022-01-01,5,8,10,26,22,10,25,31,2,2,0,0,0,0,141
COLQUIRI,atencion odontologica,restauraciones,2022-01-01,2,4,26,16,33,20,41,56,3,2,0,0,0,0,203
COMARAPA,atencion odontologica,restauraciones,2022-01-01,21,25,34,71,42,61,49,134,3,0,0,0,0,0,440
COMBAYA,atencion odontologica,restauraciones,2022-01-01,0,0,3,2,5,5,5,6,0,1,0,0,0,0,27
CONCEPCION,atencion odontologica,restauraciones,2022-01-01,0,3,1,0,1,3,0,7,0,0,0,0,0,0,15
COPACABANA,atencion odontologica,restauraciones,2022-01-01,0,0,0,1,1,0,3,4,0,0,0,0,0,0,9
CORIPATA,atencion odontologica,restauraciones,2022-01-01,3,1,19,16,4,17,6,7,1,0,0,0,0,0,74
CORO CORO,atencion odontologica,restauraciones,2022-01-01,3,1,11,7,5,14,13,12,0,0,0,0,0,0,66
COROICO,atencion odontologica,restauraciones,2022-01-01,6,2,36,15,31,28,36,54,6,1,0,0,0,0,215
CORQUE,atencion odontologica,restauraciones,2022-01-01,2,3,7,18,3,7,6,19,0,3,0,0,0,0,68
COTAGAITA,atencion odontologica,restauraciones,2022-01-01,6,12,44,39,44,40,60,125,7,13,0,0,0,0,390
COTOCA,atencion odontologica,restauraciones,2022-01-01,10,6,29,28,12,21,25,40,2,0,0,0,0,0,173
CUATRO CAÑADAS,atencion odontologica,restauraciones,2022-01-01,3,1,4,3,1,1,2,1,0,1,0,0,0,0,17
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2022-01-01,0,0,11,10,6,2,17,32,0,0,0,0,0,0,78
CUEVO,atencion odontologica,restauraciones,2022-01-01,0,0,0,3,1,3,4,16,0,0,0,0,0,0,27
CULPINA,atencion odontologica,restauraciones,2022-01-01,0,1,2,4,10,13,10,27,4,7,0,0,0,0,78
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2022-01-01,5,26,23,37,16,40,27,49,4,3,0,0,0,0,230
CURVA,atencion odontologica,restauraciones,2022-01-01,0,1,3,0,0,1,4,12,0,0,0,0,0,0,21
DESAGUADERO,atencion odontologica,restauraciones,2022-01-01,0,1,0,0,7,1,0,9,0,0,0,0,0,0,18
EL ALTO,atencion odontologica,restauraciones,2022-01-01,253,256,545,657,442,566,456,979,100,37,0,0,0,0,4291
EL CHORO,atencion odontologica,restauraciones,2022-01-01,6,9,1,22,8,1,4,8,4,8,0,0,0,0,71
EL PUENTE(STC),atencion odontologica,restauraciones,2022-01-01,5,5,12,13,7,14,8,28,4,1,0,0,0,0,97
EL PUENTE(TJA),atencion odontologica,restauraciones,2022-01-01,0,0,2,10,9,13,11,46,3,3,0,0,0,0,97
EL TORNO,atencion odontologica,restauraciones,2022-01-01,57,71,29,31,20,26,48,83,13,19,0,0,0,0,397
EL VILLAR,atencion odontologica,restauraciones,2022-01-01,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2022-01-01,5,0,2,19,8,23,18,38,1,1,0,0,0,0,115
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2022-01-01,15,10,39,55,18,40,19,52,1,1,0,0,0,0,250
ESCOMA,atencion odontologica,restauraciones,2022-01-01,0,1,1,4,6,1,2,4,2,2,0,0,0,0,23
ESMERALDA,atencion odontologica,restauraciones,2022-01-01,0,0,0,4,1,1,7,4,1,5,0,0,0,0,23
EUCALIPTUS,atencion odontologica,restauraciones,2022-01-01,2,1,1,4,8,7,8,20,0,0,0,0,0,0,51
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2022-01-01,14,3,16,24,19,8,18,32,0,0,0,0,0,0,134
FILADELFIA,atencion odontologica,restauraciones,2022-01-01,0,0,0,1,1,1,3,3,0,0,0,0,0,0,9
GAIOC JATUN AYLLU YURA,atencion odontologica,restauraciones,2022-01-01,1,0,0,4,2,2,4,8,1,0,0,0,0,0,22
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2022-01-01,2,6,7,7,11,6,17,29,0,0,0,0,0,0,85
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2022-01-01,5,2,20,25,20,20,15,43,7,11,0,0,0,0,168
GUANAY,atencion odontologica,restauraciones,2022-01-01,0,0,6,8,6,8,8,9,8,1,0,0,0,0,54
GUAQUI,atencion odontologica,restauraciones,2022-01-01,0,1,8,9,14,15,15,21,5,3,0,0,0,0,91
GUAYARAMERIN,atencion odontologica,restauraciones,2022-01-01,8,11,22,16,26,11,15,21,0,1,0,0,0,0,131
GUTIERREZ,atencion odontologica,restauraciones,2022-01-01,6,4,8,3,18,17,15,53,4,1,0,0,0,0,129
HUACARETA,atencion odontologica,restauraciones,2022-01-01,0,0,0,3,1,4,1,5,1,0,0,0,0,0,15
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2022-01-01,0,1,1,0,0,0,0,3,0,0,0,0,0,0,5
HUACHACALLA,atencion odontologica,restauraciones,2022-01-01,1,0,1,0,4,8,4,7,5,5,0,0,0,0,35
HUANUNI,atencion odontologica,restauraciones,2022-01-01,17,21,60,77,73,79,76,112,24,2,0,0,0,0,541
HUARACAJE,atencion odontologica,restauraciones,2022-01-01,0,5,0,25,1,8,4,26,1,0,0,0,0,0,70
HUARINA,atencion odontologica,restauraciones,2022-01-01,1,2,0,9,10,0,10,5,0,0,0,0,0,0,37
HUATAJATA,atencion odontologica,restauraciones,2022-01-01,1,0,7,10,3,1,3,15,0,0,0,0,0,0,40
HUAYLLAMARCA,atencion odontologica,restauraciones,2022-01-01,0,0,5,4,6,9,8,12,0,5,0,0,0,0,49
HUMANATA,atencion odontologica,restauraciones,2022-01-01,0,0,0,0,15,4,6,17,5,4,0,0,0,0,51
ICHOCA,atencion odontologica,restauraciones,2022-01-01,1,1,5,4,3,7,13,12,2,0,0,0,0,0,48
ICLA,atencion odontologica,restauraciones,2022-01-01,1,0,2,2,0,2,2,10,2,0,0,0,0,0,21
INCAHUASI,atencion odontologica,restauraciones,2022-01-01,2,1,2,2,2,13,4,11,5,0,0,0,0,0,42
INQUISIVI,atencion odontologica,restauraciones,2022-01-01,0,0,4,8,22,5,12,7,1,2,0,0,0,0,61
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2022-01-01,16,3,20,31,12,18,34,45,10,4,0,0,0,0,193
IXIAMAS,atencion odontologica,restauraciones,2022-01-01,2,0,18,18,31,8,10,25,0,1,0,0,0,0,113
JESUS DE MACHACA,atencion odontologica,restauraciones,2022-01-01,1,1,9,7,16,26,9,29,1,1,0,0,0,0,100
LA ASUNTA,atencion odontologica,restauraciones,2022-01-01,17,6,39,60,103,53,54,134,3,1,0,0,0,0,470
LA GUARDIA,atencion odontologica,restauraciones,2022-01-01,0,0,0,1,2,3,0,0,0,0,0,0,0,0,6
LA PAZ,atencion odontologica,restauraciones,2022-01-01,441,529,949,1036,549,743,1264,2344,430,259,0,0,0,0,8544
LA RIVERA,atencion odontologica,restauraciones,2022-01-01,0,0,0,5,1,3,7,7,2,0,0,0,0,0,25
LAGUNILLAS,atencion odontologica,restauraciones,2022-01-01,2,2,2,15,3,3,0,13,0,0,0,0,0,0,40
LAJA,atencion odontologica,restauraciones,2022-01-01,31,18,21,15,3,7,0,30,1,4,0,0,0,0,130
LAS CARRERAS,atencion odontologica,restauraciones,2022-01-01,0,1,7,2,1,7,10,16,3,1,0,0,0,0,48
LLALLAGUA,atencion odontologica,restauraciones,2022-01-01,15,16,42,79,33,21,14,83,2,6,0,0,0,0,311
LORETO,atencion odontologica,restauraciones,2022-01-01,1,1,2,0,0,0,0,1,0,0,0,0,0,0,5
LURIBAY,atencion odontologica,restauraciones,2022-01-01,3,0,8,6,5,8,14,24,5,2,0,0,0,0,75
MACHACAMARCA,atencion odontologica,restauraciones,2022-01-01,10,1,5,16,3,4,16,30,3,4,0,0,0,0,92
MACHARETI,atencion odontologica,restauraciones,2022-01-01,0,0,1,3,8,1,3,10,0,0,0,0,0,0,26
MAGDALENA,atencion odontologica,restauraciones,2022-01-01,5,2,7,5,4,14,9,22,10,5,0,0,0,0,83
MAIRANA,atencion odontologica,restauraciones,2022-01-01,16,5,13,31,17,20,22,29,0,0,0,0,0,0,153
MALLA,atencion odontologica,restauraciones,2022-01-01,3,4,0,0,9,2,5,1,1,0,0,0,0,0,25
MAPIRI,atencion odontologica,restauraciones,2022-01-01,2,0,7,9,2,9,4,19,0,0,0,0,0,0,52
MECAPACA,atencion odontologica,restauraciones,2022-01-01,4,7,21,25,11,23,21,26,7,2,0,0,0,0,147
MIZQUE,atencion odontologica,restauraciones,2022-01-01,3,4,8,20,0,15,11,30,2,0,0,0,0,0,93
MOCOMOCO,atencion odontologica,restauraciones,2022-01-01,0,6,5,15,21,15,30,23,4,0,0,0,0,0,119
MOJINETE,atencion odontologica,restauraciones,2022-01-01,0,0,2,4,2,6,0,2,0,0,0,0,0,0,16
MOJOCOYA,atencion odontologica,restauraciones,2022-01-01,0,0,4,6,11,17,17,25,0,0,0,0,0,0,80
MONTEAGUDO,atencion odontologica,restauraciones,2022-01-01,11,14,43,40,39,67,51,92,0,1,0,0,0,0,358
MONTERO,atencion odontologica,restauraciones,2022-01-01,31,16,67,96,32,91,69,226,13,12,0,0,0,0,653
MORO MORO,atencion odontologica,restauraciones,2022-01-01,0,0,1,7,5,4,2,16,2,0,0,0,0,0,37
MOROCHATA,atencion odontologica,restauraciones,2022-01-01,2,4,6,4,3,20,9,17,5,0,0,0,0,0,70
NAZACARA DE PACAJES,atencion odontologica,restauraciones,2022-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
OCURI,atencion odontologica,restauraciones,2022-01-01,2,1,5,19,4,10,10,31,4,3,0,0,0,0,89
OKINAWA,atencion odontologica,restauraciones,2022-01-01,1,0,0,2,0,4,3,5,1,0,0,0,0,0,16
OMEREQUE,atencion odontologica,restauraciones,2022-01-01,2,3,20,11,11,31,17,20,0,3,0,0,0,0,118
ORURO,atencion odontologica,restauraciones,2022-01-01,147,207,435,515,342,440,691,941,127,70,0,0,0,0,3915
PADCAYA,atencion odontologica,restauraciones,2022-01-01,0,0,14,4,5,15,15,25,3,1,0,0,0,0,82
PADILLA,atencion odontologica,restauraciones,2022-01-01,1,6,7,24,11,12,6,39,0,0,0,0,0,0,106
PAILON,atencion odontologica,restauraciones,2022-01-01,3,0,7,2,0,3,0,4,1,2,0,0,0,0,22
PALCA,atencion odontologica,restauraciones,2022-01-01,6,3,23,32,22,21,17,45,3,1,0,0,0,0,173
PALOS BLANCOS,atencion odontologica,restauraciones,2022-01-01,4,14,40,44,24,28,31,55,3,1,0,0,0,0,244
PAMPA AULLAGAS,atencion odontologica,restauraciones,2022-01-01,1,2,3,0,0,0,0,8,0,0,0,0,0,0,14
PAMPA GRANDE,atencion odontologica,restauraciones,2022-01-01,1,1,1,1,0,1,0,3,0,0,0,0,0,0,8
PAPEL PAMPA,atencion odontologica,restauraciones,2022-01-01,0,1,1,0,0,3,9,16,1,5,0,0,0,0,36
PASORAPA,atencion odontologica,restauraciones,2022-01-01,0,4,14,27,5,13,17,24,7,1,0,0,0,0,112
PATACAMAYA,atencion odontologica,restauraciones,2022-01-01,20,6,9,34,50,34,7,39,2,2,0,0,0,0,203
PAZÑA,atencion odontologica,restauraciones,2022-01-01,3,4,12,15,9,24,11,20,8,0,0,0,0,0,106
PELECHUCO,atencion odontologica,restauraciones,2022-01-01,1,0,3,2,5,13,24,16,0,0,0,0,0,0,64
POCOATA,atencion odontologica,restauraciones,2022-01-01,1,2,9,23,12,18,19,16,1,0,0,0,0,0,101
POCONA,atencion odontologica,restauraciones,2022-01-01,4,7,31,19,17,34,30,50,3,4,0,0,0,0,199
POJO (CBBA),atencion odontologica,restauraciones,2022-01-01,8,6,33,72,43,44,55,72,0,0,0,0,0,0,333
POOPO,atencion odontologica,restauraciones,2022-01-01,10,6,22,20,17,28,39,49,5,3,0,0,0,0,199
PORCO,atencion odontologica,restauraciones,2022-01-01,2,0,0,2,4,5,0,7,0,0,0,0,0,0,20
POROMA,atencion odontologica,restauraciones,2022-01-01,0,0,2,4,0,11,10,18,1,0,0,0,0,0,46
PORONGO,atencion odontologica,restauraciones,2022-01-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3
PORVENIR,atencion odontologica,restauraciones,2022-01-01,0,0,0,10,5,4,6,20,0,0,0,0,0,0,45
POSTRER VALLE,atencion odontologica,restauraciones,2022-01-01,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4
POTOSI,atencion odontologica,restauraciones,2022-01-01,40,50,183,188,102,172,176,401,15,15,0,0,0,0,1342
PRESTO,atencion odontologica,restauraciones,2022-01-01,2,1,14,21,4,36,10,61,4,2,0,0,0,0,155
PUCARA,atencion odontologica,restauraciones,2022-01-01,0,0,3,0,0,0,1,1,0,0,0,0,0,0,5
PUCARANI,atencion odontologica,restauraciones,2022-01-01,20,19,30,45,58,43,38,64,3,2,0,0,0,0,322
PUERTO ACOSTA,atencion odontologica,restauraciones,2022-01-01,8,1,17,9,18,21,19,20,1,0,0,0,0,0,114
PUERTO CARABUCO,atencion odontologica,restauraciones,2022-01-01,5,12,11,10,12,11,12,20,3,0,0,0,0,0,96
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2022-01-01,0,0,4,22,18,9,3,10,0,0,0,0,0,0,66
PUERTO PEREZ,atencion odontologica,restauraciones,2022-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
PUERTO QUIJARRO,atencion odontologica,restauraciones,2022-01-01,0,5,10,6,7,5,5,15,7,1,0,0,0,0,61
PUERTO RICO,atencion odontologica,restauraciones,2022-01-01,3,0,13,18,4,0,4,16,0,0,0,0,0,0,58
PUERTO SUAREZ,atencion odontologica,restauraciones,2022-01-01,2,0,0,0,0,1,1,4,0,0,0,0,0,0,8
PUERTO VILLARROEL,atencion odontologica,restauraciones,2022-01-01,13,12,36,54,30,49,24,80,5,4,0,0,0,0,307
PUNA,atencion odontologica,restauraciones,2022-01-01,1,1,9,21,2,19,14,26,3,6,0,0,0,0,102
PUNATA,atencion odontologica,restauraciones,2022-01-01,35,35,52,99,43,39,76,164,29,11,0,0,0,0,583
QUIABAYA,atencion odontologica,restauraciones,2022-01-01,0,7,3,0,12,4,3,9,0,0,0,0,0,0,38
QUILLACOLLO,atencion odontologica,restauraciones,2022-01-01,65,90,199,211,127,156,186,609,68,42,0,0,0,0,1753
QUIME,atencion odontologica,restauraciones,2022-01-01,6,11,16,23,5,18,30,25,0,0,0,0,0,0,134
QUIRUSILLAS,atencion odontologica,restauraciones,2022-01-01,2,2,7,13,5,0,7,13,2,0,0,0,0,0,51
RAVELO,atencion odontologica,restauraciones,2022-01-01,0,0,1,13,2,11,11,29,3,9,0,0,0,0,79
REYES,atencion odontologica,restauraciones,2022-01-01,0,0,0,0,1,0,0,5,0,0,0,0,0,0,6
RIBERALTA,atencion odontologica,restauraciones,2022-01-01,7,14,70,30,34,36,40,119,10,8,0,0,0,0,368
ROBORE,atencion odontologica,restauraciones,2022-01-01,4,1,9,11,1,4,7,32,4,2,0,0,0,0,75
RURRENABAQUE,atencion odontologica,restauraciones,2022-01-01,2,7,19,21,27,23,19,45,5,0,0,0,0,0,168
SABAYA,atencion odontologica,restauraciones,2022-01-01,2,1,3,4,2,2,10,18,5,4,0,0,0,0,51
SACABA,atencion odontologica,restauraciones,2022-01-01,121,215,250,310,150,230,297,603,49,45,0,0,0,0,2270
SACABAMBA,atencion odontologica,restauraciones,2022-01-01,0,0,8,0,5,4,5,8,0,3,0,0,0,0,33
SACACA,atencion odontologica,restauraciones,2022-01-01,1,0,3,8,7,4,14,27,0,5,0,0,0,0,69
SAIPINA,atencion odontologica,restauraciones,2022-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2022-01-01,2,4,29,35,27,30,25,35,15,6,0,0,0,0,208
SAMAIPATA,atencion odontologica,restauraciones,2022-01-01,0,3,0,7,0,1,1,7,0,2,0,0,0,0,21
SAN AGUSTIN,atencion odontologica,restauraciones,2022-01-01,3,0,0,1,2,2,0,0,0,0,0,0,0,0,8
SAN ANDRES,atencion odontologica,restauraciones,2022-01-01,1,1,2,1,0,2,0,2,0,0,0,0,0,0,9
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2022-01-01,0,1,2,1,3,2,7,18,1,1,0,0,0,0,36
SAN ANTONIO DE ESMORUCO,atencion odontologica,restauraciones,2022-01-01,0,0,0,1,0,5,1,15,1,0,0,0,0,0,23
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,restauraciones,2022-01-01,10,4,17,17,20,19,9,29,3,7,0,0,0,0,135
SAN BORJA,atencion odontologica,restauraciones,2022-01-01,4,1,69,54,24,64,51,102,2,1,0,0,0,0,372
SAN BUENA VENTURA,atencion odontologica,restauraciones,2022-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAN CARLOS,atencion odontologica,restauraciones,2022-01-01,8,27,18,11,19,23,16,27,8,8,0,0,0,0,165
SAN IGNACIO,atencion odontologica,restauraciones,2022-01-01,2,6,27,42,30,24,38,65,0,3,0,0,0,0,237
