,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,1,1,0,0,5,1,0,2,0,0,0,0,10
ARANI,atencion odontologica,cirugia bucal menor,2022-01-01,0,1,6,8,3,1,7,3,3,1,0,0,0,0,33
ARBIETO,atencion odontologica,cirugia bucal menor,2022-01-01,1,2,13,13,7,3,3,19,1,1,0,0,0,0,63
ARQUE,atencion odontologica,cirugia bucal menor,2022-01-01,1,1,10,12,1,3,5,17,7,2,0,0,0,0,59
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2022-01-01,12,5,43,29,7,22,11,40,7,2,0,0,0,0,178
ATOCHA,atencion odontologica,cirugia bucal menor,2022-01-01,2,1,27,28,4,12,14,32,19,4,0,0,0,0,143
AUCAPATA,atencion odontologica,cirugia bucal menor,2022-01-01,0,1,3,4,5,5,12,25,2,2,0,0,0,0,59
AYATA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,18,6,8,5,21,40,8,10,0,0,0,0,116
AYO AYO,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,8,10,0,2,3,9,1,0,0,0,0,0,33
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2022-01-01,2,0,18,28,4,12,19,34,3,8,0,0,0,0,128
AZURDUY,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,2,10,0,0,1,17,0,4,0,0,0,0,34
BATALLAS,atencion odontologica,cirugia bucal menor,2022-01-01,0,1,0,3,0,1,0,7,0,0,0,0,0,0,12
BAURES,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,10,4,0,1,13,9,1,0,0,0,0,0,38
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2022-01-01,0,1,0,1,2,1,2,0,0,1,0,0,0,0,8
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,1,4,0,0,0,0,3,0,0,0,0,0,8
BELLA FLOR,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,0,0,0,2,3,2,0,0,0,0,0,0,7
BERMEJO,atencion odontologica,cirugia bucal menor,2022-01-01,1,1,6,10,1,9,19,33,2,2,0,0,0,0,84
BETANZOS,atencion odontologica,cirugia bucal menor,2022-01-01,1,2,19,33,8,15,10,44,17,26,0,0,0,0,175
BOLIVAR,atencion odontologica,cirugia bucal menor,2022-01-01,0,1,5,11,0,2,15,12,1,8,0,0,0,0,55
BOLPEBRA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3
BOYUIBE,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,2,5,1,3,1,4,0,0,0,0,0,0,16
BUENA VISTA,atencion odontologica,cirugia bucal menor,2022-01-01,3,2,1,0,1,3,0,2,3,0,0,0,0,0,15
CABEZAS,atencion odontologica,cirugia bucal menor,2022-01-01,1,1,9,26,4,2,4,27,0,1,0,0,0,0,75
CAIROMA,atencion odontologica,cirugia bucal menor,2022-01-01,1,1,4,3,4,1,7,12,1,0,0,0,0,0,34
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2022-01-01,2,1,6,6,1,3,7,15,1,4,0,0,0,0,46
CAJUATA,atencion odontologica,cirugia bucal menor,2022-01-01,0,1,6,3,0,1,3,7,1,0,0,0,0,0,22
CALACOTO,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,0,0,0,4,2,4,0,3,0,0,0,0,13
CALAMARCA,atencion odontologica,cirugia bucal menor,2022-01-01,3,1,16,10,33,5,6,24,1,5,0,0,0,0,104
CAMARGO,atencion odontologica,cirugia bucal menor,2022-01-01,1,1,7,15,0,2,2,28,0,0,0,0,0,0,56
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2022-01-01,0,0,2,2,1,1,4,8,2,1,0,0,0,0,21
CAMIRI,atencion odontologica,cirugia bucal menor,2022-01-01,1,2,7,11,3,2,17,14,3,1,0,0,0,0,61
CAPINOTA,atencion odontologica,cirugia bucal menor,2022-01-01,2,1,11,7,1,1,2,12,6,1,0,0,0,0,44
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2022-01-01,0,1,17,23,5,9,11,24,8,3,0,0,0,0,101
CARACOLLO,atencion odontologica,cirugia bucal menor,2022-01-01,0,3,29,21,4,10,18,23,5,6,0,0,0,0,119
CARANAVI,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,7,6,9,1,3,10,3,0,0,0,0,0,39
CARANGAS,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CARAPARI,atencion odontologica,cirugia bucal menor,2022-01-01,1,2,14,14,4,5,21,48,4,2,0,0,0,0,115
CARIPUYO,atencion odontologica,cirugia bucal menor,2022-01-01,1,0,4,9,4,3,7,12,4,3,0,0,0,0,47
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2022-01-01,3,0,4,7,2,2,12,23,4,2,0,0,0,0,59
CHACARILLA,atencion odontologica,cirugia bucal menor,2022-01-01,0,2,3,1,1,0,2,7,2,0,0,0,0,0,18
CHALLAPATA,atencion odontologica,cirugia bucal menor,2022-01-01,2,2,24,15,7,7,11,11,13,6,0,0,0,0,98
CHAQUI,atencion odontologica,cirugia bucal menor,2022-01-01,0,1,6,10,2,4,4,10,1,15,0,0,0,0,53
CHARAGUA,atencion odontologica,cirugia bucal menor,2022-01-01,3,2,12,11,8,11,14,40,12,4,0,0,0,0,117
CHARAÑA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,1,5,2,2,0,8,0,0,0,0,0,0,18
CHAYANTA,atencion odontologica,cirugia bucal menor,2022-01-01,3,1,13,12,4,1,8,11,2,3,0,0,0,0,58
CHIMORE,atencion odontologica,cirugia bucal menor,2022-01-01,5,5,16,24,7,10,26,37,3,0,0,0,0,0,133
CHIPAYA,atencion odontologica,cirugia bucal menor,2022-01-01,1,0,1,3,0,0,0,0,0,1,0,0,0,0,6
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,0,1,1,2,4,2,1,2,0,0,0,0,13
CHUA COCANI,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,0,8,6,2,0,10,2,2,0,0,0,0,30
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2022-01-01,0,0,1,0,0,0,2,1,0,0,0,0,0,0,4
CHUMA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,17,11,6,12,25,32,20,23,0,0,0,0,146
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2022-01-01,2,1,1,5,2,4,5,9,2,0,0,0,0,0,31
CKOCHAS,atencion odontologica,cirugia bucal menor,2022-01-01,1,1,7,7,2,2,2,4,4,0,0,0,0,0,30
CLIZA,atencion odontologica,cirugia bucal menor,2022-01-01,3,2,14,11,3,6,6,41,8,10,0,0,0,0,104
COBIJA,atencion odontologica,cirugia bucal menor,2022-01-01,0,2,34,28,24,18,34,63,3,2,0,0,0,0,208
COCAPATA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,9,6,9,2,14,29,2,0,0,0,0,0,71
COCHABAMBA,atencion odontologica,cirugia bucal menor,2022-01-01,24,21,146,162,64,67,125,184,105,65,0,0,0,0,963
COIPASA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,3,2,2,0,1,2,0,0,0,0,0,0,10
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,5,4,0,4,3,12,0,0,0,0,0,0,28
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2022-01-01,2,1,10,14,3,7,18,18,3,4,0,0,0,0,80
COLLANA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,12,6,8,9,9,20,3,3,0,0,0,0,70
COLOMI,atencion odontologica,cirugia bucal menor,2022-01-01,0,3,10,13,2,5,1,27,0,2,0,0,0,0,63
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,4,2,1,1,0,10,0,1,0,0,0,0,19
COLQUECHACA,atencion odontologica,cirugia bucal menor,2022-01-01,2,6,12,10,4,19,16,34,4,5,0,0,0,0,112
COLQUENCHA,atencion odontologica,cirugia bucal menor,2022-01-01,0,2,14,13,22,14,11,18,4,7,0,0,0,0,105
COLQUIRI,atencion odontologica,cirugia bucal menor,2022-01-01,6,2,9,11,9,7,7,27,1,6,0,0,0,0,85
COMANCHE,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,7,6,5,7,4,8,0,0,0,0,0,0,37
COMARAPA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,6,4,0,4,4,8,3,0,0,0,0,0,29
COMBAYA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,0,2,0,0,4,4,2,1,0,0,0,0,13
CONCEPCION,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,3,0,1,0,4,0,1,0,0,0,0,0,9
COPACABANA,atencion odontologica,cirugia bucal menor,2022-01-01,0,1,0,1,3,2,0,4,0,0,0,0,0,0,11
CORIPATA,atencion odontologica,cirugia bucal menor,2022-01-01,3,2,2,0,1,4,2,2,1,0,0,0,0,0,17
CORO CORO,atencion odontologica,cirugia bucal menor,2022-01-01,1,0,7,5,1,2,5,10,1,0,0,0,0,0,32
COROICO,atencion odontologica,cirugia bucal menor,2022-01-01,0,2,8,14,7,11,15,16,2,0,0,0,0,0,75
CORQUE,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,3,5,0,1,3,1,3,3,0,0,0,0,19
COTAGAITA,atencion odontologica,cirugia bucal menor,2022-01-01,0,6,43,26,6,10,26,51,6,12,0,0,0,0,186
COTOCA,atencion odontologica,cirugia bucal menor,2022-01-01,1,3,18,16,4,2,4,10,6,1,0,0,0,0,65
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,5,4,0,2,0,5,3,0,0,0,0,0,19
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2022-01-01,0,0,2,7,0,1,0,5,2,1,0,0,0,0,18
CUEVO,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,2,3,0,2,1,9,0,3,0,0,0,0,20
CULPINA,atencion odontologica,cirugia bucal menor,2022-01-01,2,2,8,5,3,6,7,24,2,2,0,0,0,0,61
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2022-01-01,1,0,5,0,2,1,8,2,2,6,0,0,0,0,27
CURVA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,2,3,0,1,2,3,0,2,0,0,0,0,13
DESAGUADERO,atencion odontologica,cirugia bucal menor,2022-01-01,2,0,3,4,5,1,2,0,1,0,0,0,0,0,18
EL ALTO,atencion odontologica,cirugia bucal menor,2022-01-01,55,31,165,321,49,100,91,243,52,28,0,0,0,0,1135
EL CHORO,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,2,6,1,2,9,2,2,6,0,0,0,0,30
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2022-01-01,1,0,16,16,7,5,9,24,3,1,0,0,0,0,82
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2022-01-01,2,1,16,13,2,9,16,28,10,2,0,0,0,0,99
EL TORNO,atencion odontologica,cirugia bucal menor,2022-01-01,20,17,25,17,6,14,22,36,24,18,0,0,0,0,199
EL VILLAR,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,0,0,1,2,3,2,0,0,0,0,0,0,8
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2022-01-01,0,1,8,11,9,11,11,28,3,0,0,0,0,0,82
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2022-01-01,0,1,25,31,2,4,5,11,1,1,0,0,0,0,81
ESCOMA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,3,3,2,2,2,4,2,1,0,0,0,0,19
ESMERALDA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,0,3,0,0,0,2,1,1,0,0,0,0,7
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,1,4,1,1,0,4,2,8,0,0,0,0,21
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,6,3,3,2,4,13,3,2,0,0,0,0,36
FILADELFIA,atencion odontologica,cirugia bucal menor,2022-01-01,0,1,4,3,2,3,2,10,7,1,0,0,0,0,33
GAIOC JATUN AYLLU YURA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,2,2,1,0,0,5,0,0,0,0,0,0,10
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,13,19,1,0,6,5,3,2,0,0,0,0,49
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2022-01-01,0,0,19,15,9,3,42,34,22,9,0,0,0,0,153
GUANAY,atencion odontologica,cirugia bucal menor,2022-01-01,2,2,3,7,0,3,15,10,4,0,0,0,0,0,46
GUAQUI,atencion odontologica,cirugia bucal menor,2022-01-01,1,2,5,17,14,1,9,21,10,9,0,0,0,0,89
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2022-01-01,5,7,33,35,26,28,18,34,9,6,0,0,0,0,201
GUTIERREZ,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,9,11,8,4,14,28,3,0,0,0,0,0,77
HUACARETA,atencion odontologica,cirugia bucal menor,2022-01-01,0,1,4,3,2,8,6,16,6,2,0,0,0,0,48
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2022-01-01,1,0,1,2,1,0,3,6,0,0,0,0,0,0,14
HUACHACALLA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,2,3,0,0,0,0,1,4,0,0,0,0,10
HUANUNI,atencion odontologica,cirugia bucal menor,2022-01-01,1,0,21,18,3,2,10,26,14,3,0,0,0,0,98
HUARACAJE,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,5,9,0,5,1,7,0,0,0,0,0,0,27
HUARINA,atencion odontologica,cirugia bucal menor,2022-01-01,2,0,13,8,4,5,9,17,7,13,0,0,0,0,78
HUATAJATA,atencion odontologica,cirugia bucal menor,2022-01-01,1,0,1,4,1,0,7,8,2,2,0,0,0,0,26
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2022-01-01,1,0,4,3,3,0,1,7,3,1,0,0,0,0,23
HUMANATA,atencion odontologica,cirugia bucal menor,2022-01-01,2,0,15,12,7,6,2,28,11,9,0,0,0,0,92
ICHOCA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,0,1,2,6,9,8,4,2,0,0,0,0,32
ICLA,atencion odontologica,cirugia bucal menor,2022-01-01,1,2,0,2,0,5,6,7,3,4,0,0,0,0,30
INCAHUASI,atencion odontologica,cirugia bucal menor,2022-01-01,1,2,15,5,0,3,6,11,1,13,0,0,0,0,57
INQUISIVI,atencion odontologica,cirugia bucal menor,2022-01-01,0,1,11,10,11,6,15,22,8,7,0,0,0,0,91
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2022-01-01,3,6,21,31,15,5,31,47,20,3,0,0,0,0,182
IXIAMAS,atencion odontologica,cirugia bucal menor,2022-01-01,1,0,4,6,12,2,6,12,4,0,0,0,0,0,47
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2022-01-01,1,0,5,8,1,5,4,12,2,1,0,0,0,0,39
LA ASUNTA,atencion odontologica,cirugia bucal menor,2022-01-01,1,3,35,53,26,19,45,61,5,8,0,0,0,0,256
LA GUARDIA,atencion odontologica,cirugia bucal menor,2022-01-01,0,4,4,6,0,2,0,2,0,1,0,0,0,0,19
LA PAZ,atencion odontologica,cirugia bucal menor,2022-01-01,60,35,288,281,97,198,220,445,137,101,0,0,0,0,1862
LA RIVERA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,5,11,1,3,4,14,1,0,0,0,0,0,39
LAJA,atencion odontologica,cirugia bucal menor,2022-01-01,4,1,21,19,4,7,5,25,2,7,0,0,0,0,95
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,4,3,0,2,2,5,1,1,0,0,0,0,18
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,0,3,1,1,0,1,2,0,0,0,0,0,8
LLALLAGUA,atencion odontologica,cirugia bucal menor,2022-01-01,5,5,18,36,4,10,4,38,9,2,0,0,0,0,131
LORETO,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
LURIBAY,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,8,7,0,3,4,16,7,1,0,0,0,0,46
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,7,7,2,5,5,6,0,3,0,0,0,0,35
MACHARETI,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,9,2,1,1,6,20,3,0,0,0,0,0,42
MAGDALENA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,15,7,2,2,6,11,0,2,0,0,0,0,45
MALLA,atencion odontologica,cirugia bucal menor,2022-01-01,1,0,2,0,5,6,4,4,1,0,0,0,0,0,23
MAPIRI,atencion odontologica,cirugia bucal menor,2022-01-01,1,1,6,7,1,2,0,3,2,3,0,0,0,0,26
MECAPACA,atencion odontologica,cirugia bucal menor,2022-01-01,1,0,8,11,4,3,22,22,2,3,0,0,0,0,76
MIZQUE,atencion odontologica,cirugia bucal menor,2022-01-01,0,3,6,9,4,3,2,10,2,0,0,0,0,0,39
MOCOMOCO,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,8,8,9,10,13,19,8,7,0,0,0,0,82
MOJINETE,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,2,2,2,3,0,3,0,0,0,0,0,0,12
MOJOCOYA,atencion odontologica,cirugia bucal menor,2022-01-01,0,2,8,17,1,5,6,19,6,8,0,0,0,0,72
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,20,13,2,5,3,17,7,1,0,0,0,0,68
MONTERO,atencion odontologica,cirugia bucal menor,2022-01-01,10,12,89,115,16,23,43,107,11,16,0,0,0,0,442
MORO MORO,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,5,3,2,0,3,6,1,2,0,0,0,0,22
MOROCHATA,atencion odontologica,cirugia bucal menor,2022-01-01,1,0,7,4,4,11,3,31,0,6,0,0,0,0,67
NAZACARA DE PACAJES,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5
OCURI,atencion odontologica,cirugia bucal menor,2022-01-01,1,1,8,6,6,9,9,36,8,0,0,0,0,0,84
OKINAWA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,2,4,3,4,5,10,2,0,0,0,0,0,30
OMEREQUE,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,5,2,0,0,2,0,1,0,0,0,0,0,10
ORURO,atencion odontologica,cirugia bucal menor,2022-01-01,24,32,199,178,69,98,172,319,72,65,0,0,0,0,1228
PADCAYA,atencion odontologica,cirugia bucal menor,2022-01-01,1,0,12,5,0,10,14,23,1,5,0,0,0,0,71
PADILLA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,8,3,1,4,12,16,2,2,0,0,0,0,48
PAILON,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,0,0,0,0,1,9,2,3,0,0,0,0,15
PALCA,atencion odontologica,cirugia bucal menor,2022-01-01,4,1,15,20,13,14,30,37,9,4,0,0,0,0,147
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2022-01-01,1,0,17,12,5,2,14,15,1,1,0,0,0,0,68
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,0,2,1,0,1,3,1,0,0,0,0,0,8
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,4,5,0,0,0,8,2,0,0,0,0,0,19
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,3,3,6,0,8,12,0,2,0,0,0,0,34
PASORAPA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,4,6,0,2,2,15,0,1,0,0,0,0,30
PATACAMAYA,atencion odontologica,cirugia bucal menor,2022-01-01,3,0,16,18,20,14,6,19,3,3,0,0,0,0,102
PAZÑA,atencion odontologica,cirugia bucal menor,2022-01-01,3,0,10,10,2,4,3,13,1,3,0,0,0,0,49
PELECHUCO,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,5,4,4,1,12,4,0,0,0,0,0,0,30
POCOATA,atencion odontologica,cirugia bucal menor,2022-01-01,5,0,4,7,0,2,1,28,8,4,0,0,0,0,59
POCONA,atencion odontologica,cirugia bucal menor,2022-01-01,1,0,12,7,0,7,9,13,4,4,0,0,0,0,57
POJO (CBBA),atencion odontologica,cirugia bucal menor,2022-01-01,1,1,6,15,0,6,14,17,7,8,0,0,0,0,75
POOPO,atencion odontologica,cirugia bucal menor,2022-01-01,1,7,11,11,4,0,10,18,2,1,0,0,0,0,65
PORCO,atencion odontologica,cirugia bucal menor,2022-01-01,1,0,2,0,2,0,0,1,0,0,0,0,0,0,6
POROMA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,1,3,2,2,17,15,5,8,0,0,0,0,53
PORONGO,atencion odontologica,cirugia bucal menor,2022-01-01,0,2,16,13,1,3,13,25,3,0,0,0,0,0,76
PORTACHUELO,atencion odontologica,cirugia bucal menor,2022-01-01,0,2,2,1,0,3,3,10,2,0,0,0,0,0,23
PORVENIR,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,8,8,1,1,3,13,3,0,0,0,0,0,37
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,0,3,0,0,0,1,0,0,0,0,0,0,4
POTOSI,atencion odontologica,cirugia bucal menor,2022-01-01,15,22,148,154,41,74,125,266,69,36,0,0,0,0,950
PRESTO,atencion odontologica,cirugia bucal menor,2022-01-01,0,1,11,9,3,8,12,40,8,9,0,0,0,0,101
PUCARA,atencion odontologica,cirugia bucal menor,2022-01-01,0,1,1,0,2,0,0,5,0,0,0,0,0,0,9
PUCARANI,atencion odontologica,cirugia bucal menor,2022-01-01,5,4,32,42,24,36,34,60,14,16,0,0,0,0,267
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2022-01-01,1,0,6,12,6,11,8,25,9,6,0,0,0,0,84
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2022-01-01,0,2,5,11,10,6,10,12,3,4,0,0,0,0,63
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,7,2,0,3,2,3,1,0,0,0,0,0,18
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,0,1,0,2,2,7,10,3,0,0,0,0,25
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2022-01-01,0,1,14,5,2,2,1,7,1,3,0,0,0,0,36
PUERTO RICO,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,9,9,2,4,7,16,2,2,0,0,0,0,51
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,0,5,2,2,0,9,0,1,0,0,0,0,19
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2022-01-01,3,0,23,18,7,3,5,12,6,3,0,0,0,0,80
PUNA,atencion odontologica,cirugia bucal menor,2022-01-01,0,2,8,15,5,8,10,17,5,6,0,0,0,0,76
PUNATA,atencion odontologica,cirugia bucal menor,2022-01-01,1,1,9,16,4,1,7,17,5,12,0,0,0,0,73
QUIABAYA,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,0,1,1,2,5,7,1,0,0,0,0,0,17
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2022-01-01,13,3,61,74,19,10,16,66,15,12,0,0,0,0,289
QUIME,atencion odontologica,cirugia bucal menor,2022-01-01,1,5,21,32,6,12,29,15,4,0,0,0,0,0,125
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,7,6,3,2,0,7,2,2,0,0,0,0,29
RAVELO,atencion odontologica,cirugia bucal menor,2022-01-01,1,3,7,9,4,8,9,24,7,14,0,0,0,0,86
REYES,atencion odontologica,cirugia bucal menor,2022-01-01,0,0,4,4,1,1,3,7,0,0,0,0,0,0,20
RIBERALTA,atencion odontologica,cirugia bucal menor,2022-01-01,1,4,44,50,18,18,38,63,11,8,0,0,0,0,255
