,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES
ARAMPAMPA,atencion odontologica,medidas preventivas,2022-01-01,7,0,8,1,1,1,8,3,1,0,0,0,0,0,30
ARANI,atencion odontologica,medidas preventivas,2022-01-01,0,2,0,16,8,3,0,3,0,0,0,0,0,0,32
ARBIETO,atencion odontologica,medidas preventivas,2022-01-01,9,15,29,46,8,11,8,33,0,0,0,0,0,0,159
ARQUE,atencion odontologica,medidas preventivas,2022-01-01,6,10,19,14,6,5,10,13,3,2,0,0,0,0,88
ASCENCION DE GUARAYOS,atencion odontologica,medidas preventivas,2022-01-01,56,54,79,54,0,14,0,14,0,0,0,0,0,0,271
ATOCHA,atencion odontologica,medidas preventivas,2022-01-01,15,6,49,56,22,34,60,42,16,13,0,0,0,0,313
AUCAPATA,atencion odontologica,medidas preventivas,2022-01-01,1,5,0,2,0,0,0,0,0,0,0,0,0,0,8
AYATA,atencion odontologica,medidas preventivas,2022-01-01,18,13,9,6,0,0,2,14,2,2,0,0,0,0,66
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,medidas preventivas,2022-01-01,23,13,58,77,11,52,25,58,2,10,0,0,0,0,329
AZURDUY,atencion odontologica,medidas preventivas,2022-01-01,0,0,4,1,0,0,1,7,0,0,0,0,0,0,13
BATALLAS,atencion odontologica,medidas preventivas,2022-01-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
BAURES,atencion odontologica,medidas preventivas,2022-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
BELEN DE ANDAMARCA,atencion odontologica,medidas preventivas,2022-01-01,2,0,0,0,0,0,0,6,0,0,0,0,0,0,8
BELEN DE URMIRI,atencion odontologica,medidas preventivas,2022-01-01,1,0,2,3,1,0,1,5,3,1,0,0,0,0,17
BELLA FLOR,atencion odontologica,medidas preventivas,2022-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,medidas preventivas,2022-01-01,3,0,9,14,1,6,19,24,2,1,0,0,0,0,79
BETANZOS,atencion odontologica,medidas preventivas,2022-01-01,14,17,7,12,3,8,3,18,1,0,0,0,0,0,83
BOLIVAR,atencion odontologica,medidas preventivas,2022-01-01,0,1,3,5,0,6,12,12,3,4,0,0,0,0,46
BOYUIBE,atencion odontologica,medidas preventivas,2022-01-01,1,3,0,1,0,1,0,0,0,0,0,0,0,0,6
BUENA VISTA,atencion odontologica,medidas preventivas,2022-01-01,21,19,1,1,0,0,0,2,0,0,0,0,0,0,44
CABEZAS,atencion odontologica,medidas preventivas,2022-01-01,32,38,24,28,2,1,0,8,0,0,0,0,0,0,133
CAIROMA,atencion odontologica,medidas preventivas,2022-01-01,1,0,3,0,0,0,0,0,0,0,0,0,0,0,4
"CAIZA ""D""",atencion odontologica,medidas preventivas,2022-01-01,5,9,0,2,1,3,3,1,0,1,0,0,0,0,25
CAJUATA,atencion odontologica,medidas preventivas,2022-01-01,0,4,11,10,0,1,0,0,0,1,0,0,0,0,27
CALAMARCA,atencion odontologica,medidas preventivas,2022-01-01,2,0,1,6,3,4,0,2,0,0,0,0,0,0,18
CAMARGO,atencion odontologica,medidas preventivas,2022-01-01,2,0,15,15,5,2,0,6,0,0,0,0,0,0,45
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,medidas preventivas,2022-01-01,0,0,8,14,0,0,3,0,0,0,0,0,0,0,25
CAMIRI,atencion odontologica,medidas preventivas,2022-01-01,2,6,6,23,2,7,18,33,13,2,0,0,0,0,112
CAPINOTA,atencion odontologica,medidas preventivas,2022-01-01,14,19,36,25,10,23,23,51,11,4,0,0,0,0,216
CAQUIAVIRI,atencion odontologica,medidas preventivas,2022-01-01,8,9,25,26,25,21,10,19,0,0,0,0,0,0,143
CARACOLLO,atencion odontologica,medidas preventivas,2022-01-01,14,2,21,30,15,24,32,41,3,6,0,0,0,0,188
CARANAVI,atencion odontologica,medidas preventivas,2022-01-01,2,5,2,7,0,4,0,3,0,0,0,0,0,0,23
CARANGAS,atencion odontologica,medidas preventivas,2022-01-01,0,0,0,4,4,1,0,1,0,0,0,0,0,0,10
CARAPARI,atencion odontologica,medidas preventivas,2022-01-01,3,0,59,13,13,6,36,61,1,0,0,0,0,0,192
CARIPUYO,atencion odontologica,medidas preventivas,2022-01-01,1,2,0,1,0,1,5,2,0,1,0,0,0,0,13
CARMEN RIVERO TORREZ,atencion odontologica,medidas preventivas,2022-01-01,8,12,0,12,0,0,0,0,0,0,0,0,0,0,32
CHACARILLA,atencion odontologica,medidas preventivas,2022-01-01,6,6,5,6,4,4,11,20,6,0,0,0,0,0,68
CHALLAPATA,atencion odontologica,medidas preventivas,2022-01-01,23,20,24,11,12,4,8,10,7,13,0,0,0,0,132
CHAQUI,atencion odontologica,medidas preventivas,2022-01-01,9,11,9,7,3,3,2,8,0,0,0,0,0,0,52
CHARAGUA,atencion odontologica,medidas preventivas,2022-01-01,11,32,18,23,3,6,4,11,19,24,0,0,0,0,151
CHARAÑA,atencion odontologica,medidas preventivas,2022-01-01,1,0,1,2,0,0,0,0,0,0,0,0,0,0,4
CHAYANTA,atencion odontologica,medidas preventivas,2022-01-01,14,7,5,11,4,2,1,9,0,1,0,0,0,0,54
CHIMORE,atencion odontologica,medidas preventivas,2022-01-01,13,21,32,45,14,21,8,29,0,0,0,0,0,0,183
CHIPAYA,atencion odontologica,medidas preventivas,2022-01-01,4,10,9,5,0,0,1,3,0,1,0,0,0,0,33
CHOQUE COTA,atencion odontologica,medidas preventivas,2022-01-01,10,6,30,0,8,0,0,0,0,0,0,0,0,0,54
CHUA COCANI,atencion odontologica,medidas preventivas,2022-01-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3
CHUMA,atencion odontologica,medidas preventivas,2022-01-01,25,18,18,21,2,2,7,14,1,2,0,0,0,0,110
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,medidas preventivas,2022-01-01,0,1,1,16,0,14,4,10,0,0,0,0,0,0,46
CKOCHAS,atencion odontologica,medidas preventivas,2022-01-01,2,2,2,2,2,2,5,3,4,5,0,0,0,0,29
CLIZA,atencion odontologica,medidas preventivas,2022-01-01,4,2,34,40,0,8,0,0,0,1,0,0,0,0,89
COBIJA,atencion odontologica,medidas preventivas,2022-01-01,94,109,51,76,24,71,21,154,4,2,0,0,0,0,606
COCAPATA,atencion odontologica,medidas preventivas,2022-01-01,11,0,1,1,1,1,1,1,0,0,0,0,0,0,17
COCHABAMBA,atencion odontologica,medidas preventivas,2022-01-01,359,374,1207,1373,623,850,1252,2013,600,425,0,0,0,0,9076
COIPASA,atencion odontologica,medidas preventivas,2022-01-01,4,4,4,0,1,0,1,2,0,0,0,0,0,0,16
COLCAPIRHUA,atencion odontologica,medidas preventivas,2022-01-01,22,9,57,53,24,25,22,59,3,1,0,0,0,0,275
"COLCHA ""K""",atencion odontologica,medidas preventivas,2022-01-01,0,6,8,14,0,3,10,5,0,0,0,0,0,0,46
COLLANA,atencion odontologica,medidas preventivas,2022-01-01,3,3,20,14,3,17,2,2,1,0,0,0,0,0,65
COLOMI,atencion odontologica,medidas preventivas,2022-01-01,70,73,50,78,15,66,28,83,3,10,0,0,0,0,476
COLPA BELGICA,atencion odontologica,medidas preventivas,2022-01-01,0,2,8,16,0,8,4,24,0,2,0,0,0,0,64
COLQUECHACA,atencion odontologica,medidas preventivas,2022-01-01,14,12,29,51,10,98,24,27,4,3,0,0,0,0,272
COLQUENCHA,atencion odontologica,medidas preventivas,2022-01-01,7,3,10,25,20,9,10,19,1,3,0,0,0,0,107
COLQUIRI,atencion odontologica,medidas preventivas,2022-01-01,14,11,36,29,25,11,16,26,1,1,0,0,0,0,170
COMARAPA,atencion odontologica,medidas preventivas,2022-01-01,6,25,11,18,4,6,8,24,4,3,0,0,0,0,109
COMBAYA,atencion odontologica,medidas preventivas,2022-01-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
CONCEPCION,atencion odontologica,medidas preventivas,2022-01-01,5,3,0,0,0,0,0,0,0,0,0,0,0,0,8
COPACABANA,atencion odontologica,medidas preventivas,2022-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CORIPATA,atencion odontologica,medidas preventivas,2022-01-01,1,3,4,8,0,6,1,3,0,0,0,0,0,0,26
CORO CORO,atencion odontologica,medidas preventivas,2022-01-01,2,5,17,19,6,6,14,14,3,1,0,0,0,0,87
COROICO,atencion odontologica,medidas preventivas,2022-01-01,0,2,1,0,0,1,0,1,0,0,0,0,0,0,5
CORQUE,atencion odontologica,medidas preventivas,2022-01-01,1,4,6,12,3,5,5,18,7,12,0,0,0,0,73
COTAGAITA,atencion odontologica,medidas preventivas,2022-01-01,19,22,63,56,7,7,29,63,1,7,0,0,0,0,274
COTOCA,atencion odontologica,medidas preventivas,2022-01-01,35,29,12,14,4,6,5,13,2,6,0,0,0,0,126
CRUZ DE MACHACAMARCA,atencion odontologica,medidas preventivas,2022-01-01,0,0,2,0,2,2,2,4,0,0,0,0,0,0,12
CUATRO CAÑADAS,atencion odontologica,medidas preventivas,2022-01-01,0,0,3,8,0,0,0,0,0,0,0,0,0,0,11
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,medidas preventivas,2022-01-01,0,0,4,8,1,3,8,14,1,3,0,0,0,0,42
CUEVO,atencion odontologica,medidas preventivas,2022-01-01,2,0,0,0,0,2,0,4,0,0,0,0,0,0,8
CULPINA,atencion odontologica,medidas preventivas,2022-01-01,0,0,1,7,0,1,0,2,0,0,0,0,0,0,11
CURAHUARA DE CARANGAS,atencion odontologica,medidas preventivas,2022-01-01,13,7,18,10,2,2,0,6,0,0,0,0,0,0,58
CURVA,atencion odontologica,medidas preventivas,2022-01-01,3,4,4,2,0,1,4,6,0,1,0,0,0,0,25
DESAGUADERO,atencion odontologica,medidas preventivas,2022-01-01,3,1,0,1,4,2,1,12,4,1,0,0,0,0,29
EL ALTO,atencion odontologica,medidas preventivas,2022-01-01,237,234,609,728,269,447,312,896,51,33,0,0,0,0,3816
EL CHORO,atencion odontologica,medidas preventivas,2022-01-01,7,7,13,16,1,1,8,7,5,7,0,0,0,0,72
EL PUENTE(STC),atencion odontologica,medidas preventivas,2022-01-01,6,22,35,71,12,22,18,48,4,2,0,0,0,0,240
EL PUENTE(TJA),atencion odontologica,medidas preventivas,2022-01-01,0,0,2,6,1,0,0,3,0,0,0,0,0,0,12
EL TORNO,atencion odontologica,medidas preventivas,2022-01-01,191,258,16,60,2,11,6,15,3,2,0,0,0,0,564
ENTRE RIOS TRJ,atencion odontologica,medidas preventivas,2022-01-01,13,0,3,7,0,1,2,8,0,0,0,0,0,0,34
ENTRE RIOS CBBA,atencion odontologica,medidas preventivas,2022-01-01,29,33,57,75,15,29,17,45,1,1,0,0,0,0,302
ESCOMA,atencion odontologica,medidas preventivas,2022-01-01,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4
ESMERALDA,atencion odontologica,medidas preventivas,2022-01-01,0,0,0,3,6,2,0,0,1,0,0,0,0,0,12
EUCALIPTUS,atencion odontologica,medidas preventivas,2022-01-01,0,1,0,0,0,4,0,3,0,0,0,0,0,0,8
FERNANDEZ ALONSO,atencion odontologica,medidas preventivas,2022-01-01,12,5,27,21,12,5,12,21,1,1,0,0,0,0,117
FILADELFIA,atencion odontologica,medidas preventivas,2022-01-01,2,4,2,0,0,2,2,12,8,2,0,0,0,0,34
GAIOC JATUN AYLLU YURA,atencion odontologica,medidas preventivas,2022-01-01,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
GENERAL SAAVEDRA,atencion odontologica,medidas preventivas,2022-01-01,5,4,0,5,1,4,0,4,0,0,0,0,0,0,23
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,medidas preventivas,2022-01-01,19,12,13,15,9,7,7,32,1,8,0,0,0,0,123
GUANAY,atencion odontologica,medidas preventivas,2022-01-01,1,2,10,18,1,1,2,1,0,0,0,0,0,0,36
GUAQUI,atencion odontologica,medidas preventivas,2022-01-01,5,4,1,1,0,2,2,4,13,22,0,0,0,0,54
GUAYARAMERIN,atencion odontologica,medidas preventivas,2022-01-01,25,23,48,43,13,26,5,4,1,2,0,0,0,0,190
GUTIERREZ,atencion odontologica,medidas preventivas,2022-01-01,1,2,0,4,0,0,1,3,0,0,0,0,0,0,11
HUACAYA (VILLA DE HUACAYA),atencion odontologica,medidas preventivas,2022-01-01,8,0,0,0,0,0,0,1,0,0,0,0,0,0,9
HUACHACALLA,atencion odontologica,medidas preventivas,2022-01-01,4,0,1,1,0,0,0,0,0,0,0,0,0,0,6
HUANUNI,atencion odontologica,medidas preventivas,2022-01-01,19,36,70,87,33,28,44,75,80,11,0,0,0,0,483
HUARACAJE,atencion odontologica,medidas preventivas,2022-01-01,0,1,2,8,4,8,1,6,0,0,0,0,0,0,30
HUARINA,atencion odontologica,medidas preventivas,2022-01-01,0,0,0,0,3,2,0,2,0,0,0,0,0,0,7
HUATAJATA,atencion odontologica,medidas preventivas,2022-01-01,2,5,6,11,1,1,1,1,2,1,0,0,0,0,31
HUAYLLAMARCA,atencion odontologica,medidas preventivas,2022-01-01,8,0,12,7,4,8,6,15,4,2,0,0,0,0,66
HUMANATA,atencion odontologica,medidas preventivas,2022-01-01,5,12,33,17,25,14,8,47,16,14,0,0,0,0,191
ICHOCA,atencion odontologica,medidas preventivas,2022-01-01,3,4,2,2,2,2,4,7,1,2,0,0,0,0,29
ICLA,atencion odontologica,medidas preventivas,2022-01-01,12,7,0,0,0,1,0,4,0,0,0,0,0,0,24
INCAHUASI,atencion odontologica,medidas preventivas,2022-01-01,3,1,9,5,1,1,0,4,0,0,0,0,0,0,24
INQUISIVI,atencion odontologica,medidas preventivas,2022-01-01,5,4,1,2,0,1,1,0,0,0,0,0,0,0,14
IRUPANA (VILLA DE LANZA),atencion odontologica,medidas preventivas,2022-01-01,9,10,11,22,3,1,2,10,0,2,0,0,0,0,70
IXIAMAS,atencion odontologica,medidas preventivas,2022-01-01,2,0,2,2,0,7,0,1,1,1,0,0,0,0,16
JESUS DE MACHACA,atencion odontologica,medidas preventivas,2022-01-01,3,8,5,4,2,2,0,5,6,10,0,0,0,0,45
LA ASUNTA,atencion odontologica,medidas preventivas,2022-01-01,60,42,111,71,27,43,27,92,2,3,0,0,0,0,478
LA GUARDIA,atencion odontologica,medidas preventivas,2022-01-01,26,40,8,18,6,16,5,58,27,40,0,0,0,0,244
LA PAZ,atencion odontologica,medidas preventivas,2022-01-01,621,667,1566,1773,522,684,983,1644,427,215,0,0,0,0,9102
LA RIVERA,atencion odontologica,medidas preventivas,2022-01-01,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4
LAGUNILLAS,atencion odontologica,medidas preventivas,2022-01-01,0,0,0,0,0,2,0,4,0,0,0,0,0,0,6
LAJA,atencion odontologica,medidas preventivas,2022-01-01,20,17,10,6,1,1,0,7,0,3,0,0,0,0,65
LAS CARRERAS,atencion odontologica,medidas preventivas,2022-01-01,0,1,1,0,0,2,0,0,0,0,0,0,0,0,4
LICOMA PAMPA,atencion odontologica,medidas preventivas,2022-01-01,2,9,0,3,2,0,0,0,0,0,0,0,0,0,16
LLALLAGUA,atencion odontologica,medidas preventivas,2022-01-01,26,36,23,66,17,28,15,41,15,4,0,0,0,0,271
LORETO,atencion odontologica,medidas preventivas,2022-01-01,2,1,6,0,0,0,0,2,0,0,0,0,0,0,11
LURIBAY,atencion odontologica,medidas preventivas,2022-01-01,3,1,9,5,2,6,6,22,6,6,0,0,0,0,66
MACHACAMARCA,atencion odontologica,medidas preventivas,2022-01-01,1,2,6,3,1,1,2,2,0,0,0,0,0,0,18
MACHARETI,atencion odontologica,medidas preventivas,2022-01-01,0,0,2,2,0,0,0,1,0,0,0,0,0,0,5
MAGDALENA,atencion odontologica,medidas preventivas,2022-01-01,2,1,4,0,0,2,0,1,0,0,0,0,0,0,10
MAIRANA,atencion odontologica,medidas preventivas,2022-01-01,53,45,120,171,9,53,51,104,1,2,0,0,0,0,609
MALLA,atencion odontologica,medidas preventivas,2022-01-01,2,2,8,8,4,3,7,2,2,1,0,0,0,0,39
MAPIRI,atencion odontologica,medidas preventivas,2022-01-01,6,5,5,11,3,2,2,4,1,0,0,0,0,0,39
MECAPACA,atencion odontologica,medidas preventivas,2022-01-01,2,5,2,2,2,1,2,6,0,0,0,0,0,0,22
MINEROS,atencion odontologica,medidas preventivas,2022-01-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7
MIZQUE,atencion odontologica,medidas preventivas,2022-01-01,7,8,17,21,4,8,5,24,3,0,0,0,0,0,97
MOCOMOCO,atencion odontologica,medidas preventivas,2022-01-01,5,7,0,2,0,2,2,4,1,0,0,0,0,0,23
MOJINETE,atencion odontologica,medidas preventivas,2022-01-01,0,0,2,6,2,3,1,6,0,1,0,0,0,0,21
MOJOCOYA,atencion odontologica,medidas preventivas,2022-01-01,0,1,4,14,2,6,4,12,1,0,0,0,0,0,44
MONTEAGUDO,atencion odontologica,medidas preventivas,2022-01-01,3,2,19,45,10,21,8,33,0,0,0,0,0,0,141
MONTERO,atencion odontologica,medidas preventivas,2022-01-01,134,132,159,191,22,55,30,58,2,2,0,0,0,0,785
MORO MORO,atencion odontologica,medidas preventivas,2022-01-01,4,6,1,0,0,1,0,0,0,0,0,0,0,0,12
MOROCHATA,atencion odontologica,medidas preventivas,2022-01-01,1,1,10,18,14,48,4,6,1,1,0,0,0,0,104
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,medidas preventivas,2022-01-01,6,2,0,0,0,2,0,1,0,0,0,0,0,0,11
OCURI,atencion odontologica,medidas preventivas,2022-01-01,11,14,1,40,1,12,2,15,21,19,0,0,0,0,136
OKINAWA,atencion odontologica,medidas preventivas,2022-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
OMEREQUE,atencion odontologica,medidas preventivas,2022-01-01,0,0,7,2,7,9,0,2,0,1,0,0,0,0,28
ORURO,atencion odontologica,medidas preventivas,2022-01-01,81,86,330,417,190,214,292,382,44,50,0,0,0,0,2086
PADCAYA,atencion odontologica,medidas preventivas,2022-01-01,6,2,11,2,1,4,1,3,0,1,0,0,0,0,31
PADILLA,atencion odontologica,medidas preventivas,2022-01-01,6,6,2,1,0,0,0,0,0,0,0,0,0,0,15
PAILON,atencion odontologica,medidas preventivas,2022-01-01,7,9,5,5,0,4,0,8,0,0,0,0,0,0,38
PALCA,atencion odontologica,medidas preventivas,2022-01-01,21,24,10,9,5,7,3,9,3,0,0,0,0,0,91
PALOS BLANCOS,atencion odontologica,medidas preventivas,2022-01-01,3,7,10,21,3,4,1,4,0,0,0,0,0,0,53
PAMPA AULLAGAS,atencion odontologica,medidas preventivas,2022-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
PAMPA GRANDE,atencion odontologica,medidas preventivas,2022-01-01,1,0,1,2,0,0,0,0,1,0,0,0,0,0,5
PAPEL PAMPA,atencion odontologica,medidas preventivas,2022-01-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5
PASORAPA,atencion odontologica,medidas preventivas,2022-01-01,2,2,19,33,2,3,4,3,2,1,0,0,0,0,71
PATACAMAYA,atencion odontologica,medidas preventivas,2022-01-01,38,3,51,20,12,8,1,4,0,1,0,0,0,0,138
PAZÑA,atencion odontologica,medidas preventivas,2022-01-01,5,5,12,23,3,6,2,10,3,1,0,0,0,0,70
PELECHUCO,atencion odontologica,medidas preventivas,2022-01-01,7,1,0,2,0,2,4,3,0,1,0,0,0,0,20
POCOATA,atencion odontologica,medidas preventivas,2022-01-01,14,10,18,25,8,11,12,33,6,2,0,0,0,0,139
POCONA,atencion odontologica,medidas preventivas,2022-01-01,7,1,14,15,0,15,4,11,1,2,0,0,0,0,70
POJO (CBBA),atencion odontologica,medidas preventivas,2022-01-01,8,3,10,48,13,8,4,13,0,1,0,0,0,0,108
POOPO,atencion odontologica,medidas preventivas,2022-01-01,18,17,33,33,12,25,17,33,2,0,0,0,0,0,190
PORCO,atencion odontologica,medidas preventivas,2022-01-01,10,3,0,9,3,4,0,10,0,0,0,0,0,0,39
POROMA,atencion odontologica,medidas preventivas,2022-01-01,2,0,6,0,0,1,1,0,0,0,0,0,0,0,10
PORONGO,atencion odontologica,medidas preventivas,2022-01-01,74,69,114,125,44,50,117,200,54,30,0,0,0,0,877
PORTACHUELO,atencion odontologica,medidas preventivas,2022-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PORVENIR,atencion odontologica,medidas preventivas,2022-01-01,1,1,3,7,0,3,0,6,1,0,0,0,0,0,22
POTOSI,atencion odontologica,medidas preventivas,2022-01-01,35,82,135,114,55,87,59,117,26,10,0,0,0,0,720
PRESTO,atencion odontologica,medidas preventivas,2022-01-01,3,9,25,28,4,20,14,40,3,7,0,0,0,0,153
PUCARANI,atencion odontologica,medidas preventivas,2022-01-01,20,25,11,9,5,0,2,4,0,0,0,0,0,0,76
PUERTO ACOSTA,atencion odontologica,medidas preventivas,2022-01-01,3,6,4,8,1,3,1,4,0,0,0,0,0,0,30
PUERTO CARABUCO,atencion odontologica,medidas preventivas,2022-01-01,2,1,1,1,0,0,0,0,0,0,0,0,0,0,5
PUERTO GONZALO MORENO,atencion odontologica,medidas preventivas,2022-01-01,0,0,7,24,4,11,1,16,0,0,0,0,0,0,63
PUERTO QUIJARRO,atencion odontologica,medidas preventivas,2022-01-01,11,9,4,8,3,1,1,9,0,1,0,0,0,0,47
PUERTO RICO,atencion odontologica,medidas preventivas,2022-01-01,31,43,2,7,0,0,0,1,0,0,0,0,0,0,84
PUERTO SUAREZ,atencion odontologica,medidas preventivas,2022-01-01,1,0,1,1,0,0,0,2,0,0,0,0,0,0,5
PUERTO VILLARROEL,atencion odontologica,medidas preventivas,2022-01-01,9,3,46,102,7,4,3,7,3,3,0,0,0,0,187
PUNA,atencion odontologica,medidas preventivas,2022-01-01,4,7,4,11,0,0,1,5,1,1,0,0,0,0,34
PUNATA,atencion odontologica,medidas preventivas,2022-01-01,27,28,98,123,37,33,93,178,28,29,0,0,0,0,674
QUIABAYA,atencion odontologica,medidas preventivas,2022-01-01,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
QUILLACOLLO,atencion odontologica,medidas preventivas,2022-01-01,72,100,485,565,275,255,255,698,135,52,0,0,0,0,2892
QUIME,atencion odontologica,medidas preventivas,2022-01-01,1,7,27,29,8,4,21,7,0,0,0,0,0,0,104
QUIRUSILLAS,atencion odontologica,medidas preventivas,2022-01-01,6,0,30,37,6,0,1,2,1,0,0,0,0,0,83
RAVELO,atencion odontologica,medidas preventivas,2022-01-01,5,3,8,6,1,11,22,24,11,9,0,0,0,0,100
REYES,atencion odontologica,medidas preventivas,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
RIBERALTA,atencion odontologica,medidas preventivas,2022-01-01,49,50,85,32,24,40,30,146,9,8,0,0,0,0,473
ROBORE,atencion odontologica,medidas preventivas,2022-01-01,3,0,8,4,0,1,3,14,0,0,0,0,0,0,33
RURRENABAQUE,atencion odontologica,medidas preventivas,2022-01-01,6,5,12,17,3,6,4,10,1,0,0,0,0,0,64
SABAYA,atencion odontologica,medidas preventivas,2022-01-01,0,1,3,0,0,6,1,2,0,0,0,0,0,0,13
SACABA,atencion odontologica,medidas preventivas,2022-01-01,105,118,361,405,203,172,195,378,43,33,0,0,0,0,2013
SACABAMBA,atencion odontologica,medidas preventivas,2022-01-01,1,0,4,11,12,7,0,3,0,1,0,0,0,0,39
SACACA,atencion odontologica,medidas preventivas,2022-01-01,0,4,4,10,1,6,7,8,1,2,0,0,0,0,43
SAIPINA,atencion odontologica,medidas preventivas,2022-01-01,27,9,0,0,0,0,0,0,0,0,0,0,0,0,36
SALINAS DE GARCI MENDOZA,atencion odontologica,medidas preventivas,2022-01-01,17,5,33,30,10,9,11,13,2,1,0,0,0,0,131
SAN AGUSTIN,atencion odontologica,medidas preventivas,2022-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SAN ANDRES,atencion odontologica,medidas preventivas,2022-01-01,5,9,3,6,7,13,10,3,0,0,0,0,0,0,56
SAN ANDRES DE MACHACA,atencion odontologica,medidas preventivas,2022-01-01,2,3,2,2,2,3,0,5,19,22,0,0,0,0,60
SAN BENITO,atencion odontologica,medidas preventivas,2022-01-01,18,33,43,34,20,21,15,43,8,5,0,0,0,0,240
SAN BORJA,atencion odontologica,medidas preventivas,2022-01-01,14,17,17,27,6,11,7,27,3,1,0,0,0,0,130
