,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES
ARANI,atencion odontologica,primera consulta,2022-01-01,1,1,3,6,4,2,9,9,1,0,0,4,0,2,42
ARBIETO,atencion odontologica,primera consulta,2022-01-01,5,16,23,25,9,11,12,42,3,5,0,4,0,5,160
ARQUE,atencion odontologica,primera consulta,2022-01-01,3,4,10,16,9,9,18,28,5,2,0,10,0,1,115
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2022-01-01,28,37,36,48,7,17,10,48,1,2,0,10,0,4,248
ATOCHA,atencion odontologica,primera consulta,2022-01-01,16,9,38,46,22,34,75,69,9,12,0,11,0,0,341
AUCAPATA,atencion odontologica,primera consulta,2022-01-01,1,4,3,7,6,12,24,28,2,3,0,3,0,0,93
AYATA,atencion odontologica,primera consulta,2022-01-01,11,9,23,9,12,9,31,49,6,9,0,12,0,3,183
AYO AYO,atencion odontologica,primera consulta,2022-01-01,0,0,9,7,3,7,5,20,1,1,0,0,0,0,53
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2022-01-01,10,5,24,40,12,21,29,65,8,10,0,1,0,5,230
AZURDUY,atencion odontologica,primera consulta,2022-01-01,0,1,6,12,2,4,5,24,0,2,0,7,0,0,63
BATALLAS,atencion odontologica,primera consulta,2022-01-01,5,0,3,3,7,14,6,19,3,4,0,2,0,0,66
BAURES,atencion odontologica,primera consulta,2022-01-01,0,1,7,6,0,0,16,10,0,2,0,0,0,0,42
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2022-01-01,2,3,1,3,1,2,3,6,0,1,0,0,0,0,22
BELEN DE URMIRI,atencion odontologica,primera consulta,2022-01-01,1,0,2,3,0,0,2,7,3,1,0,0,0,1,20
BELLA FLOR,atencion odontologica,primera consulta,2022-01-01,2,1,0,0,0,2,3,4,0,0,0,1,0,0,13
BERMEJO,atencion odontologica,primera consulta,2022-01-01,3,5,16,25,8,23,45,74,8,3,0,5,0,0,215
BETANZOS,atencion odontologica,primera consulta,2022-01-01,26,35,30,48,20,47,29,90,24,18,0,11,0,2,380
BOLIVAR,atencion odontologica,primera consulta,2022-01-01,0,2,6,8,0,7,16,17,4,5,0,0,0,3,68
BOLPEBRA,atencion odontologica,primera consulta,2022-01-01,0,0,1,1,1,0,2,1,0,0,0,1,0,0,7
BOYUIBE,atencion odontologica,primera consulta,2022-01-01,1,3,5,8,2,8,6,14,2,2,0,1,0,0,52
BUENA VISTA,atencion odontologica,primera consulta,2022-01-01,17,10,5,6,1,5,4,17,7,1,0,3,0,3,79
CABEZAS,atencion odontologica,primera consulta,2022-01-01,20,30,33,45,15,14,18,55,8,6,0,3,0,2,249
CAIROMA,atencion odontologica,primera consulta,2022-01-01,3,2,13,4,6,10,9,17,3,0,0,0,0,0,67
"CAIZA ""D""",atencion odontologica,primera consulta,2022-01-01,11,12,8,11,3,10,15,40,3,4,0,16,0,6,139
CAJUATA,atencion odontologica,primera consulta,2022-01-01,0,6,12,5,0,3,6,13,1,1,0,2,0,0,49
CALACOTO,atencion odontologica,primera consulta,2022-01-01,0,0,0,0,0,1,2,4,1,2,0,1,0,0,11
CALAMARCA,atencion odontologica,primera consulta,2022-01-01,4,3,17,7,21,8,10,29,1,4,0,4,0,1,109
CAMARGO,atencion odontologica,primera consulta,2022-01-01,2,4,9,24,6,17,8,36,4,1,0,5,0,1,117
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2022-01-01,1,0,8,6,4,2,11,23,1,2,0,1,0,0,59
CAMIRI,atencion odontologica,primera consulta,2022-01-01,5,11,19,24,7,16,18,42,10,3,0,7,0,0,162
CAPINOTA,atencion odontologica,primera consulta,2022-01-01,4,8,17,18,8,10,19,36,7,3,0,0,0,0,130
CAQUIAVIRI,atencion odontologica,primera consulta,2022-01-01,7,5,14,24,14,17,19,37,8,2,0,2,0,3,152
CARACOLLO,atencion odontologica,primera consulta,2022-01-01,18,5,23,30,16,21,36,57,4,5,0,12,0,1,228
CARANAVI,atencion odontologica,primera consulta,2022-01-01,3,5,12,21,10,17,7,29,3,0,0,5,0,0,112
CARANGAS,atencion odontologica,primera consulta,2022-01-01,0,0,0,2,3,1,3,6,0,1,0,0,0,0,16
CARAPARI,atencion odontologica,primera consulta,2022-01-01,6,5,36,40,14,33,40,111,6,3,0,1,0,2,297
CARIPUYO,atencion odontologica,primera consulta,2022-01-01,7,6,12,17,0,9,25,30,11,9,0,2,0,1,129
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2022-01-01,6,5,8,8,1,2,7,16,2,0,0,1,0,1,57
CHACARILLA,atencion odontologica,primera consulta,2022-01-01,3,3,2,3,2,2,5,11,3,0,0,0,0,0,34
CHALLAPATA,atencion odontologica,primera consulta,2022-01-01,15,22,46,37,31,29,33,108,56,51,0,53,0,3,484
CHAQUI,atencion odontologica,primera consulta,2022-01-01,6,10,13,13,6,17,10,34,3,4,0,4,0,2,122
CHARAGUA,atencion odontologica,primera consulta,2022-01-01,7,18,18,21,5,21,20,55,14,13,0,3,0,0,195
CHARAÑA,atencion odontologica,primera consulta,2022-01-01,1,0,2,5,3,4,2,13,1,1,0,1,0,0,33
CHAYANTA,atencion odontologica,primera consulta,2022-01-01,8,6,13,19,4,7,17,35,4,6,0,3,0,0,122
CHIMORE,atencion odontologica,primera consulta,2022-01-01,12,15,42,55,23,38,27,77,3,1,0,5,0,5,303
CHIPAYA,atencion odontologica,primera consulta,2022-01-01,3,6,6,2,1,0,1,5,0,3,0,0,0,0,27
CHOQUE COTA,atencion odontologica,primera consulta,2022-01-01,4,2,8,1,2,1,4,8,2,3,0,0,0,0,35
CHUA COCANI,atencion odontologica,primera consulta,2022-01-01,0,3,2,11,4,5,0,14,1,2,0,4,0,0,46
CHUMA,atencion odontologica,primera consulta,2022-01-01,13,11,26,38,17,38,64,94,18,20,0,6,0,7,352
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2022-01-01,1,2,5,21,6,32,14,41,1,0,0,9,0,1,133
CKOCHAS,atencion odontologica,primera consulta,2022-01-01,6,9,8,9,3,4,19,22,14,9,0,1,0,1,105
CLIZA,atencion odontologica,primera consulta,2022-01-01,6,9,29,29,7,14,16,38,7,14,0,5,0,0,174
COBIJA,atencion odontologica,primera consulta,2022-01-01,61,70,73,74,38,84,49,237,8,4,0,136,0,34,868
COCAPATA,atencion odontologica,primera consulta,2022-01-01,3,1,6,8,4,5,10,25,1,0,0,0,0,2,65
COCHABAMBA,atencion odontologica,primera consulta,2022-01-01,107,147,236,272,110,173,431,789,109,70,0,160,0,25,2629
COIPASA,atencion odontologica,primera consulta,2022-01-01,1,1,3,2,2,0,3,3,0,0,0,2,0,0,17
COLCAPIRHUA,atencion odontologica,primera consulta,2022-01-01,16,3,15,18,11,22,21,56,4,1,0,19,0,7,193
"COLCHA ""K""",atencion odontologica,primera consulta,2022-01-01,1,3,8,13,4,5,22,37,2,4,0,3,0,0,102
COLLANA,atencion odontologica,primera consulta,2022-01-01,4,4,15,18,18,16,10,30,2,2,0,4,0,2,125
COLOMI,atencion odontologica,primera consulta,2022-01-01,54,69,44,55,19,41,34,91,4,10,0,14,0,9,444
COLPA BELGICA,atencion odontologica,primera consulta,2022-01-01,0,1,2,11,0,4,2,12,1,1,0,1,0,0,35
COLQUECHACA,atencion odontologica,primera consulta,2022-01-01,33,27,47,67,14,58,73,112,38,34,0,9,0,6,518
COLQUENCHA,atencion odontologica,primera consulta,2022-01-01,3,6,16,25,21,20,27,46,6,7,0,10,0,0,187
COLQUIRI,atencion odontologica,primera consulta,2022-01-01,17,12,39,32,33,18,38,67,7,8,0,4,0,11,286
COMANCHE,atencion odontologica,primera consulta,2022-01-01,0,0,4,4,4,5,4,4,0,0,0,0,0,0,25
COMARAPA,atencion odontologica,primera consulta,2022-01-01,11,18,37,32,15,29,29,77,8,4,0,0,0,6,266
COMBAYA,atencion odontologica,primera consulta,2022-01-01,0,0,2,3,3,2,6,5,1,2,0,0,0,0,24
CONCEPCION,atencion odontologica,primera consulta,2022-01-01,8,15,6,10,6,3,6,18,1,4,0,18,0,0,95
COPACABANA,atencion odontologica,primera consulta,2022-01-01,1,1,0,3,3,2,5,9,0,0,0,0,0,0,24
CORIPATA,atencion odontologica,primera consulta,2022-01-01,2,3,12,9,7,12,10,11,3,0,0,2,0,2,73
CORO CORO,atencion odontologica,primera consulta,2022-01-01,4,3,18,10,5,7,14,17,3,1,0,0,0,0,82
COROICO,atencion odontologica,primera consulta,2022-01-01,7,14,50,36,43,43,54,83,11,4,0,7,0,4,356
CORQUE,atencion odontologica,primera consulta,2022-01-01,1,4,7,11,0,5,8,18,9,13,0,1,0,0,77
COTAGAITA,atencion odontologica,primera consulta,2022-01-01,8,15,63,51,7,25,53,115,8,17,0,11,0,4,377
COTOCA,atencion odontologica,primera consulta,2022-01-01,28,43,28,29,13,20,21,44,15,10,0,8,0,0,259
CRUZ DE MACHACAMARCA,atencion odontologica,primera consulta,2022-01-01,0,0,1,0,0,1,1,2,0,0,0,0,0,0,5
CUATRO CAÑADAS,atencion odontologica,primera consulta,2022-01-01,0,1,2,3,0,0,2,9,0,3,0,3,0,0,23
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2022-01-01,0,0,4,8,2,3,8,15,1,3,0,1,0,0,45
CUEVO,atencion odontologica,primera consulta,2022-01-01,2,0,5,7,1,16,9,37,4,4,0,5,0,0,90
CULPINA,atencion odontologica,primera consulta,2022-01-01,1,1,10,9,10,23,13,46,6,4,0,15,0,1,139
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2022-01-01,7,12,13,17,4,12,15,27,11,8,0,4,0,0,130
CURVA,atencion odontologica,primera consulta,2022-01-01,2,4,5,5,0,4,6,11,0,1,0,4,0,0,42
DESAGUADERO,atencion odontologica,primera consulta,2022-01-01,3,2,3,5,9,3,3,16,6,1,0,6,0,2,59
EL ALTO,atencion odontologica,primera consulta,2022-01-01,214,200,376,428,189,263,279,719,78,46,0,253,0,24,3069
EL CHORO,atencion odontologica,primera consulta,2022-01-01,4,7,7,16,1,3,13,11,8,11,0,0,0,0,81
EL PUENTE(STC),atencion odontologica,primera consulta,2022-01-01,3,7,18,24,11,19,11,34,3,1,0,0,0,0,131
EL PUENTE(TJA),atencion odontologica,primera consulta,2022-01-01,2,2,21,32,9,16,30,72,12,10,0,2,0,0,208
EL TORNO,atencion odontologica,primera consulta,2022-01-01,107,143,36,65,25,31,56,110,29,27,0,50,0,14,693
EL VILLAR,atencion odontologica,primera consulta,2022-01-01,0,0,0,0,1,4,3,9,0,1,0,4,0,2,24
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2022-01-01,9,2,20,32,14,35,30,90,6,2,0,2,0,1,243
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2022-01-01,12,11,38,48,8,23,25,54,3,2,0,0,0,9,233
ESCOMA,atencion odontologica,primera consulta,2022-01-01,0,1,8,14,7,6,11,17,4,8,0,1,0,1,78
ESMERALDA,atencion odontologica,primera consulta,2022-01-01,0,0,1,3,2,2,4,3,3,3,0,0,0,0,21
EUCALIPTUS,atencion odontologica,primera consulta,2022-01-01,3,2,2,7,6,10,10,27,4,5,0,3,0,0,79
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2022-01-01,11,9,19,27,6,12,25,50,5,4,0,11,0,0,179
FILADELFIA,atencion odontologica,primera consulta,2022-01-01,1,3,5,7,2,4,5,31,1,4,0,11,0,1,75
GAIOC JATUN AYLLU YURA,atencion odontologica,primera consulta,2022-01-01,1,0,4,8,3,2,4,14,1,0,0,0,0,0,37
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2022-01-01,3,5,12,20,4,7,10,26,3,3,0,1,0,0,94
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2022-01-01,13,12,21,27,17,11,33,52,9,12,0,15,0,0,222
GUANAY,atencion odontologica,primera consulta,2022-01-01,2,4,11,15,4,6,11,16,6,1,0,0,0,0,76
GUAQUI,atencion odontologica,primera consulta,2022-01-01,5,6,15,28,21,17,24,52,29,41,0,7,0,1,246
GUAYARAMERIN,atencion odontologica,primera consulta,2022-01-01,16,22,48,44,13,31,27,72,4,4,0,71,0,3,355
GUTIERREZ,atencion odontologica,primera consulta,2022-01-01,3,1,8,12,3,10,9,30,2,1,0,0,0,0,79
HUACARETA,atencion odontologica,primera consulta,2022-01-01,0,1,0,2,1,6,4,17,4,1,0,6,0,0,42
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2022-01-01,1,1,2,2,1,0,3,13,0,0,0,2,0,0,25
HUACHACALLA,atencion odontologica,primera consulta,2022-01-01,3,2,3,3,3,4,5,14,5,7,0,2,0,0,51
HUANUNI,atencion odontologica,primera consulta,2022-01-01,17,19,48,64,32,37,52,100,18,12,0,18,0,0,417
HUARACAJE,atencion odontologica,primera consulta,2022-01-01,0,2,4,13,4,8,2,16,1,0,0,1,0,1,52
HUARINA,atencion odontologica,primera consulta,2022-01-01,3,1,8,13,13,8,13,19,2,7,0,0,0,0,87
HUATAJATA,atencion odontologica,primera consulta,2022-01-01,1,4,7,13,5,2,9,21,4,4,0,0,0,0,70
HUAYLLAMARCA,atencion odontologica,primera consulta,2022-01-01,6,0,11,12,3,7,9,22,8,4,0,1,0,0,83
HUMANATA,atencion odontologica,primera consulta,2022-01-01,2,4,9,7,0,5,4,20,7,7,0,0,0,0,65
ICHOCA,atencion odontologica,primera consulta,2022-01-01,2,2,2,2,2,5,11,10,4,2,0,3,0,0,45
ICLA,atencion odontologica,primera consulta,2022-01-01,15,8,4,8,2,8,13,20,7,6,0,5,0,0,96
INCAHUASI,atencion odontologica,primera consulta,2022-01-01,5,1,19,7,2,8,10,37,3,3,0,8,0,1,104
INQUISIVI,atencion odontologica,primera consulta,2022-01-01,3,3,14,9,5,11,17,23,6,7,0,6,0,8,112
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2022-01-01,32,23,41,51,1,16,55,69,35,22,0,6,0,0,351
IXIAMAS,atencion odontologica,primera consulta,2022-01-01,4,0,17,19,11,12,13,22,5,2,0,0,0,1,106
JESUS DE MACHACA,atencion odontologica,primera consulta,2022-01-01,7,6,15,20,4,23,10,38,9,11,0,7,0,1,151
LA ASUNTA,atencion odontologica,primera consulta,2022-01-01,45,35,83,90,50,71,83,192,8,8,0,124,0,11,800
LA GUARDIA,atencion odontologica,primera consulta,2022-01-01,1,4,50,4,4,1,9,12,0,0,0,1,0,1,87
LA PAZ,atencion odontologica,primera consulta,2022-01-01,264,299,465,479,209,270,615,908,175,123,0,87,0,42,3936
LA RIVERA,atencion odontologica,primera consulta,2022-01-01,0,0,1,3,1,2,3,4,3,3,0,1,0,0,21
LAGUNILLAS,atencion odontologica,primera consulta,2022-01-01,0,1,5,12,2,7,9,25,1,0,0,0,0,3,65
LAJA,atencion odontologica,primera consulta,2022-01-01,23,18,22,21,9,10,8,48,4,9,0,10,0,1,183
LAS CARRERAS,atencion odontologica,primera consulta,2022-01-01,0,1,13,8,3,14,14,23,5,2,0,0,0,0,83
LICOMA PAMPA,atencion odontologica,primera consulta,2022-01-01,1,3,0,3,1,0,1,1,1,0,0,0,0,0,11
LLALLAGUA,atencion odontologica,primera consulta,2022-01-01,40,42,58,100,23,34,22,113,14,9,0,9,0,3,467
LORETO,atencion odontologica,primera consulta,2022-01-01,3,1,8,5,1,1,3,12,0,0,0,2,0,0,36
LURIBAY,atencion odontologica,primera consulta,2022-01-01,4,4,20,13,6,12,20,49,15,9,0,4,0,2,158
MACHACAMARCA,atencion odontologica,primera consulta,2022-01-01,9,11,12,10,3,7,8,17,1,4,0,5,0,0,87
MACHARETI,atencion odontologica,primera consulta,2022-01-01,0,1,9,6,5,2,5,17,1,0,0,2,0,0,48
MAGDALENA,atencion odontologica,primera consulta,2022-01-01,2,2,19,11,7,11,13,22,5,5,0,3,0,0,100
MAIRANA,atencion odontologica,primera consulta,2022-01-01,35,27,35,51,7,21,24,58,1,4,0,14,0,2,279
MALLA,atencion odontologica,primera consulta,2022-01-01,4,2,9,8,6,7,9,5,2,3,0,4,0,0,59
MAPIRI,atencion odontologica,primera consulta,2022-01-01,6,4,12,11,2,11,4,27,1,3,0,7,0,2,90
MECAPACA,atencion odontologica,primera consulta,2022-01-01,10,7,24,26,15,19,34,54,6,2,0,0,0,0,197
MINEROS,atencion odontologica,primera consulta,2022-01-01,120,123,7,9,0,0,3,8,37,35,0,5,0,2,349
MIZQUE,atencion odontologica,primera consulta,2022-01-01,9,9,14,26,0,15,12,40,6,0,0,7,0,1,139
MOCOMOCO,atencion odontologica,primera consulta,2022-01-01,3,8,16,22,3,21,37,40,13,10,0,2,0,0,175
MOJINETE,atencion odontologica,primera consulta,2022-01-01,0,0,2,6,2,3,2,6,0,1,0,3,0,0,25
MOJOCOYA,atencion odontologica,primera consulta,2022-01-01,3,4,9,12,5,8,12,25,5,3,0,3,0,0,89
MONTEAGUDO,atencion odontologica,primera consulta,2022-01-01,8,8,38,36,17,33,35,71,2,2,0,1,0,2,253
MONTERO,atencion odontologica,primera consulta,2022-01-01,154,163,157,179,48,86,102,338,37,36,0,214,0,12,1526
MORO MORO,atencion odontologica,primera consulta,2022-01-01,2,4,5,9,0,5,5,27,3,4,0,0,0,2,66
MOROCHATA,atencion odontologica,primera consulta,2022-01-01,1,3,4,4,0,5,4,6,3,4,0,0,0,0,34
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,primera consulta,2022-01-01,4,1,0,0,0,4,1,1,0,0,0,0,0,1,12
NAZACARA DE PACAJES,atencion odontologica,primera consulta,2022-01-01,0,0,4,0,0,1,0,0,0,0,0,0,0,0,5
OCURI,atencion odontologica,primera consulta,2022-01-01,14,14,22,26,10,20,21,73,27,24,0,16,0,1,268
OKINAWA,atencion odontologica,primera consulta,2022-01-01,1,0,2,6,2,8,7,20,2,1,0,0,0,0,49
OMEREQUE,atencion odontologica,primera consulta,2022-01-01,1,1,10,3,3,8,7,11,1,0,0,0,0,15,60
ORURO,atencion odontologica,primera consulta,2022-01-01,156,168,391,427,169,276,476,936,110,90,0,236,0,37,3472
PADCAYA,atencion odontologica,primera consulta,2022-01-01,7,4,38,28,11,27,26,68,4,10,0,2,0,0,225
PADILLA,atencion odontologica,primera consulta,2022-01-01,6,4,13,22,9,9,14,30,2,1,0,5,0,0,115
PAILON,atencion odontologica,primera consulta,2022-01-01,3,7,4,3,0,2,1,15,1,4,0,3,0,2,45
PALCA,atencion odontologica,primera consulta,2022-01-01,21,28,41,55,37,39,56,107,10,7,0,3,0,4,408
PALOS BLANCOS,atencion odontologica,primera consulta,2022-01-01,9,17,57,58,26,24,34,74,4,2,0,4,0,6,315
PAMPA AULLAGAS,atencion odontologica,primera consulta,2022-01-01,2,2,1,2,1,0,1,6,1,0,0,1,0,0,17
PAMPA GRANDE,atencion odontologica,primera consulta,2022-01-01,2,2,6,7,0,1,0,17,3,3,0,3,0,1,45
PAPEL PAMPA,atencion odontologica,primera consulta,2022-01-01,1,3,3,5,3,2,13,18,1,2,0,1,0,0,52
PASORAPA,atencion odontologica,primera consulta,2022-01-01,1,5,13,21,4,9,10,27,5,2,0,0,0,0,97
PATACAMAYA,atencion odontologica,primera consulta,2022-01-01,16,6,26,25,17,14,8,33,2,5,0,3,0,2,157
PAZÑA,atencion odontologica,primera consulta,2022-01-01,10,5,19,21,8,18,12,25,6,5,0,5,0,0,134
PELECHUCO,atencion odontologica,primera consulta,2022-01-01,5,1,4,6,3,8,17,15,1,1,0,1,0,0,62
POCOATA,atencion odontologica,primera consulta,2022-01-01,19,10,20,28,9,15,23,52,13,4,0,12,0,4,209
POCONA,atencion odontologica,primera consulta,2022-01-01,5,2,21,12,6,22,17,37,5,3,0,2,0,0,132
POJO (CBBA),atencion odontologica,primera consulta,2022-01-01,8,5,16,31,13,18,24,43,1,5,0,11,0,3,178
POOPO,atencion odontologica,primera consulta,2022-01-01,15,17,26,26,11,20,22,45,15,16,0,11,0,16,240
PORCO,atencion odontologica,primera consulta,2022-01-01,9,2,4,6,3,5,4,22,1,3,0,13,0,1,73
POROMA,atencion odontologica,primera consulta,2022-01-01,7,16,5,5,3,14,26,47,4,6,0,25,0,2,160
PORONGO,atencion odontologica,primera consulta,2022-01-01,37,36,64,67,22,21,64,104,29,15,0,9,0,5,473
PORTACHUELO,atencion odontologica,primera consulta,2022-01-01,0,2,4,1,1,3,1,8,1,1,0,6,0,1,29
PORVENIR,atencion odontologica,primera consulta,2022-01-01,2,1,13,17,3,7,9,30,3,0,0,5,0,0,90
POSTRER VALLE,atencion odontologica,primera consulta,2022-01-01,0,2,1,3,0,1,0,4,0,1,0,0,0,0,12
POTOSI,atencion odontologica,primera consulta,2022-01-01,124,105,204,228,76,149,550,1286,61,64,0,143,0,2,2992
PRESTO,atencion odontologica,primera consulta,2022-01-01,4,6,15,17,4,10,14,46,4,4,0,30,0,0,154
PUCARA,atencion odontologica,primera consulta,2022-01-01,0,1,2,0,0,0,1,5,0,0,0,0,0,0,9
PUCARANI,atencion odontologica,primera consulta,2022-01-01,35,32,57,73,66,73,63,111,15,20,0,23,0,1,569
PUERTO ACOSTA,atencion odontologica,primera consulta,2022-01-01,5,5,9,8,2,18,21,36,8,4,0,1,0,0,117
PUERTO CARABUCO,atencion odontologica,primera consulta,2022-01-01,4,11,12,15,18,10,20,37,5,3,0,5,0,5,145
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2022-01-01,2,0,8,13,4,8,5,15,2,0,0,4,0,1,62
PUERTO PEREZ,atencion odontologica,primera consulta,2022-01-01,0,0,0,1,2,2,3,8,7,2,0,0,0,0,25
PUERTO QUIJARRO,atencion odontologica,primera consulta,2022-01-01,33,4,16,12,5,4,7,30,3,3,0,0,0,0,117
PUERTO RICO,atencion odontologica,primera consulta,2022-01-01,20,25,9,13,4,14,12,23,1,1,0,7,0,4,133
PUERTO SUAREZ,atencion odontologica,primera consulta,2022-01-01,3,0,3,4,1,2,2,15,0,0,0,1,0,1,32
PUERTO VILLARROEL,atencion odontologica,primera consulta,2022-01-01,14,8,47,68,12,30,24,52,4,9,0,13,0,4,285
PUNA,atencion odontologica,primera consulta,2022-01-01,8,11,14,32,9,25,27,50,9,11,0,4,0,2,202
PUNATA,atencion odontologica,primera consulta,2022-01-01,11,9,24,32,2,28,22,74,6,10,0,10,0,2,230
QUIABAYA,atencion odontologica,primera consulta,2022-01-01,1,2,3,2,1,3,10,13,1,0,0,2,0,0,38
QUILLACOLLO,atencion odontologica,primera consulta,2022-01-01,40,40,92,100,28,48,54,167,10,8,0,23,0,3,613
QUIME,atencion odontologica,primera consulta,2022-01-01,3,3,18,22,5,7,23,13,2,0,0,1,0,0,97
QUIRUSILLAS,atencion odontologica,primera consulta,2022-01-01,2,1,18,21,5,3,9,14,2,2,0,0,0,1,78
RAVELO,atencion odontologica,primera consulta,2022-01-01,30,29,21,33,9,26,52,82,43,49,0,11,0,4,389
REYES,atencion odontologica,primera consulta,2022-01-01,0,0,4,4,1,1,3,14,0,1,0,0,0,0,28
RIBERALTA,atencion odontologica,primera consulta,2022-01-01,36,43,82,73,20,73,66,209,21,23,0,72,0,0,718
ROBORE,atencion odontologica,primera consulta,2022-01-01,1,1,4,4,1,3,6,10,2,2,0,0,0,0,34
RURRENABAQUE,atencion odontologica,primera consulta,2022-01-01,3,6,16,28,5,9,6,22,2,0,0,1,0,1,99
SABAYA,atencion odontologica,primera consulta,2022-01-01,1,2,5,6,5,4,17,25,9,3,0,3,0,0,80
SACABA,atencion odontologica,primera consulta,2022-01-01,46,48,127,182,67,98,93,282,40,41,0,16,0,6,1046
SACABAMBA,atencion odontologica,primera consulta,2022-01-01,0,0,4,3,4,3,3,7,0,2,0,0,0,0,26
SACACA,atencion odontologica,primera consulta,2022-01-01,2,4,12,15,1,11,19,40,5,4,0,6,0,0,119
SAIPINA,atencion odontologica,primera consulta,2022-01-01,26,10,6,0,1,1,0,5,2,0,0,0,0,0,51
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2022-01-01,13,7,28,39,18,19,31,48,24,15,0,6,0,2,250
SAMAIPATA,atencion odontologica,primera consulta,2022-01-01,1,5,0,11,0,2,4,15,2,1,0,0,0,1,42
SAN AGUSTIN,atencion odontologica,primera consulta,2022-01-01,0,0,0,0,1,0,1,1,1,2,0,2,0,0,8
SAN ANDRES,atencion odontologica,primera consulta,2022-01-01,4,7,5,9,12,13,23,30,2,3,0,3,0,1,112
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2022-01-01,2,4,8,5,5,5,10,20,23,23,0,3,0,1,109
