,group,variable,month,NRO DE PARTICIPANTES DE TELECAPACITACION MEDICOS,NRO DE PARTICIPANTES DE TELECAPACITACION MEDICOS,NRO DE PARTICIPANTES DE TELECAPACITACION ENFERMERA,NRO DE PARTICIPANTES DE TELECAPACITACION ENFERMERA,NRO DE PARTICIPANTES DE TELECAPACITACION AUXILIAR,NRO DE PARTICIPANTES DE TELECAPACITACION AUXILIAR,NRO DE PARTICIPANTES DE TELECAPACITACION ODONTO,NRO DE PARTICIPANTES DE TELECAPACITACION ODONTO,NRO DE PARTICIPANTES DE TELECAPACITACION OTRO_PERSONAL,NRO DE PARTICIPANTES DE TELECAPACITACION OTRO_PERSONAL,NRO DE PARTICIPANTES DE TELECAPACITACION ESCOLAR,NRO DE PARTICIPANTES DE TELECAPACITACION ESCOLAR,NRO DE PARTICIPANTES DE TELECAPACITACION JOVENES,NRO DE PARTICIPANTES DE TELECAPACITACION JOVENES,NRO DE PARTICIPANTES DE TELECAPACITACION ADULTOS,NRO DE PARTICIPANTES DE TELECAPACITACION ADULTOS,NRO DE PARTICIPANTES DE TELECAPACITACION DIRIGENTE,NRO DE PARTICIPANTES DE TELECAPACITACION DIRIGENTE,NRO DE PARTICIPANTES DE TELECAPACITACION PROMOTORES,NRO DE PARTICIPANTES DE TELECAPACITACION PROMOTORES,NRO DE PARTICIPANTES DE TELECAPACITACION OTROS,NRO DE PARTICIPANTES DE TELECAPACITACION OTROS,TOTALES,TOTALES,TOTALES
YAMPARAEZ,teleeducacion,nro de participantes de telecapacitacion,2024-03-01,7,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,41,34,75
ANCORAIMES,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ANDAMARCA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ANZALDO,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
APOLO,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ARQUE,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
AYATA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CABEZAS,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"CAIZA ""D""",teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CARANAVI,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,2,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,13,6,19
CHALLAPATA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
CHAQUI,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,3,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
CHIMORE,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),teleeducacion,nro de participantes de telecapacitacion,2024-04-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CHUMA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
"COLCHA ""K""",teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
COLQUIRI,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CORO CORO,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
COTOCA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CULPINA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
ESCOMA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,5,2,2,2,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18
FERNANDEZ ALONSO,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
GAIOC JATUN AYLLU YURA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GUANAY,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUANUNI,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUARINA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
HUMANATA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,4,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
IRUPANA (VILLA DE LANZA),teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
JESUS DE MACHACA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,1,2,0,1,0,1,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
LA GUARDIA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
LAJA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
LAS CARRERAS,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
MOCOMOCO,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MOJINETE,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PAPEL PAMPA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POROMA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POTOSI,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,66,66,140,23,94,28,0,1,100,45,0,0,0,0,0,0,0,0,0,0,0,0,400,163,563
PUERTO PEREZ,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
QUIABAYA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
QUIME,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,6
SACABA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,113,125,2,23,0,19,0,1,7,11,0,0,0,0,0,0,0,0,0,0,0,0,122,179,301
SAMAIPATA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAN BENITO,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAN BORJA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN LORENZO(PND),teleeducacion,nro de participantes de telecapacitacion,2024-04-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SAN MIGUEL DE VELASCO,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
SAN PABLO DE LIPEZ,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAN PEDRO DE QUEMES,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAN RAFAEL,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SANTA CRUZ DE LA SIERRA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,443
SANTIAGO DE MACHACA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAPAHAQUI,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,1,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,8,9,17
SORATA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
TAHUA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TITO YUPANQUI (PARQUIPUJIO),teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
TOLATA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOMINA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,2,1,3,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
TUPIZA,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TURCO,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
VILLAZON,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
WALDO BALLIVIAN,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
YAMPARAEZ,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,0,0,26,24,50
YAPACANI,teleeducacion,nro de participantes de telecapacitacion,2024-04-01,0,0,2,0,2,0,7,0,0,9,0,7,3,0,0,0,0,0,0,0,0,0,14,16,30
ACACIO,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ANCORAIMES,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ANDAMARCA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
ANZALDO,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
APOLO,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ATOCHA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AYATA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
BELEN DE URMIRI,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
BOLPEBRA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,1,0,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
CABEZAS,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"CAIZA ""D""",teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
CARANAVI,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CARAPARI,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CARIPUYO,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CARMEN RIVERO TORREZ,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,3,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
CHALLAPATA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),teleeducacion,nro de participantes de telecapacitacion,2024-05-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
CHUMA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
COBIJA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,10,7,0,7,2,7,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,18,26,44
"COLCHA ""K""",teleeducacion,nro de participantes de telecapacitacion,2024-05-01,5,0,1,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
COLLANA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COLQUIRI,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CORO CORO,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CULPINA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
EL VILLAR,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,4,4,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
ESCOMA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GAIOC JATUN AYLLU YURA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,1,0,0,0,0,0,0,5,10,74,56,0,0,0,0,3,2,0,0,0,0,82,69,151
GUAQUI,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUACHACALLA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMANATA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
ICHOCA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
INQUISIVI,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LA GUARDIA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA PAZ,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,265,43,6,114,3,32,3,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,307,219,526
LAJA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LAS CARRERAS,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
MAIRANA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,2,14,16
MOCOMOCO,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MOJINETE,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ORURO,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,42,46,8,22,7,8,9,1,7,11,0,0,0,0,0,0,0,0,0,0,0,0,73,88,161
POROMA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO CARABUCO,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO PEREZ,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO SUAREZ,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
QUIABAYA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
QUIME,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,6
RIBERALTA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAMAIPATA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN BENITO,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN BORJA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN IGNACIO,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN JAVIER(STC),teleeducacion,nro de participantes de telecapacitacion,2024-05-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN MIGUEL DE VELASCO,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,3,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
SAN PABLO DE LIPEZ,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN RAFAEL,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTIAGO DE CALLAPA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTIAGO DE MACHACA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAPAHAQUI,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SOPACHUY,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TACACHI,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
TAHUA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TARVITA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
TITO YUPANQUI (PARQUIPUJIO),teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
TOMINA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UMALA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
UNCIA,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VALLEGRANDE,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,4,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
VILLA CHARCAS,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
WALDO BALLIVIAN,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
YAMPARAEZ,teleeducacion,nro de participantes de telecapacitacion,2024-05-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,0,0,0,0,24,27,51
ANDAMARCA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
ANZALDO,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ARQUE,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ATOCHA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AYATA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CABEZAS,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"CAIZA ""D""",teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CARACOLLO,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,10,8,5,4,3,2,1,0,8,5,0,0,0,0,0,0,0,0,0,0,2,1,29,20,49
CARANAVI,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CARAPARI,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CARIPUYO,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CARMEN RIVERO TORREZ,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
CHAQUI,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),teleeducacion,nro de participantes de telecapacitacion,2024-06-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
