,group,variable,month,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TOTALES,TOTALES
YANACACHI,chagas,tratamientos de 15 anos y mas,2019-01-01,0,2,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),chagas,tratamientos de 15 anos y mas,2019-02-01,1,0,0,2,1,2
BERMEJO,chagas,tratamientos de 15 anos y mas,2019-02-01,1,3,0,0,1,3
CAMIRI,chagas,tratamientos de 15 anos y mas,2019-02-01,0,0,0,5,0,5
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2019-02-01,0,1,0,2,0,3
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2019-02-01,5,10,1,1,6,11
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2019-02-01,1,1,0,1,1,2
PUNATA,chagas,tratamientos de 15 anos y mas,2019-02-01,4,10,0,0,4,10
SAN ANDRES,chagas,tratamientos de 15 anos y mas,2019-02-01,0,0,1,0,1,0
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2019-02-01,0,1,0,0,0,1
SICAYA,chagas,tratamientos de 15 anos y mas,2019-02-01,0,1,0,0,0,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2019-02-01,2,5,0,0,2,5
SUCRE,chagas,tratamientos de 15 anos y mas,2019-02-01,6,5,0,0,6,5
TARIJA,chagas,tratamientos de 15 anos y mas,2019-02-01,10,31,0,0,10,31
TOLATA,chagas,tratamientos de 15 anos y mas,2019-02-01,0,1,0,0,0,1
TRIGAL,chagas,tratamientos de 15 anos y mas,2019-02-01,0,1,0,0,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2019-02-01,6,8,16,24,22,32
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2019-02-01,1,0,0,0,1,0
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2019-02-01,0,4,0,0,0,4
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2019-02-01,0,1,0,0,0,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2019-02-01,12,13,0,1,12,14
VINTO,chagas,tratamientos de 15 anos y mas,2019-02-01,0,3,0,1,0,4
BERMEJO,chagas,tratamientos de 15 anos y mas,2019-03-01,0,0,1,2,1,2
CARAPARI,chagas,tratamientos de 15 anos y mas,2019-03-01,0,0,0,1,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2019-03-01,2,6,3,2,5,8
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2019-03-01,0,1,0,1,0,2
CUCHUMUELA (V. G. VILLARROEL),chagas,tratamientos de 15 anos y mas,2019-03-01,0,3,0,0,0,3
MIZQUE,chagas,tratamientos de 15 anos y mas,2019-03-01,0,2,0,0,0,2
PASORAPA,chagas,tratamientos de 15 anos y mas,2019-03-01,1,1,0,0,1,1
PRESTO,chagas,tratamientos de 15 anos y mas,2019-03-01,0,1,0,0,0,1
PUNATA,chagas,tratamientos de 15 anos y mas,2019-03-01,6,3,0,0,6,3
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2019-03-01,2,0,1,0,3,0
SANTIVAÑES,chagas,tratamientos de 15 anos y mas,2019-03-01,1,0,0,0,1,0
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2019-03-01,2,6,0,0,2,6
SUCRE,chagas,tratamientos de 15 anos y mas,2019-03-01,8,2,4,4,12,6
TARATA,chagas,tratamientos de 15 anos y mas,2019-03-01,0,1,2,2,2,3
TARIJA,chagas,tratamientos de 15 anos y mas,2019-03-01,7,8,4,5,11,13
TOCO,chagas,tratamientos de 15 anos y mas,2019-03-01,0,1,0,0,0,1
TRIGAL,chagas,tratamientos de 15 anos y mas,2019-03-01,4,0,1,0,5,0
TUPIZA,chagas,tratamientos de 15 anos y mas,2019-03-01,8,17,6,12,14,29
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2019-03-01,1,6,0,3,1,9
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2019-03-01,4,2,0,1,4,3
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2019-03-01,2,6,1,1,3,7
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2019-03-01,2,1,0,0,2,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2019-04-01,1,1,0,0,1,1
ALCALA,chagas,tratamientos de 15 anos y mas,2019-04-01,0,1,0,0,0,1
ARBIETO,chagas,tratamientos de 15 anos y mas,2019-04-01,0,1,0,0,0,1
BERMEJO,chagas,tratamientos de 15 anos y mas,2019-04-01,0,0,0,1,0,1
CAPINOTA,chagas,tratamientos de 15 anos y mas,2019-04-01,2,1,0,1,2,2
CARAPARI,chagas,tratamientos de 15 anos y mas,2019-04-01,2,0,0,0,2,0
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2019-04-01,0,0,0,1,0,1
CLIZA,chagas,tratamientos de 15 anos y mas,2019-04-01,1,1,0,0,1,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2019-04-01,7,5,3,7,10,12
COTAGAITA,chagas,tratamientos de 15 anos y mas,2019-04-01,1,3,0,0,1,3
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2019-04-01,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),chagas,tratamientos de 15 anos y mas,2019-04-01,1,1,0,0,1,1
LAS CARRERAS,chagas,tratamientos de 15 anos y mas,2019-04-01,1,1,0,0,1,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2019-04-01,1,1,0,0,1,1
PASORAPA,chagas,tratamientos de 15 anos y mas,2019-04-01,1,0,0,0,1,0
PRESTO,chagas,tratamientos de 15 anos y mas,2019-04-01,0,1,0,0,0,1
PUNATA,chagas,tratamientos de 15 anos y mas,2019-04-01,3,3,3,8,6,11
SAN BENITO,chagas,tratamientos de 15 anos y mas,2019-04-01,0,4,0,0,0,4
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2019-04-01,0,4,0,0,0,4
SANTIVAÑES,chagas,tratamientos de 15 anos y mas,2019-04-01,0,1,0,0,0,1
SUCRE,chagas,tratamientos de 15 anos y mas,2019-04-01,2,6,6,2,8,8
TARIJA,chagas,tratamientos de 15 anos y mas,2019-04-01,1,5,10,23,11,28
TOLATA,chagas,tratamientos de 15 anos y mas,2019-04-01,0,0,0,1,0,1
TRIGAL,chagas,tratamientos de 15 anos y mas,2019-04-01,1,0,0,0,1,0
TUPIZA,chagas,tratamientos de 15 anos y mas,2019-04-01,26,37,6,8,32,45
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2019-04-01,0,0,0,1,0,1
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2019-04-01,2,0,1,4,3,4
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2019-04-01,3,6,8,8,11,14
AIQUILE,chagas,tratamientos de 15 anos y mas,2019-05-01,1,1,0,0,1,1
ALCALA,chagas,tratamientos de 15 anos y mas,2019-05-01,1,6,0,0,1,6
ARBIETO,chagas,tratamientos de 15 anos y mas,2019-05-01,0,0,0,1,0,1
BERMEJO,chagas,tratamientos de 15 anos y mas,2019-05-01,0,0,1,1,1,1
CLIZA,chagas,tratamientos de 15 anos y mas,2019-05-01,0,1,1,0,1,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2019-05-01,3,6,2,5,5,11
COTAGAITA,chagas,tratamientos de 15 anos y mas,2019-05-01,1,2,0,0,1,2
COTOCA,chagas,tratamientos de 15 anos y mas,2019-05-01,0,2,0,0,0,2
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2019-05-01,1,0,1,1,2,1
CUCHUMUELA (V. G. VILLARROEL),chagas,tratamientos de 15 anos y mas,2019-05-01,0,0,0,3,0,3
CUEVO,chagas,tratamientos de 15 anos y mas,2019-05-01,2,1,0,0,2,1
EL PUENTE(TJA),chagas,tratamientos de 15 anos y mas,2019-05-01,0,0,0,1,0,1
EL TORNO,chagas,tratamientos de 15 anos y mas,2019-05-01,0,2,0,0,0,2
MIZQUE,chagas,tratamientos de 15 anos y mas,2019-05-01,3,2,0,1,3,3
POTOSI,chagas,tratamientos de 15 anos y mas,2019-05-01,0,1,0,0,0,1
PRESTO,chagas,tratamientos de 15 anos y mas,2019-05-01,0,0,0,1,0,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2019-05-01,1,1,0,0,1,1
PUNATA,chagas,tratamientos de 15 anos y mas,2019-05-01,3,4,4,6,7,10
SAN BENITO,chagas,tratamientos de 15 anos y mas,2019-05-01,0,1,0,0,0,1
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2019-05-01,0,4,0,0,0,4
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2019-05-01,5,10,2,1,7,11
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2019-05-01,2,0,0,2,2,2
SUCRE,chagas,tratamientos de 15 anos y mas,2019-05-01,5,4,8,3,13,7
TARIJA,chagas,tratamientos de 15 anos y mas,2019-05-01,2,2,7,8,9,10
TOLATA,chagas,tratamientos de 15 anos y mas,2019-05-01,0,1,0,0,0,1
TRIGAL,chagas,tratamientos de 15 anos y mas,2019-05-01,0,1,0,0,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2019-05-01,19,16,6,16,25,32
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2019-05-01,0,1,0,0,0,1
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2019-05-01,0,2,1,6,1,8
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2019-05-01,1,0,2,1,3,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2019-05-01,2,3,6,12,8,15
VINTO,chagas,tratamientos de 15 anos y mas,2019-05-01,1,0,0,0,1,0
YACUIBA,chagas,tratamientos de 15 anos y mas,2019-05-01,1,1,0,0,1,1
YUNCHARA,chagas,tratamientos de 15 anos y mas,2019-05-01,0,1,0,0,0,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2019-06-01,1,1,1,1,2,2
ALCALA,chagas,tratamientos de 15 anos y mas,2019-06-01,0,1,0,1,0,2
ARBIETO,chagas,tratamientos de 15 anos y mas,2019-06-01,0,0,0,1,0,1
BERMEJO,chagas,tratamientos de 15 anos y mas,2019-06-01,1,0,0,1,1,1
CAJUATA,chagas,tratamientos de 15 anos y mas,2019-06-01,0,0,0,1,0,1
CAPINOTA,chagas,tratamientos de 15 anos y mas,2019-06-01,0,0,1,1,1,1
CARAPARI,chagas,tratamientos de 15 anos y mas,2019-06-01,0,0,3,0,3,0
CLIZA,chagas,tratamientos de 15 anos y mas,2019-06-01,0,0,1,0,1,0
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2019-06-01,4,9,5,5,9,14
COTAGAITA,chagas,tratamientos de 15 anos y mas,2019-06-01,1,6,0,1,1,7
CUEVO,chagas,tratamientos de 15 anos y mas,2019-06-01,0,0,1,1,1,1
GUAYARAMERIN,chagas,tratamientos de 15 anos y mas,2019-06-01,1,0,0,0,1,0
ICLA,chagas,tratamientos de 15 anos y mas,2019-06-01,1,0,0,0,1,0
LAS CARRERAS,chagas,tratamientos de 15 anos y mas,2019-06-01,0,0,1,1,1,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2019-06-01,0,0,1,1,1,1
MONTERO,chagas,tratamientos de 15 anos y mas,2019-06-01,0,0,0,0,0,0
PADCAYA,chagas,tratamientos de 15 anos y mas,2019-06-01,1,0,0,0,1,0
PAMPA GRANDE,chagas,tratamientos de 15 anos y mas,2019-06-01,0,3,0,0,0,3
PRESTO,chagas,tratamientos de 15 anos y mas,2019-06-01,0,0,0,1,0,1
PUNATA,chagas,tratamientos de 15 anos y mas,2019-06-01,3,2,3,3,6,5
SACABA,chagas,tratamientos de 15 anos y mas,2019-06-01,0,7,0,0,0,7
SAN BENITO,chagas,tratamientos de 15 anos y mas,2019-06-01,0,2,0,4,0,6
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2019-06-01,0,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2019-06-01,4,1,1,0,5,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2019-06-01,0,1,0,2,0,3
SUCRE,chagas,tratamientos de 15 anos y mas,2019-06-01,9,2,3,7,12,9
TARATA,chagas,tratamientos de 15 anos y mas,2019-06-01,1,2,1,1,2,3
TARIJA,chagas,tratamientos de 15 anos y mas,2019-06-01,5,8,2,3,7,11
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2019-06-01,2,1,0,0,2,1
TRIGAL,chagas,tratamientos de 15 anos y mas,2019-06-01,0,0,1,0,1,0
TUPIZA,chagas,tratamientos de 15 anos y mas,2019-06-01,10,11,25,36,35,47
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2019-06-01,2,2,2,0,4,2
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2019-06-01,1,0,0,0,1,0
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2019-06-01,1,1,2,3,3,4
VINTO,chagas,tratamientos de 15 anos y mas,2019-06-01,1,2,0,0,1,2
YACUIBA,chagas,tratamientos de 15 anos y mas,2019-06-01,0,1,0,0,0,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2019-07-01,1,0,0,0,1,0
ALCALA,chagas,tratamientos de 15 anos y mas,2019-07-01,0,0,1,2,1,2
ARAMPAMPA,chagas,tratamientos de 15 anos y mas,2019-07-01,0,1,0,0,0,1
BERMEJO,chagas,tratamientos de 15 anos y mas,2019-07-01,1,1,0,0,1,1
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2019-07-01,1,0,0,0,1,0
CARAPARI,chagas,tratamientos de 15 anos y mas,2019-07-01,2,1,0,0,2,1
CLIZA,chagas,tratamientos de 15 anos y mas,2019-07-01,0,2,0,0,0,2
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2019-07-01,7,13,2,7,9,20
COTAGAITA,chagas,tratamientos de 15 anos y mas,2019-07-01,2,5,1,0,3,5
COTOCA,chagas,tratamientos de 15 anos y mas,2019-07-01,0,2,0,2,0,4
CUCHUMUELA (V. G. VILLARROEL),chagas,tratamientos de 15 anos y mas,2019-07-01,0,1,0,0,0,1
CUEVO,chagas,tratamientos de 15 anos y mas,2019-07-01,0,0,0,1,0,1
EL TORNO,chagas,tratamientos de 15 anos y mas,2019-07-01,1,0,0,0,1,0
GUAYARAMERIN,chagas,tratamientos de 15 anos y mas,2019-07-01,0,1,0,0,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2019-07-01,1,0,2,2,3,2
MOROCHATA,chagas,tratamientos de 15 anos y mas,2019-07-01,1,1,0,0,1,1
OMEREQUE,chagas,tratamientos de 15 anos y mas,2019-07-01,1,1,0,0,1,1
PAMPA GRANDE,chagas,tratamientos de 15 anos y mas,2019-07-01,0,1,0,0,0,1
POSTRER VALLE,chagas,tratamientos de 15 anos y mas,2019-07-01,1,0,0,0,1,0
PUCARA,chagas,tratamientos de 15 anos y mas,2019-07-01,0,1,0,0,0,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2019-07-01,1,1,0,0,1,1
PUNATA,chagas,tratamientos de 15 anos y mas,2019-07-01,2,4,2,2,4,6
RAVELO,chagas,tratamientos de 15 anos y mas,2019-07-01,1,0,0,0,1,0
RIBERALTA,chagas,tratamientos de 15 anos y mas,2019-07-01,1,3,0,0,1,3
SACABA,chagas,tratamientos de 15 anos y mas,2019-07-01,0,5,0,0,0,5
SAN BENITO,chagas,tratamientos de 15 anos y mas,2019-07-01,2,0,0,0,2,0
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2019-07-01,1,7,1,2,2,9
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2019-07-01,5,4,0,0,5,4
SUCRE,chagas,tratamientos de 15 anos y mas,2019-07-01,4,13,2,2,6,15
TARABUCO,chagas,tratamientos de 15 anos y mas,2019-07-01,0,2,0,0,0,2
TARIJA,chagas,tratamientos de 15 anos y mas,2019-07-01,9,13,2,1,11,14
TOCO,chagas,tratamientos de 15 anos y mas,2019-07-01,0,1,0,0,0,1
TOLATA,chagas,tratamientos de 15 anos y mas,2019-07-01,1,0,0,0,1,0
TOMINA,chagas,tratamientos de 15 anos y mas,2019-07-01,0,1,0,0,0,1
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2019-07-01,2,1,0,0,2,1
TRIGAL,chagas,tratamientos de 15 anos y mas,2019-07-01,0,1,0,1,0,2
TUPIZA,chagas,tratamientos de 15 anos y mas,2019-07-01,1,4,17,15,18,19
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2019-07-01,0,2,0,2,0,4
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2019-07-01,0,2,0,2,0,4
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2019-07-01,2,1,1,0,3,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2019-07-01,2,3,2,3,4,6
VINTO,chagas,tratamientos de 15 anos y mas,2019-07-01,0,3,0,0,0,3
YACUIBA,chagas,tratamientos de 15 anos y mas,2019-07-01,1,2,0,1,1,3
ALCALA,chagas,tratamientos de 15 anos y mas,2019-08-01,1,1,0,1,1,2
ARQUE,chagas,tratamientos de 15 anos y mas,2019-08-01,1,1,0,0,1,1
BERMEJO,chagas,tratamientos de 15 anos y mas,2019-08-01,1,2,0,0,1,2
BOYUIBE,chagas,tratamientos de 15 anos y mas,2019-08-01,1,0,0,0,1,0
CAJUATA,chagas,tratamientos de 15 anos y mas,2019-08-01,0,0,0,1,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2019-08-01,2,11,2,10,4,21
COLQUECHACA,chagas,tratamientos de 15 anos y mas,2019-08-01,0,1,0,0,0,1
COTAGAITA,chagas,tratamientos de 15 anos y mas,2019-08-01,5,4,2,4,7,8
COTOCA,chagas,tratamientos de 15 anos y mas,2019-08-01,0,1,0,0,0,1
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2019-08-01,0,1,0,0,0,1
CUEVO,chagas,tratamientos de 15 anos y mas,2019-08-01,2,2,0,0,2,2
EL TORNO,chagas,tratamientos de 15 anos y mas,2019-08-01,2,0,0,0,2,0
ICLA,chagas,tratamientos de 15 anos y mas,2019-08-01,0,1,1,0,1,1
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2019-08-01,0,1,0,0,0,1
MALLA,chagas,tratamientos de 15 anos y mas,2019-08-01,0,0,1,0,1,0
MOROCHATA,chagas,tratamientos de 15 anos y mas,2019-08-01,1,0,0,0,1,0
OCURI,chagas,tratamientos de 15 anos y mas,2019-08-01,2,2,0,0,2,2
PADCAYA,chagas,tratamientos de 15 anos y mas,2019-08-01,0,1,2,0,2,1
PAMPA GRANDE,chagas,tratamientos de 15 anos y mas,2019-08-01,0,0,0,1,0,1
POSTRER VALLE,chagas,tratamientos de 15 anos y mas,2019-08-01,1,0,0,0,1,0
PUCARA,chagas,tratamientos de 15 anos y mas,2019-08-01,1,0,0,0,1,0
PUNATA,chagas,tratamientos de 15 anos y mas,2019-08-01,3,5,4,3,7,8
RIBERALTA,chagas,tratamientos de 15 anos y mas,2019-08-01,0,4,0,0,0,4
SACABA,chagas,tratamientos de 15 anos y mas,2019-08-01,2,15,0,4,2,19
SAN ANDRES,chagas,tratamientos de 15 anos y mas,2019-08-01,1,0,0,0,1,0
SAN PEDRO DE BUENA VISTA,chagas,tratamientos de 15 anos y mas,2019-08-01,0,1,0,2,0,3
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2019-08-01,2,2,2,1,4,3
SHINAOTA,chagas,tratamientos de 15 anos y mas,2019-08-01,1,0,0,0,1,0
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2019-08-01,0,1,0,0,0,1
SUCRE,chagas,tratamientos de 15 anos y mas,2019-08-01,34,24,2,1,36,25
TACACHI,chagas,tratamientos de 15 anos y mas,2019-08-01,1,0,0,0,1,0
TARABUCO,chagas,tratamientos de 15 anos y mas,2019-08-01,2,0,0,0,2,0
TARATA,chagas,tratamientos de 15 anos y mas,2019-08-01,0,1,0,1,0,2
TARIJA,chagas,tratamientos de 15 anos y mas,2019-08-01,9,12,3,7,12,19
TOLATA,chagas,tratamientos de 15 anos y mas,2019-08-01,1,3,0,0,1,3
TOMAVE,chagas,tratamientos de 15 anos y mas,2019-08-01,1,1,0,0,1,1
TOMINA,chagas,tratamientos de 15 anos y mas,2019-08-01,1,0,0,0,1,0
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2019-08-01,3,4,0,0,3,4
TRIGAL,chagas,tratamientos de 15 anos y mas,2019-08-01,0,4,0,0,0,4
TUPIZA,chagas,tratamientos de 15 anos y mas,2019-08-01,18,6,10,10,28,16
URIONDO (A. CONCEPCION),chagas,tratamientos de 15 anos y mas,2019-08-01,0,1,0,0,0,1
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2019-08-01,0,1,0,3,0,4
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2019-08-01,0,1,2,1,2,2
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2019-08-01,1,1,0,0,1,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2019-08-01,1,2,1,1,2,3
VINTO,chagas,tratamientos de 15 anos y mas,2019-08-01,2,2,0,2,2,4
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2019-08-01,0,2,0,1,0,3
AIQUILE,chagas,tratamientos de 15 anos y mas,2019-09-01,1,0,2,0,3,0
ALCALA,chagas,tratamientos de 15 anos y mas,2019-09-01,2,3,0,0,2,3
BERMEJO,chagas,tratamientos de 15 anos y mas,2019-09-01,0,0,0,1,0,1
BOYUIBE,chagas,tratamientos de 15 anos y mas,2019-09-01,0,0,1,0,1,0
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2019-09-01,0,0,1,0,1,0
CARAPARI,chagas,tratamientos de 15 anos y mas,2019-09-01,0,0,2,0,2,0
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2019-09-01,1,2,1,1,2,3
CLIZA,chagas,tratamientos de 15 anos y mas,2019-09-01,1,1,0,2,1,3
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2019-09-01,11,14,7,7,18,21
COLQUECHACA,chagas,tratamientos de 15 anos y mas,2019-09-01,0,1,0,0,0,1
COTAGAITA,chagas,tratamientos de 15 anos y mas,2019-09-01,3,3,2,2,5,5
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2019-09-01,0,0,0,1,0,1
CUCHUMUELA (V. G. VILLARROEL),chagas,tratamientos de 15 anos y mas,2019-09-01,0,0,0,1,0,1
CUEVO,chagas,tratamientos de 15 anos y mas,2019-09-01,2,2,0,0,2,2
EL VILLAR,chagas,tratamientos de 15 anos y mas,2019-09-01,2,1,0,0,2,1
GUAYARAMERIN,chagas,tratamientos de 15 anos y mas,2019-09-01,16,8,0,0,16,8
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2019-09-01,0,2,0,0,0,2
MIZQUE,chagas,tratamientos de 15 anos y mas,2019-09-01,0,0,1,0,1,0
MOROCHATA,chagas,tratamientos de 15 anos y mas,2019-09-01,0,0,0,1,0,1
PADCAYA,chagas,tratamientos de 15 anos y mas,2019-09-01,0,0,2,0,2,0
PADILLA,chagas,tratamientos de 15 anos y mas,2019-09-01,1,1,0,0,1,1
PUNATA,chagas,tratamientos de 15 anos y mas,2019-09-01,2,5,3,4,5,9
SACABA,chagas,tratamientos de 15 anos y mas,2019-09-01,0,6,0,5,0,11
SAN ANDRES,chagas,tratamientos de 15 anos y mas,2019-09-01,1,1,0,0,1,1
SAN BENITO,chagas,tratamientos de 15 anos y mas,2019-09-01,0,1,1,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2019-09-01,3,3,5,2,8,5
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2019-09-01,0,1,1,3,1,4
SOPACHUY,chagas,tratamientos de 15 anos y mas,2019-09-01,0,2,0,0,0,2
SUCRE,chagas,tratamientos de 15 anos y mas,2019-09-01,6,7,3,7,9,14
TARABUCO,chagas,tratamientos de 15 anos y mas,2019-09-01,0,1,0,0,0,1
TARIJA,chagas,tratamientos de 15 anos y mas,2019-09-01,0,1,2,1,2,2
TOCO,chagas,tratamientos de 15 anos y mas,2019-09-01,0,1,0,1,0,2
TOLATA,chagas,tratamientos de 15 anos y mas,2019-09-01,0,0,1,0,1,0
TOMINA,chagas,tratamientos de 15 anos y mas,2019-09-01,2,3,1,1,3,4
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2019-09-01,2,4,0,0,2,4
TUPIZA,chagas,tratamientos de 15 anos y mas,2019-09-01,13,23,1,4,14,27
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2019-09-01,0,0,0,2,0,2
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2019-09-01,0,0,1,1,1,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2019-09-01,3,5,2,3,5,8
VINTO,chagas,tratamientos de 15 anos y mas,2019-09-01,0,3,0,1,0,4
VITICHI,chagas,tratamientos de 15 anos y mas,2019-09-01,2,7,0,0,2,7
