municipality,group,variable,month,Pacientes referidos a otros establecimientos,TOTAL
QUILLACOLLO,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,45,45
QUIME,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,8,8
RAVELO,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,4,4
RIBERALTA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,97,97
ROBORE,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,19,19
RURRENABAQUE,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,8,8
SABAYA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,4,4
SACABA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,279,279
SACABAMBA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,2,2
SACACA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,12,12
SAIPINA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,1,1
SALINAS DE GARCI MENDOZA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,6,6
SAMAIPATA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,8,8
SAN AGUSTIN,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,2,2
SAN ANDRES,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,9,9
SAN ANDRES DE MACHACA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,5,5
SAN ANTONIO DE ESMORUCO,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,1,1
SAN ANTONIO DE LOMERIO,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,5,5
SAN BORJA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,50,50
SAN BUENA VENTURA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,5,5
SAN CARLOS,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,11,11
SAN IGNACIO,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,10,10
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,33,33
SAN JAVIER(BNI),referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,1,1
SAN JAVIER(STC),referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,3,3
SAN JOAQUIN,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,3,3
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,11,11
SAN JUAN DE YAPACANI,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,8,8
SAN JULIAN,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,91,91
SAN LORENZO(PND),referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,3,3
SAN LORENZO(TJA),referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,56,56
SAN LUCAS,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,11,11
SAN MATIAS,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,8,8
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,16,16
SAN PABLO DE LIPEZ,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,1,1
SAN PEDRO,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,38,38
SAN PEDRO DE BUENA VISTA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,1,1
SAN PEDRO DE CURAHUARA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,1,1
SAN PEDRO DE TIQUINA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,4,4
SAN RAFAEL,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,3,3
SAN RAMON SCZ,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,2,2
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,1618,1618
SANTA ROSA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,5,5
SANTA ROSA DEL SARA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,26,26
SANTIAGO DE HUATA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,3,3
SANTIVAÑES,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,2,2
SANTUARIO DE QUILLACAS,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,3,3
SAPAHAQUI,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,8,8
SENA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,2,2
SHINAOTA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,14,14
SICA SICA (VILLA AROMA),referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,4,4
SICAYA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,1,1
SIPE SIPE,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,17,17
SOPACHUY,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,10,10
SORACACHI,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,7,7
SORATA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,1,1
SUCRE,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,1037,1037
TACACOMA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,1,1
TACOBAMBA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,2,2
TACOPAYA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,3,3
TAPACARI,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,13,13
TARABUCO,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,46,46
TARIJA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,426,426
TARVITA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,19,19
TEOPONTE,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,11,11
TINGUIPAYA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,2,2
TIPUANI,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,13,13
TIQUIPAYA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,42,42
TIRAQUE (CBBA),referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,17,17
TOCO,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,1,1
TOLATA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,2,2
TOLEDO,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,4,4
TOMAVE,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,4,4
TOMINA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,8,8
TORO TORO,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,1,1
TOTORA(ORR),referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,3,3
TRIGAL,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,2,2
TRINIDAD,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,273,273
TUPIZA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,99,99
TURCO,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,5,5
UMALA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,1,1
URIONDO (A. CONCEPCION),referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,41,41
URUBICHA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,6,6
UYUNI,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,6,6
VACAS,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,10,10
VALLEGRANDE,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,63,63
VIACHA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,262,262
VILA VILA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,2,2
VILLA CHARCAS,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,2,2
VILLA MONTES,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,36,36
VILLA RIVERO,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,4,4
VILLA SERRANO,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,10,10
VILLA TUNARI,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,57,57
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,5,5
VILLAZON,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,157,157
VINTO,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,41,41
VITICHI,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,4,4
WALDO BALLIVIAN,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,1,1
WARNES,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,84,84
YACUIBA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,143,143
YAMPARAEZ,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,21,21
YANACACHI,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,5,5
YAPACANI,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,47,47
YOCALLA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,6,6
YOTALA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,13,13
YUNCHARA,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,6,6
ZUDAÑEZ,referencias y retornos,pacientes referidos a otros establecimientos,2010-01-01,6,6
ACACIO,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,5,5
ACHACACHI,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,31,31
ACHOCALLA,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,2,2
AIQUILE,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,28,28
ALCALA,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,1,1
ALTO BENI,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,6,6
ANCORAIMES,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,2,2
ANDAMARCA,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,7,7
ANTEQUERA,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,1,1
ANZALDO,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,7,7
APOLO,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,3,3
ARANI,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,2,2
ARBIETO,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,12,12
ARQUE,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,9,9
ASCENCION DE GUARAYOS,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,20,20
ATOCHA,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,30,30
AYATA,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,10,10
AZURDUY,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,3,3
BATALLAS,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,7,7
BAURES,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,1,1
BELEN DE URMIRI,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,2,2
BERMEJO,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,62,62
BETANZOS,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,28,28
BOLIVAR,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,3,3
BOLPEBRA,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,6,6
BOYUIBE,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,13,13
BUENA VISTA,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,16,16
CABEZAS,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,25,25
CAIROMA,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,3,3
"CAIZA ""D""",referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,12,12
CAJUATA,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,1,1
CALAMARCA,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,28,28
CAMARGO,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,38,38
CAMATAQUI (C. VILLA ABECIA),referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,1,1
CAMIRI,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,37,37
CAPINOTA,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,15,15
CARACOLLO,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,5,5
CARANAVI,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,29,29
CARAPARI,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,3,3
CARIPUYO,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,1,1
CARMEN RIVERO TORREZ,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,4,4
CHALLAPATA,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,22,22
CHARAGUA,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,22,22
CHIMORE,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,12,12
CHOQUE COTA,referencias y retornos,pacientes referidos a otros establecimientos,2010-02-01,1,1
