municipality,group,variable,month,PCD referidas a Unidades de Calificación de Discapacidad.,TOTAL
VILLAZON,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-03-01,2,2
BOLPEBRA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-03-01,3,3
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-03-01,13,13
JESUS DE MACHACA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-03-01,1,1
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-03-01,66,66
ORURO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-03-01,1,1
POCONA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-03-01,1,1
POROMA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-03-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-03-01,88,88
SANTIAGO DE HUATA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-03-01,1,1
SICA SICA (VILLA AROMA),referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-03-01,31,31
SUCRE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-03-01,2,2
VILA VILA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-03-01,1,1
VILLA TUNARI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-03-01,10,10
ACHACACHI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-04-01,1,1
ARANI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-04-01,1,1
COCHABAMBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-04-01,2,2
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-04-01,8,8
EL PUENTE(TJA),referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-04-01,1,1
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-04-01,48,48
ORURO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-04-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-04-01,94,94
VIACHA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-04-01,1,1
BERMEJO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-05-01,5,5
COBIJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-05-01,1,1
COCHABAMBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-05-01,1,1
COIPASA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-05-01,3,3
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-05-01,9,9
ENTRE RIOS TRJ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-05-01,1,1
ENTRE RIOS CBBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-05-01,3,3
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-05-01,77,77
MORO MORO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-05-01,1,1
POTOSI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-05-01,36,36
PUERTO VILLARROEL,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-05-01,34,34
SAN IGNACIO DE VELASCO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-05-01,1,1
SAN MATIAS,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-05-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-05-01,43,43
SUCRE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-05-01,3,3
TRINIDAD,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-05-01,15,15
TUPIZA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-05-01,4,4
VACAS,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-05-01,1,1
VIACHA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-05-01,1,1
ARBIETO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-06-01,1,1
BETANZOS,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-06-01,1,1
COCHABAMBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-06-01,2,2
COTAGAITA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-06-01,4,4
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-06-01,5,5
FILADELFIA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-06-01,3,3
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-06-01,36,36
ORURO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-06-01,2,2
POTOSI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-06-01,1,1
RIBERALTA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-06-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-06-01,69,69
SUCRE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-06-01,7,7
TARIJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-06-01,24,24
VINTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-06-01,1,1
COBIJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-07-01,2,2
COCHABAMBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-07-01,6,6
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-07-01,4,4
ENTRE RIOS CBBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-07-01,1,1
ICLA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-07-01,1,1
LA GUARDIA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-07-01,10,10
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-07-01,14,14
LAGUNILLAS,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-07-01,2,2
MOJOCOYA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-07-01,1,1
OCURI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-07-01,1,1
ORURO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-07-01,2,2
PAMPA GRANDE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-07-01,10,10
RIBERALTA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-07-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-07-01,50,50
SUCRE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-07-01,5,5
TARIJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-07-01,34,34
TUPIZA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-07-01,5,5
VIACHA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-07-01,1,1
VILLAZON,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-07-01,3,3
ACHACACHI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-08-01,2,2
COCHABAMBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-08-01,2,2
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-08-01,22,22
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-08-01,16,16
RIBERALTA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-08-01,1,1
SACABA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-08-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-08-01,48,48
SENA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-08-01,1,1
SUCRE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-08-01,4,4
TARIJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-08-01,59,59
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-09-01,26,26
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-09-01,88,88
MONTEAGUDO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-09-01,2,2
MOROCHATA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-09-01,1,1
POOPO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-09-01,4,4
RIBERALTA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-09-01,2,2
RURRENABAQUE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-09-01,1,1
SACABA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-09-01,1,1
SAN BORJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-09-01,106,106
SANTA CRUZ DE LA SIERRA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-09-01,21,21
SUCRE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-09-01,2,2
TARIJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-09-01,121,121
TUPIZA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-09-01,1,1
VIACHA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-09-01,2,2
ACHOCALLA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-10-01,1,1
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-10-01,25,25
ENTRE RIOS TRJ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-10-01,1,1
ENTRE RIOS CBBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-10-01,1,1
ICHOCA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-10-01,1,1
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-10-01,74,74
MONTERO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-10-01,1,1
RIBERALTA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-10-01,1,1
RURRENABAQUE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-10-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-10-01,16,16
TARIJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-10-01,56,56
VACAS,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-10-01,36,36
VILLA MONTES,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-10-01,1,1
YOCALLA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-10-01,1,1
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-11-01,32,32
ENTRE RIOS TRJ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-11-01,1,1
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-11-01,110,110
LLICA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-11-01,1,1
MALLA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-11-01,1,1
POTOSI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-11-01,1,1
SACACA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-11-01,1,1
SAN ANTONIO DE ESMORUCO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-11-01,2,2
SAN BORJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-11-01,2,2
SANTA CRUZ DE LA SIERRA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-11-01,30,30
SORATA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-11-01,2,2
SUCRE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-11-01,2,2
TARIJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-11-01,43,43
TOMINA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-11-01,4,4
VILLA MONTES,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-11-01,1,1
BETANZOS,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-12-01,1,1
CKOCHAS,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-12-01,1,1
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-12-01,29,29
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-12-01,67,67
PADCAYA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-12-01,1,1
POTOSI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-12-01,17,17
RURRENABAQUE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-12-01,1,1
SAN BORJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-12-01,73,73
SANTA CRUZ DE LA SIERRA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-12-01,22,22
SANTA ROSA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-12-01,4,4
TARIJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-12-01,30,30
VILLA MONTES,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2010-12-01,1,1
