municipality,group,variable,month,Mujeres con 4ta consulta prenatal,TOTAL
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,4,4
CAJUATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,8,8
CALACOTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,2,2
CALAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,2,2
CAMARGO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,16,16
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,4,4
CAMIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,44,44
CAPINOTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,20,20
CARACOLLO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,8,8
CARANAVI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,62,62
CARAPARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,16,16
CARIPUYO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,13,13
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,26,26
CHAQUI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,8,8
CHARAGUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,23,23
CHARAÑA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
CHAYANTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,16,16
CHIMORE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,15,15
CHIPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,32,32
CHUMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,5,5
CLIZA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,31,31
COBIJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,146,146
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,790,790
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,64,64
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,4,4
COLLANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,3,3
COLOMI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,24,24
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,10,10
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,33,33
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,2,2
COLQUIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,37,37
COMARAPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,38,38
COMBAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,3,3
CONCEPCION,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,17,17
COPACABANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,8,8
CORIPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,14,14
CORO CORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,5,5
COROICO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,15,15
CORQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,5,5
COTAGAITA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,33,33
COTOCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,44,44
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,29,29
CUEVO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,6,6
CULPINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,19,19
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,5,5
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,4,4
EL ALTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,731,731
EL CHORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,2,2
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,20,20
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,15,15
EL TORNO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,96,96
EL VILLAR,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,9,9
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,26,26
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,19,19
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,5,5
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,7,7
EXALTACION,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,4,4
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,17,17
FILADELFIA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,6,6
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,27,27
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,6,6
GUANAY,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,17,17
GUAQUI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,4,4
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,95,95
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,16,16
HUACARETA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,14,14
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,2,2
HUANUNI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,57,57
HUARACAJE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,4,4
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,7,7
ICHOCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,2,2
ICLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,18,18
INCAHUASI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,18,18
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
INQUISIVI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,17,17
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,6,6
IXIAMAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,9,9
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,4,4
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,32,32
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,51,51
LA PAZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1059,1059
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,15,15
LAJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,5,5
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,3,3
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,3,3
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,43,43
LLICA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,4,4
LORETO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,2,2
LURIBAY,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,4,4
MACHARETI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,9,9
MAGDALENA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,19,19
MAIRANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,8,8
MALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,2,2
MAPIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,17,17
MECAPACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,4,4
MINEROS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,29,29
MIZQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,17,17
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,4,4
MOJINETE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,6,6
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,39,39
MONTERO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,204,204
MORO MORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
MOROCHATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,11,11
NAZACARA DE PACAJES,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,2,2
OCURI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,14,14
OKINAWA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,24,24
OMEREQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,5,5
ORURO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,580,580
PADCAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,12,12
PADILLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,29,29
PAILON,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,26,26
PALCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,3,3
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,60,60
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,4,4
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,14,14
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,4,4
PASORAPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,3,3
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,9,9
PAZÑA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,5,5
PELECHUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,4,4
POCOATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,14,14
POCONA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,14,14
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,7,7
POOPO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,5,5
PORCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,15,15
POROMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,13,13
PORONGO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,13,13
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,58,58
PORVENIR,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,2,2
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
POTOSI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,221,221
PRESTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,3,3
PUCARANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,14,14
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,10,10
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,5,5
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,8,8
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,16,16
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,13,13
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,24,24
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,39,39
PUNA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,35,35
PUNATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,34,34
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,137,137
QUIME,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,9,9
RAVELO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,16,16
REYES,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,17,17
RIBERALTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,18,18
ROBORE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,20,20
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,19,19
SABAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,2,2
SACABA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,142,142
SACABAMBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,7,7
SACACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,21,21
SAIPINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,10,10
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,13,13
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,8,8
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,2,2
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,14,14
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,8,8
SAN BENITO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,8,8
SAN BORJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,60,60
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,15,15
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,76,76
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,39,39
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,89,89
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,2,2
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,21,21
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,5,5
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,18,18
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,14,14
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,90,90
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,7,7
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,16,16
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,67,67
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,27,27
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,14,14
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,2,2
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,34,34
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,16,16
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
SAN PEDRO DE QUEMES,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,14,14
SAN RAMON,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,12,12
SAN RAMON,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,43,43
SANTA ANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,17,17
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,2395,2395
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,16,16
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,43,43
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,2,2
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,8,8
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,4,4
SENA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,10,10
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,14,14
SICAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,28,28
SOPACHUY,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,9,9
SORACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,6,6
SORATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,6,6
SUCRE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,418,418
TACACOMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,3,3
TACOPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,6,6
TAPACARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,23,23
TARABUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,32,32
TARATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,5,5
TARIJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,227,227
TARVITA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,18,18
TEOPONTE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,12,12
TIAWANACU,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,12,12
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,13,13
TIPUANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,19,19
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,87,87
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,65,65
TOCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,3,3
TOLATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,4,4
TOLEDO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,2,2
TOMAVE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,5,5
TOMINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,18,18
TORO TORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,7,7
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,8,8
TRIGAL,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,2,2
TRINIDAD,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,130,130
TUPIZA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,67,67
UMALA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,2,2
UNCIA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,25,25
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,15,15
URUBICHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,13,13
UYUNI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,19,19
VACAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,16,16
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,21,21
VIACHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,28,28
VILA VILA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,2,2
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,86,86
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,5,5
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,14,14
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,59,59
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,13,13
VILLAZON,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,57,57
VINTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,44,44
VITICHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,15,15
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,1,1
WARNES,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,75,75
YACO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,2,2
YACUIBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,111,111
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,15,15
YANACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,6,6
YAPACANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,79,79
YOCALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,5,5
YOTALA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,9,9
YUNCHARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,3,3
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-01-01,11,11
ACACIO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-02-01,3,3
ACHACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-02-01,32,32
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-02-01,9,9
AIQUILE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-02-01,25,25
