,group,variable,month,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,214,214
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,6,6
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,2127,2127
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,207,207
"COLCHA ""K""",vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,2,2
COLLANA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,3,3
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,50,50
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,15,15
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,49,49
COLQUIRI,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,1,1
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,48,48
CONCEPCION,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,74,74
CORIPATA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,8,8
COROICO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,54,54
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,6,6
COTAGAITA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,6,6
COTOCA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,311,311
CUATRO CAÑADAS,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,40,40
CUCHUMUELA (V. G. VILLARROEL),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,2,2
CUEVO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,10,10
CULPINA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,23,23
CURAHUARA DE CARANGAS,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,8,8
CURVA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,1,1
DESAGUADERO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,9,9
EL ALTO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,3196,3196
EL CHORO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,4,4
EL PUENTE(STC),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,18,18
EL PUENTE(TJA),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,23,23
EL TORNO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,329,329
EL VILLAR,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,3,3
ENTRE RIOS TRJ,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,23,23
ENTRE RIOS CBBA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,153,153
EUCALIPTUS,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,7,7
EUREKA (SANTOS MERCADO),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,5,5
FERNANDEZ ALONSO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,32,32
FILADELFIA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,9,9
GENERAL SAAVEDRA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,35,35
GRAL. J.J. PEREZ (CHARAZANI),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,4,4
GUAYARAMERIN,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,76,76
GUTIERREZ,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,9,9
HUACARETA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,12,12
HUACAYA (VILLA DE HUACAYA),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,2,2
HUACHACALLA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,3,3
HUANUNI,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,54,54
HUARACAJE,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,7,7
HUARINA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,6,6
HUATAJATA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,2,2
ICLA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,5,5
INCAHUASI,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,18,18
IRUPANA (VILLA DE LANZA),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,5,5
JESUS DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,5,5
LA ASUNTA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,76,76
LA GUARDIA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,383,383
LA PAZ,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,2208,2208
LAJA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,14,14
LAS CARRERAS,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,4,4
LLALLAGUA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,171,171
MACHACAMARCA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,5,5
MACHARETI,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,4,4
MAIRANA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,42,42
MAPIRI,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,34,34
MINEROS,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,96,96
MIZQUE,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,76,76
MOJOCOYA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,9,9
MONTEAGUDO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,47,47
MONTERO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,944,944
MOROCHATA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,8,8
NACEBE (SANTA ROSA DEL ABUNA),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,9,9
NUEVO MANOA (NUEVA ESPERANZA),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,5,5
OCURI,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,16,16
OKINAWA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,43,43
OMEREQUE,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,8,8
ORURO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,1259,1259
PADCAYA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,30,30
PADILLA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,17,17
PAILON,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,152,152
PALOS BLANCOS,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,53,53
PAMPA AULLAGAS,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,2,2
PAMPA GRANDE,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,27,27
PASORAPA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,2,2
PATACAMAYA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,30,30
PAZÑA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,5,5
PELECHUCO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,8,8
POCOATA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,20,20
POCONA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,16,16
POJO (CBBA),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,30,30
POOPO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,8,8
PORCO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,25,25
POROMA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,20,20
PORONGO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,13,13
PORTACHUELO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,61,61
PORVENIR,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,9,9
POTOSI,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,924,924
PRESTO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,11,11
PUERTO GONZALO MORENO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,8,8
PUERTO QUIJARRO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,54,54
PUERTO RICO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,19,19
PUERTO VILLARROEL,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,395,395
PUNA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,8,8
PUNATA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,234,234
QUILLACOLLO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,207,207
QUIME,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,18,18
RAQAYPAMPA(ETA),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,2,2
RAVELO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,11,11
REYES,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,16,16
RIBERALTA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,838,838
ROBORE,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,54,54
RURRENABAQUE,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,75,75
SABAYA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,8,8
SACABA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,867,867
SACABAMBA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,7,7
SACACA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,11,11
SAIPINA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,9,9
SALINAS DE GARCI MENDOZA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,15,15
SAMAIPATA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,17,17
SAN ANDRES,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,8,8
SAN ANDRES DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,5,5
SAN ANTONIO DE LOMERIO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,10,10
SAN BENITO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,17,17
SAN BORJA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,171,171
SAN BUENA VENTURA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,14,14
SAN CARLOS,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,81,81
SAN IGNACIO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,38,38
SAN IGNACIO DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,276,276
SAN JAVIER(BNI),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,3,3
SAN JAVIER(STC),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,49,49
SAN JOAQUIN,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,13,13
SAN JOSE DE CHIQUITOS,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,90,90
SAN JUAN DE YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,18,18
SAN JULIAN,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,202,202
SAN LORENZO(PND),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,21,21
SAN LORENZO(TJA),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,42,42
SAN LUCAS,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,51,51
SAN MATIAS,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,76,76
SAN MIGUEL DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,15,15
SAN PEDRO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,35,35
SAN PEDRO DE BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,27,27
SAN PEDRO(PND),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,3,3
SAN RAFAEL,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,14,14
SAN RAMON BENI,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,10,10
SAN RAMON SCZ,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,26,26
SANTA ANA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,84,84
SANTA CRUZ DE LA SIERRA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,4918,4918
SANTA ROSA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,26,26
SANTA ROSA DEL SARA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,47,47
SANTIAGO DE HUARI,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,7,7
SANTIAGO DE HUATA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,11,11
SANTIAGO DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,3,3
SANTIVAÑES,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,12,12
SANTUARIO DE QUILLACAS,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,4,4
SENA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,12,12
SHINAOTA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,96,96
SICA SICA (VILLA AROMA),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,21,21
SIPE SIPE,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,151,151
SOPACHUY,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,13,13
SORACACHI,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,11,11
SUCRE,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,587,587
TACACOMA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,15,15
TACOBAMBA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,7,7
TACOPAYA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,9,9
TAPACARI,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,26,26
TARABUCO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,11,11
TARATA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,32,32
TARIJA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,337,337
TARVITA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,23,23
TEOPONTE,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,7,7
TIAHUANACU,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,23,23
TINGUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,14,14
TIPUANI,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,7,7
TIQUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,38,38
TIRAQUE (CBBA),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,31,31
TOCO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,23,23
TOLATA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,19,19
TOLEDO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,6,6
TOMAVE,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,12,12
TOMINA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,12,12
TORO TORO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,2,2
TOTORA(CBBA),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,71,71
TOTORA(ORR),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,2,2
TRINIDAD,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,205,205
TUPIZA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,184,184
TURCO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,4,4
UNCIA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,38,38
URIONDO (A. CONCEPCION),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,13,13
URUBICHA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,22,22
UYUNI,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,108,108
VACAS,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,15,15
VALLEGRANDE,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,89,89
VIACHA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,214,214
VILA VILA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,3,3
VILLA CHARCAS,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,18,18
VILLA MONTES,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,135,135
VILLA NUEVA (LOMA ALTA),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,1,1
VILLA RIVERO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,25,25
VILLA SERRANO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,12,12
VILLA TUNARI,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,416,416
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,13,13
VILLAZON,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,178,178
VINTO,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,237,237
WARNES,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,419,419
YACUIBA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,82,82
YAMPARAEZ,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,5,5
YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,106,106
YOCALLA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,9,9
YOTALA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,13,13
YUNCHARA,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,10,10
ZUDAÑEZ,vih,no de mujeres embarazadas con prueba rapida,2019-01-01,0,7,7
ACACIO,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,1,1
ACHACACHI,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,4,4
AIQUILE,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,59,59
ALALAY,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,2,2
ALCALA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,1,1
ALTO BENI,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,5,5
ANCORAIMES,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,3,3
ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,5,5
ANTEQUERA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,2,2
APOLO,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,20,20
ARANI,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,8,8
ARBIETO,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,24,24
ARQUE,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,10,10
ASCENCION DE GUARAYOS,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,147,147
ATOCHA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,9,9
AYATA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,34,34
AZURDUY,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,14,14
BELEN DE ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,2,2
BELLA FLOR,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,6,6
BERMEJO,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,156,156
BETANZOS,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,60,60
BOLIVAR,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,5,5
BOLPEBRA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,3,3
BOYUIBE,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,5,5
BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,37,37
CABEZAS,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,46,46
"CAIZA ""D""",vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,5,5
CAJUATA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,9,9
CALAMARCA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,5,5
CAMARGO,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,24,24
CAMATAQUI (C. VILLA ABECIA),vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,1,1
CAMIRI,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,163,163
CAPINOTA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,57,57
CARACOLLO,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,21,21
CARANAVI,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,123,123
CARAPARI,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,15,15
CARIPUYO,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,2,2
CARMEN RIVERO TORREZ,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,9,9
CHALLAPATA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,90,90
CHAQUI,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,11,11
CHARAGUA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,100,100
CHAYANTA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,12,12
CHIMORE,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,188,188
CHIPAYA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,3,3
CHOQUE COTA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,3,3
CHUA COCANI,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,53,53
CHUMA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,6,6
CKOCHAS,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,12,12
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,214,214
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,5,5
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,1797,1797
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,203,203
"COLCHA ""K""",vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,9,9
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,55,55
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2019-02-01,0,4,4
