municipality,group,variable,month,Partos atendidos por proveedor calificado,TOTAL
COLCAPIRHUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,41,41
"COLCHA ""K""",atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
COLOMI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,17,17
COLPA BELGICA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,4,4
COLQUECHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,16,16
COLQUENCHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,2,2
COLQUIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,5,5
COMBAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
CONCEPCION,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,26,26
COPACABANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,13,13
CORIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,7,7
CORO CORO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
COROICO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,18,18
CORQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
COTAGAITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,8,8
CULPINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,7,7
DESAGUADERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,4,4
EL ALTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1510,1510
EL CHORO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
EL PUENTE(STC),atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,6,6
EL PUENTE(TJA),atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
EL TORNO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,77,77
EL VILLAR,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,4,4
ENTRE RIOS TRJ,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,4,4
ENTRE RIOS CBBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,30,30
ESCOMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
EXALTACION,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,5,5
FILADELFIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,4,4
GUANAY,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,14,14
GUAYARAMERIN,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,76,76
HUACARETA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
HUACHACALLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
HUANUNI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,18,18
ICHOCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,2,2
ICLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,5,5
INCAHUASI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,11,11
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,6,6
IXIAMAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,11,11
JESUS DE MACHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
LA ASUNTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,36,36
LA PAZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1489,1489
LAGUNILLAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
LAJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,7,7
LAS CARRERAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
LICOMA PAMPA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,2,2
LLALLAGUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,65,65
LLICA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
LURIBAY,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
MACHACAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,2,2
MACHARETI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,2,2
MAGDALENA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,12,12
MAIRANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,19,19
MAPIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,22,22
MIZQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,24,24
MOCOMOCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
MOJOCOYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,4,4
MONTEAGUDO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,38,38
MONTERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,336,336
MOROCHATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
OCURI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,7,7
OMEREQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,2,2
ORURO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,637,637
PADCAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
PADILLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,12,12
PAILON,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,2,2
PALOS BLANCOS,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,26,26
PAMPA AULLAGAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,2,2
PAMPA GRANDE,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,4,4
PAPEL PAMPA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
PASORAPA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,2,2
PATACAMAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,23,23
PAZÑA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,2,2
POCOATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,6,6
POCONA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,6,6
POJO (CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,14,14
POOPO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
PORCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,7,7
POROMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,4,4
PORTACHUELO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,30,30
PORVENIR,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,2,2
POTOSI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,482,482
PRESTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
PUCARANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,8,8
PUERTO ACOSTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
PUERTO PEREZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
PUERTO RICO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,10,10
PUERTO SUAREZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,46,46
PUERTO VILLARROEL,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,124,124
PUNA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,5,5
PUNATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,68,68
QUIABAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,5,5
QUILLACOLLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,222,222
QUIME,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,2,2
RAQAYPAMPA(ETA),atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,4,4
RAVELO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,7,7
REYES,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,15,15
RIBERALTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,263,263
ROBORE,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
RURRENABAQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,41,41
SACABA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,206,206
SACABAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,2,2
SACACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,7,7
SAMAIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
SAN AGUSTIN,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
SAN BENITO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,4,4
SAN BORJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,56,56
SAN BUENA VENTURA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,26,26
SAN IGNACIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,27,27
SAN IGNACIO DE VELASCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,115,115
SAN JAVIER(BNI),atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,30,30
SAN JUAN DE YAPACANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,7,7
SAN LORENZO(PND),atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,6,6
SAN LORENZO(TJA),atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,6,6
SAN LUCAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,16,16
SAN MIGUEL DE VELASCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,11,11
SAN PEDRO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,11,11
SAN PEDRO DE TIQUINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
SAN RAFAEL,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,5,5
SANTA ANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,28,28
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3445,3445
SANTA ROSA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,13,13
SANTA ROSA DEL SARA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,13,13
SANTIAGO DE HUATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
SANTIVAÑES,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
SAPAHAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
SENA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,10,10
SHINAOTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,36,36
SICA SICA (VILLA AROMA),atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,8,8
SIPE SIPE,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,30,30
SOPACHUY,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
SORATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,6,6
SUCRE,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,312,312
TACACOMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
TACOBAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
TACOPAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,2,2
TAPACARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,2,2
TARABUCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,15,15
TARACO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,5,5
TARATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,12,12
TARIJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,488,488
TARVITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,14,14
TEOPONTE,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,5,5
TIAWANACU,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,4,4
TIPUANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
TIQUIPAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,76,76
TIRAQUE (CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,15,15
TOCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,5,5
TOLATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
TOMAVE,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
TOMINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,9,9
TORO TORO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
TOTORA(CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,29,29
TOTORA(ORR),atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,2,2
TRINIDAD,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,270,270
TUPIZA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,79,79
UNCIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,15,15
URIONDO (A. CONCEPCION),atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
UYUNI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,42,42
VACAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,7,7
VIACHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,58,58
VILA VILA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
VILLA CHARCAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,8,8
VILLA MONTES,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,78,78
VILLA RIVERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,5,5
VILLA SERRANO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,6,6
VILLA TUNARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,84,84
VILLAZON,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
VINTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,38,38
VITICHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
WARNES,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,90,90
YACO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,3,3
YACUIBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,204,204
YAMPARAEZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,8,8
YANACACHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,1,1
YOTALA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,6,6
ZUDAÑEZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-01-01,10,10
ACACIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,1,1
ACHACACHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,18,18
AIQUILE,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,20,20
ANTEQUERA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,1,1
ANZALDO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,1,1
APOLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,19,19
ARANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,4,4
ARBIETO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,7,7
ATOCHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,4,4
AYATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,16,16
AZURDUY,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,2,2
BATALLAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,8,8
BELEN DE ANDAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,1,1
BERMEJO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,49,49
BETANZOS,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,14,14
BOYUIBE,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,2,2
CABEZAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,23,23
CAIROMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,4,4
"CAIZA ""D""",atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,2,2
CAJUATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,7,7
CALACOTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,1,1
CALAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,4,4
CAMARGO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,24,24
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,2,2
CAMIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,40,40
CAPINOTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,13,13
CARACOLLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,10,10
CARANAVI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,70,70
CARAPARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,1,1
CARIPUYO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,2,2
CHAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,4,4
CHARAGUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,45,45
CHAYANTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,6,6
CHIMORE,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,14,14
CHIPAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,1,1
CHUA COCANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,21,21
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,2,2
CKOCHAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,3,3
COBIJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,146,146
COCAPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,6,6
COCHABAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,1588,1588
COLCAPIRHUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,42,42
"COLCHA ""K""",atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,2,2
COLOMI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,12,12
COLPA BELGICA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,5,5
COLQUECHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,16,16
COLQUENCHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,4,4
COLQUIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,4,4
CONCEPCION,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,31,31
COPACABANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,8,8
CORIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,10,10
COROICO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,24,24
COTAGAITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,14,14
CULPINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,13,13
DESAGUADERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,6,6
EL ALTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,1341,1341
EL PUENTE(STC),atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,7,7
EL TORNO,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,91,91
EL VILLAR,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,3,3
ENTRE RIOS TRJ,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,11,11
ENTRE RIOS CBBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,38,38
ESCOMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,2,2
EUCALIPTUS,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,1,1
EXALTACION,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,1,1
FILADELFIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,1,1
GUANAY,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,17,17
GUAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,3,3
GUAYARAMERIN,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,81,81
HUACARETA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,10,10
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,2,2
HUANUNI,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,20,20
HUATAJATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,3,3
ICLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2018-02-01,4,4
