municipality,group,variable,month,Nacidos muertos con peso menor a 2500g,TOTAL
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-02-01,2,2
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-02-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-02-01,3,3
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-02-01,3,3
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-02-01,4,4
SACABA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-02-01,23,23
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-02-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-02-01,2,2
TARVITA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-02-01,1,1
TOTORA(CBBA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-02-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-02-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-02-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-02-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-02-01,2,2
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-02-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,2,2
CHAYANTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,1,1
CLIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,16,16
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,7,7
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,14,14
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,5,5
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,17,17
PALOS BLANCOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,1,1
PATACAMAYA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,1,1
PORCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,7,7
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,10,10
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,2,2
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,3,3
SACACA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,1,1
SAMAIPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,7,7
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,10,10
TOMAVE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,3,3
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-03-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,8,8
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,9,9
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,18,18
MONTEAGUDO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,34,34
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,4,4
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,4,4
RAVELO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,1,1
REYES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,2,2
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,2,2
RURRENABAQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,18,18
SANTA ROSA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,1,1
SHINAOTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,2,2
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-04-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,1,1
CARACOLLO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,9,9
COLQUECHACA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,1,1
CULPINA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,13,13
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,13,13
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,3,3
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,9,9
RURRENABAQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,3,3
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,10,10
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,2,2
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,5,5
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,3,3
UNCIA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,2,2
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-05-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,12,12
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,13,13
EL VILLAR,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,18,18
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,3,3
MONTEAGUDO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,4,4
POROMA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,3,3
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,4,4
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,4,4
SAN MATIAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,11,11
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,2,2
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,1,1
TINGUIPAYA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,1,1
VALLEGRANDE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,2,2
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-06-01,2,2
"CAIZA ""D""",atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,2,2
CAMARGO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,11,11
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,9,9
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,6,6
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,2,2
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,4,4
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,2,2
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,8,8
SORATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,3,3
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,2,2
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,3,3
UNCIA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-07-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,1,1
"CAIZA ""D""",atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,2,2
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,11,11
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,16,16
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,1,1
INCAHUASI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,13,13
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,2,2
MAIRANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,1,1
OCURI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,1,1
POROMA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,8,8
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,5,5
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,6,6
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,7,7
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,11,11
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,1,1
TIQUIPAYA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-08-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,5,5
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,9,9
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,14,14
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,17,17
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,4,4
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,7,7
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,5,5
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,5,5
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,2,2
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,2,2
SAN CARLOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,2,2
SAN JULIAN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,1,1
SAN MATIAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,7,7
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,3,3
TARABUCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,4,4
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,2,2
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-09-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,1,1
"CAIZA ""D""",atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,3,3
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,10,10
CORIPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,14,14
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,9,9
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,5,5
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,4,4
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,2,2
SAN CARLOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,12,12
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,2,2
TARABUCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,1,1
TIQUIPAYA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,2,2
VILLA CHARCAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-10-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,7,7
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,8,8
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,1,1
LA GUARDIA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,6,6
MAIRANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,18,18
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,4,4
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,3,3
SAN MATIAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,16,16
SAN RAMON SCZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,10,10
SANTA ROSA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,7,7
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,37,37
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,1,1
TUPIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,2,2
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,2,2
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-11-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-12-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-12-01,4,4
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-12-01,12,12
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-12-01,7,7
INGAVI (HUMAITA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2018-12-01,1,1
