municipality,group,variable,month,RN con apego precoz,TOTAL
COLOMI,atencion de partos en servicios,rn con apego precoz,2018-01-01,21,21
COLPA BELGICA,atencion de partos en servicios,rn con apego precoz,2018-01-01,4,4
COLQUECHACA,atencion de partos en servicios,rn con apego precoz,2018-01-01,18,18
COLQUENCHA,atencion de partos en servicios,rn con apego precoz,2018-01-01,5,5
COLQUIRI,atencion de partos en servicios,rn con apego precoz,2018-01-01,5,5
COMARAPA,atencion de partos en servicios,rn con apego precoz,2018-01-01,21,21
COMBAYA,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
CONCEPCION,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
COPACABANA,atencion de partos en servicios,rn con apego precoz,2018-01-01,12,12
CORIPATA,atencion de partos en servicios,rn con apego precoz,2018-01-01,11,11
CORO CORO,atencion de partos en servicios,rn con apego precoz,2018-01-01,5,5
COROICO,atencion de partos en servicios,rn con apego precoz,2018-01-01,21,21
CORQUE,atencion de partos en servicios,rn con apego precoz,2018-01-01,2,2
COTAGAITA,atencion de partos en servicios,rn con apego precoz,2018-01-01,12,12
COTOCA,atencion de partos en servicios,rn con apego precoz,2018-01-01,52,52
CUATRO CAÑADAS,atencion de partos en servicios,rn con apego precoz,2018-01-01,17,17
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,rn con apego precoz,2018-01-01,2,2
CUEVO,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
CULPINA,atencion de partos en servicios,rn con apego precoz,2018-01-01,10,10
CURAHUARA DE CARANGAS,atencion de partos en servicios,rn con apego precoz,2018-01-01,2,2
DESAGUADERO,atencion de partos en servicios,rn con apego precoz,2018-01-01,4,4
EL ALTO,atencion de partos en servicios,rn con apego precoz,2018-01-01,1223,1223
EL CHORO,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
EL PUENTE(STC),atencion de partos en servicios,rn con apego precoz,2018-01-01,6,6
EL PUENTE(TJA),atencion de partos en servicios,rn con apego precoz,2018-01-01,4,4
EL TORNO,atencion de partos en servicios,rn con apego precoz,2018-01-01,44,44
EL VILLAR,atencion de partos en servicios,rn con apego precoz,2018-01-01,7,7
ENTRE RIOS TRJ,atencion de partos en servicios,rn con apego precoz,2018-01-01,17,17
ENTRE RIOS CBBA,atencion de partos en servicios,rn con apego precoz,2018-01-01,31,31
ESCARA,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
ESCOMA,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
EXALTACION,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,rn con apego precoz,2018-01-01,7,7
FILADELFIA,atencion de partos en servicios,rn con apego precoz,2018-01-01,4,4
GENERAL SAAVEDRA,atencion de partos en servicios,rn con apego precoz,2018-01-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
GUANAY,atencion de partos en servicios,rn con apego precoz,2018-01-01,14,14
GUAYARAMERIN,atencion de partos en servicios,rn con apego precoz,2018-01-01,43,43
GUTIERREZ,atencion de partos en servicios,rn con apego precoz,2018-01-01,11,11
HUACARETA,atencion de partos en servicios,rn con apego precoz,2018-01-01,5,5
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
HUACHACALLA,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
HUANUNI,atencion de partos en servicios,rn con apego precoz,2018-01-01,18,18
HUARACAJE,atencion de partos en servicios,rn con apego precoz,2018-01-01,4,4
HUARINA,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
HUATAJATA,atencion de partos en servicios,rn con apego precoz,2018-01-01,2,2
HUAYLLAMARCA,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
ICHOCA,atencion de partos en servicios,rn con apego precoz,2018-01-01,2,2
ICLA,atencion de partos en servicios,rn con apego precoz,2018-01-01,5,5
INCAHUASI,atencion de partos en servicios,rn con apego precoz,2018-01-01,12,12
INGAVI (HUMAITA),atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con apego precoz,2018-01-01,6,6
IXIAMAS,atencion de partos en servicios,rn con apego precoz,2018-01-01,11,11
JESUS DE MACHACA,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
LA ASUNTA,atencion de partos en servicios,rn con apego precoz,2018-01-01,45,45
LA GUARDIA,atencion de partos en servicios,rn con apego precoz,2018-01-01,74,74
LA PAZ,atencion de partos en servicios,rn con apego precoz,2018-01-01,389,389
LAGUNILLAS,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
LAJA,atencion de partos en servicios,rn con apego precoz,2018-01-01,9,9
LAS CARRERAS,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
LICOMA PAMPA,atencion de partos en servicios,rn con apego precoz,2018-01-01,2,2
LLALLAGUA,atencion de partos en servicios,rn con apego precoz,2018-01-01,42,42
LLICA,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
LURIBAY,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
MACHACAMARCA,atencion de partos en servicios,rn con apego precoz,2018-01-01,2,2
MACHARETI,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
MAGDALENA,atencion de partos en servicios,rn con apego precoz,2018-01-01,12,12
MAIRANA,atencion de partos en servicios,rn con apego precoz,2018-01-01,18,18
MAPIRI,atencion de partos en servicios,rn con apego precoz,2018-01-01,22,22
MECAPACA,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
MINEROS,atencion de partos en servicios,rn con apego precoz,2018-01-01,10,10
MIZQUE,atencion de partos en servicios,rn con apego precoz,2018-01-01,20,20
MOCOMOCO,atencion de partos en servicios,rn con apego precoz,2018-01-01,4,4
MOJINETE,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
MOJOCOYA,atencion de partos en servicios,rn con apego precoz,2018-01-01,6,6
MONTEAGUDO,atencion de partos en servicios,rn con apego precoz,2018-01-01,27,27
MONTERO,atencion de partos en servicios,rn con apego precoz,2018-01-01,43,43
MORO MORO,atencion de partos en servicios,rn con apego precoz,2018-01-01,2,2
MOROCHATA,atencion de partos en servicios,rn con apego precoz,2018-01-01,5,5
OCURI,atencion de partos en servicios,rn con apego precoz,2018-01-01,7,7
OKINAWA,atencion de partos en servicios,rn con apego precoz,2018-01-01,8,8
OMEREQUE,atencion de partos en servicios,rn con apego precoz,2018-01-01,5,5
ORURO,atencion de partos en servicios,rn con apego precoz,2018-01-01,342,342
PADCAYA,atencion de partos en servicios,rn con apego precoz,2018-01-01,4,4
PADILLA,atencion de partos en servicios,rn con apego precoz,2018-01-01,10,10
PAILON,atencion de partos en servicios,rn con apego precoz,2018-01-01,26,26
PALCA,atencion de partos en servicios,rn con apego precoz,2018-01-01,2,2
PALOS BLANCOS,atencion de partos en servicios,rn con apego precoz,2018-01-01,12,12
PAMPA AULLAGAS,atencion de partos en servicios,rn con apego precoz,2018-01-01,4,4
PAPEL PAMPA,atencion de partos en servicios,rn con apego precoz,2018-01-01,5,5
PASORAPA,atencion de partos en servicios,rn con apego precoz,2018-01-01,2,2
PATACAMAYA,atencion de partos en servicios,rn con apego precoz,2018-01-01,24,24
PAZÑA,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
POCOATA,atencion de partos en servicios,rn con apego precoz,2018-01-01,6,6
POCONA,atencion de partos en servicios,rn con apego precoz,2018-01-01,8,8
POJO (CBBA),atencion de partos en servicios,rn con apego precoz,2018-01-01,14,14
POOPO,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
PORCO,atencion de partos en servicios,rn con apego precoz,2018-01-01,18,18
POROMA,atencion de partos en servicios,rn con apego precoz,2018-01-01,9,9
PORONGO,atencion de partos en servicios,rn con apego precoz,2018-01-01,2,2
PORTACHUELO,atencion de partos en servicios,rn con apego precoz,2018-01-01,7,7
PORVENIR,atencion de partos en servicios,rn con apego precoz,2018-01-01,2,2
POSTRER VALLE,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
POTOSI,atencion de partos en servicios,rn con apego precoz,2018-01-01,112,112
PRESTO,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
PUCARANI,atencion de partos en servicios,rn con apego precoz,2018-01-01,10,10
PUERTO ACOSTA,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
PUERTO CARABUCO,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
PUERTO PEREZ,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,rn con apego precoz,2018-01-01,18,18
PUERTO RICO,atencion de partos en servicios,rn con apego precoz,2018-01-01,10,10
PUERTO SUAREZ,atencion de partos en servicios,rn con apego precoz,2018-01-01,49,49
PUERTO VILLARROEL,atencion de partos en servicios,rn con apego precoz,2018-01-01,132,132
PUNA,atencion de partos en servicios,rn con apego precoz,2018-01-01,10,10
PUNATA,atencion de partos en servicios,rn con apego precoz,2018-01-01,68,68
QUIABAYA,atencion de partos en servicios,rn con apego precoz,2018-01-01,5,5
QUILLACOLLO,atencion de partos en servicios,rn con apego precoz,2018-01-01,222,222
QUIME,atencion de partos en servicios,rn con apego precoz,2018-01-01,2,2
RAQAYPAMPA(ETA),atencion de partos en servicios,rn con apego precoz,2018-01-01,4,4
RAVELO,atencion de partos en servicios,rn con apego precoz,2018-01-01,7,7
REYES,atencion de partos en servicios,rn con apego precoz,2018-01-01,16,16
RIBERALTA,atencion de partos en servicios,rn con apego precoz,2018-01-01,218,218
ROBORE,atencion de partos en servicios,rn con apego precoz,2018-01-01,26,26
RURRENABAQUE,atencion de partos en servicios,rn con apego precoz,2018-01-01,30,30
SABAYA,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
SACABA,atencion de partos en servicios,rn con apego precoz,2018-01-01,205,205
SACABAMBA,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
SACACA,atencion de partos en servicios,rn con apego precoz,2018-01-01,6,6
SAIPINA,atencion de partos en servicios,rn con apego precoz,2018-01-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con apego precoz,2018-01-01,8,8
SAMAIPATA,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
SAN AGUSTIN,atencion de partos en servicios,rn con apego precoz,2018-01-01,2,2
SAN ANDRES,atencion de partos en servicios,rn con apego precoz,2018-01-01,10,10
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con apego precoz,2018-01-01,8,8
SAN BENITO,atencion de partos en servicios,rn con apego precoz,2018-01-01,4,4
SAN BORJA,atencion de partos en servicios,rn con apego precoz,2018-01-01,51,51
SAN BUENA VENTURA,atencion de partos en servicios,rn con apego precoz,2018-01-01,27,27
SAN CARLOS,atencion de partos en servicios,rn con apego precoz,2018-01-01,16,16
SAN IGNACIO,atencion de partos en servicios,rn con apego precoz,2018-01-01,30,30
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con apego precoz,2018-01-01,63,63
SAN JAVIER(BNI),atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,rn con apego precoz,2018-01-01,26,26
SAN JOAQUIN,atencion de partos en servicios,rn con apego precoz,2018-01-01,5,5
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con apego precoz,2018-01-01,17,17
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con apego precoz,2018-01-01,2,2
SAN JULIAN,atencion de partos en servicios,rn con apego precoz,2018-01-01,41,41
SAN LORENZO(PND),atencion de partos en servicios,rn con apego precoz,2018-01-01,6,6
SAN LORENZO(TJA),atencion de partos en servicios,rn con apego precoz,2018-01-01,7,7
SAN LUCAS,atencion de partos en servicios,rn con apego precoz,2018-01-01,25,25
SAN MATIAS,atencion de partos en servicios,rn con apego precoz,2018-01-01,2,2
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con apego precoz,2018-01-01,11,11
SAN PABLO DE LIPEZ,atencion de partos en servicios,rn con apego precoz,2018-01-01,2,2
SAN PEDRO,atencion de partos en servicios,rn con apego precoz,2018-01-01,4,4
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con apego precoz,2018-01-01,11,11
SAN PEDRO DE TIQUINA,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
SAN RAFAEL,atencion de partos en servicios,rn con apego precoz,2018-01-01,5,5
SAN RAMON BENI,atencion de partos en servicios,rn con apego precoz,2018-01-01,15,15
SAN RAMON SCZ,atencion de partos en servicios,rn con apego precoz,2018-01-01,15,15
SANTA ANA,atencion de partos en servicios,rn con apego precoz,2018-01-01,31,31
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con apego precoz,2018-01-01,1889,1889
SANTA ROSA,atencion de partos en servicios,rn con apego precoz,2018-01-01,13,13
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con apego precoz,2018-01-01,16,16
SANTIAGO DE HUARI,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
SANTIAGO DE HUATA,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
SANTIVAÑES,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en servicios,rn con apego precoz,2018-01-01,4,4
SAPAHAQUI,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
SENA,atencion de partos en servicios,rn con apego precoz,2018-01-01,10,10
SHINAOTA,atencion de partos en servicios,rn con apego precoz,2018-01-01,37,37
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con apego precoz,2018-01-01,11,11
SICAYA,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
SIPE SIPE,atencion de partos en servicios,rn con apego precoz,2018-01-01,30,30
SOPACHUY,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
SORACACHI,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
SORATA,atencion de partos en servicios,rn con apego precoz,2018-01-01,6,6
SUCRE,atencion de partos en servicios,rn con apego precoz,2018-01-01,122,122
TACACOMA,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
TACOBAMBA,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
TACOPAYA,atencion de partos en servicios,rn con apego precoz,2018-01-01,2,2
TAPACARI,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
TARABUCO,atencion de partos en servicios,rn con apego precoz,2018-01-01,12,12
TARACO,atencion de partos en servicios,rn con apego precoz,2018-01-01,5,5
TARATA,atencion de partos en servicios,rn con apego precoz,2018-01-01,12,12
TARIJA,atencion de partos en servicios,rn con apego precoz,2018-01-01,481,481
TARVITA,atencion de partos en servicios,rn con apego precoz,2018-01-01,14,14
TEOPONTE,atencion de partos en servicios,rn con apego precoz,2018-01-01,8,8
TIAWANACU,atencion de partos en servicios,rn con apego precoz,2018-01-01,4,4
TINGUIPAYA,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
TIPUANI,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
TIQUIPAYA,atencion de partos en servicios,rn con apego precoz,2018-01-01,77,77
TIRAQUE (CBBA),atencion de partos en servicios,rn con apego precoz,2018-01-01,17,17
TOCO,atencion de partos en servicios,rn con apego precoz,2018-01-01,5,5
TOLATA,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
TOMAVE,atencion de partos en servicios,rn con apego precoz,2018-01-01,7,7
TOMINA,atencion de partos en servicios,rn con apego precoz,2018-01-01,9,9
TORO TORO,atencion de partos en servicios,rn con apego precoz,2018-01-01,6,6
TOTORA(CBBA),atencion de partos en servicios,rn con apego precoz,2018-01-01,29,29
TOTORA(ORR),atencion de partos en servicios,rn con apego precoz,2018-01-01,2,2
TRIGAL,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
TRINIDAD,atencion de partos en servicios,rn con apego precoz,2018-01-01,225,225
TUPIZA,atencion de partos en servicios,rn con apego precoz,2018-01-01,77,77
UMALA,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
UNCIA,atencion de partos en servicios,rn con apego precoz,2018-01-01,14,14
URIONDO (A. CONCEPCION),atencion de partos en servicios,rn con apego precoz,2018-01-01,5,5
URUBICHA,atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
VACAS,atencion de partos en servicios,rn con apego precoz,2018-01-01,7,7
VALLEGRANDE,atencion de partos en servicios,rn con apego precoz,2018-01-01,33,33
VIACHA,atencion de partos en servicios,rn con apego precoz,2018-01-01,68,68
VILA VILA,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
VILLA CHARCAS,atencion de partos en servicios,rn con apego precoz,2018-01-01,10,10
VILLA MONTES,atencion de partos en servicios,rn con apego precoz,2018-01-01,52,52
VILLA RIVERO,atencion de partos en servicios,rn con apego precoz,2018-01-01,10,10
VILLA SERRANO,atencion de partos en servicios,rn con apego precoz,2018-01-01,6,6
VILLA TUNARI,atencion de partos en servicios,rn con apego precoz,2018-01-01,91,91
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con apego precoz,2018-01-01,3,3
VILLAZON,atencion de partos en servicios,rn con apego precoz,2018-01-01,36,36
VINTO,atencion de partos en servicios,rn con apego precoz,2018-01-01,38,38
VITICHI,atencion de partos en servicios,rn con apego precoz,2018-01-01,7,7
WARNES,atencion de partos en servicios,rn con apego precoz,2018-01-01,21,21
YACO,atencion de partos en servicios,rn con apego precoz,2018-01-01,6,6
YACUIBA,atencion de partos en servicios,rn con apego precoz,2018-01-01,204,204
YAMPARAEZ,atencion de partos en servicios,rn con apego precoz,2018-01-01,8,8
YANACACHI,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
YAPACANI,atencion de partos en servicios,rn con apego precoz,2018-01-01,92,92
YOTALA,atencion de partos en servicios,rn con apego precoz,2018-01-01,6,6
YUNCHARA,atencion de partos en servicios,rn con apego precoz,2018-01-01,1,1
ZUDAÑEZ,atencion de partos en servicios,rn con apego precoz,2018-01-01,10,10
ACACIO,atencion de partos en servicios,rn con apego precoz,2018-02-01,1,1
ACHACACHI,atencion de partos en servicios,rn con apego precoz,2018-02-01,17,17
ACHOCALLA,atencion de partos en servicios,rn con apego precoz,2018-02-01,5,5
AIQUILE,atencion de partos en servicios,rn con apego precoz,2018-02-01,13,13
ALTO BENI,atencion de partos en servicios,rn con apego precoz,2018-02-01,2,2
ANTEQUERA,atencion de partos en servicios,rn con apego precoz,2018-02-01,1,1
ANZALDO,atencion de partos en servicios,rn con apego precoz,2018-02-01,1,1
APOLO,atencion de partos en servicios,rn con apego precoz,2018-02-01,18,18
ARANI,atencion de partos en servicios,rn con apego precoz,2018-02-01,4,4
ARBIETO,atencion de partos en servicios,rn con apego precoz,2018-02-01,7,7
ARQUE,atencion de partos en servicios,rn con apego precoz,2018-02-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con apego precoz,2018-02-01,38,38
ATOCHA,atencion de partos en servicios,rn con apego precoz,2018-02-01,5,5
AYATA,atencion de partos en servicios,rn con apego precoz,2018-02-01,1,1
AYO AYO,atencion de partos en servicios,rn con apego precoz,2018-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con apego precoz,2018-02-01,17,17
AZURDUY,atencion de partos en servicios,rn con apego precoz,2018-02-01,3,3
BATALLAS,atencion de partos en servicios,rn con apego precoz,2018-02-01,8,8
BAURES,atencion de partos en servicios,rn con apego precoz,2018-02-01,2,2
BELEN DE ANDAMARCA,atencion de partos en servicios,rn con apego precoz,2018-02-01,1,1
BERMEJO,atencion de partos en servicios,rn con apego precoz,2018-02-01,21,21
BETANZOS,atencion de partos en servicios,rn con apego precoz,2018-02-01,17,17
BOLIVAR,atencion de partos en servicios,rn con apego precoz,2018-02-01,1,1
BOYUIBE,atencion de partos en servicios,rn con apego precoz,2018-02-01,2,2
BUENA VISTA,atencion de partos en servicios,rn con apego precoz,2018-02-01,7,7
CABEZAS,atencion de partos en servicios,rn con apego precoz,2018-02-01,23,23
CAIROMA,atencion de partos en servicios,rn con apego precoz,2018-02-01,6,6
"CAIZA ""D""",atencion de partos en servicios,rn con apego precoz,2018-02-01,2,2
CAJUATA,atencion de partos en servicios,rn con apego precoz,2018-02-01,7,7
CALACOTO,atencion de partos en servicios,rn con apego precoz,2018-02-01,1,1
CALAMARCA,atencion de partos en servicios,rn con apego precoz,2018-02-01,5,5
CAMARGO,atencion de partos en servicios,rn con apego precoz,2018-02-01,18,18
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con apego precoz,2018-02-01,2,2
CAMIRI,atencion de partos en servicios,rn con apego precoz,2018-02-01,49,49
CAPINOTA,atencion de partos en servicios,rn con apego precoz,2018-02-01,13,13
CARACOLLO,atencion de partos en servicios,rn con apego precoz,2018-02-01,10,10
CARANAVI,atencion de partos en servicios,rn con apego precoz,2018-02-01,75,75
CARAPARI,atencion de partos en servicios,rn con apego precoz,2018-02-01,2,2
CARIPUYO,atencion de partos en servicios,rn con apego precoz,2018-02-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con apego precoz,2018-02-01,5,5
CHALLAPATA,atencion de partos en servicios,rn con apego precoz,2018-02-01,26,26
CHAQUI,atencion de partos en servicios,rn con apego precoz,2018-02-01,4,4
CHARAGUA,atencion de partos en servicios,rn con apego precoz,2018-02-01,45,45
CHAYANTA,atencion de partos en servicios,rn con apego precoz,2018-02-01,6,6
CHIMORE,atencion de partos en servicios,rn con apego precoz,2018-02-01,16,16
CHIPAYA,atencion de partos en servicios,rn con apego precoz,2018-02-01,1,1
CHUA COCANI,atencion de partos en servicios,rn con apego precoz,2018-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con apego precoz,2018-02-01,19,19
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con apego precoz,2018-02-01,3,3
CKOCHAS,atencion de partos en servicios,rn con apego precoz,2018-02-01,5,5
CLIZA,atencion de partos en servicios,rn con apego precoz,2018-02-01,36,36
COBIJA,atencion de partos en servicios,rn con apego precoz,2018-02-01,72,72
COCAPATA,atencion de partos en servicios,rn con apego precoz,2018-02-01,6,6
COCHABAMBA,atencion de partos en servicios,rn con apego precoz,2018-02-01,1012,1012
COLCAPIRHUA,atencion de partos en servicios,rn con apego precoz,2018-02-01,42,42
"COLCHA ""K""",atencion de partos en servicios,rn con apego precoz,2018-02-01,3,3
COLOMI,atencion de partos en servicios,rn con apego precoz,2018-02-01,16,16
COLPA BELGICA,atencion de partos en servicios,rn con apego precoz,2018-02-01,5,5
COLQUECHACA,atencion de partos en servicios,rn con apego precoz,2018-02-01,18,18
COLQUENCHA,atencion de partos en servicios,rn con apego precoz,2018-02-01,6,6
COLQUIRI,atencion de partos en servicios,rn con apego precoz,2018-02-01,4,4
COMARAPA,atencion de partos en servicios,rn con apego precoz,2018-02-01,12,12
CONCEPCION,atencion de partos en servicios,rn con apego precoz,2018-02-01,31,31
