municipality,group,variable,month,Partos atendidos por personal de salud calificado,TOTAL
SAN RAMON SCZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,15,15
SANTA ANA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,507,507
SANTA ROSA DEL SARA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,3,3
SANTIAGO DE HUARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,4,4
SHINAOTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,3,3
SICAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,1,1
SORACACHI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,1,1
SUCRE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,209,209
TAPACARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,1,1
TARABUCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,1,1
TEOPONTE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,3,3
TINGUIPAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,3,3
TIRAQUE (CBBA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,2,2
TOMAVE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,4,4
TORO TORO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,3,3
TRIGAL,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,1,1
TRINIDAD,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,40,40
UMALA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,1,1
UNCIA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,2,2
URIONDO (A. CONCEPCION),atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,4,4
URUBICHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,3,3
UYUNI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,11,11
VALLEGRANDE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,33,33
VIACHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,10,10
VILLA CHARCAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,2,2
VILLA RIVERO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,5,5
VILLA TUNARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,3,3
VILLAZON,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,45,45
VITICHI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,4,4
WARNES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,17,17
YACO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,3,3
YACUIBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,3,3
YAPACANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,92,92
YUNCHARA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-01-01,1,1
ACHOCALLA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,5,5
ALTO BENI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
ARQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,43,43
ATOCHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,5,5
AYO AYO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
AZURDUY,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,5,5
BAURES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
BETANZOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,3,3
BOLIVAR,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
BUENA VISTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,7,7
CAIROMA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
CALAMARCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
CAMARGO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
CAMIRI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,61,61
CARANAVI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,5,5
CARAPARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,5,5
CHALLAPATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,27,27
CHARAGUA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,11,11
CHIMORE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
CKOCHAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
CLIZA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,36,36
COCHABAMBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,11,11
"COLCHA ""K""",atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
COLOMI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,5,5
COLQUECHACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
COLQUENCHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
COMARAPA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,22,22
COPACABANA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
CORIPATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,3,3
CORO CORO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
COROICO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
COTAGAITA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,4,4
COTOCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,62,62
CUATRO CAÑADAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,15,15
CUEVO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
CULPINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,5,5
EL PUENTE(TJA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,5,5
EL VILLAR,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
ENTRE RIOS CBBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,9,9
GENERAL SAAVEDRA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,4,4
GUTIERREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,12,12
HUACARETA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,3,3
HUACHACALLA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
HUARACAJE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,4,4
HUARINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,3,3
HUAYLLAMARCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
HUMANATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
ICLA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
JESUS DE MACHACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
LA ASUNTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,24,24
LA GUARDIA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,64,64
LICOMA PAMPA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
LLALLAGUA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,63,63
LURIBAY,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
MAGDALENA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,3,3
MINEROS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,17,17
MIZQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
MONTEAGUDO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,3,3
MONTERO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,43,43
MOROCHATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
OCURI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
OKINAWA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,7,7
OMEREQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
ORURO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,66,66
PADCAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,4,4
PAILON,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,23,23
PALCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
PALOS BLANCOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,7,7
PAZÑA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
PELECHUCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
POCONA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,3,3
PORCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
PUCARANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
PUERTO CARABUCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
PUERTO QUIJARRO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,24,24
PUERTO SUAREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,45,45
PUERTO VILLARROEL,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,9,9
QUILLACOLLO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
ROBORE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,25,25
SAIPINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
SAN ANDRES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,7,7
SAN ANTONIO DE ESMORUCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,5,5
SAN BORJA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
SAN CARLOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,30,30
SAN IGNACIO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,4,4
SAN JAVIER(STC),atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,34,34
SAN JOAQUIN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,6,6
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,10,10
SAN JUAN DE YAPACANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,6,6
SAN JULIAN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,31,31
SAN LORENZO(TJA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
SAN LUCAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,13,13
SAN MATIAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,17,17
SAN PEDRO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,5,5
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
SAN RAMON BENI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,6,6
SAN RAMON SCZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,7,7
SANTA ANA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,464,464
SANTA ROSA DEL SARA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
SANTIAGO DE HUARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
SUCRE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,197,197
TACOBAMBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
TAPACARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
TARATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
TARVITA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
TINGUIPAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,4,4
TIQUIPAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
TIRAQUE (CBBA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,3,3
TOLEDO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
TOMAVE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
TOMINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
TOTORA(ORR),atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
TRINIDAD,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,34,34
TUPIZA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,4,4
UMALA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,1,1
UNCIA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,4,4
URIONDO (A. CONCEPCION),atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
URUBICHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,6,6
UYUNI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,12,12
VALLEGRANDE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,4,4
VIACHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,5,5
VILLA MONTES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2018-02-01,2,2
