municipality,group,variable,month,RN con malformación congénita,TOTAL
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2018-04-01,1,1
COMARAPA,atencion de partos en servicios,rn con malformacion congenita,2018-04-01,1,1
CULPINA,atencion de partos en servicios,rn con malformacion congenita,2018-04-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2018-04-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con malformacion congenita,2018-04-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2018-04-01,6,6
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2018-04-01,1,1
LLICA,atencion de partos en servicios,rn con malformacion congenita,2018-04-01,1,1
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2018-04-01,1,1
PORTACHUELO,atencion de partos en servicios,rn con malformacion congenita,2018-04-01,1,1
PUNATA,atencion de partos en servicios,rn con malformacion congenita,2018-04-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2018-04-01,6,6
ROBORE,atencion de partos en servicios,rn con malformacion congenita,2018-04-01,1,1
RURRENABAQUE,atencion de partos en servicios,rn con malformacion congenita,2018-04-01,2,2
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2018-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2018-04-01,1,1
SANTA ANA,atencion de partos en servicios,rn con malformacion congenita,2018-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2018-04-01,11,11
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2018-04-01,3,3
VIACHA,atencion de partos en servicios,rn con malformacion congenita,2018-04-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2018-04-01,1,1
YACO,atencion de partos en servicios,rn con malformacion congenita,2018-04-01,1,1
BAURES,atencion de partos en servicios,rn con malformacion congenita,2018-05-01,1,1
CAMIRI,atencion de partos en servicios,rn con malformacion congenita,2018-05-01,3,3
COBIJA,atencion de partos en servicios,rn con malformacion congenita,2018-05-01,1,1
COMARAPA,atencion de partos en servicios,rn con malformacion congenita,2018-05-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2018-05-01,4,4
EL TORNO,atencion de partos en servicios,rn con malformacion congenita,2018-05-01,1,1
ENTRE RIOS CBBA,atencion de partos en servicios,rn con malformacion congenita,2018-05-01,1,1
GUAYARAMERIN,atencion de partos en servicios,rn con malformacion congenita,2018-05-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2018-05-01,15,15
MACHARETI,atencion de partos en servicios,rn con malformacion congenita,2018-05-01,1,1
MAIRANA,atencion de partos en servicios,rn con malformacion congenita,2018-05-01,2,2
ORURO,atencion de partos en servicios,rn con malformacion congenita,2018-05-01,2,2
POCONA,atencion de partos en servicios,rn con malformacion congenita,2018-05-01,1,1
POJO (CBBA),atencion de partos en servicios,rn con malformacion congenita,2018-05-01,2,2
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2018-05-01,1,1
ROBORE,atencion de partos en servicios,rn con malformacion congenita,2018-05-01,1,1
RURRENABAQUE,atencion de partos en servicios,rn con malformacion congenita,2018-05-01,1,1
SANTA ANA,atencion de partos en servicios,rn con malformacion congenita,2018-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2018-05-01,10,10
TARACO,atencion de partos en servicios,rn con malformacion congenita,2018-05-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2018-05-01,1,1
TUPIZA,atencion de partos en servicios,rn con malformacion congenita,2018-05-01,2,2
ACHACACHI,atencion de partos en servicios,rn con malformacion congenita,2018-06-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2018-06-01,2,2
CAMIRI,atencion de partos en servicios,rn con malformacion congenita,2018-06-01,1,1
CHALLAPATA,atencion de partos en servicios,rn con malformacion congenita,2018-06-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2018-06-01,3,3
COROICO,atencion de partos en servicios,rn con malformacion congenita,2018-06-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2018-06-01,3,3
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con malformacion congenita,2018-06-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2018-06-01,65,65
ORURO,atencion de partos en servicios,rn con malformacion congenita,2018-06-01,2,2
PORTACHUELO,atencion de partos en servicios,rn con malformacion congenita,2018-06-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2018-06-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,rn con malformacion congenita,2018-06-01,1,1
PUNATA,atencion de partos en servicios,rn con malformacion congenita,2018-06-01,2,2
SACABA,atencion de partos en servicios,rn con malformacion congenita,2018-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2018-06-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2018-06-01,9,9
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con malformacion congenita,2018-06-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2018-06-01,2,2
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2018-06-01,1,1
YOCALLA,atencion de partos en servicios,rn con malformacion congenita,2018-06-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2018-07-01,1,1
CUEVO,atencion de partos en servicios,rn con malformacion congenita,2018-07-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2018-07-01,4,4
EL PUENTE(TJA),atencion de partos en servicios,rn con malformacion congenita,2018-07-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,rn con malformacion congenita,2018-07-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2018-07-01,8,8
MONTEAGUDO,atencion de partos en servicios,rn con malformacion congenita,2018-07-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2018-07-01,1,1
POROMA,atencion de partos en servicios,rn con malformacion congenita,2018-07-01,1,1
PORTACHUELO,atencion de partos en servicios,rn con malformacion congenita,2018-07-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2018-07-01,1,1
PUNATA,atencion de partos en servicios,rn con malformacion congenita,2018-07-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2018-07-01,1,1
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2018-07-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2018-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2018-07-01,15,15
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2018-07-01,4,4
TARACO,atencion de partos en servicios,rn con malformacion congenita,2018-07-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2018-07-01,2,2
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2018-07-01,1,1
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2018-07-01,2,2
AZURDUY,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,1,1
CABEZAS,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,1,1
CAIROMA,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,1,1
CALAMARCA,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,1,1
CAMIRI,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,2,2
CARAPARI,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,1,1
COBIJA,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,3,3
COMARAPA,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,5,5
EL TORNO,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,2,2
ESCOMA,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,14,14
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,2,2
OKINAWA,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,3,3
ORURO,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,3,3
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,2,2
SACABA,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,3,3
SAN JULIAN,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,1,1
SAN LUCAS,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,12,12
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,6,6
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,4,4
URIONDO (A. CONCEPCION),atencion de partos en servicios,rn con malformacion congenita,2018-08-01,1,1
UYUNI,atencion de partos en servicios,rn con malformacion congenita,2018-08-01,1,1
ATOCHA,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,1,1
CABEZAS,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,1,1
CAMARGO,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,1,1
CLIZA,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,1,1
COBIJA,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,2,2
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,17,17
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,1,1
MAGDALENA,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,1,1
MAIRANA,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,1,1
OCURI,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,114,114
PUERTO PEREZ,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,1,1
PUNATA,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,2,2
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,1,1
RURRENABAQUE,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,1,1
SACABA,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,1,1
SAIPINA,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,2,2
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,2,2
SAN LUCAS,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,1,1
SAN MATIAS,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,7,7
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,5,5
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,2,2
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2018-09-01,1,1
CABEZAS,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con malformacion congenita,2018-10-01,2,2
CLIZA,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,2,2
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,1,1
COLQUECHACA,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,3,3
ENTRE RIOS CBBA,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,1,1
HUACARETA,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,2,2
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,13,13
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,2,2
ORURO,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,4,4
PALCA,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,1,1
PALOS BLANCOS,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,1,1
PAZÑA,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,1,1
REYES,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,2,2
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,1,1
SAN CARLOS,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,1,1
SAN IGNACIO,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,41,41
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,4,4
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,2,2
TIQUIPAYA,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,2,2
TOLATA,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,1,1
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,1,1
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2018-10-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2018-11-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con malformacion congenita,2018-11-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2018-11-01,2,2
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2018-11-01,8,8
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2018-11-01,13,13
MAIRANA,atencion de partos en servicios,rn con malformacion congenita,2018-11-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2018-11-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2018-11-01,2,2
PUCARA,atencion de partos en servicios,rn con malformacion congenita,2018-11-01,1,1
PUCARANI,atencion de partos en servicios,rn con malformacion congenita,2018-11-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,rn con malformacion congenita,2018-11-01,20,20
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2018-11-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,rn con malformacion congenita,2018-11-01,1,1
SAN MATIAS,atencion de partos en servicios,rn con malformacion congenita,2018-11-01,16,16
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2018-11-01,5,5
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2018-11-01,2,2
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2018-11-01,8,8
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2018-11-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2018-11-01,1,1
VITICHI,atencion de partos en servicios,rn con malformacion congenita,2018-11-01,1,1
YAPACANI,atencion de partos en servicios,rn con malformacion congenita,2018-11-01,2,2
YOTALA,atencion de partos en servicios,rn con malformacion congenita,2018-11-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,1,1
CHARAGUA,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,2,2
COBIJA,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,3,3
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,3,3
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,14,14
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,1,1
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,2,2
POCONA,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,1,1
PUNATA,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,1,1
SACABA,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,2,2
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,2,2
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,3,3
TIQUIPAYA,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,1,1
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,2,2
TUPIZA,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,2,2
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,1,1
YAPACANI,atencion de partos en servicios,rn con malformacion congenita,2018-12-01,3,3
