,group,variable,month,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR POST,CIRUGIA BUCOMAXILOFACIAL MENOR POST,TOTALES
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2020-01-01,1,0,1,0,0,0,2,4,0,1,0,0,0,0,9
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2020-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2020-01-01,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2020-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2020-01-01,1,0,3,3,1,1,0,0,0,0,0,0,0,0,9
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2020-01-01,0,0,3,3,1,1,0,6,0,1,0,0,0,0,15
SANTIAGO DE HUARI,atencion odontologica,cirugia bucomaxilofacial menor,2020-01-01,0,1,1,1,0,0,2,4,0,0,0,0,0,0,9
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2020-01-01,1,1,0,0,2,3,4,1,0,0,0,0,0,0,12
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2020-01-01,0,0,0,0,0,0,2,9,1,0,0,0,0,0,12
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2020-01-01,0,0,0,0,0,1,0,3,2,0,0,0,0,0,6
CABEZAS,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,0,1,0,0,2,4,0,1,0,0,0,0,8
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,0,1,0,0,1,4,0,0,0,0,0,0,6
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,0,2,1,0,0,0,1,0,0,0,0,0,4
COLCAPIRHUA,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,15,17,0,0,0,0,0,0,0,0,0,0,32
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
FILADELFIA,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,2,4,0,1,1,2,1,0,0,0,0,0,11
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4
LA GUARDIA,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,1,3,0,1,0,0,0,0,0,0,0,0,0,5
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,2,0,1,1,6,11,26,32,4,2,0,0,0,0,85
MACHACAMARCA,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,0,0,0,0,1,1,1,10,0,0,0,0,13
MIZQUE,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,1,0,1,1,5,7,5,2,0,0,0,0,22
POOPO,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,1,0,0,1,2,2,5,0,0,0,0,0,0,11
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,3,2,0,0,0,0,0,0,0,0,0,0,5
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,1,1,1,3,2,4,0,1,0,0,0,0,13
SANTIAGO DE HUARI,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,3,2,0,6,6,5,0,0,0,0,0,0,22
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TORO TORO,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,0,0,0,1,5,3,0,0,0,0,0,0,9
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLA MONTES,atencion odontologica,cirugia bucomaxilofacial menor,2020-02-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
CABEZAS,atencion odontologica,cirugia bucomaxilofacial menor,2020-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"CAIZA ""D""",atencion odontologica,cirugia bucomaxilofacial menor,2020-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CARAPARI,atencion odontologica,cirugia bucomaxilofacial menor,2020-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2020-03-01,0,1,1,0,0,0,2,7,3,1,0,0,0,0,15
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2020-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2020-03-01,0,0,24,21,5,7,10,12,6,0,0,0,0,0,85
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2020-03-01,0,0,0,0,1,3,5,3,0,9,0,0,0,0,21
MACHACAMARCA,atencion odontologica,cirugia bucomaxilofacial menor,2020-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2020-03-01,0,1,0,2,4,5,12,15,3,0,0,0,0,0,42
PUERTO RICO,atencion odontologica,cirugia bucomaxilofacial menor,2020-03-01,1,0,6,8,1,4,17,24,1,0,0,0,0,0,62
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2020-03-01,0,0,0,0,1,2,2,8,0,0,0,0,0,0,13
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2020-03-01,0,2,5,1,3,1,20,25,4,1,0,0,0,0,62
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2020-03-01,0,0,3,1,0,0,10,3,0,0,0,0,0,0,17
SANTIAGO DE HUARI,atencion odontologica,cirugia bucomaxilofacial menor,2020-03-01,0,1,1,1,0,0,2,4,0,0,0,0,0,0,9
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2020-03-01,0,0,1,0,0,1,0,2,0,0,0,0,0,0,4
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2020-03-01,1,0,3,3,1,3,2,5,0,1,0,0,0,0,19
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2020-03-01,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4
YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2020-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2020-04-01,0,0,1,0,0,0,4,1,1,0,0,0,0,0,7
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2020-04-01,0,0,0,0,0,1,1,3,2,0,0,0,0,0,7
COLQUECHACA,atencion odontologica,cirugia bucomaxilofacial menor,2020-04-01,2,0,4,4,1,2,4,6,0,0,0,0,0,0,23
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2020-04-01,1,0,1,2,0,2,1,0,1,0,0,0,0,0,8
HUANUNI,atencion odontologica,cirugia bucomaxilofacial menor,2020-04-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2020-04-01,1,0,0,1,1,1,5,1,0,2,0,0,0,0,12
MIZQUE,atencion odontologica,cirugia bucomaxilofacial menor,2020-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2020-04-01,0,0,1,0,0,0,0,5,4,1,0,0,0,0,11
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2020-04-01,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3
PUERTO SUAREZ,atencion odontologica,cirugia bucomaxilofacial menor,2020-04-01,0,0,0,0,0,0,7,1,1,0,0,0,0,0,9
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2020-04-01,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2020-04-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2020-04-01,0,1,0,2,0,1,2,8,1,0,0,0,0,0,15
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2020-05-01,0,0,1,0,1,0,2,2,0,0,0,0,0,0,6
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2020-05-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
CUATRO CAÑADAS,atencion odontologica,cirugia bucomaxilofacial menor,2020-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2020-05-01,0,1,1,0,1,0,0,2,0,0,0,0,0,0,5
ENTRE RIOS TRJ,atencion odontologica,cirugia bucomaxilofacial menor,2020-05-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2020-05-01,1,0,4,8,1,1,1,0,0,0,0,0,0,0,16
MIZQUE,atencion odontologica,cirugia bucomaxilofacial menor,2020-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2020-05-01,0,0,0,0,0,1,2,3,0,0,0,0,0,0,6
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2020-05-01,1,4,6,6,2,1,11,14,0,1,0,0,0,0,46
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2020-05-01,0,0,0,0,1,0,1,2,0,0,0,0,0,0,4
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2020-05-01,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2020-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN LORENZO(TJA),atencion odontologica,cirugia bucomaxilofacial menor,2020-05-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2020-05-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2020-05-01,0,0,1,2,0,1,5,4,0,0,0,0,0,0,13
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2020-05-01,0,0,3,0,0,0,0,0,1,0,0,0,0,0,4
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2020-05-01,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2020-05-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
BETANZOS,atencion odontologica,cirugia bucomaxilofacial menor,2020-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BUENA VISTA,atencion odontologica,cirugia bucomaxilofacial menor,2020-06-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2020-06-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2020-06-01,2,2,1,3,1,0,2,10,1,0,0,0,0,0,22
CHALLAPATA,atencion odontologica,cirugia bucomaxilofacial menor,2020-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2020-06-01,0,0,0,1,0,0,0,0,0,6,0,0,0,0,7
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2020-06-01,0,0,2,0,1,0,3,9,0,0,0,0,0,0,15
GUTIERREZ,atencion odontologica,cirugia bucomaxilofacial menor,2020-06-01,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
HUANUNI,atencion odontologica,cirugia bucomaxilofacial menor,2020-06-01,0,0,0,1,0,1,0,1,1,0,0,0,0,0,4
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2020-06-01,0,0,1,11,0,1,2,1,0,0,0,0,0,0,16
MAGDALENA,atencion odontologica,cirugia bucomaxilofacial menor,2020-06-01,0,0,3,2,2,0,1,1,1,0,0,0,0,0,10
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2020-06-01,0,0,2,3,0,5,11,9,0,0,0,0,0,0,30
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2020-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2020-06-01,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2020-06-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2020-06-01,3,2,0,0,0,0,0,4,0,0,0,0,0,0,9
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2020-06-01,0,0,0,3,0,1,2,3,0,0,0,0,0,0,9
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2020-06-01,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3
URUBICHA,atencion odontologica,cirugia bucomaxilofacial menor,2020-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,0,0,6,13,5,2,17,28,7,10,0,0,0,0,88
CLIZA,atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,0,0,3,0,0,2,2,2,2,0,0,0,0,0,11
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
CUEVO,atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,0,0,1,0,2,0,0,1,0,0,0,0,0,0,4
EL PUENTE(STC),atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,1,0,0,0,1,0,0,0,1,1,0,0,0,0,4
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,2,2,1,3,1,2,2,2,0,4,0,0,0,0,19
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,0,0,1,0,0,0,1,0,1,1,0,0,0,0,4
PUERTO SUAREZ,atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
RURRENABAQUE,atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN CARLOS,atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,0,0,2,1,0,2,0,2,0,0,0,0,0,0,7
SANTIAGO DE HUARI,atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,0,0,1,0,1,0,1,3,0,1,0,0,0,0,7
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,0,0,0,0,2,2,4,2,0,0,0,0,0,0,10
VILLA SERRANO,atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,0,0,0,0,6,8,0,0,2,0,0,0,0,0,16
VILLAZON,atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,0,0,2,3,0,0,0,4,0,0,0,0,0,0,9
YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2020-07-01,0,0,1,2,0,0,2,2,0,1,0,0,0,0,8
ATOCHA,atencion odontologica,cirugia bucomaxilofacial menor,2020-08-01,0,0,0,1,1,1,0,1,0,1,0,0,0,0,5
BUENA VISTA,atencion odontologica,cirugia bucomaxilofacial menor,2020-08-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
CABEZAS,atencion odontologica,cirugia bucomaxilofacial menor,2020-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
CAPINOTA,atencion odontologica,cirugia bucomaxilofacial menor,2020-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CHARAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2020-08-01,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2020-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2020-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2020-08-01,1,0,2,0,0,1,0,0,3,0,0,0,0,0,7
GUTIERREZ,atencion odontologica,cirugia bucomaxilofacial menor,2020-08-01,0,0,3,2,0,1,2,3,0,0,0,0,0,0,11
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2020-08-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
MONTERO,atencion odontologica,cirugia bucomaxilofacial menor,2020-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2020-08-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2020-08-01,0,0,0,0,0,1,1,7,0,0,0,0,0,0,9
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2020-08-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2020-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2020-08-01,0,0,1,1,1,1,0,3,1,0,0,0,0,0,8
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2020-08-01,0,0,2,1,0,0,2,2,2,0,0,0,0,0,9
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2020-08-01,0,0,3,1,1,1,2,4,1,0,0,0,0,0,13
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2020-08-01,0,0,0,3,0,1,2,3,14,0,0,0,0,0,23
VILLA SERRANO,atencion odontologica,cirugia bucomaxilofacial menor,2020-08-01,0,1,0,0,1,0,0,5,3,1,0,0,0,0,11
CABEZAS,atencion odontologica,cirugia bucomaxilofacial menor,2020-09-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2020-09-01,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2020-09-01,1,0,2,2,3,5,0,3,0,0,0,0,0,0,16
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2020-09-01,0,0,1,2,0,0,1,1,0,0,0,0,0,0,5
HUANUNI,atencion odontologica,cirugia bucomaxilofacial menor,2020-09-01,0,0,1,3,0,1,1,1,0,0,0,0,0,0,7
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2020-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2020-09-01,0,0,1,0,1,2,8,17,1,1,0,0,0,0,31
PAILON,atencion odontologica,cirugia bucomaxilofacial menor,2020-09-01,0,0,3,3,0,3,2,13,0,0,0,0,0,0,24
PORCO,atencion odontologica,cirugia bucomaxilofacial menor,2020-09-01,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2020-09-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2020-09-01,0,0,0,0,1,1,5,9,0,0,0,0,0,0,16
QUIME,atencion odontologica,cirugia bucomaxilofacial menor,2020-09-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2020-09-01,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2020-09-01,1,0,1,1,0,1,0,1,1,0,0,0,0,0,6
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2020-09-01,0,0,5,1,1,2,1,3,2,0,0,0,0,0,15
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2020-09-01,0,2,0,0,0,1,0,2,0,0,0,0,0,0,5
CABEZAS,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,5,3,2,5,3,5,1,2,5,0,0,0,0,0,31
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LORETO,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MIZQUE,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,1,0,6,12,4,7,15,17,2,2,0,0,0,0,66
POOPO,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,0,0,6,2,2,1,1,2,2,1,0,0,0,0,17
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,0,0,2,0,2,1,3,6,0,1,0,0,0,0,15
ROBORE,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
