,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES
ARAMPAMPA,atencion odontologica,medidas preventivas,2020-01-01,4,4,20,4,1,1,3,7,1,1,0,0,0,0,46
ARANI,atencion odontologica,medidas preventivas,2020-01-01,8,9,31,57,27,25,16,38,3,5,0,0,0,0,219
ARBIETO,atencion odontologica,medidas preventivas,2020-01-01,28,58,77,109,10,47,9,56,6,2,0,0,0,0,402
ARQUE,atencion odontologica,medidas preventivas,2020-01-01,14,28,32,36,5,4,5,28,20,23,0,0,0,0,195
ASCENCION DE GUARAYOS,atencion odontologica,medidas preventivas,2020-01-01,226,208,12,20,12,24,20,80,0,0,0,0,0,0,602
ATOCHA,atencion odontologica,medidas preventivas,2020-01-01,18,9,70,57,24,23,61,46,6,5,0,0,0,0,319
AUCAPATA,atencion odontologica,medidas preventivas,2020-01-01,1,1,2,2,0,4,5,4,0,1,0,0,0,0,20
AYATA,atencion odontologica,medidas preventivas,2020-01-01,5,3,8,1,0,0,0,1,0,0,0,0,0,0,18
AYO AYO,atencion odontologica,medidas preventivas,2020-01-01,3,1,7,3,1,9,4,13,4,4,0,0,0,0,49
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,medidas preventivas,2020-01-01,18,19,32,66,7,35,55,83,2,1,0,0,0,0,318
AZURDUY,atencion odontologica,medidas preventivas,2020-01-01,0,21,0,8,2,8,10,12,3,0,0,0,0,0,64
BAURES,atencion odontologica,medidas preventivas,2020-01-01,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3
BELEN DE ANDAMARCA,atencion odontologica,medidas preventivas,2020-01-01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
BELEN DE URMIRI,atencion odontologica,medidas preventivas,2020-01-01,5,1,7,4,2,2,7,9,5,7,0,0,0,0,49
BELLA FLOR,atencion odontologica,medidas preventivas,2020-01-01,4,8,10,32,0,0,0,0,0,0,0,0,0,0,54
BERMEJO,atencion odontologica,medidas preventivas,2020-01-01,11,6,34,44,10,34,6,36,7,3,0,0,0,0,191
BETANZOS,atencion odontologica,medidas preventivas,2020-01-01,27,41,5,4,0,4,2,1,0,1,0,0,0,0,85
BOLIVAR,atencion odontologica,medidas preventivas,2020-01-01,1,0,6,7,1,0,1,0,0,0,0,0,0,0,16
BOLPEBRA,atencion odontologica,medidas preventivas,2020-01-01,3,5,0,1,0,0,0,1,0,0,0,0,0,0,10
BOYUIBE,atencion odontologica,medidas preventivas,2020-01-01,2,0,12,7,2,0,0,0,0,0,0,0,0,0,23
BUENA VISTA,atencion odontologica,medidas preventivas,2020-01-01,8,11,3,17,2,7,3,12,0,0,0,0,0,0,63
CABEZAS,atencion odontologica,medidas preventivas,2020-01-01,53,48,16,19,4,14,3,31,1,3,0,0,0,0,192
CAIROMA,atencion odontologica,medidas preventivas,2020-01-01,28,26,16,14,1,2,2,11,0,0,0,0,0,0,100
"CAIZA ""D""",atencion odontologica,medidas preventivas,2020-01-01,1,3,2,0,2,5,0,2,0,0,0,0,0,0,15
CAJUATA,atencion odontologica,medidas preventivas,2020-01-01,14,16,2,10,0,3,0,2,0,0,0,0,0,0,47
CALACOTO,atencion odontologica,medidas preventivas,2020-01-01,4,12,10,8,0,4,0,0,0,0,0,0,0,0,38
CALAMARCA,atencion odontologica,medidas preventivas,2020-01-01,4,5,10,21,3,16,0,12,1,0,0,0,0,0,72
CAMARGO,atencion odontologica,medidas preventivas,2020-01-01,5,0,33,34,1,12,0,1,0,0,0,0,0,0,86
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,medidas preventivas,2020-01-01,0,0,15,20,2,8,2,0,0,0,0,0,0,0,47
CAMIRI,atencion odontologica,medidas preventivas,2020-01-01,96,116,66,75,8,28,23,36,30,7,0,0,0,0,485
CAPINOTA,atencion odontologica,medidas preventivas,2020-01-01,30,50,157,103,65,69,36,41,15,12,0,0,0,0,578
CAQUIAVIRI,atencion odontologica,medidas preventivas,2020-01-01,3,7,6,9,23,15,0,0,0,0,0,0,0,0,63
CARACOLLO,atencion odontologica,medidas preventivas,2020-01-01,30,38,79,76,10,19,19,36,3,7,0,0,0,0,317
CARANAVI,atencion odontologica,medidas preventivas,2020-01-01,64,56,25,24,17,29,12,56,4,0,0,0,0,0,287
CARANGAS,atencion odontologica,medidas preventivas,2020-01-01,0,0,0,4,0,0,0,0,1,1,0,0,0,0,6
CARAPARI,atencion odontologica,medidas preventivas,2020-01-01,6,6,27,49,12,28,10,32,0,0,0,0,0,0,170
CARIPUYO,atencion odontologica,medidas preventivas,2020-01-01,6,10,0,3,0,0,1,6,10,10,0,0,0,0,46
CARMEN RIVERO TORREZ,atencion odontologica,medidas preventivas,2020-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CHACARILLA,atencion odontologica,medidas preventivas,2020-01-01,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3
CHALLAPATA,atencion odontologica,medidas preventivas,2020-01-01,80,67,126,207,55,126,38,70,7,7,0,0,0,0,783
CHAQUI,atencion odontologica,medidas preventivas,2020-01-01,10,3,5,8,1,4,4,6,1,1,0,0,0,0,43
CHARAGUA,atencion odontologica,medidas preventivas,2020-01-01,29,27,2,3,0,4,1,18,11,2,0,0,0,0,97
CHARAÑA,atencion odontologica,medidas preventivas,2020-01-01,1,0,0,10,0,0,0,1,0,0,0,0,0,0,12
CHAYANTA,atencion odontologica,medidas preventivas,2020-01-01,9,2,3,2,0,2,2,10,0,0,0,0,0,0,30
CHIMORE,atencion odontologica,medidas preventivas,2020-01-01,27,18,52,139,24,46,14,45,3,1,0,0,0,0,369
CHIPAYA,atencion odontologica,medidas preventivas,2020-01-01,0,20,2,26,0,10,0,5,0,0,0,0,0,0,63
CHOQUE COTA,atencion odontologica,medidas preventivas,2020-01-01,2,0,9,0,0,1,0,1,7,7,0,0,0,0,27
CHUA COCANI,atencion odontologica,medidas preventivas,2020-01-01,9,10,7,5,3,6,6,17,13,2,0,0,0,0,78
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,medidas preventivas,2020-01-01,9,13,21,29,11,1,3,4,0,0,0,0,0,0,91
CHUMA,atencion odontologica,medidas preventivas,2020-01-01,23,14,7,13,6,7,12,42,1,3,0,0,0,0,128
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,medidas preventivas,2020-01-01,6,7,33,33,36,33,24,43,2,1,0,0,0,0,218
CKOCHAS,atencion odontologica,medidas preventivas,2020-01-01,11,19,1,8,1,7,7,12,3,11,0,0,0,0,80
CLIZA,atencion odontologica,medidas preventivas,2020-01-01,21,22,53,53,9,24,0,0,0,0,0,0,0,0,182
COBIJA,atencion odontologica,medidas preventivas,2020-01-01,165,168,143,138,46,84,61,163,4,5,0,0,0,0,977
COCAPATA,atencion odontologica,medidas preventivas,2020-01-01,51,28,70,56,8,54,24,73,40,36,0,0,0,0,440
COCHABAMBA,atencion odontologica,medidas preventivas,2020-01-01,1560,1715,3786,4591,1341,2224,2196,3843,944,629,0,0,0,0,22829
COIPASA,atencion odontologica,medidas preventivas,2020-01-01,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4
COLCAPIRHUA,atencion odontologica,medidas preventivas,2020-01-01,25,32,116,133,40,51,27,49,8,3,0,0,0,0,484
"COLCHA ""K""",atencion odontologica,medidas preventivas,2020-01-01,6,6,8,2,2,0,1,2,1,1,0,0,0,0,29
COLLANA,atencion odontologica,medidas preventivas,2020-01-01,0,2,23,9,5,9,0,2,0,0,0,0,0,0,50
COLOMI,atencion odontologica,medidas preventivas,2020-01-01,46,39,54,111,28,97,11,49,12,12,0,0,0,0,459
COLPA BELGICA,atencion odontologica,medidas preventivas,2020-01-01,2,6,10,8,6,2,0,12,0,0,0,0,0,0,46
COLQUECHACA,atencion odontologica,medidas preventivas,2020-01-01,24,25,40,49,7,33,33,65,28,41,0,0,0,0,345
COLQUENCHA,atencion odontologica,medidas preventivas,2020-01-01,20,24,52,65,13,28,7,33,0,1,0,0,0,0,243
COLQUIRI,atencion odontologica,medidas preventivas,2020-01-01,10,9,37,64,16,36,26,48,15,19,0,0,0,0,280
COMANCHE,atencion odontologica,medidas preventivas,2020-01-01,0,0,6,18,1,9,2,0,1,0,0,0,0,0,37
COMARAPA,atencion odontologica,medidas preventivas,2020-01-01,14,48,0,3,6,14,0,1,0,2,0,0,0,0,88
COMBAYA,atencion odontologica,medidas preventivas,2020-01-01,1,4,1,0,0,1,0,0,0,0,0,0,0,0,7
CONCEPCION,atencion odontologica,medidas preventivas,2020-01-01,25,27,0,0,0,0,0,0,0,0,0,0,0,0,52
COPACABANA,atencion odontologica,medidas preventivas,2020-01-01,24,14,10,9,2,0,0,0,0,0,0,0,0,0,59
CORIPATA,atencion odontologica,medidas preventivas,2020-01-01,17,8,26,14,5,8,8,5,2,0,0,0,0,0,93
CORO CORO,atencion odontologica,medidas preventivas,2020-01-01,6,12,40,30,4,18,8,12,2,3,0,0,0,0,135
COROICO,atencion odontologica,medidas preventivas,2020-01-01,17,5,7,13,0,4,1,8,0,2,0,0,0,0,57
CORQUE,atencion odontologica,medidas preventivas,2020-01-01,7,1,6,9,3,7,5,17,1,5,0,0,0,0,61
COTAGAITA,atencion odontologica,medidas preventivas,2020-01-01,1,2,7,1,17,1,1,5,5,6,0,0,0,0,46
COTOCA,atencion odontologica,medidas preventivas,2020-01-01,85,84,20,28,4,7,2,19,14,11,0,0,0,0,274
CRUZ DE MACHACAMARCA,atencion odontologica,medidas preventivas,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CUATRO CAÑADAS,atencion odontologica,medidas preventivas,2020-01-01,78,107,52,71,5,11,8,28,2,3,0,0,0,0,365
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,medidas preventivas,2020-01-01,2,5,7,6,5,6,3,8,0,2,0,0,0,0,44
CUEVO,atencion odontologica,medidas preventivas,2020-01-01,2,2,2,3,0,4,0,5,0,0,0,0,0,0,18
CULPINA,atencion odontologica,medidas preventivas,2020-01-01,7,31,5,7,2,9,5,16,0,1,0,0,0,0,83
CURAHUARA DE CARANGAS,atencion odontologica,medidas preventivas,2020-01-01,5,7,12,2,13,4,8,6,1,0,0,0,0,0,58
CURVA,atencion odontologica,medidas preventivas,2020-01-01,5,12,19,17,3,1,2,7,1,0,0,0,0,0,67
DESAGUADERO,atencion odontologica,medidas preventivas,2020-01-01,6,7,5,9,2,11,2,19,0,0,0,0,0,0,61
EL ALTO,atencion odontologica,medidas preventivas,2020-01-01,602,698,1575,1839,673,837,379,863,67,46,0,0,0,0,7579
EL CHORO,atencion odontologica,medidas preventivas,2020-01-01,2,0,10,12,0,4,6,11,17,13,0,0,0,0,75
EL PUENTE(STC),atencion odontologica,medidas preventivas,2020-01-01,13,39,30,44,2,22,14,44,4,2,0,0,0,0,214
EL PUENTE(TJA),atencion odontologica,medidas preventivas,2020-01-01,0,1,4,5,9,2,2,2,0,0,0,0,0,0,25
EL TORNO,atencion odontologica,medidas preventivas,2020-01-01,153,155,27,28,1,2,17,32,0,0,0,0,0,0,415
EL VILLAR,atencion odontologica,medidas preventivas,2020-01-01,0,0,0,0,0,5,1,7,0,0,0,0,0,0,13
ENTRE RIOS TRJ,atencion odontologica,medidas preventivas,2020-01-01,8,9,33,56,5,11,7,17,14,16,0,0,0,0,176
ENTRE RIOS CBBA,atencion odontologica,medidas preventivas,2020-01-01,20,25,52,56,18,39,11,67,2,2,0,0,0,0,292
ESCARA,atencion odontologica,medidas preventivas,2020-01-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3
ESCOMA,atencion odontologica,medidas preventivas,2020-01-01,1,0,1,0,0,1,0,1,0,0,0,0,0,0,4
ESMERALDA,atencion odontologica,medidas preventivas,2020-01-01,2,0,0,0,0,1,1,1,0,1,0,0,0,0,6
EUCALIPTUS,atencion odontologica,medidas preventivas,2020-01-01,7,8,6,14,0,19,0,4,0,0,0,0,0,0,58
FERNANDEZ ALONSO,atencion odontologica,medidas preventivas,2020-01-01,18,13,34,28,7,11,10,23,1,2,0,0,0,0,147
FILADELFIA,atencion odontologica,medidas preventivas,2020-01-01,11,4,6,11,0,12,2,10,0,0,0,0,0,0,56
GENERAL SAAVEDRA,atencion odontologica,medidas preventivas,2020-01-01,0,2,1,9,0,3,0,2,0,0,0,0,0,0,17
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,medidas preventivas,2020-01-01,3,4,2,8,0,3,1,3,0,0,0,0,0,0,24
GUANAY,atencion odontologica,medidas preventivas,2020-01-01,3,12,7,19,5,12,4,25,3,0,0,0,0,0,90
GUAQUI,atencion odontologica,medidas preventivas,2020-01-01,2,1,2,0,0,1,3,12,5,6,0,0,0,0,32
GUAYARAMERIN,atencion odontologica,medidas preventivas,2020-01-01,6,10,62,102,17,31,6,15,1,0,0,0,0,0,250
GUTIERREZ,atencion odontologica,medidas preventivas,2020-01-01,7,7,1,3,0,2,2,3,1,0,0,0,0,0,26
HUACARETA,atencion odontologica,medidas preventivas,2020-01-01,0,5,2,10,0,1,2,1,0,0,0,0,0,0,21
HUACAYA (VILLA DE HUACAYA),atencion odontologica,medidas preventivas,2020-01-01,5,7,4,14,1,1,0,3,0,0,0,0,0,0,35
HUANUNI,atencion odontologica,medidas preventivas,2020-01-01,35,35,134,163,58,64,40,78,3,6,0,0,0,0,616
HUARACAJE,atencion odontologica,medidas preventivas,2020-01-01,2,1,4,2,0,0,1,0,0,0,0,0,0,0,10
HUARINA,atencion odontologica,medidas preventivas,2020-01-01,7,4,7,7,4,6,6,17,10,7,0,0,0,0,75
HUATAJATA,atencion odontologica,medidas preventivas,2020-01-01,2,0,3,5,0,0,0,1,0,0,0,0,0,0,11
HUAYLLAMARCA,atencion odontologica,medidas preventivas,2020-01-01,13,7,6,2,0,0,0,1,0,1,0,0,0,0,30
HUMANATA,atencion odontologica,medidas preventivas,2020-01-01,6,5,13,21,5,19,5,21,14,20,0,0,0,0,129
ICHOCA,atencion odontologica,medidas preventivas,2020-01-01,4,7,9,11,2,0,1,6,0,1,0,0,0,0,41
ICLA,atencion odontologica,medidas preventivas,2020-01-01,31,27,0,6,0,2,3,8,0,0,0,0,0,0,77
INCAHUASI,atencion odontologica,medidas preventivas,2020-01-01,4,6,26,5,0,3,3,11,0,1,0,0,0,0,59
INQUISIVI,atencion odontologica,medidas preventivas,2020-01-01,39,35,74,46,12,13,17,13,3,1,0,0,0,0,253
IRUPANA (VILLA DE LANZA),atencion odontologica,medidas preventivas,2020-01-01,58,40,29,33,5,5,8,25,0,1,0,0,0,0,204
IXIAMAS,atencion odontologica,medidas preventivas,2020-01-01,1,6,1,5,0,13,2,1,0,0,0,0,0,0,29
JESUS DE MACHACA,atencion odontologica,medidas preventivas,2020-01-01,9,4,9,9,2,17,7,18,3,1,0,0,0,0,79
LA ASUNTA,atencion odontologica,medidas preventivas,2020-01-01,50,35,37,79,13,32,25,43,3,1,0,0,0,0,318
LA GUARDIA,atencion odontologica,medidas preventivas,2020-01-01,168,169,66,41,4,27,13,85,35,20,0,0,0,0,628
LA PAZ,atencion odontologica,medidas preventivas,2020-01-01,1102,1205,3051,3136,904,1155,1312,2064,412,284,0,0,0,0,14625
LA RIVERA,atencion odontologica,medidas preventivas,2020-01-01,8,0,2,0,0,0,0,0,0,0,0,0,0,0,10
LAGUNILLAS,atencion odontologica,medidas preventivas,2020-01-01,3,4,6,7,0,1,2,3,0,0,0,0,0,0,26
LAJA,atencion odontologica,medidas preventivas,2020-01-01,19,19,6,9,0,0,0,0,0,0,0,0,0,0,53
LAS CARRERAS,atencion odontologica,medidas preventivas,2020-01-01,7,2,10,2,9,3,0,2,0,0,0,0,0,0,35
LICOMA PAMPA,atencion odontologica,medidas preventivas,2020-01-01,7,5,1,13,0,1,0,0,0,0,0,0,0,0,27
LLALLAGUA,atencion odontologica,medidas preventivas,2020-01-01,73,69,66,45,5,15,3,19,4,5,0,0,0,0,304
LORETO,atencion odontologica,medidas preventivas,2020-01-01,0,0,9,4,0,0,0,3,0,0,0,0,0,0,16
LURIBAY,atencion odontologica,medidas preventivas,2020-01-01,9,10,3,13,5,6,2,13,5,0,0,0,0,0,66
MACHACAMARCA,atencion odontologica,medidas preventivas,2020-01-01,5,4,29,48,12,15,8,13,1,3,0,0,0,0,138
MACHARETI,atencion odontologica,medidas preventivas,2020-01-01,5,7,3,4,0,3,1,2,0,0,0,0,0,0,25
MAGDALENA,atencion odontologica,medidas preventivas,2020-01-01,0,0,2,8,1,3,0,3,0,0,0,0,0,0,17
MAIRANA,atencion odontologica,medidas preventivas,2020-01-01,32,97,45,69,37,38,29,35,4,13,0,0,0,0,399
MALLA,atencion odontologica,medidas preventivas,2020-01-01,5,6,7,6,0,4,2,10,3,0,0,0,0,0,43
MAPIRI,atencion odontologica,medidas preventivas,2020-01-01,2,4,9,9,0,2,0,0,0,0,0,0,0,0,26
MECAPACA,atencion odontologica,medidas preventivas,2020-01-01,21,15,13,11,1,6,5,4,1,0,0,0,0,0,77
MINEROS,atencion odontologica,medidas preventivas,2020-01-01,14,20,2,4,1,6,0,13,13,16,0,0,0,0,89
MIZQUE,atencion odontologica,medidas preventivas,2020-01-01,6,4,13,14,2,10,9,19,0,1,0,0,0,0,78
MOCOMOCO,atencion odontologica,medidas preventivas,2020-01-01,4,6,0,0,1,4,0,3,2,0,0,0,0,0,20
MOJINETE,atencion odontologica,medidas preventivas,2020-01-01,1,0,3,4,1,1,2,4,1,2,0,0,0,0,19
MOJOCOYA,atencion odontologica,medidas preventivas,2020-01-01,6,30,7,8,2,4,8,47,0,3,0,0,0,0,115
MONTEAGUDO,atencion odontologica,medidas preventivas,2020-01-01,4,4,27,21,11,14,6,18,0,0,0,0,0,0,105
MONTERO,atencion odontologica,medidas preventivas,2020-01-01,126,117,303,326,61,115,132,201,13,7,0,0,0,0,1401
MORO MORO,atencion odontologica,medidas preventivas,2020-01-01,16,9,0,2,0,2,1,2,0,0,0,0,0,0,32
MOROCHATA,atencion odontologica,medidas preventivas,2020-01-01,2,1,27,11,8,26,13,27,2,6,0,0,0,0,123
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,medidas preventivas,2020-01-01,0,2,1,5,0,0,1,0,0,0,0,0,0,0,9
NAZACARA DE PACAJES,atencion odontologica,medidas preventivas,2020-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
OCURI,atencion odontologica,medidas preventivas,2020-01-01,37,28,13,35,25,38,7,36,5,4,0,0,0,0,228
OKINAWA,atencion odontologica,medidas preventivas,2020-01-01,0,0,1,1,1,1,0,3,0,0,0,0,0,0,7
OMEREQUE,atencion odontologica,medidas preventivas,2020-01-01,14,4,13,21,17,33,15,37,2,2,0,0,0,0,158
ORURO,atencion odontologica,medidas preventivas,2020-01-01,260,240,744,953,257,413,398,782,96,79,0,0,0,0,4222
PADCAYA,atencion odontologica,medidas preventivas,2020-01-01,5,4,7,5,2,2,1,8,2,3,0,0,0,0,39
PADILLA,atencion odontologica,medidas preventivas,2020-01-01,10,13,21,26,7,10,10,28,1,1,0,0,0,0,127
PAILON,atencion odontologica,medidas preventivas,2020-01-01,45,24,12,22,5,9,8,23,0,1,0,0,0,0,149
PALCA,atencion odontologica,medidas preventivas,2020-01-01,31,49,31,30,7,7,2,19,2,1,0,0,0,0,179
PALOS BLANCOS,atencion odontologica,medidas preventivas,2020-01-01,20,15,14,29,4,10,5,15,0,0,0,0,0,0,112
PAMPA AULLAGAS,atencion odontologica,medidas preventivas,2020-01-01,6,11,3,6,0,2,6,0,0,0,0,0,0,0,34
PAMPA GRANDE,atencion odontologica,medidas preventivas,2020-01-01,11,15,21,19,3,9,2,13,2,0,0,0,0,0,95
PAPEL PAMPA,atencion odontologica,medidas preventivas,2020-01-01,2,1,0,2,0,0,0,1,0,0,0,0,0,0,6
PASORAPA,atencion odontologica,medidas preventivas,2020-01-01,0,0,4,2,0,0,0,0,1,0,0,0,0,0,7
PATACAMAYA,atencion odontologica,medidas preventivas,2020-01-01,32,23,33,2,9,12,1,1,1,0,0,0,0,0,114
PAZÑA,atencion odontologica,medidas preventivas,2020-01-01,4,14,19,11,5,6,1,9,2,1,0,0,0,0,72
PELECHUCO,atencion odontologica,medidas preventivas,2020-01-01,18,16,0,4,0,3,0,9,0,0,0,0,0,0,50
POCOATA,atencion odontologica,medidas preventivas,2020-01-01,57,33,29,41,1,17,6,36,1,12,0,0,0,0,233
POJO (CBBA),atencion odontologica,medidas preventivas,2020-01-01,1,3,4,7,2,8,10,13,0,0,0,0,0,0,48
POOPO,atencion odontologica,medidas preventivas,2020-01-01,7,25,53,40,11,27,18,33,9,10,0,0,0,0,233
PORCO,atencion odontologica,medidas preventivas,2020-01-01,7,13,11,8,1,3,0,11,0,0,0,0,0,0,54
POROMA,atencion odontologica,medidas preventivas,2020-01-01,7,4,13,14,0,3,0,1,0,0,0,0,0,0,42
PORONGO,atencion odontologica,medidas preventivas,2020-01-01,16,12,22,45,0,10,3,22,9,7,0,0,0,0,146
PORVENIR,atencion odontologica,medidas preventivas,2020-01-01,11,15,27,47,7,13,3,20,0,0,0,0,0,0,143
POSTRER VALLE,atencion odontologica,medidas preventivas,2020-01-01,1,2,3,2,0,2,0,0,0,0,0,0,0,0,10
POTOSI,atencion odontologica,medidas preventivas,2020-01-01,32,35,60,56,32,29,45,55,3,1,0,0,0,0,348
PRESTO,atencion odontologica,medidas preventivas,2020-01-01,6,12,23,18,14,23,15,63,7,4,0,0,0,0,185
PUCARA,atencion odontologica,medidas preventivas,2020-01-01,7,5,0,1,0,0,0,1,0,0,0,0,0,0,14
PUCARANI,atencion odontologica,medidas preventivas,2020-01-01,39,50,34,31,13,16,14,50,4,2,0,0,0,0,253
PUERTO ACOSTA,atencion odontologica,medidas preventivas,2020-01-01,9,6,1,5,0,1,3,13,1,1,0,0,0,0,40
PUERTO CARABUCO,atencion odontologica,medidas preventivas,2020-01-01,0,10,5,10,0,1,0,3,0,0,0,0,0,0,29
PUERTO GONZALO MORENO,atencion odontologica,medidas preventivas,2020-01-01,5,9,11,58,2,33,8,17,2,0,0,0,0,0,145
PUERTO PEREZ,atencion odontologica,medidas preventivas,2020-01-01,3,0,4,2,0,0,0,14,0,0,0,0,0,0,23
PUERTO QUIJARRO,atencion odontologica,medidas preventivas,2020-01-01,24,50,10,15,0,2,2,2,0,0,0,0,0,0,105
PUERTO RICO,atencion odontologica,medidas preventivas,2020-01-01,2,0,0,0,1,2,0,3,0,0,0,0,0,0,8
PUERTO SUAREZ,atencion odontologica,medidas preventivas,2020-01-01,1,3,23,36,10,20,3,12,2,1,0,0,0,0,111
PUERTO VILLARROEL,atencion odontologica,medidas preventivas,2020-01-01,26,8,38,58,16,28,11,37,2,2,0,0,0,0,226
PUNA,atencion odontologica,medidas preventivas,2020-01-01,14,8,3,2,1,7,0,6,0,2,0,0,0,0,43
PUNATA,atencion odontologica,medidas preventivas,2020-01-01,41,24,143,128,20,75,51,123,15,22,0,0,0,0,642
QUIABAYA,atencion odontologica,medidas preventivas,2020-01-01,16,3,0,1,0,0,0,0,0,0,0,0,0,0,20
QUILLACOLLO,atencion odontologica,medidas preventivas,2020-01-01,153,186,578,663,235,420,246,474,93,75,0,0,0,0,3123
QUIME,atencion odontologica,medidas preventivas,2020-01-01,5,31,25,32,8,5,3,6,1,0,0,0,0,0,116
QUIRUSILLAS,atencion odontologica,medidas preventivas,2020-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
RAVELO,atencion odontologica,medidas preventivas,2020-01-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3
REYES,atencion odontologica,medidas preventivas,2020-01-01,0,1,14,6,15,8,14,5,5,1,0,0,0,0,69
RIBERALTA,atencion odontologica,medidas preventivas,2020-01-01,33,40,89,126,48,66,10,114,5,5,0,0,0,0,536
ROBORE,atencion odontologica,medidas preventivas,2020-01-01,47,38,236,121,37,79,47,128,15,5,0,0,0,0,753
RURRENABAQUE,atencion odontologica,medidas preventivas,2020-01-01,9,8,10,9,4,2,11,8,2,3,0,0,0,0,66
SABAYA,atencion odontologica,medidas preventivas,2020-01-01,9,6,0,16,2,4,7,16,0,0,0,0,0,0,60
SACABA,atencion odontologica,medidas preventivas,2020-01-01,195,201,683,844,282,407,452,571,60,44,0,0,0,0,3739
SACABAMBA,atencion odontologica,medidas preventivas,2020-01-01,2,4,10,16,2,6,2,3,0,0,0,0,0,0,45
SACACA,atencion odontologica,medidas preventivas,2020-01-01,4,15,4,2,0,6,3,22,1,1,0,0,0,0,58
