,group,variable,month,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA EMB,PERIODONCIA EMB,PERIODONCIA POST,PERIODONCIA POST,TOTALES
ARBIETO,atencion odontologica,periodoncia,2020-01-01,0,0,2,8,4,9,10,25,5,4,0,0,0,0,67
ARQUE,atencion odontologica,periodoncia,2020-01-01,0,0,1,2,3,3,8,19,1,0,0,0,0,0,37
ASCENCION DE GUARAYOS,atencion odontologica,periodoncia,2020-01-01,0,0,11,4,0,16,1,61,0,4,0,0,0,0,97
ATOCHA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,3,19,14,2,5,0,0,0,0,43
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncia,2020-01-01,0,0,0,0,1,5,7,13,0,1,0,0,0,0,27
AZURDUY,atencion odontologica,periodoncia,2020-01-01,0,0,0,2,1,2,5,9,1,0,0,0,0,0,20
BAURES,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,4,0,2,0,0,0,0,0,0,6
BERMEJO,atencion odontologica,periodoncia,2020-01-01,0,0,3,5,6,6,7,21,2,0,0,0,0,0,50
BETANZOS,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,3,5,6,1,1,0,0,0,0,16
BOLIVAR,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4
BOYUIBE,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6
BUENA VISTA,atencion odontologica,periodoncia,2020-01-01,0,0,1,1,1,5,3,7,1,3,0,0,0,0,22
CAIROMA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,1,3,5,0,0,0,0,0,0,9
"CAIZA ""D""",atencion odontologica,periodoncia,2020-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
CAJUATA,atencion odontologica,periodoncia,2020-01-01,0,0,0,2,0,0,0,5,0,0,0,0,0,0,7
CALACOTO,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,1,0,0,2,0,1,0,0,0,0,4
CALAMARCA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
CAMARGO,atencion odontologica,periodoncia,2020-01-01,0,0,0,2,3,4,4,1,1,0,0,0,0,0,15
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CAMIRI,atencion odontologica,periodoncia,2020-01-01,0,0,1,3,1,4,5,16,3,4,0,0,0,0,37
CAPINOTA,atencion odontologica,periodoncia,2020-01-01,0,0,3,1,9,8,5,10,2,2,0,0,0,0,40
CARACOLLO,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,2,4,1,2,0,0,0,0,9
CARANAVI,atencion odontologica,periodoncia,2020-01-01,0,0,4,5,5,11,18,35,10,9,0,0,0,0,97
CARANGAS,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3
CARAPARI,atencion odontologica,periodoncia,2020-01-01,0,0,1,2,1,6,3,13,1,1,0,0,0,0,28
CARIPUYO,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
CHALLAPATA,atencion odontologica,periodoncia,2020-01-01,0,0,3,3,4,18,20,38,3,0,0,0,0,0,89
CHAQUI,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CHARAGUA,atencion odontologica,periodoncia,2020-01-01,0,0,1,1,2,0,1,1,2,0,0,0,0,0,8
CHAYANTA,atencion odontologica,periodoncia,2020-01-01,0,0,1,0,0,0,4,9,0,0,0,0,0,0,14
CHIMORE,atencion odontologica,periodoncia,2020-01-01,0,0,7,5,5,13,8,17,1,0,0,0,0,0,56
CHIPAYA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
CHOQUE COTA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHUA COCANI,atencion odontologica,periodoncia,2020-01-01,0,0,1,0,1,0,1,11,3,0,0,0,0,0,17
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncia,2020-01-01,0,0,3,2,2,2,7,15,0,0,0,0,0,0,31
CHUMA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,2,5,13,0,0,0,0,0,0,20
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
CKOCHAS,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,4,12,4,1,0,0,0,0,21
CLIZA,atencion odontologica,periodoncia,2020-01-01,0,0,1,3,2,7,9,12,5,7,0,0,0,0,46
COBIJA,atencion odontologica,periodoncia,2020-01-01,0,0,7,10,15,27,50,70,0,1,0,0,0,0,180
COCAPATA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,2,4,5,0,0,0,0,0,0,11
COCHABAMBA,atencion odontologica,periodoncia,2020-01-01,0,0,57,51,85,169,437,872,166,118,0,0,0,0,1955
COLCAPIRHUA,atencion odontologica,periodoncia,2020-01-01,0,0,3,4,3,7,31,56,3,1,0,0,0,0,108
"COLCHA ""K""",atencion odontologica,periodoncia,2020-01-01,0,0,0,0,2,0,2,3,1,2,0,0,0,0,10
COLOMI,atencion odontologica,periodoncia,2020-01-01,0,0,1,1,3,8,5,22,5,10,0,0,0,0,55
COLPA BELGICA,atencion odontologica,periodoncia,2020-01-01,0,0,2,0,2,3,0,7,0,0,0,0,0,0,14
COLQUECHACA,atencion odontologica,periodoncia,2020-01-01,0,0,1,0,0,0,5,12,2,1,0,0,0,0,21
COLQUENCHA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,1,0,0,3,0,1,0,0,0,0,5
COLQUIRI,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
COMANCHE,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
COMARAPA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
COMBAYA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CONCEPCION,atencion odontologica,periodoncia,2020-01-01,0,0,1,1,2,0,3,9,2,3,0,0,0,0,21
COPACABANA,atencion odontologica,periodoncia,2020-01-01,0,0,0,1,4,0,0,1,0,0,0,0,0,0,6
CORIPATA,atencion odontologica,periodoncia,2020-01-01,0,0,2,1,1,5,2,3,1,0,0,0,0,0,15
CORO CORO,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
COROICO,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,1,3,0,8,0,1,0,0,0,0,13
CORQUE,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
COTAGAITA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,1,0,5,3,0,0,0,0,0,0,9
COTOCA,atencion odontologica,periodoncia,2020-01-01,0,0,2,1,8,9,8,48,11,4,0,0,0,0,91
CRUZ DE MACHACAMARCA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CUATRO CAÑADAS,atencion odontologica,periodoncia,2020-01-01,0,0,2,3,3,5,8,20,0,7,0,0,0,0,48
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncia,2020-01-01,0,0,0,1,2,2,4,0,0,1,0,0,0,0,10
CUEVO,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CULPINA,atencion odontologica,periodoncia,2020-01-01,0,0,2,0,0,0,3,4,0,1,0,0,0,0,10
CURAHUARA DE CARANGAS,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,1,0,7,4,8,4,0,0,0,0,24
CURVA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
DESAGUADERO,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
EL ALTO,atencion odontologica,periodoncia,2020-01-01,0,0,28,27,69,87,114,294,23,8,0,0,0,0,650
EL CHORO,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
EL PUENTE(STC),atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4
EL PUENTE(TJA),atencion odontologica,periodoncia,2020-01-01,0,0,0,0,1,0,0,3,1,0,0,0,0,0,5
EL TORNO,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,1,7,24,47,12,16,0,0,0,0,107
EL VILLAR,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
ENTRE RIOS TRJ,atencion odontologica,periodoncia,2020-01-01,0,0,2,1,3,1,11,4,1,0,0,0,0,0,23
ENTRE RIOS CBBA,atencion odontologica,periodoncia,2020-01-01,0,0,0,3,6,18,4,31,0,2,0,0,0,0,64
ESCOMA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ESMERALDA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,1,1,1,0,1,0,0,0,0,4
EUCALIPTUS,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
FERNANDEZ ALONSO,atencion odontologica,periodoncia,2020-01-01,0,0,3,1,2,1,2,12,0,1,0,0,0,0,22
FILADELFIA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
GENERAL SAAVEDRA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,1,2,0,3,0,0,0,0,0,0,6
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncia,2020-01-01,0,0,0,0,2,0,5,4,1,0,0,0,0,0,12
GUANAY,atencion odontologica,periodoncia,2020-01-01,0,0,0,5,2,11,4,25,8,0,0,0,0,0,55
GUAQUI,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3
GUAYARAMERIN,atencion odontologica,periodoncia,2020-01-01,0,0,12,5,1,12,5,21,1,1,0,0,0,0,58
GUTIERREZ,atencion odontologica,periodoncia,2020-01-01,0,0,2,0,0,0,2,3,0,0,0,0,0,0,7
HUACARETA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncia,2020-01-01,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3
HUANUNI,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,5,4,6,12,0,2,0,0,0,0,29
HUARACAJE,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,1,1,2,1,0,1,0,0,0,0,6
HUARINA,atencion odontologica,periodoncia,2020-01-01,0,0,0,1,3,4,3,3,2,3,0,0,0,0,19
HUAYLLAMARCA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,3,0,2,2,1,0,0,0,0,8
HUMANATA,atencion odontologica,periodoncia,2020-01-01,0,0,0,1,0,1,1,2,0,0,0,0,0,0,5
ICLA,atencion odontologica,periodoncia,2020-01-01,0,0,0,1,2,3,1,4,0,1,0,0,0,0,12
INCAHUASI,atencion odontologica,periodoncia,2020-01-01,0,0,1,1,0,1,0,3,0,0,0,0,0,0,6
INQUISIVI,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,1,2,11,9,0,0,0,0,0,0,23
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncia,2020-01-01,0,0,0,0,1,5,4,31,2,0,0,0,0,0,43
IXIAMAS,atencion odontologica,periodoncia,2020-01-01,0,0,0,1,0,1,4,1,0,0,0,0,0,0,7
JESUS DE MACHACA,atencion odontologica,periodoncia,2020-01-01,0,0,3,0,0,3,3,6,2,0,0,0,0,0,17
LA ASUNTA,atencion odontologica,periodoncia,2020-01-01,0,0,2,0,5,6,16,17,0,1,0,0,0,0,47
LA GUARDIA,atencion odontologica,periodoncia,2020-01-01,0,0,7,4,6,9,11,49,10,6,0,0,0,0,102
LA PAZ,atencion odontologica,periodoncia,2020-01-01,0,0,109,89,261,219,570,955,167,89,0,0,0,0,2459
LAGUNILLAS,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,2,0,6,0,1,0,0,0,0,9
LAJA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4
LAS CARRERAS,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
LICOMA PAMPA,atencion odontologica,periodoncia,2020-01-01,0,0,1,0,0,1,1,3,0,0,0,0,0,0,6
LLALLAGUA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,4,3,17,0,6,0,0,0,0,30
LORETO,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LURIBAY,atencion odontologica,periodoncia,2020-01-01,0,0,0,2,2,3,1,7,5,0,0,0,0,0,20
MACHACAMARCA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,4,2,5,0,0,0,0,0,0,11
MACHARETI,atencion odontologica,periodoncia,2020-01-01,0,0,0,1,0,0,1,3,0,0,0,0,0,0,5
MAGDALENA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,2,3,3,0,0,0,0,0,0,8
MAIRANA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,4,9,1,2,0,0,0,0,16
MAPIRI,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,1,1,3,0,0,0,0,0,0,5
MECAPACA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,3,2,1,0,0,0,0,0,0,6
MINEROS,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,2,1,6,8,0,0,0,0,17
MIZQUE,atencion odontologica,periodoncia,2020-01-01,0,0,1,2,1,3,3,8,0,0,0,0,0,0,18
MOCOMOCO,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4
MOJOCOYA,atencion odontologica,periodoncia,2020-01-01,0,0,1,5,0,5,5,19,0,0,0,0,0,0,35
MONTEAGUDO,atencion odontologica,periodoncia,2020-01-01,0,0,1,1,3,1,1,4,0,0,0,0,0,0,11
MONTERO,atencion odontologica,periodoncia,2020-01-01,0,0,12,16,21,27,47,116,13,6,0,0,0,0,258
MORO MORO,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MOROCHATA,atencion odontologica,periodoncia,2020-01-01,0,0,0,1,6,8,8,36,5,5,0,0,0,0,69
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
OCURI,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,1,1,1,2,1,2,0,0,0,0,8
OKINAWA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
OMEREQUE,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
ORURO,atencion odontologica,periodoncia,2020-01-01,0,0,13,29,17,45,141,254,28,14,0,0,0,0,541
PADCAYA,atencion odontologica,periodoncia,2020-01-01,0,0,3,2,0,4,4,8,0,0,0,0,0,0,21
PADILLA,atencion odontologica,periodoncia,2020-01-01,0,0,1,4,1,3,5,9,0,0,0,0,0,0,23
PAILON,atencion odontologica,periodoncia,2020-01-01,0,0,0,2,0,4,4,11,0,2,0,0,0,0,23
PALCA,atencion odontologica,periodoncia,2020-01-01,0,0,0,7,0,2,7,8,10,8,0,0,0,0,42
PALOS BLANCOS,atencion odontologica,periodoncia,2020-01-01,0,0,5,2,6,6,9,11,1,2,0,0,0,0,42
PAMPA AULLAGAS,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
PAMPA GRANDE,atencion odontologica,periodoncia,2020-01-01,0,0,1,1,1,8,0,11,2,2,0,0,0,0,26
PAPEL PAMPA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6
PASORAPA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,1,0,4,2,4,2,0,0,0,0,13
PATACAMAYA,atencion odontologica,periodoncia,2020-01-01,0,0,0,11,2,7,5,15,3,5,0,0,0,0,48
PAZÑA,atencion odontologica,periodoncia,2020-01-01,0,0,1,0,0,2,6,4,2,2,0,0,0,0,17
PELECHUCO,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
POCOATA,atencion odontologica,periodoncia,2020-01-01,0,0,2,1,3,6,21,27,6,13,0,0,0,0,79
POJO (CBBA),atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
POOPO,atencion odontologica,periodoncia,2020-01-01,0,0,2,0,2,2,4,12,11,12,0,0,0,0,45
PORCO,atencion odontologica,periodoncia,2020-01-01,0,0,2,1,1,0,0,3,1,0,0,0,0,0,8
POROMA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
PORONGO,atencion odontologica,periodoncia,2020-01-01,0,0,3,1,3,4,6,10,0,0,0,0,0,0,27
PORTACHUELO,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PORVENIR,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,1,1,4,5,0,0,0,0,0,0,11
POSTRER VALLE,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
POTOSI,atencion odontologica,periodoncia,2020-01-01,0,0,0,2,1,2,13,17,2,2,0,0,0,0,39
PRESTO,atencion odontologica,periodoncia,2020-01-01,0,0,2,0,0,3,3,8,0,1,0,0,0,0,17
PUCARANI,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,5,3,5,4,0,0,0,0,0,0,17
PUERTO CARABUCO,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
PUERTO GONZALO MORENO,atencion odontologica,periodoncia,2020-01-01,0,0,0,1,1,4,1,11,0,0,0,0,0,0,18
PUERTO QUIJARRO,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,1,0,3,1,0,0,0,0,0,5
PUERTO RICO,atencion odontologica,periodoncia,2020-01-01,0,0,1,0,0,3,3,7,0,1,0,0,0,0,15
PUERTO SUAREZ,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,5,5,3,12,2,1,0,0,0,0,28
PUERTO VILLARROEL,atencion odontologica,periodoncia,2020-01-01,0,0,5,6,6,11,12,46,1,3,0,0,0,0,90
PUNA,atencion odontologica,periodoncia,2020-01-01,0,0,2,1,3,2,7,12,4,5,0,0,0,0,36
PUNATA,atencion odontologica,periodoncia,2020-01-01,0,0,0,1,2,10,11,33,5,2,0,0,0,0,64
QUIABAYA,atencion odontologica,periodoncia,2020-01-01,0,0,0,1,0,0,5,1,0,0,0,0,0,0,7
QUILLACOLLO,atencion odontologica,periodoncia,2020-01-01,0,0,2,9,14,31,32,112,12,12,0,0,0,0,224
QUIME,atencion odontologica,periodoncia,2020-01-01,0,0,2,0,1,0,12,7,2,0,0,0,0,0,24
QUIRUSILLAS,atencion odontologica,periodoncia,2020-01-01,0,0,3,1,0,1,0,1,0,2,0,0,0,0,8
RAVELO,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
REYES,atencion odontologica,periodoncia,2020-01-01,0,0,1,1,3,0,5,2,5,0,0,0,0,0,17
RIBERALTA,atencion odontologica,periodoncia,2020-01-01,0,0,1,28,38,37,20,92,5,7,0,0,0,0,228
ROBORE,atencion odontologica,periodoncia,2020-01-01,0,0,5,6,6,5,11,30,2,1,0,0,0,0,66
RURRENABAQUE,atencion odontologica,periodoncia,2020-01-01,0,0,0,3,7,6,12,11,5,3,0,0,0,0,47
SABAYA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,2,2,1,0,0,0,0,0,5
SACABA,atencion odontologica,periodoncia,2020-01-01,0,0,8,16,22,34,84,152,14,10,0,0,0,0,340
SACABAMBA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8
SACACA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,3,12,5,1,0,0,0,0,21
SAIPINA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,1,18,4,2,2,0,0,0,0,27
SAMAIPATA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,1,7,5,5,0,0,0,0,0,0,18
SAN AGUSTIN,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,1,0,0,4,1,0,0,0,0,0,6
SAN ANDRES,atencion odontologica,periodoncia,2020-01-01,0,0,1,1,1,3,5,10,0,1,0,0,0,0,22
SAN ANTONIO DE LOMERIO,atencion odontologica,periodoncia,2020-01-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
SAN BENITO,atencion odontologica,periodoncia,2020-01-01,0,0,2,0,0,4,2,4,1,0,0,0,0,0,13
SAN BORJA,atencion odontologica,periodoncia,2020-01-01,0,0,0,1,4,2,4,4,1,0,0,0,0,0,16
SAN BUENA VENTURA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
SAN CARLOS,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN IGNACIO,atencion odontologica,periodoncia,2020-01-01,0,0,2,1,0,7,3,4,0,1,0,0,0,0,18
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncia,2020-01-01,0,0,4,2,7,0,0,4,0,0,0,0,0,0,17
SAN JAVIER(BNI),atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,1,2,3,0,0,0,0,0,0,6
SAN JAVIER(STC),atencion odontologica,periodoncia,2020-01-01,0,0,0,0,1,1,1,2,0,1,0,0,0,0,6
SAN JOAQUIN,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,3,0,4,11,6,0,0,0,0,0,24
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN JUAN DE YAPACANI,atencion odontologica,periodoncia,2020-01-01,0,0,2,1,0,1,0,8,0,0,0,0,0,0,12
SAN JULIAN,atencion odontologica,periodoncia,2020-01-01,0,0,2,4,10,19,32,72,4,9,0,0,0,0,152
SAN LORENZO(PND),atencion odontologica,periodoncia,2020-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAN LORENZO(TJA),atencion odontologica,periodoncia,2020-01-01,0,0,1,2,2,0,2,5,1,0,0,0,0,0,13
SAN LUCAS,atencion odontologica,periodoncia,2020-01-01,0,0,1,4,2,11,7,24,1,0,0,0,0,0,50
SAN MATIAS,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,5,0,1,0,0,0,0,0,6
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncia,2020-01-01,0,0,0,1,0,2,0,2,0,0,0,0,0,0,5
SAN PABLO DE LIPEZ,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
SAN PEDRO,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,4,5,7,18,3,4,0,0,0,0,41
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,4,11,27,8,3,0,0,0,0,53
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncia,2020-01-01,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3
SAN PEDRO DE QUEMES,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,1,5,7,1,2,0,0,0,0,16
SAN RAMON SCZ,atencion odontologica,periodoncia,2020-01-01,0,0,0,1,2,4,2,2,2,2,0,0,0,0,15
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncia,2020-01-01,0,0,101,101,135,204,318,922,121,124,0,0,0,0,2026
SANTA ROSA DEL SARA,atencion odontologica,periodoncia,2020-01-01,0,0,2,0,5,0,2,2,6,3,0,0,0,0,20
SANTIAGO DE CALLAPA,atencion odontologica,periodoncia,2020-01-01,0,0,0,0,0,0,0,4,0,1,0,0,0,0,5
