,group,variable,month,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR POST,APLICACIÓN DE FLUOR POST,TOTALES
ARANI,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,1,2,0,2,2,3,0,0,0,0,0,0,10
ARBIETO,atencion odontologica,aplicacion de fluor,2020-01-01,3,1,0,1,0,0,0,3,0,0,0,0,0,0,8
ARQUE,atencion odontologica,aplicacion de fluor,2020-01-01,1,2,6,8,0,1,1,7,18,20,0,0,0,0,64
ASCENCION DE GUARAYOS,atencion odontologica,aplicacion de fluor,2020-01-01,117,108,12,19,12,24,20,80,0,0,0,0,0,0,392
ATOCHA,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,5,3,5,0,1,1,0,0,0,0,0,0,15
AYATA,atencion odontologica,aplicacion de fluor,2020-01-01,5,3,2,1,0,0,0,0,0,0,0,0,0,0,11
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,aplicacion de fluor,2020-01-01,3,1,2,1,0,1,0,5,0,1,0,0,0,0,14
AZURDUY,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,2,0,2,4,5,1,0,0,0,0,0,14
BAURES,atencion odontologica,aplicacion de fluor,2020-01-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
BELLA FLOR,atencion odontologica,aplicacion de fluor,2020-01-01,2,4,5,16,0,0,0,0,0,0,0,0,0,0,27
BERMEJO,atencion odontologica,aplicacion de fluor,2020-01-01,2,0,2,3,2,2,0,0,0,0,0,0,0,0,11
BETANZOS,atencion odontologica,aplicacion de fluor,2020-01-01,8,7,0,1,0,1,0,0,0,0,0,0,0,0,17
BOLIVAR,atencion odontologica,aplicacion de fluor,2020-01-01,1,0,2,0,1,0,1,0,0,0,0,0,0,0,5
BOLPEBRA,atencion odontologica,aplicacion de fluor,2020-01-01,3,5,0,1,0,0,0,0,0,0,0,0,0,0,9
BUENA VISTA,atencion odontologica,aplicacion de fluor,2020-01-01,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4
CABEZAS,atencion odontologica,aplicacion de fluor,2020-01-01,20,27,6,12,2,4,1,13,1,3,0,0,0,0,89
CAIROMA,atencion odontologica,aplicacion de fluor,2020-01-01,3,6,6,6,0,1,0,0,0,0,0,0,0,0,22
"CAIZA ""D""",atencion odontologica,aplicacion de fluor,2020-01-01,1,1,1,0,1,3,0,0,0,0,0,0,0,0,7
CAJUATA,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CALACOTO,atencion odontologica,aplicacion de fluor,2020-01-01,1,6,4,3,0,2,0,0,0,0,0,0,0,0,16
CALAMARCA,atencion odontologica,aplicacion de fluor,2020-01-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
CAMARGO,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,7,7,0,4,0,1,0,0,0,0,0,0,19
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4
CAMIRI,atencion odontologica,aplicacion de fluor,2020-01-01,42,47,43,41,4,18,5,10,9,2,0,0,0,0,221
CAPINOTA,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,1,1,2,0,0,22,0,0,0,0,0,0,26
CAQUIAVIRI,atencion odontologica,aplicacion de fluor,2020-01-01,1,5,0,0,0,0,0,0,0,0,0,0,0,0,6
CARACOLLO,atencion odontologica,aplicacion de fluor,2020-01-01,3,1,7,2,1,2,0,0,0,0,0,0,0,0,16
CARANAVI,atencion odontologica,aplicacion de fluor,2020-01-01,29,24,8,10,1,4,2,7,0,0,0,0,0,0,85
CARANGAS,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CARAPARI,atencion odontologica,aplicacion de fluor,2020-01-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
CARIPUYO,atencion odontologica,aplicacion de fluor,2020-01-01,2,8,0,3,0,0,0,0,0,0,0,0,0,0,13
CARMEN RIVERO TORREZ,atencion odontologica,aplicacion de fluor,2020-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHACARILLA,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,aplicacion de fluor,2020-01-01,11,14,12,20,5,6,3,8,0,0,0,0,0,0,79
CHAQUI,atencion odontologica,aplicacion de fluor,2020-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
CHARAGUA,atencion odontologica,aplicacion de fluor,2020-01-01,4,5,1,2,0,0,0,6,0,0,0,0,0,0,18
CHARAÑA,atencion odontologica,aplicacion de fluor,2020-01-01,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3
CHAYANTA,atencion odontologica,aplicacion de fluor,2020-01-01,2,1,1,1,0,1,2,7,1,2,0,0,0,0,18
CHIMORE,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,3,0,1,0,1,0,0,0,0,0,0,5
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,aplicacion de fluor,2020-01-01,1,4,0,1,0,0,0,2,0,0,0,0,0,0,8
CHUMA,atencion odontologica,aplicacion de fluor,2020-01-01,6,4,1,0,0,0,0,1,0,0,0,0,0,0,12
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CKOCHAS,atencion odontologica,aplicacion de fluor,2020-01-01,0,1,0,1,0,0,0,4,1,3,0,0,0,0,10
CLIZA,atencion odontologica,aplicacion de fluor,2020-01-01,0,1,4,4,1,0,0,0,0,0,0,0,0,0,10
COBIJA,atencion odontologica,aplicacion de fluor,2020-01-01,65,65,19,14,4,7,11,20,4,0,0,0,0,0,209
COCAPATA,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
COCHABAMBA,atencion odontologica,aplicacion de fluor,2020-01-01,330,246,388,446,93,125,91,187,34,22,0,0,0,0,1962
COIPASA,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
COLCAPIRHUA,atencion odontologica,aplicacion de fluor,2020-01-01,2,3,14,18,1,5,3,3,0,0,0,0,0,0,49
"COLCHA ""K""",atencion odontologica,aplicacion de fluor,2020-01-01,0,2,2,1,0,0,0,1,0,0,0,0,0,0,6
COLLANA,atencion odontologica,aplicacion de fluor,2020-01-01,0,1,5,0,0,0,0,0,0,0,0,0,0,0,6
COLOMI,atencion odontologica,aplicacion de fluor,2020-01-01,5,2,0,0,1,1,0,0,0,0,0,0,0,0,9
COLPA BELGICA,atencion odontologica,aplicacion de fluor,2020-01-01,1,3,5,4,6,1,0,6,0,0,0,0,0,0,26
COLQUECHACA,atencion odontologica,aplicacion de fluor,2020-01-01,1,1,2,2,0,0,0,0,0,0,0,0,0,0,6
COLQUENCHA,atencion odontologica,aplicacion de fluor,2020-01-01,2,2,5,1,0,0,0,0,0,0,0,0,0,0,10
COLQUIRI,atencion odontologica,aplicacion de fluor,2020-01-01,1,0,2,1,0,1,0,0,0,0,0,0,0,0,5
COMANCHE,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COMARAPA,atencion odontologica,aplicacion de fluor,2020-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CONCEPCION,atencion odontologica,aplicacion de fluor,2020-01-01,25,27,0,0,0,0,0,0,0,0,0,0,0,0,52
COPACABANA,atencion odontologica,aplicacion de fluor,2020-01-01,8,10,4,5,1,0,0,0,0,0,0,0,0,0,28
CORIPATA,atencion odontologica,aplicacion de fluor,2020-01-01,4,2,5,2,1,0,1,2,1,0,0,0,0,0,18
CORO CORO,atencion odontologica,aplicacion de fluor,2020-01-01,2,1,2,0,0,1,0,0,0,0,0,0,0,0,6
COTOCA,atencion odontologica,aplicacion de fluor,2020-01-01,56,63,13,16,1,3,0,14,13,11,0,0,0,0,190
CUATRO CAÑADAS,atencion odontologica,aplicacion de fluor,2020-01-01,21,21,19,17,2,3,1,13,0,2,0,0,0,0,99
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,aplicacion de fluor,2020-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CUEVO,atencion odontologica,aplicacion de fluor,2020-01-01,2,2,0,0,0,3,0,5,0,0,0,0,0,0,12
CULPINA,atencion odontologica,aplicacion de fluor,2020-01-01,1,2,2,3,0,0,0,0,0,0,0,0,0,0,8
CURAHUARA DE CARANGAS,atencion odontologica,aplicacion de fluor,2020-01-01,1,2,3,1,4,0,3,1,0,0,0,0,0,0,15
CURVA,atencion odontologica,aplicacion de fluor,2020-01-01,3,4,4,2,0,0,0,0,0,0,0,0,0,0,13
DESAGUADERO,atencion odontologica,aplicacion de fluor,2020-01-01,2,1,0,2,0,0,0,0,0,0,0,0,0,0,5
EL ALTO,atencion odontologica,aplicacion de fluor,2020-01-01,183,190,226,238,61,62,40,60,7,6,0,0,0,0,1073
EL CHORO,atencion odontologica,aplicacion de fluor,2020-01-01,1,0,2,6,0,0,1,3,3,2,0,0,0,0,18
EL PUENTE(STC),atencion odontologica,aplicacion de fluor,2020-01-01,5,14,14,20,1,11,7,22,2,1,0,0,0,0,97
EL PUENTE(TJA),atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
EL TORNO,atencion odontologica,aplicacion de fluor,2020-01-01,75,81,3,2,0,1,16,27,0,0,0,0,0,0,205
EL VILLAR,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,0,0,2,0,3,0,0,0,0,0,0,5
ENTRE RIOS TRJ,atencion odontologica,aplicacion de fluor,2020-01-01,0,1,0,2,0,1,0,0,0,0,0,0,0,0,4
ENTRE RIOS CBBA,atencion odontologica,aplicacion de fluor,2020-01-01,2,2,2,2,1,0,0,2,0,0,0,0,0,0,11
ESCARA,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ESCOMA,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
EUCALIPTUS,atencion odontologica,aplicacion de fluor,2020-01-01,2,1,0,2,0,0,0,2,0,0,0,0,0,0,7
FILADELFIA,atencion odontologica,aplicacion de fluor,2020-01-01,6,3,1,2,0,1,0,1,0,0,0,0,0,0,14
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,aplicacion de fluor,2020-01-01,0,2,1,3,0,1,0,1,0,0,0,0,0,0,8
GUANAY,atencion odontologica,aplicacion de fluor,2020-01-01,1,5,3,8,2,2,0,1,0,0,0,0,0,0,22
GUAQUI,atencion odontologica,aplicacion de fluor,2020-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GUAYARAMERIN,atencion odontologica,aplicacion de fluor,2020-01-01,1,4,15,22,10,9,3,8,1,0,0,0,0,0,73
GUTIERREZ,atencion odontologica,aplicacion de fluor,2020-01-01,7,7,1,2,0,0,0,2,0,0,0,0,0,0,19
HUACARETA,atencion odontologica,aplicacion de fluor,2020-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
HUACAYA (VILLA DE HUACAYA),atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
HUANUNI,atencion odontologica,aplicacion de fluor,2020-01-01,2,3,4,8,5,5,1,3,0,0,0,0,0,0,31
HUARACAJE,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
HUARINA,atencion odontologica,aplicacion de fluor,2020-01-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5
HUAYLLAMARCA,atencion odontologica,aplicacion de fluor,2020-01-01,1,1,0,1,0,0,0,0,0,1,0,0,0,0,4
HUMANATA,atencion odontologica,aplicacion de fluor,2020-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
ICHOCA,atencion odontologica,aplicacion de fluor,2020-01-01,2,4,4,5,1,0,0,2,0,0,0,0,0,0,18
ICLA,atencion odontologica,aplicacion de fluor,2020-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
INCAHUASI,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,2,1,0,0,0,1,0,0,0,0,0,0,4
INQUISIVI,atencion odontologica,aplicacion de fluor,2020-01-01,7,8,5,3,2,1,0,0,0,0,0,0,0,0,26
IRUPANA (VILLA DE LANZA),atencion odontologica,aplicacion de fluor,2020-01-01,5,13,0,3,0,1,2,5,0,0,0,0,0,0,29
IXIAMAS,atencion odontologica,aplicacion de fluor,2020-01-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
JESUS DE MACHACA,atencion odontologica,aplicacion de fluor,2020-01-01,3,1,0,0,0,0,0,0,1,0,0,0,0,0,5
LA ASUNTA,atencion odontologica,aplicacion de fluor,2020-01-01,16,21,13,20,4,2,7,6,0,0,0,0,0,0,89
LA GUARDIA,atencion odontologica,aplicacion de fluor,2020-01-01,93,113,23,21,2,8,10,35,6,6,0,0,0,0,317
LA PAZ,atencion odontologica,aplicacion de fluor,2020-01-01,315,319,780,608,95,111,89,152,27,25,0,0,0,0,2521
LAGUNILLAS,atencion odontologica,aplicacion de fluor,2020-01-01,3,3,3,3,0,0,1,1,0,0,0,0,0,0,14
LAJA,atencion odontologica,aplicacion de fluor,2020-01-01,5,8,0,1,0,0,0,0,0,0,0,0,0,0,14
LAS CARRERAS,atencion odontologica,aplicacion de fluor,2020-01-01,1,0,1,0,1,0,0,1,0,0,0,0,0,0,4
LICOMA PAMPA,atencion odontologica,aplicacion de fluor,2020-01-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
LLALLAGUA,atencion odontologica,aplicacion de fluor,2020-01-01,4,2,8,7,2,5,1,10,0,0,0,0,0,0,39
LURIBAY,atencion odontologica,aplicacion de fluor,2020-01-01,7,9,2,10,0,0,1,0,0,0,0,0,0,0,29
MACHACAMARCA,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,6,3,1,1,0,1,0,0,0,0,0,0,12
MACHARETI,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,1,0,1,1,1,0,0,0,0,0,0,4
MAGDALENA,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,2,1,1,0,1,0,0,0,0,0,0,5
MAIRANA,atencion odontologica,aplicacion de fluor,2020-01-01,17,45,19,32,15,14,13,15,1,8,0,0,0,0,179
MALLA,atencion odontologica,aplicacion de fluor,2020-01-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
MAPIRI,atencion odontologica,aplicacion de fluor,2020-01-01,1,2,4,4,0,1,0,0,0,0,0,0,0,0,12
MECAPACA,atencion odontologica,aplicacion de fluor,2020-01-01,2,1,1,0,0,0,2,2,0,0,0,0,0,0,8
MIZQUE,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
MOCOMOCO,atencion odontologica,aplicacion de fluor,2020-01-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6
MOJINETE,atencion odontologica,aplicacion de fluor,2020-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MOJOCOYA,atencion odontologica,aplicacion de fluor,2020-01-01,0,1,1,1,0,0,0,3,0,0,0,0,0,0,6
MONTEAGUDO,atencion odontologica,aplicacion de fluor,2020-01-01,11,13,2,6,1,4,2,5,0,0,0,0,0,0,44
MONTERO,atencion odontologica,aplicacion de fluor,2020-01-01,72,61,34,50,4,21,11,19,0,2,0,0,0,0,274
MORO MORO,atencion odontologica,aplicacion de fluor,2020-01-01,12,7,0,0,0,0,0,0,0,0,0,0,0,0,19
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,aplicacion de fluor,2020-01-01,0,1,0,4,0,0,0,0,0,0,0,0,0,0,5
NAZACARA DE PACAJES,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
OCURI,atencion odontologica,aplicacion de fluor,2020-01-01,1,1,1,1,0,2,0,2,0,0,0,0,0,0,8
OMEREQUE,atencion odontologica,aplicacion de fluor,2020-01-01,1,2,0,1,3,4,2,2,0,0,0,0,0,0,15
ORURO,atencion odontologica,aplicacion de fluor,2020-01-01,24,29,62,67,26,32,29,72,15,15,0,0,0,0,371
PADCAYA,atencion odontologica,aplicacion de fluor,2020-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PADILLA,atencion odontologica,aplicacion de fluor,2020-01-01,0,2,9,7,1,4,1,4,0,0,0,0,0,0,28
PAILON,atencion odontologica,aplicacion de fluor,2020-01-01,3,3,1,2,0,1,0,6,0,0,0,0,0,0,16
PALCA,atencion odontologica,aplicacion de fluor,2020-01-01,9,8,5,6,3,2,2,3,1,1,0,0,0,0,40
PALOS BLANCOS,atencion odontologica,aplicacion de fluor,2020-01-01,6,5,4,9,1,2,2,3,0,0,0,0,0,0,32
PAMPA AULLAGAS,atencion odontologica,aplicacion de fluor,2020-01-01,1,3,1,2,0,1,3,0,0,0,0,0,0,0,11
PAMPA GRANDE,atencion odontologica,aplicacion de fluor,2020-01-01,3,6,10,9,1,2,0,1,1,0,0,0,0,0,33
PASORAPA,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
PATACAMAYA,atencion odontologica,aplicacion de fluor,2020-01-01,3,0,3,56,0,0,0,0,0,0,0,0,0,0,62
PELECHUCO,atencion odontologica,aplicacion de fluor,2020-01-01,6,7,0,1,0,0,0,0,0,0,0,0,0,0,14
POCOATA,atencion odontologica,aplicacion de fluor,2020-01-01,13,6,4,15,0,3,1,8,0,5,0,0,0,0,55
POOPO,atencion odontologica,aplicacion de fluor,2020-01-01,0,1,2,6,1,0,0,0,0,0,0,0,0,0,10
PORCO,atencion odontologica,aplicacion de fluor,2020-01-01,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4
POROMA,atencion odontologica,aplicacion de fluor,2020-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PORONGO,atencion odontologica,aplicacion de fluor,2020-01-01,13,10,9,16,0,10,3,22,9,7,0,0,0,0,99
PORVENIR,atencion odontologica,aplicacion de fluor,2020-01-01,2,1,4,8,1,1,0,2,0,0,0,0,0,0,19
POSTRER VALLE,atencion odontologica,aplicacion de fluor,2020-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
POTOSI,atencion odontologica,aplicacion de fluor,2020-01-01,2,3,4,7,5,6,36,28,2,0,0,0,0,0,93
PRESTO,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PUCARA,atencion odontologica,aplicacion de fluor,2020-01-01,7,4,0,0,0,0,0,1,0,0,0,0,0,0,12
PUCARANI,atencion odontologica,aplicacion de fluor,2020-01-01,11,24,19,16,2,1,0,7,0,0,0,0,0,0,80
PUERTO ACOSTA,atencion odontologica,aplicacion de fluor,2020-01-01,9,4,0,4,0,0,0,1,0,0,0,0,0,0,18
PUERTO CARABUCO,atencion odontologica,aplicacion de fluor,2020-01-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
PUERTO GONZALO MORENO,atencion odontologica,aplicacion de fluor,2020-01-01,2,2,2,10,0,7,3,7,1,0,0,0,0,0,34
PUERTO PEREZ,atencion odontologica,aplicacion de fluor,2020-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
PUERTO QUIJARRO,atencion odontologica,aplicacion de fluor,2020-01-01,9,17,5,2,0,0,0,0,0,0,0,0,0,0,33
PUERTO RICO,atencion odontologica,aplicacion de fluor,2020-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PUERTO SUAREZ,atencion odontologica,aplicacion de fluor,2020-01-01,0,1,15,11,1,1,0,0,0,0,0,0,0,0,29
PUERTO VILLARROEL,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,2,2,1,0,0,2,0,0,0,0,0,0,7
PUNA,atencion odontologica,aplicacion de fluor,2020-01-01,4,0,0,0,0,3,0,1,0,0,0,0,0,0,8
PUNATA,atencion odontologica,aplicacion de fluor,2020-01-01,1,0,6,5,1,1,2,6,1,0,0,0,0,0,23
QUILLACOLLO,atencion odontologica,aplicacion de fluor,2020-01-01,4,7,16,28,4,10,3,9,0,1,0,0,0,0,82
QUIME,atencion odontologica,aplicacion de fluor,2020-01-01,1,4,1,1,0,1,0,1,0,0,0,0,0,0,9
QUIRUSILLAS,atencion odontologica,aplicacion de fluor,2020-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
REYES,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,2,0,3,1,2,1,0,1,0,0,0,0,10
RIBERALTA,atencion odontologica,aplicacion de fluor,2020-01-01,5,7,3,5,4,7,3,9,0,0,0,0,0,0,43
ROBORE,atencion odontologica,aplicacion de fluor,2020-01-01,24,23,15,21,16,11,16,6,4,0,0,0,0,0,136
RURRENABAQUE,atencion odontologica,aplicacion de fluor,2020-01-01,9,5,8,6,2,5,4,5,2,3,0,0,0,0,49
SABAYA,atencion odontologica,aplicacion de fluor,2020-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
SACABA,atencion odontologica,aplicacion de fluor,2020-01-01,13,8,34,52,9,16,9,18,4,8,0,0,0,0,171
SACABAMBA,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
SACACA,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,1,0,0,0,7,0,0,0,0,0,0,8
SALINAS DE GARCI MENDOZA,atencion odontologica,aplicacion de fluor,2020-01-01,9,5,4,11,2,1,2,3,0,0,0,0,0,0,37
SAMAIPATA,atencion odontologica,aplicacion de fluor,2020-01-01,2,6,2,0,0,0,1,0,0,0,0,0,0,0,11
SAN ANDRES DE MACHACA,atencion odontologica,aplicacion de fluor,2020-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN ANTONIO DE LOMERIO,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,aplicacion de fluor,2020-01-01,10,10,2,0,0,5,5,2,0,0,0,0,0,0,34
SAN BORJA,atencion odontologica,aplicacion de fluor,2020-01-01,1,0,1,2,0,2,0,1,0,1,0,0,0,0,8
SAN BUENA VENTURA,atencion odontologica,aplicacion de fluor,2020-01-01,4,2,2,3,0,0,0,0,0,0,0,0,0,0,11
SAN CARLOS,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,1,0,0,1,0,2,0,0,0,0,0,0,4
SAN IGNACIO,atencion odontologica,aplicacion de fluor,2020-01-01,2,3,2,12,1,4,2,3,0,0,0,0,0,0,29
SAN IGNACIO DE VELASCO,atencion odontologica,aplicacion de fluor,2020-01-01,1,4,2,1,2,0,0,0,0,0,0,0,0,0,10
SAN JAVIER(STC),atencion odontologica,aplicacion de fluor,2020-01-01,15,12,1,0,0,1,1,3,0,0,0,0,0,0,33
SAN JUAN DE YAPACANI,atencion odontologica,aplicacion de fluor,2020-01-01,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4
SAN JULIAN,atencion odontologica,aplicacion de fluor,2020-01-01,92,97,56,89,13,23,6,53,6,4,0,0,0,0,439
SAN LORENZO(PND),atencion odontologica,aplicacion de fluor,2020-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
SAN LORENZO(TJA),atencion odontologica,aplicacion de fluor,2020-01-01,1,0,6,1,0,0,0,1,0,0,0,0,0,0,9
SAN LUCAS,atencion odontologica,aplicacion de fluor,2020-01-01,2,4,1,3,0,1,0,0,0,0,0,0,0,0,11
SAN MATIAS,atencion odontologica,aplicacion de fluor,2020-01-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5
SAN PEDRO DE BUENA VISTA,atencion odontologica,aplicacion de fluor,2020-01-01,11,6,9,10,0,3,0,1,0,0,0,0,0,0,40
SAN PEDRO DE CURAHUARA,atencion odontologica,aplicacion de fluor,2020-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAN PEDRO DE QUEMES,atencion odontologica,aplicacion de fluor,2020-01-01,0,1,4,4,0,0,0,0,0,0,0,0,0,0,9
SAN PEDRO DE TIQUINA,atencion odontologica,aplicacion de fluor,2020-01-01,2,2,4,1,0,0,0,0,0,0,0,0,0,0,9
