,group,variable,month,TRAT. DE FRACTURAS DENTOALVEOLARES MENORES DE 5 AÑOS,TRAT. DE FRACTURAS DENTOALVEOLARES MENORES DE 5 AÑOS,TRAT. DE FRACTURAS DENTOALVEOLARES 5 A 13 AÑOS,TRAT. DE FRACTURAS DENTOALVEOLARES 5 A 13 AÑOS,TRAT. DE FRACTURAS DENTOALVEOLARES 14 A 19 AÑOS,TRAT. DE FRACTURAS DENTOALVEOLARES 14 A 19 AÑOS,TRAT. DE FRACTURAS DENTOALVEOLARES 20 A 59 AÑOS,TRAT. DE FRACTURAS DENTOALVEOLARES 20 A 59 AÑOS,TRAT. DE FRACTURAS DENTOALVEOLARES 60 AÑOS Y MAS,TRAT. DE FRACTURAS DENTOALVEOLARES 60 AÑOS Y MAS,TRAT. DE FRACTURAS DENTOALVEOLARES EMB,TRAT. DE FRACTURAS DENTOALVEOLARES EMB,TRAT. DE FRACTURAS DENTOALVEOLARES POST,TRAT. DE FRACTURAS DENTOALVEOLARES POST,TOTALES
TARIJA,atencion odontologica,trat. de fracturas dentoalveolares,2020-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
EL ALTO,atencion odontologica,trat. de fracturas dentoalveolares,2020-02-01,7,12,13,11,15,14,7,7,0,0,0,0,0,0,86
LA PAZ,atencion odontologica,trat. de fracturas dentoalveolares,2020-02-01,6,2,1,1,2,2,7,15,3,1,0,0,0,0,40
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2020-02-01,0,0,1,1,0,0,3,13,4,1,0,0,0,0,23
POTOSI,atencion odontologica,trat. de fracturas dentoalveolares,2020-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. de fracturas dentoalveolares,2020-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SUCRE,atencion odontologica,trat. de fracturas dentoalveolares,2020-02-01,0,0,1,2,0,0,4,16,2,0,0,0,0,0,25
TARIJA,atencion odontologica,trat. de fracturas dentoalveolares,2020-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TUPIZA,atencion odontologica,trat. de fracturas dentoalveolares,2020-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
EL ALTO,atencion odontologica,trat. de fracturas dentoalveolares,2020-03-01,5,8,11,9,16,10,7,6,0,0,0,0,0,0,72
LA PAZ,atencion odontologica,trat. de fracturas dentoalveolares,2020-03-01,2,1,3,5,1,0,2,4,0,1,0,0,0,0,19
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2020-03-01,0,0,0,1,0,4,10,3,1,0,0,0,0,0,19
PORONGO,atencion odontologica,trat. de fracturas dentoalveolares,2020-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SUCRE,atencion odontologica,trat. de fracturas dentoalveolares,2020-03-01,0,0,5,1,0,0,7,12,2,4,0,0,0,0,31
TARIJA,atencion odontologica,trat. de fracturas dentoalveolares,2020-03-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
COCHABAMBA,atencion odontologica,trat. de fracturas dentoalveolares,2020-04-01,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2020-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PORONGO,atencion odontologica,trat. de fracturas dentoalveolares,2020-04-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2020-05-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
POTOSI,atencion odontologica,trat. de fracturas dentoalveolares,2020-05-01,2,0,6,2,2,0,3,7,0,1,0,0,0,0,23
SUCRE,atencion odontologica,trat. de fracturas dentoalveolares,2020-05-01,0,1,1,0,1,0,1,3,2,2,0,0,0,0,11
TARIJA,atencion odontologica,trat. de fracturas dentoalveolares,2020-05-01,0,0,1,4,0,0,1,2,0,0,0,0,0,0,8
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2020-06-01,0,0,1,0,0,0,1,4,1,0,0,0,0,0,7
SUCRE,atencion odontologica,trat. de fracturas dentoalveolares,2020-06-01,0,1,2,2,0,0,5,3,0,0,0,0,0,0,13
LA PAZ,atencion odontologica,trat. de fracturas dentoalveolares,2020-07-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2020-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. de fracturas dentoalveolares,2020-07-01,0,0,0,0,0,1,0,6,0,0,0,0,0,0,7
TARIJA,atencion odontologica,trat. de fracturas dentoalveolares,2020-07-01,0,0,3,2,0,0,4,10,0,6,0,0,0,0,25
TRINIDAD,atencion odontologica,trat. de fracturas dentoalveolares,2020-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COCHABAMBA,atencion odontologica,trat. de fracturas dentoalveolares,2020-08-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
LA PAZ,atencion odontologica,trat. de fracturas dentoalveolares,2020-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2020-08-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
PORONGO,atencion odontologica,trat. de fracturas dentoalveolares,2020-08-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3
COCHABAMBA,atencion odontologica,trat. de fracturas dentoalveolares,2020-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2020-09-01,0,0,0,0,0,0,2,7,3,0,0,0,0,0,12
PORONGO,atencion odontologica,trat. de fracturas dentoalveolares,2020-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
POTOSI,atencion odontologica,trat. de fracturas dentoalveolares,2020-09-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
QUIME,atencion odontologica,trat. de fracturas dentoalveolares,2020-09-01,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10
LA PAZ,atencion odontologica,trat. de fracturas dentoalveolares,2020-10-01,0,0,1,2,0,0,2,9,1,1,0,0,0,0,16
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2020-10-01,0,0,2,1,1,1,6,5,2,0,0,0,0,0,18
POTOSI,atencion odontologica,trat. de fracturas dentoalveolares,2020-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SUCRE,atencion odontologica,trat. de fracturas dentoalveolares,2020-10-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
TARIJA,atencion odontologica,trat. de fracturas dentoalveolares,2020-10-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
LA PAZ,atencion odontologica,trat. de fracturas dentoalveolares,2020-11-01,0,0,2,1,0,0,0,8,2,2,0,0,0,0,15
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2020-11-01,0,0,0,1,0,1,6,9,1,1,0,0,0,0,19
PORONGO,atencion odontologica,trat. de fracturas dentoalveolares,2020-11-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
SUCRE,atencion odontologica,trat. de fracturas dentoalveolares,2020-11-01,0,0,1,0,1,0,16,19,5,0,0,0,0,0,42
TARIJA,atencion odontologica,trat. de fracturas dentoalveolares,2020-11-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
LA PAZ,atencion odontologica,trat. de fracturas dentoalveolares,2020-12-01,5,1,4,6,1,1,23,43,2,8,0,0,0,0,94
MONTERO,atencion odontologica,trat. de fracturas dentoalveolares,2020-12-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2020-12-01,0,0,0,0,0,0,9,9,0,1,0,0,0,0,19
POTOSI,atencion odontologica,trat. de fracturas dentoalveolares,2020-12-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SUCRE,atencion odontologica,trat. de fracturas dentoalveolares,2020-12-01,1,0,0,2,0,0,7,10,3,0,0,0,0,0,23
TARIJA,atencion odontologica,trat. de fracturas dentoalveolares,2020-12-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
TRINIDAD,atencion odontologica,trat. de fracturas dentoalveolares,2020-12-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
