,group,variable,month,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS FUERA,PENTAVALENTE 1RA DOSIS FUERA,TOTALES
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-01-01,0,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-01-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-01-01,15,7,2,2,26
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-01-01,0,0,1,1,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-01-01,0,1,0,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-01-01,0,0,0,1,1
TOTORA(ORR),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-01-01,1,0,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-01-01,0,1,15,7,23
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-01-01,1,0,0,0,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-01-01,0,0,1,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-01-01,2,3,0,0,5
YACO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-01-01,0,1,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-01-01,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,1,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,0,0,1,1
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,1,0,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,1,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,0,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,2,3,0,3,8
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,1,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,1,1,0,0,2
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,1,0,0,0,1
CORO CORO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,1,2,0,0,3
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,3,4,4,2,13
ESCOMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,0,1,0,1
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,1,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,2,1,0,0,3
MIZQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,0,1,0,1
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,3,1,1,0,5
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,1,14,11,26
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,1,0,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,1,2,0,1,4
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,2,0,0,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,1,0,1,0,2
PUNATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,0,1,1,2
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,2,1,0,1,4
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,3,3,2,3,11
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,3,1,0,0,4
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,7,5,0,0,12
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,1,0,0,1
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,1,0,0,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,1,1,0,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,1,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,1,0,0,1
TIAHUANACU,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,2,0,0,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,1,2,2,2,7
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,0,0,1,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,1,0,0,0,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-02-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,1,0,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,1,1,0,0,2
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,1,0,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,3,2,1,0,6
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,9,10,19
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,1,0,0,2,3
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,1,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,3,6,7,5,21
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,1,1,2
EUCALIPTUS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,0,1,1
EXALTACION,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,5,0,0,5
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,3,1,0,4
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,1,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,0,2,2
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,1,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,3,0,1,4
LAJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,1,0,0,1,2
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,0,1,1
MAPIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,2,0,0,2
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,1,0,1,2
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,1,0,0,1
POOPO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,1,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,3,3,2,0,8
PRESTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,1,0,1
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,1,1,2,4
QUIABAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,0,1,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,1,2,2,5
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,2,0,1,3
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,1,1,0,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,1,0,0,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,6,6,1,0,13
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,1,1,1,0,3
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,1,0,1,0,2
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,2,7,9,18
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,0,1,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,4,1,5
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,0,1,1
YANACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,1,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-03-01,0,0,0,1,1
APOLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,2,0,1,3
AYO AYO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,0,1,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,0,0,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,0,1,1
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,1,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,0,0,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,0,2,2
CHARAÑA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,1,1,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,1,1,0,2
CLIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,1,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,2,0,0,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,3,4,9,10,26
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,0,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,0,0,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,0,1,1
COROICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,0,1,0,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,3,5,8
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,6,3,27,25,61
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,0,0,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,3,2,0,6
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,1,0,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,0,1,1
HUACARAJE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,2,0,0,2
HUARINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,1,0,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,1,1,2
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,0,1,3,5
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,2,3,6,5,16
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,0,1,1
MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,0,1,1
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,0,1,1
MAPIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,1,0,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,2,0,2
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,1,4,4,10
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,0,2,3,6
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,1,1,2,5
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,1,0,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,1,0,1,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,1,3,4
REYES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,1,5,1,8
ROBORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,2,0,0,0,2
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,0,0,4,5
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,0,2,0,3
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,2,2,13,9,26
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,1,0,2,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,0,1,0,2
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,1,4,2,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,1,2,0,3
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,0,1,0,2
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,1,8,9
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,7,13,73,62,155
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,0,1,4,6
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,0,0,0,1
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,0,1,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,0,1,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,1,0,0,1
TACACOMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,0,1,1
TARACO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,0,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,2,0,2
TOLEDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,1,0,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,2,3,5,8,18
TUPIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,1,1,1,0,3
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2023-04-01,0,1,0,2,3
