,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,2,0,0,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,6,5,1,0,12
ESMERALDA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,2,1,0,0,3
HUACARAJE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,0,0,0,1
HUACARETA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,1,0,0,2
HUARINA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,0,0,1,1
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,0,0,1,1
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,0,0,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,0,1,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,4,2,0,0,6
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,2,2,0,4
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,10,9,0,0,19
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,44,31,8,3,86
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,0,2,2,4
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,1,0,0,1
MECAPACA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,0,1,2,3
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,3,0,1,2,6
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,4,4,2,2,12
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,1,0,1,2
OCURI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,1,0,0,2
OKINAWA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,1,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,10,16,5,1,32
PADCAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,0,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,2,1,1,1,5
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,2,1,0,1,4
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,1,0,0,2
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,1,0,0,2
POOPO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,0,0,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,0,0,0,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,0,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,1,1,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,6,6,5,2,19
PUCARANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,0,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,0,2,1,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,2,4,3,6,15
PUNA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,2,0,0,2
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,1,1,1,3
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,5,3,2,4,14
QUIME,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,0,1,0,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,2,0,0,0,2
REYES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,2,0,0,2
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,2,0,5,4,11
SACABA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,6,11,2,2,21
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,2,1,1,4
SACACA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,0,1,2,3
SAIPINA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,1,0,0,1
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,0,4,0,4
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,2,0,0,0,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,5,2,2,1,10
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,0,0,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,3,4,1,0,8
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,1,0,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,1,1,3,6
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,0,0,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,1,0,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,2,0,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,2,3,0,0,5
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,1,0,0,1
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,116,117,12,7,252
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,1,0,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,2,0,0,0,2
SENA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,0,0,4,4
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,2,2,1,1,6
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,2,0,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,2,2,0,0,4
SORATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,1,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,6,1,2,2,11
TACACOMA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,1,0,1,2
TARATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,2,0,0,0,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,3,7,0,0,10
TARVITA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,1,0,0,1
TIAHUANACU,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,1,0,0,1
TIPUANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,1,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,4,2,0,1,7
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,1,0,0,2
TOTORA(ORR),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,0,1,1,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,4,11,26,34,75
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,2,0,0,2
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,0,1,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,2,0,0,3
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,4,2,0,0,6
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,0,0,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,4,2,1,0,7
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,0,1,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,5,1,1,8
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,1,0,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,0,0,3,1,4
WALDO BALLIVIAN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,3,1,0,0,4
WARNES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,12,9,1,0,22
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,1,0,0,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,4,2,0,1,7
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-01-01,1,0,0,0,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,2,1,0,4
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,0,0,0,1
AIQUILE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,1,0,1
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,3,0,1,1,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,2,1,1,4
AYO AYO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,0,0,0,1
BOLIVAR,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,3,2,1,1,7
CABEZAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,2,0,2
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,0,1,1
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,1,0,1,2
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,2,0,0,0,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,2,1,0,1,4
CARAPARI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,1,0,1,2
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,1,1,0,2
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,2,2,4
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,2,0,2
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,3,0,1,4,8
CHIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,1,1,2
CHUMA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,0,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,2,3,0,0,5
COCAPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,32,20,3,7,62
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,2,2,1,6
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,1,1,1,3
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,0,1,0,2
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,1,0,0,2
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,3,0,0,4
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,4,2,5,2,13
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,2,1,2,6
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,2,1,0,0,3
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,15,21,12,10,58
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,0,0,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,1,0,1,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,4,0,0,0,4
GUANAY,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,0,1,1,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,1,6,15,22
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,0,1,1
HUACARAJE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,2,1,1,4
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,0,0,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,2,4,0,0,6
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,3,0,1,4
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,22,22,2,0,46
LICOMA PAMPA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,1,0,0,2
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,0,1,1
MACHARETI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,0,2,2
MAIRANA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,0,0,0,1
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,2,0,0,2
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,1,1,0,3
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,1,3,0,5
OCURI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
OKINAWA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,9,8,3,1,21
PADCAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,1,22,25,49
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,1,3,0,5
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,1,0,0,2
PAZÑA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,0,0,0,1
POCONA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,2,0,2
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,1,0,0,2
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,0,0,0,1
PORVENIR,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,4,6,0,2,12
PUCARANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,2,0,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,0,0,0,1
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,0,2,2
PUERTO SILES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,2,1,3
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,2,1,4,2,9
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,2,1,1,0,4
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,3,4,6,8,21
QUIME,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,1,0,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,2,1,3
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,3,0,0,4
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,2,1,3
SABAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,0,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,3,5,4,1,13
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,3,3,5,8,19
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,2,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,2,0,0,2
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,0,1,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,5,4,2,7,18
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,2,0,0,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,2,2,1,1,6
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2023-02-01,0,0,1,0,1
