,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,2,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,6,5,1,0,12
ESMERALDA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,2,0,0,2
HUACARAJE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,0,0,0,1
HUACARETA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,1,0,0,2
HUARINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,0,1,1
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,0,1,1
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,0,0,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,2,2,0,4
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,10,7,0,0,17
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,42,37,0,0,79
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,2,2,4
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,2,0,2
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,1,0,0,1
MECAPACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,1,2,3
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,3,0,1,2,6
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,4,6,1,3,14
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,1,0,1,2
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,1,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,15,18,4,0,37
PADCAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,0,0,1,2
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,3,1,3,8
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,2,1,0,1,4
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,1,0,0,2
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,1,0,0,2
POOPO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,0,0,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,0,0,0,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,1,1,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,6,6,5,2,19
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,3,1,4
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,0,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,2,4,3,6,15
PUNA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,2,0,0,2
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,1,0,1,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,5,3,2,4,14
QUIME,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,1,0,1
REYES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,2,1,0,0,3
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,2,0,0,3
ROBORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,1,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,0,6,4,11
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,5,11,2,2,20
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,2,0,2
SACACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,0,2,2,5
SAIPINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,1,0,0,1
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,4,0,4
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,2,0,0,0,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,3,2,3,4,12
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,0,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,0,0,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,3,4,1,0,8
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,1,0,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,3,3,2,9
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,0,0,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,1,0,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,1,1,0,3
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,2,3,1,0,6
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,1,0,0,1
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,124,132,13,8,277
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,1,0,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,2,0,1,1,4
SENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,0,4,4
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,4,2,1,1,8
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,2,0,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,3,2,0,0,5
SORATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,1,0,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,5,0,0,2,7
TACACOMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,1,0,1,2
TAPACARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,1,0,1
TARATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,2,0,0,0,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,5,9,0,0,14
TARVITA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,1,0,0,1
TIAHUANACU,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,1,0,0,1
TIPUANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,1,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,4,1,0,0,5
TOLATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,1,0,0,1
TOTORA(ORR),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,3,10,21,17,51
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,1,0,0,1
UNCIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,1,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,2,0,1,4
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,4,5,0,0,9
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,0,0,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,4,1,1,0,6
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,1,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,4,1,1,7
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,1,0,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,0,0,3,1,4
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,12,7,1,0,20
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,1,2,0,0,3
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-01-01,4,2,0,1,7
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,2,1,0,4
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,0,0,1
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,1,0,1
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,1,0,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,2,0,1,1,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,2,1,1,4
AYO AYO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,0,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,0,0,1
BOLIVAR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,1,1,2
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,2,0,2
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,0,1,1
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,1,0,1,2
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,2,0,0,0,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,2,1,0,0,3
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,2,1,0,0,3
CARAPARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,1,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,1,1,0,2
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,2,2,4
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,2,0,2
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,2,0,1,4,7
CHIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,0,0,1
CHUMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,1,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,2,2,0,0,4
COCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,36,14,4,8,62
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,3,2,1,7
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,2,2,1,1,6
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,1,0,2
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,1,0,0,1
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,1,0,0,2
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,1,0,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,1,0,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,3,0,0,4
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,3,2,4,7,16
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,2,1,2,6
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,2,0,0,0,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,16,21,8,8,53
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,0,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,1,0,1,3
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,3,0,0,0,3
GUANAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,1,1,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,1,8,18,27
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,2,1,1,4
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,0,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,2,4,0,0,6
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,3,0,1,4
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,25,28,2,0,55
LICOMA PAMPA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,1,0,0,2
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,0,1,1
MACHARETI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,1,0,0,1
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,2,0,0,2
MINEROS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,1,2,0,4
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,3,1,3,0,7
MORO MORO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,1,0,0,1
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,8,7,2,1,18
PADCAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,1,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,23,29,53
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,1,4,0,6
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,1,0,0,2
PAZÑA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,0,0,1
POCONA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,2,0,2
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,2,0,1,3
PORCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,0,0,1
PORVENIR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,6,4,0,2,12
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,2,0,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,0,0,1
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,0,2,2
PUERTO SILES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,2,1,3
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,2,1,4,2,9
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,2,1,1,0,4
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,3,4,6,8,21
QUIME,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,1,0,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,1,1,2
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,3,0,0,4
ROBORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,1,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,2,0,2
SABAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,3,3,4,1,11
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,1,0,0,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,1,1,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,4,7,7,19
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,3,0,1,1,5
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,2,0,0,2
