,group,variable,month,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,TOTALES
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,0,0,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,1,2,2,1,6
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,2,1,0,2,5
QUIME,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,0,0,1,1,2
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,2,0,0,0,2
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,0,0,3,0,3
SACABA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,2,1,0,1,4
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,2,2,6,10,20
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,0,0,1,1,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,0,3,1,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,1,0,0,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,0,0,0,1,1
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,20,34,2,2,58
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,0,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,0,1,1,1,3
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,0,1,0,1,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,0,1,0,1,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,1,2,0,1,4
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,1,0,0,0,1
TOLEDO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,1,0,0,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,1,0,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,2,4,14,26,46
UYUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,0,0,0,1,1
VACAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,0,0,1,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,1,3,0,1,5
WARNES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,0,2,1,0,3
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,1,0,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-01-01,0,1,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,3,0,0,0,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,0,0,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,0,1,0,2
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,0,1,0,1
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,0,1,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,0,0,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,0,6,2,8
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,0,2,2,4
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,5,5,2,1,13
COLOMI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,2,1,0,0,3
COTOCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,1,3,1,6
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,6,8,5,4,23
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,0,0,2,3
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,0,0,0,1
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,0,1,1,2
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,2,0,0,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,1,2,0,3
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,1,1,0,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,0,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,2,1,0,0,3
MECAPACA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,0,2,0,3
ORURO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,3,7,0,0,10
PAILON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,0,12,15,28
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,6,0,0,7
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,1,1,0,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,0,0,0,1
PUERTO SILES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,2,0,3,4,9
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,1,2,2,6
QUIME,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,0,3,1,5
SACABA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,4,2,1,7
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,0,1,0,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,1,6,10,18
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,0,1,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,0,3,0,3
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,3,0,2,5
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,15,4,1,1,21
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,0,1,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,0,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,1,0,0,2
SORATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,1,1,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,2,0,0,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,3,2,4,5,14
UYUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,2,1,1,4
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,2,0,0,3
VINTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,0,1,1,2
WARNES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,1,0,0,0,1
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,3,1,1,0,5
YANACACHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-02-01,0,1,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,1,0,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,1,0,1
ARQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,1,0,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,1,1,0,3,5
CALACOTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,1,0,0,0,1
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,1,0,1
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,0,1,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,1,0,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,2,0,0,0,2
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,1,1,2
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,3,2,5
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,1,0,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,0,1,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,1,0,0,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,8,3,1,2,14
COLOMI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,1,0,4,0,5
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,1,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,6,3,0,1,10
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,8,12,10,10,40
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,2,3,5
GUAQUI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,2,2,0,0,4
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,2,0,0,2
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,1,0,1,1,3
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,4,3,1,0,8
LAJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,1,0,0,0,1
LICOMA PAMPA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,1,0,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,2,1,3
MINEROS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,1,0,0,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,1,0,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,1,1,0,2
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,2,1,1,1,5
PAILON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,1,2,1,4
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,1,0,0,1
PAZÑA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,1,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,1,0,1,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,2,3,1,0,6
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,1,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,2,1,3,5,11
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,1,2,0,2,5
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,1,0,1
ROBORE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,0,1,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,1,1,1,0,3
SACABA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,1,1,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,1,0,2,1,4
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,1,1,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,1,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,19,11,4,4,38
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,1,0,0,0,1
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,1,0,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,1,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,1,1,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,1,0,0,1
TIAHUANACU,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,1,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,1,2,1,4
TOTORA(ORR),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,1,0,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,2,3,2,2,9
VACAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,0,1,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,0,2,2
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,1,1,2,4
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,1,0,1,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,1,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,3,0,0,3
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-03-01,0,0,1,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,1,1,0,0,2
ANTEQUERA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,0,0,1,0,1
ARANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,0,0,0,1,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,0,0,2,1,3
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,1,0,0,0,1
CALACOTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,0,0,1,0,1
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,1,0,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,1,0,0,1,2
CARANGAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,3,3,0,0,6
CARAPARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,0,0,1,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,0,0,1,2,3
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,0,0,3,2,5
CHUMA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,0,0,0,1,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,0,0,1,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,7,3,20,14,44
COLOMI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,0,0,1,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,0,1,0,2,3
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,0,0,0,1,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,0,0,0,1,1
COROICO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,0,0,0,1,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2023-04-01,0,4,5,5,14
