,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,3,5,3,5,16
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,146,114,4,6,270
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,6,2,2,5,15
COLLANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,1,0,0,2
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,4,0,1,5
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,2,0,0,4
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,0,1,0,3
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,4,0,2,7
COMANCHE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,0,1,1
COMARAPA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,2,0,0,3
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,4,2,0,8
COPACABANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,2,0,2
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,2,1,1,6
CORO CORO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,3,3,0,0,6
COROICO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,1,1,1,4
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,6,5,5,2,18
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,3,1,0,4
CULPINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,71,66,31,40,208
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,0,0,0,2
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,4,5,0,0,9
EL VILLAR,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,1,3,0,5
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,4,4,3,5,16
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,2,4,6
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,0,1,1
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,0,0,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
GUANAY,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,4,2,0,8
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,3,4,0,0,7
HUACARAJE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,0,0,0,1
HUACARETA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,0,0,0,1
HUACHACALLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,2,0,0,2
HUARINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,0,1,1
ICHOCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,1,0,1
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,0,0,0,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,3,4,0,4,11
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,4,5,0,0,9
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,6,8,0,0,14
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,13,10,1,1,25
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,112,117,1,0,230
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,1,0,0,3
LAJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,2,1,0,5
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,1,6,7
LLICA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,0,0,1,2
LURIBAY,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,1,0,0,2
MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,1,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,0,1,0,2
MALLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,2,3,5
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,3,2,1,1,7
MECAPACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,1,0,0,3
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,1,1,0,4
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,1,1,0,3
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,2,1,1,4
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,7,8,3,3,21
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,2,0,0,4
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,0,0,0,1
OKINAWA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,2,1,0,5
ORURO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,33,31,6,8,78
PADCAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,1,0,1,2
PAILON,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,4,4,2,8,18
PALCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,0,0,0,2
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,2,1,2,7
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,0,1,1,4
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,1,0,0,2
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,4,1,0,0,5
PAZÑA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,0,0,0,2
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,1,0,0,2
POCOATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,1,0,0,2
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,2,0,0,2
PORCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,0,0,0,2
POROMA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,2,0,1,5
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,5,7,0,1,13
POSTRER VALLE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,0,2,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,23,26,4,9,62
PRESTO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,0,1,1
PUCARANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,3,2,1,3,9
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,0,0,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,6,1,6,4,17
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,8,4,8,5,25
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,2,4,0,7
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,16,16,20,11,63
QUIME,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,0,1,1
REYES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,1,0,0,3
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,4,1,10,10,25
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,3,2,3,8
SABAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,20,12,5,10,47
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,0,0,0,1
SACACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,0,1,0,2
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,0,1,1
SAN AGUSTIN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,3,6,4,13
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,1,0,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,4,6,12,9,31
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,2,0,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,3,3,5,7,18
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,5,4,1,12
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,0,1,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,1,1,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,4,1,3,8
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,0,0,0,2
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,4,7,0,0,11
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,0,0,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,1,1,0,3
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,2,0,1,5
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,1,0,0,2
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,3,0,1,5
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,2,2,1,5
SAN PEDRO DE MACHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,1,0,1
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,2,0,0,4
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,263,255,15,9,542
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,5,2,0,0,7
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,1,0,1,3
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,0,1,0,2
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,3,3,0,0,6
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,2,4,1,7
SENA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,4,8,10,12,34
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,2,5,2,11
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,3,0,0,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,5,2,1,2,10
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,1,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,3,7,1,1,12
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,22,25,9,7,63
TACACOMA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,2,0,1,3
TARABUCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,1,0,1
TARACO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,19,23,3,2,47
TARVITA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,1,0,1
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,0,1,1
TIAHUANACU,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,0,0,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,1,0,1,2
TIPUANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,0,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,16,13,6,3,38
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,2,0,0,2
TOCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,0,1,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,19,18,60,58,155
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,0,0,1,2
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,5,3,8
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
URUBICHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,3,3,0,1,7
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,4,4,1,1,10
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,3,1,1,7
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,1,2,0,3
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,6,2,3,1,12
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,1,1,2,6
VINTO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,3,0,6,6,15
WALDO BALLIVIAN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,1,0,1,3
WARNES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,25,21,3,1,50
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,1,7,4,3,15
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,4,0,8,2,14
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,2,0,0,0,2
YOTALA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,1,0,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-01-01,0,0,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,4,3,1,1,9
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,5,2,0,2,9
AIQUILE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,1,0,0,1,2
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,1,2,0,0,3
APOLO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,0,0,1,0,1
ARANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,0,1,4,0,5
ARBIETO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,1,0,0,0,1
ARQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,1,1,0,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,6,2,0,0,8
AYATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,1,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,0,0,2,1,3
AZURDUY,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,0,0,0,1,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,1,0,0,0,1
BAURES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,2,1,0,0,3
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,0,0,3,1,4
BOYUIBE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,0,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,4,2,1,0,7
CABEZAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,0,1,4,0,5
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,0,1,0,0,1
CAJUATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,4,2,0,1,7
CAMARGO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,0,1,1,0,2
CAMIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,0,3,0,1,4
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,2,0,2,1,5
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,3,0,0,0,3
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,1,3,0,0,4
CARAPARI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,2,2,0,0,4
CARIPUYO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,0,0,0,2,2
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,0,0,3,0,3
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,3,0,3,0,6
CHAQUI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,1,0,0,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,3,0,3,2,8
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,0,3,0,0,3
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,1,2,0,3,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,7,9,1,0,17
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2023-02-01,0,0,1,0,1
