municipality,group,variable,month,Niños (as) de 6 meses a menor de 1 año con dosis única de vitamina A,TOTAL
CATACORA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,2,2
CHALLAPATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,52,52
CHAQUI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,1,1
CHARAGUA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,72,72
CHARAÑA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,3,3
CHAYANTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,19,19
CHIMORE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,36,36
CHIPAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,5,5
CHOQUE COTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,33,33
CHUMA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,17,17
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,10,10
CKOCHAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,30,30
CLIZA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,46,46
COBIJA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,82,82
COCAPATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,31,31
COCHABAMBA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,804,804
COIPASA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,2,2
COLCAPIRHUA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,95,95
"COLCHA ""K""",micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,12,12
COLLANA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,3,3
COLOMI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,36,36
COLPA BELGICA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,9,9
COLQUECHACA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,79,79
COLQUENCHA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,14,14
COLQUIRI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,51,51
COMANCHE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,3,3
COMARAPA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,30,30
COMBAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,3,3
CONCEPCION,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,66,66
COPACABANA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,26,26
CORIPATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,28,28
CORO CORO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,14,14
COROICO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,29,29
CORQUE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,7,7
COTAGAITA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,28,28
COTOCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,124,124
CUATRO CAÑADAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,38,38
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,6,6
CUEVO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,5,5
CULPINA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,27,27
CURAHUARA DE CARANGAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,6,6
CURVA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,3,3
DESAGUADERO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,7,7
EL ALTO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,1258,1258
EL CHORO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,9,9
EL PUENTE(STC),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,21,21
EL PUENTE(TJA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,24,24
EL TORNO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,110,110
EL VILLAR,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,1,1
ENTRE RIOS TRJ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,36,36
ENTRE RIOS CBBA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,56,56
ESCOMA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,4,4
EUCALIPTUS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,11,11
EUREKA (SANTOS MERCADO),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,4,4
EXALTACION,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,2,2
FERNANDEZ ALONSO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,17,17
FILADELFIA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,6,6
GENERAL SAAVEDRA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,23,23
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,22,22
GUANAY,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,29,29
GUAQUI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,8,8
GUAYARAMERIN,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,63,63
GUTIERREZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,32,32
HUACARETA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,17,17
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,5,5
HUANUNI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,49,49
HUARACAJE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,6,6
HUARINA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,14,14
HUAYLLAMARCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,9,9
HUMANATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,9,9
ICHOCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,13,13
ICLA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,14,14
INCAHUASI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,18,18
INGAVI (HUMAITA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,4,4
INQUISIVI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,22,22
IRUPANA (VILLA DE LANZA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,22,22
IXIAMAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,11,11
JESUS DE MACHACA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,19,19
LA ASUNTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,60,60
LA GUARDIA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,119,119
LA PAZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,1219,1219
LAGUNILLAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,7,7
LAJA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,13,13
LAS CARRERAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,9,9
LICOMA PAMPA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,10,10
LLALLAGUA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,82,82
LLICA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,3,3
LORETO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,15,15
LURIBAY,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,15,15
MACHACAMARCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,4,4
MACHARETI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,16,16
MAGDALENA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,27,27
MAIRANA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,14,14
MALLA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,4,4
MAPIRI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,17,17
MECAPACA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,14,14
MINEROS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,42,42
MIZQUE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,101,101
MOCOMOCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,12,12
MOJOCOYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,12,12
MONTEAGUDO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,40,40
MONTERO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,201,201
MORO MORO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,6,6
MOROCHATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,20,20
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,2,2
OCURI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,38,38
OKINAWA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,24,24
OMEREQUE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,15,15
ORURO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,494,494
PADCAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,29,29
PADILLA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,10,10
PAILON,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,28,28
PALCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,26,26
PALOS BLANCOS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,51,51
PAMPA AULLAGAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,6,6
PAMPA GRANDE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,18,18
PAPEL PAMPA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,9,9
PASORAPA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,9,9
PATACAMAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,27,27
PAZÑA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,9,9
PELECHUCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,6,6
POCOATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,30,30
POCONA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,26,26
POJO (CBBA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,25,25
POOPO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,10,10
PORCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,35,35
POROMA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,34,34
PORONGO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,21,21
PORTACHUELO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,26,26
PORVENIR,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,13,13
POSTRER VALLE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,4,4
POTOSI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,345,345
PRESTO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,10,10
PUCARA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,4,4
PUCARANI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,32,32
PUERTO ACOSTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,16,16
PUERTO CARABUCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,19,19
PUERTO GONZALO MORENO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,5,5
PUERTO PEREZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,12,12
PUERTO QUIJARRO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,15,15
PUERTO RICO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,11,11
PUERTO SILES,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,4,4
PUERTO SUAREZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,7,7
PUERTO VILLARROEL,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,28,28
PUNA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,26,26
PUNATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,63,63
QUIABAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,7,7
QUILLACOLLO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,97,97
QUIME,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,16,16
RAVELO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,34,34
REYES,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,26,26
RIBERALTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,343,343
ROBORE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,29,29
RURRENABAQUE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,35,35
SABAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,9,9
SACABA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,200,200
SACABAMBA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,15,15
SACACA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,28,28
SAIPINA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,11,11
SALINAS DE GARCI MENDOZA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,15,15
SAMAIPATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,11,11
SAN AGUSTIN,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,11,11
SAN ANDRES,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,17,17
SAN ANDRES DE MACHACA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,8,8
SAN ANTONIO DE LOMERIO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,31,31
SAN BENITO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,28,28
SAN BORJA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,75,75
SAN BUENA VENTURA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,15,15
SAN CARLOS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,43,43
SAN IGNACIO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,57,57
SAN IGNACIO DE VELASCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,120,120
SAN JAVIER(BNI),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,2,2
SAN JAVIER(STC),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,36,36
SAN JOAQUIN,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,6,6
SAN JOSE DE CHIQUITOS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,30,30
SAN JUAN DE YAPACANI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2011-01-01,15,15
