,group,variable,month,ANTIPOLIOMIELÍTICA 1RA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 1RA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 1RA DOSIS FUERA,ANTIPOLIOMIELÍTICA 1RA DOSIS FUERA,TOTALES
BELLA FLOR,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,0,1,1,2
BERMEJO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,42,31,2,0,75
BETANZOS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,19,13,4,8,44
BOLIVAR,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,2,3,2,5,12
BOLPEBRA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,1,0,0,1,2
BOYUIBE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,3,5,1,0,9
BUENA VISTA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,12,7,1,0,20
CABEZAS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,20,23,13,5,61
CAIROMA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,8,6,0,1,15
"CAIZA ""D""",vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,6,2,2,1,11
CAJUATA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,7,11,1,0,19
CALACOTO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,0,3,4,7
CALAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,10,7,3,3,23
CAMARGO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,11,9,1,0,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,3,0,0,3
CAMIRI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,30,27,4,2,63
CAPINOTA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,11,22,2,1,36
CAQUIAVIRI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,5,8,1,0,14
CARACOLLO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,12,10,2,2,26
CARANAVI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,43,38,2,2,85
CARAPARI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,16,13,3,1,33
CARIPUYO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,4,4,1,1,10
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,3,4,0,2,9
CATACORA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,0,2,0,2
CHACARILLA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,2,0,0,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,25,22,7,11,65
CHAQUI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,2,3,0,0,5
CHARAGUA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,16,10,5,11,42
CHARAÑA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,1,1,0,0,2
CHAYANTA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,7,10,2,2,21
CHIMORE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,16,24,0,1,41
CHIPAYA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,2,0,0,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,1,1,1,0,3
CHUA COCANI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,1,1,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,27,16,2,0,45
CHUMA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,5,2,2,2,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,4,6,1,0,11
CKOCHAS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,5,6,4,4,19
CLIZA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,12,13,2,2,29
COBIJA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,54,59,4,7,124
COCAPATA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,7,6,7,5,25
COCHABAMBA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,755,694,4,3,1456
COIPASA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,0,0,1,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,49,46,0,0,95
"COLCHA ""K""",vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,12,14,1,3,30
COLLANA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,4,2,0,0,6
COLOMI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,15,17,0,2,34
COLPA BELGICA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,3,5,2,2,12
COLQUECHACA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,25,18,8,8,59
COLQUENCHA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,10,4,0,0,14
COLQUIRI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,10,12,6,5,33
COMANCHE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,1,2,0,0,3
COMARAPA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,13,10,1,5,29
COMBAYA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,1,1,3,5
CONCEPCION,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,26,34,4,2,66
COPACABANA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,10,6,3,4,23
CORIPATA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,13,19,0,1,33
CORO CORO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,5,1,2,1,9
COROICO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,12,14,1,0,27
CORQUE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,4,0,1,0,5
COTAGAITA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,12,12,2,1,27
COTOCA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,63,72,1,3,139
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,14,18,4,0,36
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,2,1,1,1,5
CUEVO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,3,2,2,2,9
CULPINA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,5,6,6,2,19
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,1,1,0,0,2
CURVA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,1,1,3,5
DESAGUADERO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,7,7,2,2,18
EL ALTO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,838,809,159,154,1960
EL PUENTE(STC),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,5,6,0,1,12
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,7,5,2,4,18
EL TORNO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,42,39,14,8,103
EL VILLAR,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,4,0,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,15,13,10,3,41
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,39,37,4,4,84
ESCOMA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,2,2,1,2,7
EUCALIPTUS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,2,1,0,0,3
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,0,0,1,1
EXALTACION,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,3,0,2,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,13,5,3,0,21
FILADELFIA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,5,1,2,3,11
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,18,10,0,1,29
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,7,3,3,5,18
GUANAY,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,8,9,3,7,27
GUAQUI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,8,4,0,2,14
GUAYARAMERIN,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,44,48,2,0,94
GUTIERREZ,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,9,8,5,5,27
HUACARETA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,7,7,0,0,14
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,2,0,0,0,2
HUACHACALLA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,1,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,11,13,1,5,30
HUARACAJE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,4,1,0,0,5
HUARINA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,2,2,0,1,5
HUATAJATA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,1,1,0,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,1,0,0,1
HUMANATA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,3,6,3,12
ICHOCA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,4,3,3,2,12
ICLA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,4,4,3,1,12
INCAHUASI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,11,3,3,5,22
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,3,1,0,0,4
INQUISIVI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,8,10,0,2,20
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,6,13,1,0,20
IXIAMAS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,4,4,4,1,13
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,8,6,2,0,16
LA ASUNTA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,52,51,0,2,105
LA GUARDIA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,124,102,3,2,231
LA PAZ,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,646,678,4,3,1331
LAGUNILLAS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,6,4,3,0,13
LAJA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,19,17,3,3,42
LAS CARRERAS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,4,0,0,0,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,1,1,1,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,27,25,17,26,95
LLICA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,2,2,0,0,4
LORETO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,0,8,9,17
LURIBAY,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,7,5,1,3,16
MACHACAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,5,3,0,2,10
MACHARETI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,3,4,0,0,7
MAGDALENA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,8,6,1,2,17
MAIRANA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,16,17,0,0,33
MALLA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,0,3,2,5
MAPIRI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,16,13,0,0,29
MECAPACA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,10,7,3,2,22
MINEROS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,21,19,3,3,46
MIZQUE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,16,19,7,3,45
MOCOMOCO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,10,3,3,6,22
MOJOCOYA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,4,0,1,5
MONTEAGUDO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,20,11,2,1,34
MONTERO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,104,118,2,0,224
MORO MORO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,2,1,1,0,4
MOROCHATA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,3,3,3,5,14
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,2,3,3,8
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,1,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,2,0,0,2
OCURI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,4,14,4,8,30
OKINAWA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,10,15,1,3,29
OMEREQUE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,2,2,5,3,12
ORURO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,285,265,9,12,571
PADCAYA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,12,12,1,0,25
PADILLA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,6,6,1,0,13
PAILON,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,21,21,12,9,63
PALCA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,14,11,6,5,36
PALOS BLANCOS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,27,21,6,2,56
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,0,1,2,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,6,12,1,2,21
PAPEL PAMPA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,4,0,1,2,7
PASORAPA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,2,0,2,4
PATACAMAYA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,15,18,3,2,38
PAZÑA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,3,0,0,3
PELECHUCO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,3,7,2,3,15
POCOATA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,5,2,12,12,31
POCONA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,5,1,2,4,12
POJO (CBBA),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,7,10,0,0,17
POOPO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,3,2,1,0,6
PORCO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,8,12,1,5,26
POROMA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,6,5,4,5,20
PORONGO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,14,9,3,5,31
PORTACHUELO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,13,18,0,0,31
PORVENIR,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,5,6,6,17
POTOSI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,190,201,18,28,437
PRESTO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,3,2,5,1,11
PUCARA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,1,0,0,0,1
PUCARANI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,15,18,16,15,64
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,5,2,3,4,14
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,3,3,5,2,13
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,4,4,3,3,14
PUERTO PEREZ,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,2,3,0,0,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,14,11,0,0,25
PUERTO RICO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,12,9,1,2,24
PUERTO SILES,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,2,1,0,0,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,14,17,4,1,36
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,56,42,3,2,103
PUNA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,7,6,1,6,20
PUNATA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,28,32,2,0,62
QUIABAYA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,2,4,1,0,7
QUILLACOLLO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,127,97,41,37,302
QUIME,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,4,7,1,0,12
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,6,3,7,2,18
RAVELO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,5,3,6,4,18
REYES,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,6,5,3,2,16
RIBERALTA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,118,128,4,2,252
ROBORE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,18,12,0,0,30
RURRENABAQUE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,15,21,0,0,36
SABAYA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,1,3,0,0,4
SACABA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,160,142,4,2,308
SACABAMBA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,0,5,2,3,10
SACACA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,14,14,4,6,38
SAIPINA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,8,1,2,2,13
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,6,5,3,2,16
SAMAIPATA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,13,7,1,0,21
SAN AGUSTIN,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,1,1,0,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,8,9,1,1,19
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,4,4,5,7,20
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,1,0,2,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,1,5,2,1,9
SAN BENITO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,6,5,1,1,13
SAN BORJA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,58,47,0,2,107
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,6,7,1,1,15
SAN CARLOS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,13,14,1,2,30
SAN IGNACIO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,20,15,2,2,39
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,73,54,10,6,143
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,18,25,0,0,43
SAN JOAQUIN,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,3,3,0,0,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,18,18,25,27,88
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,5,6,5,0,16
SAN JULIAN,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,45,34,4,4,87
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,3,2,8,11,24
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,15,15,1,0,31
SAN LUCAS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2018-01-01,8,23,6,16,53
