,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,1,0,1,1,3
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,7,4,0,0,11
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,17,10,0,0,27
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,24,20,12,9,65
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,9,4,1,5,19
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,8,4,1,0,13
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,6,14,2,0,22
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,3,0,1,1,5
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,15,6,3,0,24
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,7,19,2,1,29
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,0,2,0,0,2
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,45,34,3,1,83
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,23,16,0,3,42
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,4,7,1,1,13
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,9,9,13,1,32
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,39,31,1,2,73
CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,0,2,0,0,2
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,16,10,3,3,32
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,4,5,1,2,12
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,6,3,1,2,12
CATACORA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,0,0,0,3,3
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,19,23,6,5,53
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,3,2,2,3,10
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,11,3,2,4,20
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,1,0,0,0,1
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,8,8,3,7,26
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,26,30,2,1,59
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,3,2,0,1,6
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,0,0,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,6,0,0,8
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,18,17,0,0,35
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,5,3,0,0,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,6,6,4,2,18
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,4,6,4,2,16
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,15,14,3,4,36
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,79,61,1,9,150
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,5,6,8,10,29
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,716,676,4,0,1396
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,38,40,0,1,79
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,7,8,0,1,16
COLLANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,1,0,0,0,1
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,13,13,0,2,28
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,9,2,2,15
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,20,18,6,9,53
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,10,4,0,0,14
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,12,16,2,3,33
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,14,18,1,3,36
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,0,0,0,2
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,36,24,9,9,78
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,6,4,3,2,15
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,15,15,0,0,30
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,4,3,1,5,13
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,7,8,1,2,18
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,3,1,2,1,7
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,14,9,1,8,32
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,83,78,0,2,163
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,0,0,1,1,2
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,18,11,1,2,32
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,1,0,0,1,2
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,5,0,0,7
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,6,9,0,1,16
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,1,0,1,4
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,0,2,0,0,2
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,4,0,0,6
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,764,711,163,163,1801
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,4,1,0,1,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,13,8,0,2,23
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,8,8,3,0,19
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,44,41,9,8,102
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,0,0,1,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,12,11,7,4,34
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,56,58,9,6,129
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,3,0,2,0,5
ESMERALDA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,0,0,1,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,1,7,0,0,8
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,0,0,0,1,1
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,1,0,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,7,7,3,4,21
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,1,3,2,1,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,7,8,0,0,15
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,3,6,2,3,14
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,12,7,2,2,23
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,3,3,0,0,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,44,42,2,0,88
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,4,7,9,7,27
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,7,10,2,1,20
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,0,0,0,2
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,0,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,14,15,3,3,35
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,0,3,0,0,3
HUARINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,1,1,0,4
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,1,0,1,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,1,1,0,0,2
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,1,0,1,6,8
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,3,1,2,1,7
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,5,4,1,3,13
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,3,4,0,4,11
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,0,2,0,0,2
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,4,2,2,10
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,14,8,2,3,27
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,6,2,1,11
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,6,7,0,2,15
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,39,40,0,0,79
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,135,128,4,1,268
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,642,645,4,10,1301
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,7,4,3,0,14
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,10,9,1,1,21
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,0,0,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,1,0,1,4
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,23,21,24,10,78
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,4,0,0,6
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,1,0,9,6,16
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,7,1,0,2,10
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,3,0,0,5
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,3,0,1,6
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,6,9,1,0,16
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,7,13,0,0,20
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,0,1,1,0,2
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,15,22,0,2,39
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,12,9,1,2,24
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,17,13,2,1,33
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,16,21,0,2,39
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,5,3,4,6,18
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,1,6,0,2,9
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,16,22,0,0,38
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,146,121,5,4,276
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,5,0,1,1,7
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,5,3,4,4,16
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,1,3,3,9
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,1,3,0,0,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,0,0,2,1,3
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,6,9,5,6,26
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,16,20,0,4,40
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,3,7,4,16
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,270,322,13,10,615
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,10,15,1,0,26
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,7,3,0,0,10
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,22,13,15,11,61
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,17,12,3,0,32
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,20,20,4,11,55
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,1,2,0,0,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,7,7,1,3,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,3,2,1,1,7
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,1,1,1,1,4
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,18,24,1,2,45
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,3,3,0,1,7
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,7,1,1,2,11
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,9,5,7,8,29
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,4,6,3,0,13
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,16,12,0,1,29
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,4,7,0,0,11
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,8,13,0,2,23
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,7,3,6,4,20
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,8,9,1,3,21
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,25,14,0,0,39
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,8,3,2,7,20
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,0,1,0,0,1
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,224,183,36,33,476
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,4,1,2,1,8
PUCARA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,1,0,1,0,2
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,16,12,6,13,47
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,0,1,1,4
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,4,4,2,1,11
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,1,7,1,3,12
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,3,2,0,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,11,14,0,0,25
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,5,4,2,1,12
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,16,11,0,1,28
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,54,49,5,6,114
PUNA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,6,9,6,8,29
PUNATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,24,39,4,5,72
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,1,1,1,0,3
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,97,114,46,37,294
QUIME,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,10,6,0,0,16
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,0,0,0,2
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,9,9,3,5,26
RAVELO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,5,3,3,2,13
REYES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,18,9,0,0,27
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,102,120,6,5,233
ROBORE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,19,13,0,0,32
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,23,12,0,0,35
SABAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,0,0,1,0,1
SACABA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,116,139,7,4,266
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,0,1,1,4
SACACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,7,9,6,5,27
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,6,2,0,0,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,3,7,0,3,13
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,8,4,0,0,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,1,0,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,10,5,1,2,18
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,0,0,0,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,1,1,0,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,1,5,1,2,9
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,9,6,0,1,16
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,48,46,2,0,96
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,12,7,0,0,19
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,23,20,0,1,44
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,23,31,1,3,58
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,72,56,11,11,150
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,0,0,0,2
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,15,19,0,0,34
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,3,1,1,0,5
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,17,12,22,22,73
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,11,7,2,1,21
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,51,45,11,10,117
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,4,2,4,5,15
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,18,15,0,1,34
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,13,9,11,4,37
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,18,24,2,1,45
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,10,11,2,1,24
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,1,3,2,1,7
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,4,15,0,0,19
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,14,17,3,6,40
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,3,2,1,1,7
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,2,4,0,3,9
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,4,5,1,2,12
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,3,2,1,3,9
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,13,8,0,0,21
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,17,13,3,3,36
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,1374,1344,31,20,2769
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,5,7,0,0,12
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-01-01,12,16,0,0,28
