,group,variable,month,BCG DENTRO,BCG DENTRO,BCG FUERA,BCG FUERA,TOTALES
CALACOTO,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,1,0,0,2
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2018-01-01,5,1,10,1,17
CAMARGO,vacunaciones en menores de 1 ano,bcg,2018-01-01,7,8,0,1,16
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2018-01-01,0,1,0,0,1
CAMIRI,vacunaciones en menores de 1 ano,bcg,2018-01-01,51,40,1,2,94
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2018-01-01,14,14,0,0,28
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,0,1,1
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2018-01-01,7,11,4,1,23
CARANAVI,vacunaciones en menores de 1 ano,bcg,2018-01-01,41,34,1,1,77
CARAPARI,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,3,1,1,5
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,0,2,1,5
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,4,1,1,8
CATACORA,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2018-01-01,30,23,5,8,66
CHAQUI,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,1,0,0,2
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2018-01-01,18,9,7,9,43
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,0,1,1
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,2,4,5,12
CHIMORE,vacunaciones en menores de 1 ano,bcg,2018-01-01,9,8,0,1,18
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2018-01-01,10,10,1,0,21
CHUMA,vacunaciones en menores de 1 ano,bcg,2018-01-01,3,0,2,5,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,3,2,2,7
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2018-01-01,6,0,3,2,11
CLIZA,vacunaciones en menores de 1 ano,bcg,2018-01-01,15,15,6,2,38
COBIJA,vacunaciones en menores de 1 ano,bcg,2018-01-01,76,74,1,1,152
COCAPATA,vacunaciones en menores de 1 ano,bcg,2018-01-01,6,3,4,8,21
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2018-01-01,946,864,5,5,1820
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2018-01-01,32,32,0,0,64
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2018-01-01,3,2,4,2,11
COLLANA,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,1,1,1,3
COLOMI,vacunaciones en menores de 1 ano,bcg,2018-01-01,8,9,5,6,28
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2018-01-01,5,3,0,0,8
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2018-01-01,8,15,13,11,47
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,0,5,6,13
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2018-01-01,3,1,16,13,33
COMANCHE,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,0,1,1
COMARAPA,vacunaciones en menores de 1 ano,bcg,2018-01-01,19,21,0,0,40
COMBAYA,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,1,2,0,3
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2018-01-01,22,19,5,2,48
COPACABANA,vacunaciones en menores de 1 ano,bcg,2018-01-01,13,6,1,1,21
CORIPATA,vacunaciones en menores de 1 ano,bcg,2018-01-01,10,8,0,0,18
CORO CORO,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,1,6,4,11
COROICO,vacunaciones en menores de 1 ano,bcg,2018-01-01,7,10,4,0,21
CORQUE,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,1,2,1,6
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2018-01-01,8,2,1,2,13
COTOCA,vacunaciones en menores de 1 ano,bcg,2018-01-01,58,54,0,1,113
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2018-01-01,14,10,3,3,30
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2018-01-01,2,1,0,0,3
CUEVO,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,3,0,0,4
CULPINA,vacunaciones en menores de 1 ano,bcg,2018-01-01,4,6,1,5,16
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,0,0,2,3
CURVA,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,1,4,0,6
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,4,4,2,10
EL ALTO,vacunaciones en menores de 1 ano,bcg,2018-01-01,813,800,52,59,1724
EL CHORO,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,0,0,1,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2018-01-01,7,4,1,2,14
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2018-01-01,0,2,2,3,7
EL TORNO,vacunaciones en menores de 1 ano,bcg,2018-01-01,37,43,0,2,82
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,2,0,2,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2018-01-01,10,5,1,5,21
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2018-01-01,34,26,1,0,61
ESCARA,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,1,0,1
ESCOMA,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,3,1,0,5
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,2,0,2
EXALTACION,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,0,1,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2018-01-01,11,5,1,0,17
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2018-01-01,3,2,0,0,5
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2018-01-01,6,13,1,0,20
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2018-01-01,2,3,3,1,9
GUANAY,vacunaciones en menores de 1 ano,bcg,2018-01-01,10,6,2,3,21
GUAQUI,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,0,5,1,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2018-01-01,43,31,1,0,75
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2018-01-01,3,9,1,0,13
HUACARETA,vacunaciones en menores de 1 ano,bcg,2018-01-01,6,2,0,0,8
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2018-01-01,2,0,1,0,3
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,1,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,bcg,2018-01-01,19,10,2,1,32
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,1,2,0,4
HUARINA,vacunaciones en menores de 1 ano,bcg,2018-01-01,3,1,1,1,6
HUATAJATA,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,0,0,2,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,1,1,0,3
HUMANATA,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,1,2,2,6
ICHOCA,vacunaciones en menores de 1 ano,bcg,2018-01-01,3,3,2,1,9
ICLA,vacunaciones en menores de 1 ano,bcg,2018-01-01,3,3,2,1,9
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2018-01-01,3,8,1,0,12
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,4,2,4,10
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2018-01-01,1,8,2,1,12
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,3,3,1,8
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,2,2,4,9
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2018-01-01,28,31,2,1,62
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2018-01-01,77,81,2,1,161
LA PAZ,vacunaciones en menores de 1 ano,bcg,2018-01-01,1108,554,47,55,1764
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,1,0,0,3
LAJA,vacunaciones en menores de 1 ano,bcg,2018-01-01,8,9,2,4,23
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,1,0,0,1
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,2,0,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2018-01-01,22,18,19,32,91
LLICA,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,0,0,0,2
LORETO,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,1,4,2,7
LURIBAY,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,5,3,3,11
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,1,1,0,3
MACHARETI,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,4,1,1,8
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2018-01-01,6,3,1,0,10
MAIRANA,vacunaciones en menores de 1 ano,bcg,2018-01-01,10,11,0,0,21
MALLA,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,1,0,1
MAPIRI,vacunaciones en menores de 1 ano,bcg,2018-01-01,16,10,1,0,27
MECAPACA,vacunaciones en menores de 1 ano,bcg,2018-01-01,8,6,3,6,23
MINEROS,vacunaciones en menores de 1 ano,bcg,2018-01-01,19,12,0,0,31
MIZQUE,vacunaciones en menores de 1 ano,bcg,2018-01-01,10,10,5,7,32
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2018-01-01,3,2,2,4,11
MOJINETE,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,0,0,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,4,0,2,8
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2018-01-01,26,19,0,0,45
MONTERO,vacunaciones en menores de 1 ano,bcg,2018-01-01,176,144,2,0,322
MORO MORO,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,2,0,2
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,0,6,6,14
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2018-01-01,0,1,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2018-01-01,0,2,0,0,2
OCURI,vacunaciones en menores de 1 ano,bcg,2018-01-01,3,6,11,7,27
OKINAWA,vacunaciones en menores de 1 ano,bcg,2018-01-01,4,7,4,0,15
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,1,1,4,6
ORURO,vacunaciones en menores de 1 ano,bcg,2018-01-01,382,368,3,5,758
PADCAYA,vacunaciones en menores de 1 ano,bcg,2018-01-01,5,2,0,2,9
PADILLA,vacunaciones en menores de 1 ano,bcg,2018-01-01,5,10,0,0,15
PAILON,vacunaciones en menores de 1 ano,bcg,2018-01-01,20,21,6,7,54
PALCA,vacunaciones en menores de 1 ano,bcg,2018-01-01,5,6,7,9,27
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2018-01-01,20,12,7,5,44
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,0,2,7,10
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2018-01-01,4,3,0,0,7
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2018-01-01,4,1,2,1,8
PASORAPA,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,1,0,1,3
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2018-01-01,20,16,4,1,41
PAZÑA,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,0,2,1,4
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,2,0,2
POCOATA,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,2,11,11,26
POCONA,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,1,1,2,6
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2018-01-01,7,7,0,0,14
POOPO,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,1,3,2,6
PORCO,vacunaciones en menores de 1 ano,bcg,2018-01-01,8,10,0,3,21
POROMA,vacunaciones en menores de 1 ano,bcg,2018-01-01,6,6,0,5,17
PORONGO,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,0,2,4,8
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2018-01-01,22,18,0,0,40
PORVENIR,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,0,9,3,14
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,2,0,0,3
POTOSI,vacunaciones en menores de 1 ano,bcg,2018-01-01,273,255,8,14,550
PRESTO,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,1,6,6,13
PUCARANI,vacunaciones en menores de 1 ano,bcg,2018-01-01,10,7,7,15,39
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,4,5,9
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,4,5,10,21
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,2,0,1,4
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,4,1,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2018-01-01,10,6,0,0,16
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2018-01-01,5,3,0,2,10
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2018-01-01,28,22,0,0,50
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2018-01-01,67,62,0,1,130
PUNA,vacunaciones en menores de 1 ano,bcg,2018-01-01,3,1,2,6,12
PUNATA,vacunaciones en menores de 1 ano,bcg,2018-01-01,31,31,3,1,66
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,0,1,2,5
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2018-01-01,133,121,10,4,268
QUIME,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,0,0,4,6
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,0,0,0,1
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,bcg,2018-01-01,7,9,6,0,22
RAVELO,vacunaciones en menores de 1 ano,bcg,2018-01-01,3,2,8,6,19
REYES,vacunaciones en menores de 1 ano,bcg,2018-01-01,8,8,2,2,20
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2018-01-01,115,140,1,1,257
ROBORE,vacunaciones en menores de 1 ano,bcg,2018-01-01,18,19,1,1,39
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2018-01-01,30,15,0,0,45
SABAYA,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,0,2,2
SACABA,vacunaciones en menores de 1 ano,bcg,2018-01-01,140,120,0,2,262
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,0,1,1,3
SACACA,vacunaciones en menores de 1 ano,bcg,2018-01-01,7,2,5,5,19
SAIPINA,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,0,1,1,4
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,5,1,2,9
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,5,0,0,6
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,3,1,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,5,2,0,9
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,3,0,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2018-01-01,3,7,0,1,11
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,6,1,2,11
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2018-01-01,53,39,4,9,105
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2018-01-01,13,11,4,3,31
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2018-01-01,12,12,1,1,26
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2018-01-01,17,12,4,4,37
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2018-01-01,72,68,6,10,156
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2018-01-01,0,1,0,0,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2018-01-01,21,15,0,0,36
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2018-01-01,4,0,2,0,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2018-01-01,24,19,22,17,82
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2018-01-01,4,4,0,2,10
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2018-01-01,27,31,3,3,64
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2018-01-01,6,2,5,3,16
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2018-01-01,7,5,0,0,12
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2018-01-01,20,7,5,2,34
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2018-01-01,12,20,2,1,35
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2018-01-01,6,8,0,0,14
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,0,0,2,3
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2018-01-01,3,7,0,0,10
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2018-01-01,11,4,7,3,25
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,1,2,2,6
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,1,0,0,3
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,1,1,2,5
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2018-01-01,6,1,4,4,15
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2018-01-01,9,11,1,3,24
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2018-01-01,18,17,1,0,36
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2018-01-01,2027,1843,11,9,3890
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2018-01-01,5,6,3,0,14
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2018-01-01,11,12,0,0,23
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,1,2,0,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,5,3,8
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,0,0,2,3
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,2,1,3
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,3,0,0,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,5,2,1,8
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2018-01-01,3,4,2,2,11
SENA,vacunaciones en menores de 1 ano,bcg,2018-01-01,9,7,1,0,17
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2018-01-01,12,20,0,2,34
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2018-01-01,5,3,2,6,16
SICAYA,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,4,0,2,7
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2018-01-01,25,13,0,0,38
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,2,1,0,3
SORACACHI,vacunaciones en menores de 1 ano,bcg,2018-01-01,3,2,0,0,5
SORATA,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,11,4,6,23
SUCRE,vacunaciones en menores de 1 ano,bcg,2018-01-01,288,310,15,8,621
TACACHI,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,0,1,1
TACACOMA,vacunaciones en menores de 1 ano,bcg,2018-01-01,6,3,1,2,12
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,0,2,0,3
TAPACARI,vacunaciones en menores de 1 ano,bcg,2018-01-01,15,13,11,7,46
TARABUCO,vacunaciones en menores de 1 ano,bcg,2018-01-01,13,6,2,1,22
TARACO,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,0,5,4,10
TARATA,vacunaciones en menores de 1 ano,bcg,2018-01-01,7,8,1,0,16
TARIJA,vacunaciones en menores de 1 ano,bcg,2018-01-01,257,257,0,0,514
TARVITA,vacunaciones en menores de 1 ano,bcg,2018-01-01,4,3,3,5,15
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2018-01-01,10,3,1,0,14
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,3,8,4,16
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2018-01-01,6,1,11,12,30
TIPUANI,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,1,1,0,4
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2018-01-01,52,35,9,7,103
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2018-01-01,9,10,4,3,26
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,0,2,2
TOCO,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,3,3,1,9
TOLATA,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,1,0,1,2
TOLEDO,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,1,0,1,2
TOMAVE,vacunaciones en menores de 1 ano,bcg,2018-01-01,3,1,5,4,13
TOMINA,vacunaciones en menores de 1 ano,bcg,2018-01-01,2,3,3,1,9
TORO TORO,vacunaciones en menores de 1 ano,bcg,2018-01-01,3,1,10,5,19
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2018-01-01,14,9,1,1,25
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2018-01-01,1,4,0,0,5
TRIGAL,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,1,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2018-01-01,160,131,0,0,291
TUPIZA,vacunaciones en menores de 1 ano,bcg,2018-01-01,36,45,3,1,85
TURCO,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,1,0,1
UMALA,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,0,4,4,9
UNCIA,vacunaciones en menores de 1 ano,bcg,2018-01-01,10,12,3,4,29
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2018-01-01,3,5,0,0,8
URUBICHA,vacunaciones en menores de 1 ano,bcg,2018-01-01,4,1,0,0,5
UYUNI,vacunaciones en menores de 1 ano,bcg,2018-01-01,27,29,3,4,63
VACAS,vacunaciones en menores de 1 ano,bcg,2018-01-01,1,0,8,5,14
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2018-01-01,16,19,0,0,35
VIACHA,vacunaciones en menores de 1 ano,bcg,2018-01-01,38,43,3,5,89
VILA VILA,vacunaciones en menores de 1 ano,bcg,2018-01-01,0,0,5,7,12
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2018-01-01,4,4,1,9,18
