municipality,group,variable,month,Restauraciones,TOTAL
COPACABANA,consultas odontologicas,restauraciones,2005-01-01,11,11
CORIPATA,consultas odontologicas,restauraciones,2005-01-01,4,4
CORO CORO,consultas odontologicas,restauraciones,2005-01-01,24,24
COROICO,consultas odontologicas,restauraciones,2005-01-01,188,188
CORQUE,consultas odontologicas,restauraciones,2005-01-01,4,4
CUATRO CAÑADAS,consultas odontologicas,restauraciones,2005-01-01,8,8
CULPINA,consultas odontologicas,restauraciones,2005-01-01,36,36
CURAHUARA DE CARANGAS,consultas odontologicas,restauraciones,2005-01-01,37,37
DESAGUADERO,consultas odontologicas,restauraciones,2005-01-01,17,17
EL ALTO,consultas odontologicas,restauraciones,2005-01-01,7582,7582
EL PUENTE(TJA),consultas odontologicas,restauraciones,2005-01-01,15,15
EL VILLAR,consultas odontologicas,restauraciones,2005-01-01,42,42
ENTRE RIOS,consultas odontologicas,restauraciones,2005-01-01,37,37
EUCALIPTUS,consultas odontologicas,restauraciones,2005-01-01,6,6
EUREKA (SANTOS MERCADO),consultas odontologicas,restauraciones,2005-01-01,3,3
FERNANDEZ ALONSO,consultas odontologicas,restauraciones,2005-01-01,32,32
FILADELFIA,consultas odontologicas,restauraciones,2005-01-01,13,13
GENERAL SAAVEDRA,consultas odontologicas,restauraciones,2005-01-01,58,58
GUANAY,consultas odontologicas,restauraciones,2005-01-01,25,25
GUAQUI,consultas odontologicas,restauraciones,2005-01-01,22,22
GUAYARAMERIN,consultas odontologicas,restauraciones,2005-01-01,77,77
GUTIERREZ,consultas odontologicas,restauraciones,2005-01-01,37,37
HUACHACALLA,consultas odontologicas,restauraciones,2005-01-01,2,2
HUANUNI,consultas odontologicas,restauraciones,2005-01-01,82,82
HUAYLLAMARCA,consultas odontologicas,restauraciones,2005-01-01,19,19
ICHOCA,consultas odontologicas,restauraciones,2005-01-01,19,19
ICLA,consultas odontologicas,restauraciones,2005-01-01,8,8
INQUISIVI,consultas odontologicas,restauraciones,2005-01-01,38,38
IRUPANA (VILLA DE LANZA),consultas odontologicas,restauraciones,2005-01-01,147,147
JESUS DE MACHACA,consultas odontologicas,restauraciones,2005-01-01,120,120
LA ASUNTA,consultas odontologicas,restauraciones,2005-01-01,97,97
LA PAZ,consultas odontologicas,restauraciones,2005-01-01,13577,13577
LAGUNILLAS,consultas odontologicas,restauraciones,2005-01-01,7,7
LAJA,consultas odontologicas,restauraciones,2005-01-01,12,12
LICOMA PAMPA,consultas odontologicas,restauraciones,2005-01-01,2,2
LLALLAGUA,consultas odontologicas,restauraciones,2005-01-01,116,116
LLICA,consultas odontologicas,restauraciones,2005-01-01,2,2
LURIBAY,consultas odontologicas,restauraciones,2005-01-01,1,1
MACHACAMARCA,consultas odontologicas,restauraciones,2005-01-01,24,24
MAIRANA,consultas odontologicas,restauraciones,2005-01-01,43,43
MAPIRI,consultas odontologicas,restauraciones,2005-01-01,57,57
MECAPACA,consultas odontologicas,restauraciones,2005-01-01,22,22
MIZQUE,consultas odontologicas,restauraciones,2005-01-01,6,6
MOCOMOCO,consultas odontologicas,restauraciones,2005-01-01,2,2
MOJOCOYA,consultas odontologicas,restauraciones,2005-01-01,23,23
MONTERO,consultas odontologicas,restauraciones,2005-01-01,272,272
MORO MORO,consultas odontologicas,restauraciones,2005-01-01,29,29
MOROCHATA,consultas odontologicas,restauraciones,2005-01-01,30,30
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,restauraciones,2005-01-01,7,7
ORURO,consultas odontologicas,restauraciones,2005-01-01,2044,2044
PADILLA,consultas odontologicas,restauraciones,2005-01-01,46,46
PAILON,consultas odontologicas,restauraciones,2005-01-01,21,21
PALCA,consultas odontologicas,restauraciones,2005-01-01,3,3
PALOS BLANCOS,consultas odontologicas,restauraciones,2005-01-01,26,26
PAMPA GRANDE,consultas odontologicas,restauraciones,2005-01-01,4,4
PAPEL PAMPA,consultas odontologicas,restauraciones,2005-01-01,19,19
PATACAMAYA,consultas odontologicas,restauraciones,2005-01-01,12,12
PAZÑA,consultas odontologicas,restauraciones,2005-01-01,18,18
POCOATA,consultas odontologicas,restauraciones,2005-01-01,26,26
POOPO,consultas odontologicas,restauraciones,2005-01-01,56,56
PORTACHUELO,consultas odontologicas,restauraciones,2005-01-01,146,146
PORVENIR,consultas odontologicas,restauraciones,2005-01-01,32,32
POSTRER VALLE,consultas odontologicas,restauraciones,2005-01-01,249,249
POTOSI,consultas odontologicas,restauraciones,2005-01-01,604,604
PRESTO,consultas odontologicas,restauraciones,2005-01-01,28,28
PUCARA,consultas odontologicas,restauraciones,2005-01-01,353,353
PUERTO ACOSTA,consultas odontologicas,restauraciones,2005-01-01,69,69
PUERTO CARABUCO,consultas odontologicas,restauraciones,2005-01-01,51,51
PUERTO GONZALO MORENO,consultas odontologicas,restauraciones,2005-01-01,13,13
PUERTO RICO,consultas odontologicas,restauraciones,2005-01-01,61,61
PUERTO VILLARROEL,consultas odontologicas,restauraciones,2005-01-01,45,45
PUNA,consultas odontologicas,restauraciones,2005-01-01,67,67
PUNATA,consultas odontologicas,restauraciones,2005-01-01,207,207
QUILLACOLLO,consultas odontologicas,restauraciones,2005-01-01,573,573
QUIME,consultas odontologicas,restauraciones,2005-01-01,42,42
RAVELO,consultas odontologicas,restauraciones,2005-01-01,1,1
RIBERALTA,consultas odontologicas,restauraciones,2005-01-01,142,142
ROBORE,consultas odontologicas,restauraciones,2005-01-01,122,122
SACABA,consultas odontologicas,restauraciones,2005-01-01,533,533
SACACA,consultas odontologicas,restauraciones,2005-01-01,40,40
SAIPINA,consultas odontologicas,restauraciones,2005-01-01,1,1
SAMAIPATA,consultas odontologicas,restauraciones,2005-01-01,138,138
SAN AGUSTIN,consultas odontologicas,restauraciones,2005-01-01,6,6
SAN BENITO,consultas odontologicas,restauraciones,2005-01-01,78,78
SAN BUENA VENTURA,consultas odontologicas,restauraciones,2005-01-01,17,17
SAN IGNACIO,consultas odontologicas,restauraciones,2005-01-01,150,150
SAN IGNACIO DE VELASCO,consultas odontologicas,restauraciones,2005-01-01,83,83
SAN JAVIER(STC),consultas odontologicas,restauraciones,2005-01-01,12,12
SAN JOAQUIN,consultas odontologicas,restauraciones,2005-01-01,14,14
SAN JOSE DE CHIQUITOS,consultas odontologicas,restauraciones,2005-01-01,52,52
SAN JULIAN,consultas odontologicas,restauraciones,2005-01-01,137,137
SAN LORENZO(PND),consultas odontologicas,restauraciones,2005-01-01,32,32
SAN LUCAS,consultas odontologicas,restauraciones,2005-01-01,30,30
SAN MIGUEL DE VELASCO,consultas odontologicas,restauraciones,2005-01-01,335,335
SAN PEDRO,consultas odontologicas,restauraciones,2005-01-01,24,24
SAN PEDRO DE BUENA VISTA,consultas odontologicas,restauraciones,2005-01-01,16,16
SAN PEDRO(PND),consultas odontologicas,restauraciones,2005-01-01,10,10
SAN RAFAEL,consultas odontologicas,restauraciones,2005-01-01,99,99
SAN RAMON,consultas odontologicas,restauraciones,2005-01-01,67,67
SAN RAMON,consultas odontologicas,restauraciones,2005-01-01,29,29
SANTA ANA,consultas odontologicas,restauraciones,2005-01-01,33,33
SANTA CRUZ DE LA SIERRA,consultas odontologicas,restauraciones,2005-01-01,55,55
SANTIAGO DE HUARI,consultas odontologicas,restauraciones,2005-01-01,82,82
SANTIVAÑES,consultas odontologicas,restauraciones,2005-01-01,70,70
SANTUARIO DE QUILLACAS,consultas odontologicas,restauraciones,2005-01-01,5,5
SAPAHAQUI,consultas odontologicas,restauraciones,2005-01-01,15,15
SENA,consultas odontologicas,restauraciones,2005-01-01,10,10
SICA SICA (VILLA AROMA),consultas odontologicas,restauraciones,2005-01-01,22,22
SOPACHUY,consultas odontologicas,restauraciones,2005-01-01,68,68
SORACACHI,consultas odontologicas,restauraciones,2005-01-01,2,2
SORATA,consultas odontologicas,restauraciones,2005-01-01,42,42
SUCRE,consultas odontologicas,restauraciones,2005-01-01,201,201
TACACOMA,consultas odontologicas,restauraciones,2005-01-01,23,23
TACOPAYA,consultas odontologicas,restauraciones,2005-01-01,62,62
TARABUCO,consultas odontologicas,restauraciones,2005-01-01,40,40
TARACO,consultas odontologicas,restauraciones,2005-01-01,14,14
TARIJA,consultas odontologicas,restauraciones,2005-01-01,909,909
TARVITA,consultas odontologicas,restauraciones,2005-01-01,22,22
TEOPONTE,consultas odontologicas,restauraciones,2005-01-01,10,10
TIAWANACU,consultas odontologicas,restauraciones,2005-01-01,61,61
TINGUIPAYA,consultas odontologicas,restauraciones,2005-01-01,14,14
TIPUANI,consultas odontologicas,restauraciones,2005-01-01,45,45
TIQUIPAYA,consultas odontologicas,restauraciones,2005-01-01,257,257
TIRAQUE (CBBA),consultas odontologicas,restauraciones,2005-01-01,291,291
TOLEDO,consultas odontologicas,restauraciones,2005-01-01,43,43
TOMAVE,consultas odontologicas,restauraciones,2005-01-01,5,5
TOMINA,consultas odontologicas,restauraciones,2005-01-01,23,23
TORO TORO,consultas odontologicas,restauraciones,2005-01-01,58,58
TRIGAL,consultas odontologicas,restauraciones,2005-01-01,52,52
TUPIZA,consultas odontologicas,restauraciones,2005-01-01,24,24
TURCO,consultas odontologicas,restauraciones,2005-01-01,10,10
UNCIA,consultas odontologicas,restauraciones,2005-01-01,157,157
UYUNI,consultas odontologicas,restauraciones,2005-01-01,87,87
VALLEGRANDE,consultas odontologicas,restauraciones,2005-01-01,286,286
VIACHA,consultas odontologicas,restauraciones,2005-01-01,173,173
VILA VILA,consultas odontologicas,restauraciones,2005-01-01,3,3
VILLA MONTES,consultas odontologicas,restauraciones,2005-01-01,122,122
VILLA NUEVA (LOMA ALTA),consultas odontologicas,restauraciones,2005-01-01,1,1
VILLA RIVERO,consultas odontologicas,restauraciones,2005-01-01,44,44
VILLA SERRANO,consultas odontologicas,restauraciones,2005-01-01,80,80
VILLA TUNARI,consultas odontologicas,restauraciones,2005-01-01,352,352
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,restauraciones,2005-01-01,181,181
YACUIBA,consultas odontologicas,restauraciones,2005-01-01,345,345
YAMPARAEZ,consultas odontologicas,restauraciones,2005-01-01,1,1
YANACACHI,consultas odontologicas,restauraciones,2005-01-01,17,17
YOCALLA,consultas odontologicas,restauraciones,2005-01-01,16,16
YOTALA,consultas odontologicas,restauraciones,2005-01-01,30,30
ZUDAÑEZ,consultas odontologicas,restauraciones,2005-01-01,25,25
ACHACACHI,consultas odontologicas,restauraciones,2005-02-01,62,62
AIQUILE,consultas odontologicas,restauraciones,2005-02-01,78,78
ALCALA,consultas odontologicas,restauraciones,2005-02-01,16,16
ARAMPAMPA,consultas odontologicas,restauraciones,2005-02-01,1,1
ARANI,consultas odontologicas,restauraciones,2005-02-01,38,38
ARQUE,consultas odontologicas,restauraciones,2005-02-01,73,73
AYATA,consultas odontologicas,restauraciones,2005-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,restauraciones,2005-02-01,74,74
AZURDUY,consultas odontologicas,restauraciones,2005-02-01,82,82
BERMEJO,consultas odontologicas,restauraciones,2005-02-01,101,101
BETANZOS,consultas odontologicas,restauraciones,2005-02-01,19,19
BOLIVAR,consultas odontologicas,restauraciones,2005-02-01,25,25
BOYUIBE,consultas odontologicas,restauraciones,2005-02-01,75,75
CABEZAS,consultas odontologicas,restauraciones,2005-02-01,18,18
CAIROMA,consultas odontologicas,restauraciones,2005-02-01,2,2
"CAIZA ""D""",consultas odontologicas,restauraciones,2005-02-01,9,9
CAJUATA,consultas odontologicas,restauraciones,2005-02-01,12,12
CALACOTO,consultas odontologicas,restauraciones,2005-02-01,2,2
CALAMARCA,consultas odontologicas,restauraciones,2005-02-01,16,16
CAMARGO,consultas odontologicas,restauraciones,2005-02-01,114,114
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,restauraciones,2005-02-01,30,30
CAMIRI,consultas odontologicas,restauraciones,2005-02-01,206,206
CAQUIAVIRI,consultas odontologicas,restauraciones,2005-02-01,5,5
CARACOLLO,consultas odontologicas,restauraciones,2005-02-01,13,13
CARANAVI,consultas odontologicas,restauraciones,2005-02-01,38,38
CARAPARI,consultas odontologicas,restauraciones,2005-02-01,33,33
CHALLAPATA,consultas odontologicas,restauraciones,2005-02-01,82,82
CHAQUI,consultas odontologicas,restauraciones,2005-02-01,10,10
CHARAGUA,consultas odontologicas,restauraciones,2005-02-01,55,55
CHARAÑA,consultas odontologicas,restauraciones,2005-02-01,2,2
CHAYANTA,consultas odontologicas,restauraciones,2005-02-01,56,56
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,restauraciones,2005-02-01,61,61
CHUMA,consultas odontologicas,restauraciones,2005-02-01,16,16
COBIJA,consultas odontologicas,restauraciones,2005-02-01,152,152
COCHABAMBA,consultas odontologicas,restauraciones,2005-02-01,4144,4144
COLCAPIRHUA,consultas odontologicas,restauraciones,2005-02-01,46,46
"COLCHA ""K""",consultas odontologicas,restauraciones,2005-02-01,3,3
COLOMI,consultas odontologicas,restauraciones,2005-02-01,63,63
COLQUECHACA,consultas odontologicas,restauraciones,2005-02-01,12,12
COMARAPA,consultas odontologicas,restauraciones,2005-02-01,153,153
CONCEPCION,consultas odontologicas,restauraciones,2005-02-01,37,37
COPACABANA,consultas odontologicas,restauraciones,2005-02-01,32,32
CORO CORO,consultas odontologicas,restauraciones,2005-02-01,6,6
COROICO,consultas odontologicas,restauraciones,2005-02-01,117,117
CORQUE,consultas odontologicas,restauraciones,2005-02-01,2,2
CUATRO CAÑADAS,consultas odontologicas,restauraciones,2005-02-01,8,8
CULPINA,consultas odontologicas,restauraciones,2005-02-01,47,47
CURAHUARA DE CARANGAS,consultas odontologicas,restauraciones,2005-02-01,36,36
DESAGUADERO,consultas odontologicas,restauraciones,2005-02-01,10,10
EL ALTO,consultas odontologicas,restauraciones,2005-02-01,6833,6833
EL PUENTE(TJA),consultas odontologicas,restauraciones,2005-02-01,12,12
EL VILLAR,consultas odontologicas,restauraciones,2005-02-01,21,21
EUCALIPTUS,consultas odontologicas,restauraciones,2005-02-01,20,20
FERNANDEZ ALONSO,consultas odontologicas,restauraciones,2005-02-01,30,30
FILADELFIA,consultas odontologicas,restauraciones,2005-02-01,33,33
GENERAL SAAVEDRA,consultas odontologicas,restauraciones,2005-02-01,43,43
GUANAY,consultas odontologicas,restauraciones,2005-02-01,56,56
GUAQUI,consultas odontologicas,restauraciones,2005-02-01,25,25
GUAYARAMERIN,consultas odontologicas,restauraciones,2005-02-01,81,81
GUTIERREZ,consultas odontologicas,restauraciones,2005-02-01,62,62
HUACHACALLA,consultas odontologicas,restauraciones,2005-02-01,2,2
HUANUNI,consultas odontologicas,restauraciones,2005-02-01,109,109
HUAYLLAMARCA,consultas odontologicas,restauraciones,2005-02-01,31,31
ICHOCA,consultas odontologicas,restauraciones,2005-02-01,15,15
ICLA,consultas odontologicas,restauraciones,2005-02-01,60,60
INCAHUASI,consultas odontologicas,restauraciones,2005-02-01,6,6
INGAVI (HUMAITA),consultas odontologicas,restauraciones,2005-02-01,9,9
INQUISIVI,consultas odontologicas,restauraciones,2005-02-01,30,30
IRUPANA (VILLA DE LANZA),consultas odontologicas,restauraciones,2005-02-01,112,112
IXIAMAS,consultas odontologicas,restauraciones,2005-02-01,52,52
JESUS DE MACHACA,consultas odontologicas,restauraciones,2005-02-01,89,89
LA ASUNTA,consultas odontologicas,restauraciones,2005-02-01,70,70
LA PAZ,consultas odontologicas,restauraciones,2005-02-01,10641,10641
LAGUNILLAS,consultas odontologicas,restauraciones,2005-02-01,26,26
LAJA,consultas odontologicas,restauraciones,2005-02-01,32,32
LLALLAGUA,consultas odontologicas,restauraciones,2005-02-01,79,79
LLICA,consultas odontologicas,restauraciones,2005-02-01,5,5
LURIBAY,consultas odontologicas,restauraciones,2005-02-01,2,2
MACHACAMARCA,consultas odontologicas,restauraciones,2005-02-01,20,20
MAIRANA,consultas odontologicas,restauraciones,2005-02-01,52,52
MAPIRI,consultas odontologicas,restauraciones,2005-02-01,76,76
MECAPACA,consultas odontologicas,restauraciones,2005-02-01,11,11
MINEROS,consultas odontologicas,restauraciones,2005-02-01,13,13
MIZQUE,consultas odontologicas,restauraciones,2005-02-01,69,69
MOCOMOCO,consultas odontologicas,restauraciones,2005-02-01,4,4
MOJOCOYA,consultas odontologicas,restauraciones,2005-02-01,21,21
MONTEAGUDO,consultas odontologicas,restauraciones,2005-02-01,64,64
MONTERO,consultas odontologicas,restauraciones,2005-02-01,350,350
MOROCHATA,consultas odontologicas,restauraciones,2005-02-01,44,44
OCURI,consultas odontologicas,restauraciones,2005-02-01,15,15
OMEREQUE,consultas odontologicas,restauraciones,2005-02-01,28,28
ORURO,consultas odontologicas,restauraciones,2005-02-01,1497,1497
PADILLA,consultas odontologicas,restauraciones,2005-02-01,46,46
PAILON,consultas odontologicas,restauraciones,2005-02-01,16,16
PALCA,consultas odontologicas,restauraciones,2005-02-01,16,16
PALOS BLANCOS,consultas odontologicas,restauraciones,2005-02-01,13,13
PAMPA AULLAGAS,consultas odontologicas,restauraciones,2005-02-01,3,3
PAMPA GRANDE,consultas odontologicas,restauraciones,2005-02-01,2,2
PAPEL PAMPA,consultas odontologicas,restauraciones,2005-02-01,34,34
PATACAMAYA,consultas odontologicas,restauraciones,2005-02-01,9,9
PAZÑA,consultas odontologicas,restauraciones,2005-02-01,22,22
POCOATA,consultas odontologicas,restauraciones,2005-02-01,11,11
POOPO,consultas odontologicas,restauraciones,2005-02-01,53,53
PORTACHUELO,consultas odontologicas,restauraciones,2005-02-01,139,139
PORVENIR,consultas odontologicas,restauraciones,2005-02-01,31,31
POSTRER VALLE,consultas odontologicas,restauraciones,2005-02-01,16,16
POTOSI,consultas odontologicas,restauraciones,2005-02-01,608,608
PRESTO,consultas odontologicas,restauraciones,2005-02-01,9,9
PUCARA,consultas odontologicas,restauraciones,2005-02-01,109,109
PUERTO ACOSTA,consultas odontologicas,restauraciones,2005-02-01,89,89
PUERTO CARABUCO,consultas odontologicas,restauraciones,2005-02-01,43,43
PUERTO GONZALO MORENO,consultas odontologicas,restauraciones,2005-02-01,25,25
PUERTO RICO,consultas odontologicas,restauraciones,2005-02-01,41,41
PUERTO SILES,consultas odontologicas,restauraciones,2005-02-01,59,59
PUERTO VILLARROEL,consultas odontologicas,restauraciones,2005-02-01,70,70
PUNA,consultas odontologicas,restauraciones,2005-02-01,83,83
PUNATA,consultas odontologicas,restauraciones,2005-02-01,97,97
QUILLACOLLO,consultas odontologicas,restauraciones,2005-02-01,543,543
QUIME,consultas odontologicas,restauraciones,2005-02-01,64,64
QUIRUSILLAS,consultas odontologicas,restauraciones,2005-02-01,3,3
RAVELO,consultas odontologicas,restauraciones,2005-02-01,29,29
RIBERALTA,consultas odontologicas,restauraciones,2005-02-01,19,19
ROBORE,consultas odontologicas,restauraciones,2005-02-01,111,111
SACABA,consultas odontologicas,restauraciones,2005-02-01,427,427
SACACA,consultas odontologicas,restauraciones,2005-02-01,10,10
SAIPINA,consultas odontologicas,restauraciones,2005-02-01,25,25
SALINAS DE GARCI MENDOZA,consultas odontologicas,restauraciones,2005-02-01,5,5
SAMAIPATA,consultas odontologicas,restauraciones,2005-02-01,128,128
SAN AGUSTIN,consultas odontologicas,restauraciones,2005-02-01,6,6
SAN BUENA VENTURA,consultas odontologicas,restauraciones,2005-02-01,43,43
SAN IGNACIO,consultas odontologicas,restauraciones,2005-02-01,51,51
SAN IGNACIO DE VELASCO,consultas odontologicas,restauraciones,2005-02-01,203,203
SAN JAVIER(STC),consultas odontologicas,restauraciones,2005-02-01,8,8
SAN JOAQUIN,consultas odontologicas,restauraciones,2005-02-01,34,34
SAN JOSE DE CHIQUITOS,consultas odontologicas,restauraciones,2005-02-01,16,16
SAN JULIAN,consultas odontologicas,restauraciones,2005-02-01,88,88
SAN LORENZO(PND),consultas odontologicas,restauraciones,2005-02-01,5,5
SAN LUCAS,consultas odontologicas,restauraciones,2005-02-01,24,24
SAN MIGUEL DE VELASCO,consultas odontologicas,restauraciones,2005-02-01,129,129
SAN PEDRO,consultas odontologicas,restauraciones,2005-02-01,45,45
SAN PEDRO DE BUENA VISTA,consultas odontologicas,restauraciones,2005-02-01,8,8
SAN PEDRO DE CURAHUARA,consultas odontologicas,restauraciones,2005-02-01,7,7
SAN PEDRO(PND),consultas odontologicas,restauraciones,2005-02-01,3,3
SAN RAFAEL,consultas odontologicas,restauraciones,2005-02-01,33,33
SAN RAMON,consultas odontologicas,restauraciones,2005-02-01,52,52
SAN RAMON,consultas odontologicas,restauraciones,2005-02-01,7,7
SANTA CRUZ DE LA SIERRA,consultas odontologicas,restauraciones,2005-02-01,367,367
SANTIAGO DE CALLAPA,consultas odontologicas,restauraciones,2005-02-01,7,7
SANTIAGO DE HUARI,consultas odontologicas,restauraciones,2005-02-01,49,49
SANTIAGO DE MACHACA,consultas odontologicas,restauraciones,2005-02-01,4,4
SANTUARIO DE QUILLACAS,consultas odontologicas,restauraciones,2005-02-01,5,5
SAPAHAQUI,consultas odontologicas,restauraciones,2005-02-01,30,30
SENA,consultas odontologicas,restauraciones,2005-02-01,27,27
SICA SICA (VILLA AROMA),consultas odontologicas,restauraciones,2005-02-01,11,11
SOPACHUY,consultas odontologicas,restauraciones,2005-02-01,55,55
SORACACHI,consultas odontologicas,restauraciones,2005-02-01,3,3
SORATA,consultas odontologicas,restauraciones,2005-02-01,1,1
SUCRE,consultas odontologicas,restauraciones,2005-02-01,25,25
TACACOMA,consultas odontologicas,restauraciones,2005-02-01,8,8
TACOPAYA,consultas odontologicas,restauraciones,2005-02-01,58,58
TARABUCO,consultas odontologicas,restauraciones,2005-02-01,23,23
TARACO,consultas odontologicas,restauraciones,2005-02-01,6,6
TARIJA,consultas odontologicas,restauraciones,2005-02-01,916,916
TARVITA,consultas odontologicas,restauraciones,2005-02-01,2,2
TEOPONTE,consultas odontologicas,restauraciones,2005-02-01,21,21
TIAWANACU,consultas odontologicas,restauraciones,2005-02-01,56,56
TINGUIPAYA,consultas odontologicas,restauraciones,2005-02-01,10,10
TIPUANI,consultas odontologicas,restauraciones,2005-02-01,23,23
TIQUIPAYA,consultas odontologicas,restauraciones,2005-02-01,178,178
TIRAQUE (CBBA),consultas odontologicas,restauraciones,2005-02-01,136,136
TOLEDO,consultas odontologicas,restauraciones,2005-02-01,37,37
TOMAVE,consultas odontologicas,restauraciones,2005-02-01,1,1
TOMINA,consultas odontologicas,restauraciones,2005-02-01,35,35
TORO TORO,consultas odontologicas,restauraciones,2005-02-01,39,39
TRIGAL,consultas odontologicas,restauraciones,2005-02-01,70,70
TURCO,consultas odontologicas,restauraciones,2005-02-01,2,2
UMALA,consultas odontologicas,restauraciones,2005-02-01,4,4
UNCIA,consultas odontologicas,restauraciones,2005-02-01,155,155
UYUNI,consultas odontologicas,restauraciones,2005-02-01,95,95
VALLEGRANDE,consultas odontologicas,restauraciones,2005-02-01,53,53
VIACHA,consultas odontologicas,restauraciones,2005-02-01,211,211
VILA VILA,consultas odontologicas,restauraciones,2005-02-01,11,11
VILLA MONTES,consultas odontologicas,restauraciones,2005-02-01,75,75
VILLA RIVERO,consultas odontologicas,restauraciones,2005-02-01,31,31
VILLA SERRANO,consultas odontologicas,restauraciones,2005-02-01,78,78
VILLA TUNARI,consultas odontologicas,restauraciones,2005-02-01,355,355
YACUIBA,consultas odontologicas,restauraciones,2005-02-01,356,356
YANACACHI,consultas odontologicas,restauraciones,2005-02-01,1,1
YOCALLA,consultas odontologicas,restauraciones,2005-02-01,3,3
YOTALA,consultas odontologicas,restauraciones,2005-02-01,22,22
YUNCHARA,consultas odontologicas,restauraciones,2005-02-01,11,11
ZUDAÑEZ,consultas odontologicas,restauraciones,2005-02-01,29,29
ACACIO,consultas odontologicas,restauraciones,2005-03-01,3,3
ACHACACHI,consultas odontologicas,restauraciones,2005-03-01,29,29
ACHOCALLA,consultas odontologicas,restauraciones,2005-03-01,6,6
AIQUILE,consultas odontologicas,restauraciones,2005-03-01,152,152
ALALAY,consultas odontologicas,restauraciones,2005-03-01,34,34
ALCALA,consultas odontologicas,restauraciones,2005-03-01,18,18
ANDAMARCA,consultas odontologicas,restauraciones,2005-03-01,2,2
APOLO,consultas odontologicas,restauraciones,2005-03-01,23,23
ARAMPAMPA,consultas odontologicas,restauraciones,2005-03-01,19,19
ARANI,consultas odontologicas,restauraciones,2005-03-01,40,40
ARQUE,consultas odontologicas,restauraciones,2005-03-01,99,99
AYATA,consultas odontologicas,restauraciones,2005-03-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,restauraciones,2005-03-01,104,104
AZURDUY,consultas odontologicas,restauraciones,2005-03-01,63,63
BERMEJO,consultas odontologicas,restauraciones,2005-03-01,107,107
BETANZOS,consultas odontologicas,restauraciones,2005-03-01,16,16
BOLIVAR,consultas odontologicas,restauraciones,2005-03-01,24,24
