municipality,group,variable,month,Periodoncias,TOTAL
INQUISIVI,consultas odontologicas,periodoncias,2005-01-01,16,16
IXIAMAS,consultas odontologicas,periodoncias,2005-01-01,22,22
LA PAZ,consultas odontologicas,periodoncias,2005-01-01,1306,1306
LAGUNILLAS,consultas odontologicas,periodoncias,2005-01-01,2,2
LLALLAGUA,consultas odontologicas,periodoncias,2005-01-01,13,13
MAPIRI,consultas odontologicas,periodoncias,2005-01-01,10,10
MIZQUE,consultas odontologicas,periodoncias,2005-01-01,32,32
MOJOCOYA,consultas odontologicas,periodoncias,2005-01-01,4,4
MOROCHATA,consultas odontologicas,periodoncias,2005-01-01,36,36
ORURO,consultas odontologicas,periodoncias,2005-01-01,59,59
PADILLA,consultas odontologicas,periodoncias,2005-01-01,32,32
PALOS BLANCOS,consultas odontologicas,periodoncias,2005-01-01,4,4
POCOATA,consultas odontologicas,periodoncias,2005-01-01,12,12
POOPO,consultas odontologicas,periodoncias,2005-01-01,1,1
PUCARANI,consultas odontologicas,periodoncias,2005-01-01,5,5
PUERTO PEREZ,consultas odontologicas,periodoncias,2005-01-01,1,1
PUERTO RICO,consultas odontologicas,periodoncias,2005-01-01,2,2
PUNA,consultas odontologicas,periodoncias,2005-01-01,7,7
PUNATA,consultas odontologicas,periodoncias,2005-01-01,26,26
QUILLACOLLO,consultas odontologicas,periodoncias,2005-01-01,20,20
SACABA,consultas odontologicas,periodoncias,2005-01-01,83,83
SAN BUENA VENTURA,consultas odontologicas,periodoncias,2005-01-01,4,4
SAN IGNACIO,consultas odontologicas,periodoncias,2005-01-01,7,7
SAN LORENZO(PND),consultas odontologicas,periodoncias,2005-01-01,73,73
SAN LUCAS,consultas odontologicas,periodoncias,2005-01-01,17,17
SAN PEDRO DE BUENA VISTA,consultas odontologicas,periodoncias,2005-01-01,12,12
SANTA ANA,consultas odontologicas,periodoncias,2005-01-01,50,50
SANTA CRUZ DE LA SIERRA,consultas odontologicas,periodoncias,2005-01-01,1,1
SANTIVAÑES,consultas odontologicas,periodoncias,2005-01-01,3,3
SAPAHAQUI,consultas odontologicas,periodoncias,2005-01-01,17,17
SENA,consultas odontologicas,periodoncias,2005-01-01,2,2
SORATA,consultas odontologicas,periodoncias,2005-01-01,4,4
SUCRE,consultas odontologicas,periodoncias,2005-01-01,26,26
TACOPAYA,consultas odontologicas,periodoncias,2005-01-01,13,13
TARABUCO,consultas odontologicas,periodoncias,2005-01-01,1,1
TARIJA,consultas odontologicas,periodoncias,2005-01-01,87,87
TARVITA,consultas odontologicas,periodoncias,2005-01-01,4,4
TEOPONTE,consultas odontologicas,periodoncias,2005-01-01,3,3
TIQUIPAYA,consultas odontologicas,periodoncias,2005-01-01,10,10
TIRAQUE (CBBA),consultas odontologicas,periodoncias,2005-01-01,30,30
TITO YUPANQUI (PARQUIPUJIO),consultas odontologicas,periodoncias,2005-01-01,1,1
TOMINA,consultas odontologicas,periodoncias,2005-01-01,8,8
UNCIA,consultas odontologicas,periodoncias,2005-01-01,10,10
VILA VILA,consultas odontologicas,periodoncias,2005-01-01,1,1
VILLA RIVERO,consultas odontologicas,periodoncias,2005-01-01,1,1
VILLA SERRANO,consultas odontologicas,periodoncias,2005-01-01,3,3
VILLA TUNARI,consultas odontologicas,periodoncias,2005-01-01,106,106
YACUIBA,consultas odontologicas,periodoncias,2005-01-01,7,7
YAMPARAEZ,consultas odontologicas,periodoncias,2005-01-01,1,1
YOTALA,consultas odontologicas,periodoncias,2005-01-01,1,1
ZUDAÑEZ,consultas odontologicas,periodoncias,2005-01-01,3,3
ACHACACHI,consultas odontologicas,periodoncias,2005-02-01,10,10
AIQUILE,consultas odontologicas,periodoncias,2005-02-01,39,39
ALCALA,consultas odontologicas,periodoncias,2005-02-01,2,2
APOLO,consultas odontologicas,periodoncias,2005-02-01,43,43
ARANI,consultas odontologicas,periodoncias,2005-02-01,11,11
ARQUE,consultas odontologicas,periodoncias,2005-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,periodoncias,2005-02-01,142,142
AZURDUY,consultas odontologicas,periodoncias,2005-02-01,26,26
CAIROMA,consultas odontologicas,periodoncias,2005-02-01,1,1
CAJUATA,consultas odontologicas,periodoncias,2005-02-01,17,17
CAMARGO,consultas odontologicas,periodoncias,2005-02-01,9,9
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,periodoncias,2005-02-01,3,3
CAMIRI,consultas odontologicas,periodoncias,2005-02-01,26,26
CARACOLLO,consultas odontologicas,periodoncias,2005-02-01,2,2
CARANAVI,consultas odontologicas,periodoncias,2005-02-01,1,1
CHALLAPATA,consultas odontologicas,periodoncias,2005-02-01,2,2
CHARAGUA,consultas odontologicas,periodoncias,2005-02-01,6,6
CHAYANTA,consultas odontologicas,periodoncias,2005-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,periodoncias,2005-02-01,2,2
COBIJA,consultas odontologicas,periodoncias,2005-02-01,31,31
COCHABAMBA,consultas odontologicas,periodoncias,2005-02-01,187,187
COLCAPIRHUA,consultas odontologicas,periodoncias,2005-02-01,12,12
"COLCHA ""K""",consultas odontologicas,periodoncias,2005-02-01,2,2
COLOMI,consultas odontologicas,periodoncias,2005-02-01,8,8
COPACABANA,consultas odontologicas,periodoncias,2005-02-01,3,3
COROICO,consultas odontologicas,periodoncias,2005-02-01,6,6
CULPINA,consultas odontologicas,periodoncias,2005-02-01,1,1
CURAHUARA DE CARANGAS,consultas odontologicas,periodoncias,2005-02-01,7,7
EL ALTO,consultas odontologicas,periodoncias,2005-02-01,348,348
EL PUENTE(TJA),consultas odontologicas,periodoncias,2005-02-01,2,2
EL VILLAR,consultas odontologicas,periodoncias,2005-02-01,3,3
FILADELFIA,consultas odontologicas,periodoncias,2005-02-01,18,18
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,periodoncias,2005-02-01,5,5
GUANAY,consultas odontologicas,periodoncias,2005-02-01,5,5
GUAYARAMERIN,consultas odontologicas,periodoncias,2005-02-01,107,107
GUTIERREZ,consultas odontologicas,periodoncias,2005-02-01,5,5
HUANUNI,consultas odontologicas,periodoncias,2005-02-01,4,4
ICLA,consultas odontologicas,periodoncias,2005-02-01,7,7
INQUISIVI,consultas odontologicas,periodoncias,2005-02-01,3,3
IRUPANA (VILLA DE LANZA),consultas odontologicas,periodoncias,2005-02-01,22,22
IXIAMAS,consultas odontologicas,periodoncias,2005-02-01,5,5
JESUS DE MACHACA,consultas odontologicas,periodoncias,2005-02-01,9,9
LA PAZ,consultas odontologicas,periodoncias,2005-02-01,984,984
LAGUNILLAS,consultas odontologicas,periodoncias,2005-02-01,25,25
LLALLAGUA,consultas odontologicas,periodoncias,2005-02-01,17,17
MAPIRI,consultas odontologicas,periodoncias,2005-02-01,8,8
MIZQUE,consultas odontologicas,periodoncias,2005-02-01,13,13
MOJOCOYA,consultas odontologicas,periodoncias,2005-02-01,3,3
ORURO,consultas odontologicas,periodoncias,2005-02-01,45,45
PADILLA,consultas odontologicas,periodoncias,2005-02-01,7,7
PALOS BLANCOS,consultas odontologicas,periodoncias,2005-02-01,2,2
PAZÑA,consultas odontologicas,periodoncias,2005-02-01,3,3
POCOATA,consultas odontologicas,periodoncias,2005-02-01,2,2
PRESTO,consultas odontologicas,periodoncias,2005-02-01,1,1
PUERTO GONZALO MORENO,consultas odontologicas,periodoncias,2005-02-01,23,23
PUERTO RICO,consultas odontologicas,periodoncias,2005-02-01,1,1
PUNA,consultas odontologicas,periodoncias,2005-02-01,3,3
PUNATA,consultas odontologicas,periodoncias,2005-02-01,50,50
QUILLACOLLO,consultas odontologicas,periodoncias,2005-02-01,33,33
QUIME,consultas odontologicas,periodoncias,2005-02-01,1,1
RAVELO,consultas odontologicas,periodoncias,2005-02-01,43,43
SACABA,consultas odontologicas,periodoncias,2005-02-01,110,110
SACACA,consultas odontologicas,periodoncias,2005-02-01,17,17
SAN BUENA VENTURA,consultas odontologicas,periodoncias,2005-02-01,11,11
SAN LUCAS,consultas odontologicas,periodoncias,2005-02-01,8,8
SAN PEDRO DE BUENA VISTA,consultas odontologicas,periodoncias,2005-02-01,7,7
SAN PEDRO DE TIQUINA,consultas odontologicas,periodoncias,2005-02-01,3,3
SANTA ANA,consultas odontologicas,periodoncias,2005-02-01,8,8
SENA,consultas odontologicas,periodoncias,2005-02-01,2,2
SOPACHUY,consultas odontologicas,periodoncias,2005-02-01,1,1
SORACACHI,consultas odontologicas,periodoncias,2005-02-01,1,1
SORATA,consultas odontologicas,periodoncias,2005-02-01,6,6
SUCRE,consultas odontologicas,periodoncias,2005-02-01,5,5
TACOPAYA,consultas odontologicas,periodoncias,2005-02-01,8,8
TARABUCO,consultas odontologicas,periodoncias,2005-02-01,3,3
TARIJA,consultas odontologicas,periodoncias,2005-02-01,119,119
TEOPONTE,consultas odontologicas,periodoncias,2005-02-01,2,2
TIPUANI,consultas odontologicas,periodoncias,2005-02-01,3,3
TIQUIPAYA,consultas odontologicas,periodoncias,2005-02-01,28,28
TIRAQUE (CBBA),consultas odontologicas,periodoncias,2005-02-01,7,7
TOMINA,consultas odontologicas,periodoncias,2005-02-01,2,2
TORO TORO,consultas odontologicas,periodoncias,2005-02-01,4,4
UNCIA,consultas odontologicas,periodoncias,2005-02-01,2,2
UYUNI,consultas odontologicas,periodoncias,2005-02-01,1,1
VILLA RIVERO,consultas odontologicas,periodoncias,2005-02-01,644,644
VILLA SERRANO,consultas odontologicas,periodoncias,2005-02-01,3,3
VILLA TUNARI,consultas odontologicas,periodoncias,2005-02-01,72,72
YACUIBA,consultas odontologicas,periodoncias,2005-02-01,17,17
YOCALLA,consultas odontologicas,periodoncias,2005-02-01,9,9
ZUDAÑEZ,consultas odontologicas,periodoncias,2005-02-01,1,1
ACACIO,consultas odontologicas,periodoncias,2005-03-01,14,14
ACHACACHI,consultas odontologicas,periodoncias,2005-03-01,13,13
AIQUILE,consultas odontologicas,periodoncias,2005-03-01,79,79
ALALAY,consultas odontologicas,periodoncias,2005-03-01,11,11
APOLO,consultas odontologicas,periodoncias,2005-03-01,99,99
ARAMPAMPA,consultas odontologicas,periodoncias,2005-03-01,9,9
ARANI,consultas odontologicas,periodoncias,2005-03-01,73,73
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,periodoncias,2005-03-01,299,299
AZURDUY,consultas odontologicas,periodoncias,2005-03-01,14,14
CAIROMA,consultas odontologicas,periodoncias,2005-03-01,1,1
CAJUATA,consultas odontologicas,periodoncias,2005-03-01,10,10
CAMARGO,consultas odontologicas,periodoncias,2005-03-01,8,8
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,periodoncias,2005-03-01,5,5
CAMIRI,consultas odontologicas,periodoncias,2005-03-01,19,19
CAPINOTA,consultas odontologicas,periodoncias,2005-03-01,31,31
CARACOLLO,consultas odontologicas,periodoncias,2005-03-01,3,3
CARANAVI,consultas odontologicas,periodoncias,2005-03-01,39,39
CHALLAPATA,consultas odontologicas,periodoncias,2005-03-01,8,8
CHAQUI,consultas odontologicas,periodoncias,2005-03-01,13,13
CHAYANTA,consultas odontologicas,periodoncias,2005-03-01,15,15
CHOQUE COTA,consultas odontologicas,periodoncias,2005-03-01,4,4
COBIJA,consultas odontologicas,periodoncias,2005-03-01,17,17
COCHABAMBA,consultas odontologicas,periodoncias,2005-03-01,290,290
COLCAPIRHUA,consultas odontologicas,periodoncias,2005-03-01,4,4
"COLCHA ""K""",consultas odontologicas,periodoncias,2005-03-01,2,2
COLOMI,consultas odontologicas,periodoncias,2005-03-01,3,3
COPACABANA,consultas odontologicas,periodoncias,2005-03-01,1,1
CULPINA,consultas odontologicas,periodoncias,2005-03-01,10,10
CURAHUARA DE CARANGAS,consultas odontologicas,periodoncias,2005-03-01,4,4
EL ALTO,consultas odontologicas,periodoncias,2005-03-01,372,372
EL PUENTE(TJA),consultas odontologicas,periodoncias,2005-03-01,9,9
EL VILLAR,consultas odontologicas,periodoncias,2005-03-01,1,1
ENTRE RIOS,consultas odontologicas,periodoncias,2005-03-01,5,5
EUCALIPTUS,consultas odontologicas,periodoncias,2005-03-01,6,6
GUAYARAMERIN,consultas odontologicas,periodoncias,2005-03-01,68,68
HUANUNI,consultas odontologicas,periodoncias,2005-03-01,1,1
HUAYLLAMARCA,consultas odontologicas,periodoncias,2005-03-01,16,16
IXIAMAS,consultas odontologicas,periodoncias,2005-03-01,26,26
JESUS DE MACHACA,consultas odontologicas,periodoncias,2005-03-01,9,9
LA PAZ,consultas odontologicas,periodoncias,2005-03-01,1295,1295
LLALLAGUA,consultas odontologicas,periodoncias,2005-03-01,5,5
MAPIRI,consultas odontologicas,periodoncias,2005-03-01,49,49
MECAPACA,consultas odontologicas,periodoncias,2005-03-01,240,240
MIZQUE,consultas odontologicas,periodoncias,2005-03-01,7,7
MOJOCOYA,consultas odontologicas,periodoncias,2005-03-01,7,7
ORURO,consultas odontologicas,periodoncias,2005-03-01,73,73
PADILLA,consultas odontologicas,periodoncias,2005-03-01,4,4
PALOS BLANCOS,consultas odontologicas,periodoncias,2005-03-01,4,4
POCOATA,consultas odontologicas,periodoncias,2005-03-01,19,19
PORVENIR,consultas odontologicas,periodoncias,2005-03-01,1,1
PRESTO,consultas odontologicas,periodoncias,2005-03-01,16,16
PUCARANI,consultas odontologicas,periodoncias,2005-03-01,9,9
PUERTO GONZALO MORENO,consultas odontologicas,periodoncias,2005-03-01,6,6
PUERTO RICO,consultas odontologicas,periodoncias,2005-03-01,33,33
PUNA,consultas odontologicas,periodoncias,2005-03-01,22,22
PUNATA,consultas odontologicas,periodoncias,2005-03-01,578,578
QUILLACOLLO,consultas odontologicas,periodoncias,2005-03-01,54,54
RAVELO,consultas odontologicas,periodoncias,2005-03-01,82,82
SACABA,consultas odontologicas,periodoncias,2005-03-01,128,128
SACACA,consultas odontologicas,periodoncias,2005-03-01,10,10
SAN BUENA VENTURA,consultas odontologicas,periodoncias,2005-03-01,29,29
SAN JULIAN,consultas odontologicas,periodoncias,2005-03-01,194,194
SAN LORENZO(PND),consultas odontologicas,periodoncias,2005-03-01,1,1
SAN LUCAS,consultas odontologicas,periodoncias,2005-03-01,25,25
SAN PEDRO DE BUENA VISTA,consultas odontologicas,periodoncias,2005-03-01,24,24
SAN RAMON,consultas odontologicas,periodoncias,2005-03-01,32,32
SANTA ANA,consultas odontologicas,periodoncias,2005-03-01,3,3
SANTIVAÑES,consultas odontologicas,periodoncias,2005-03-01,4,4
SAPAHAQUI,consultas odontologicas,periodoncias,2005-03-01,2,2
SOPACHUY,consultas odontologicas,periodoncias,2005-03-01,2,2
SORACACHI,consultas odontologicas,periodoncias,2005-03-01,1,1
SUCRE,consultas odontologicas,periodoncias,2005-03-01,37,37
TARABUCO,consultas odontologicas,periodoncias,2005-03-01,2,2
TARIJA,consultas odontologicas,periodoncias,2005-03-01,158,158
TARVITA,consultas odontologicas,periodoncias,2005-03-01,43,43
TEOPONTE,consultas odontologicas,periodoncias,2005-03-01,6,6
TIPUANI,consultas odontologicas,periodoncias,2005-03-01,1,1
TIQUIPAYA,consultas odontologicas,periodoncias,2005-03-01,40,40
TIRAQUE (CBBA),consultas odontologicas,periodoncias,2005-03-01,266,266
TOMINA,consultas odontologicas,periodoncias,2005-03-01,34,34
TORO TORO,consultas odontologicas,periodoncias,2005-03-01,4,4
UNCIA,consultas odontologicas,periodoncias,2005-03-01,19,19
UYUNI,consultas odontologicas,periodoncias,2005-03-01,1,1
VACAS,consultas odontologicas,periodoncias,2005-03-01,13,13
VIACHA,consultas odontologicas,periodoncias,2005-03-01,10,10
VILLA RIVERO,consultas odontologicas,periodoncias,2005-03-01,32,32
VILLA SERRANO,consultas odontologicas,periodoncias,2005-03-01,2,2
VILLA TUNARI,consultas odontologicas,periodoncias,2005-03-01,120,120
YACUIBA,consultas odontologicas,periodoncias,2005-03-01,32,32
YAMPARAEZ,consultas odontologicas,periodoncias,2005-03-01,3,3
YAPACANI,consultas odontologicas,periodoncias,2005-03-01,3,3
YOTALA,consultas odontologicas,periodoncias,2005-03-01,1,1
ZUDAÑEZ,consultas odontologicas,periodoncias,2005-03-01,1,1
ACHACACHI,consultas odontologicas,periodoncias,2005-04-01,3,3
AIQUILE,consultas odontologicas,periodoncias,2005-04-01,89,89
ANCORAIMES,consultas odontologicas,periodoncias,2005-04-01,56,56
APOLO,consultas odontologicas,periodoncias,2005-04-01,138,138
ARAMPAMPA,consultas odontologicas,periodoncias,2005-04-01,4,4
ARANI,consultas odontologicas,periodoncias,2005-04-01,5,5
ARQUE,consultas odontologicas,periodoncias,2005-04-01,92,92
AYO AYO,consultas odontologicas,periodoncias,2005-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,periodoncias,2005-04-01,453,453
AZURDUY,consultas odontologicas,periodoncias,2005-04-01,65,65
BERMEJO,consultas odontologicas,periodoncias,2005-04-01,59,59
BOLIVAR,consultas odontologicas,periodoncias,2005-04-01,1,1
"CAIZA ""D""",consultas odontologicas,periodoncias,2005-04-01,2,2
CALACOTO,consultas odontologicas,periodoncias,2005-04-01,3,3
CALAMARCA,consultas odontologicas,periodoncias,2005-04-01,5,5
CAMARGO,consultas odontologicas,periodoncias,2005-04-01,8,8
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,periodoncias,2005-04-01,1,1
CAMIRI,consultas odontologicas,periodoncias,2005-04-01,105,105
CARACOLLO,consultas odontologicas,periodoncias,2005-04-01,1,1
CARANAVI,consultas odontologicas,periodoncias,2005-04-01,6,6
CHALLAPATA,consultas odontologicas,periodoncias,2005-04-01,5,5
CHARAGUA,consultas odontologicas,periodoncias,2005-04-01,2,2
CHAYANTA,consultas odontologicas,periodoncias,2005-04-01,18,18
CHIMORE,consultas odontologicas,periodoncias,2005-04-01,10,10
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,periodoncias,2005-04-01,3,3
CHUMA,consultas odontologicas,periodoncias,2005-04-01,1,1
COBIJA,consultas odontologicas,periodoncias,2005-04-01,18,18
COCHABAMBA,consultas odontologicas,periodoncias,2005-04-01,320,320
COLQUECHACA,consultas odontologicas,periodoncias,2005-04-01,2,2
COLQUIRI,consultas odontologicas,periodoncias,2005-04-01,8,8
CORIPATA,consultas odontologicas,periodoncias,2005-04-01,7,7
COROICO,consultas odontologicas,periodoncias,2005-04-01,12,12
CULPINA,consultas odontologicas,periodoncias,2005-04-01,6,6
CURAHUARA DE CARANGAS,consultas odontologicas,periodoncias,2005-04-01,3,3
EL ALTO,consultas odontologicas,periodoncias,2005-04-01,343,343
EL PUENTE(TJA),consultas odontologicas,periodoncias,2005-04-01,2,2
EL VILLAR,consultas odontologicas,periodoncias,2005-04-01,2,2
ENTRE RIOS,consultas odontologicas,periodoncias,2005-04-01,9,9
ENTRE RIOS,consultas odontologicas,periodoncias,2005-04-01,1,1
EUCALIPTUS,consultas odontologicas,periodoncias,2005-04-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,periodoncias,2005-04-01,2,2
GUANAY,consultas odontologicas,periodoncias,2005-04-01,3,3
GUAQUI,consultas odontologicas,periodoncias,2005-04-01,8,8
GUAYARAMERIN,consultas odontologicas,periodoncias,2005-04-01,26,26
GUTIERREZ,consultas odontologicas,periodoncias,2005-04-01,5,5
HUACARETA,consultas odontologicas,periodoncias,2005-04-01,6,6
HUAYLLAMARCA,consultas odontologicas,periodoncias,2005-04-01,6,6
ICHOCA,consultas odontologicas,periodoncias,2005-04-01,9,9
ICLA,consultas odontologicas,periodoncias,2005-04-01,29,29
INCAHUASI,consultas odontologicas,periodoncias,2005-04-01,26,26
INQUISIVI,consultas odontologicas,periodoncias,2005-04-01,2,2
IRUPANA (VILLA DE LANZA),consultas odontologicas,periodoncias,2005-04-01,6,6
IXIAMAS,consultas odontologicas,periodoncias,2005-04-01,9,9
JESUS DE MACHACA,consultas odontologicas,periodoncias,2005-04-01,7,7
LA PAZ,consultas odontologicas,periodoncias,2005-04-01,1145,1145
LAGUNILLAS,consultas odontologicas,periodoncias,2005-04-01,19,19
LICOMA PAMPA,consultas odontologicas,periodoncias,2005-04-01,3,3
LLALLAGUA,consultas odontologicas,periodoncias,2005-04-01,12,12
MACHARETI,consultas odontologicas,periodoncias,2005-04-01,45,45
MAPIRI,consultas odontologicas,periodoncias,2005-04-01,78,78
MIZQUE,consultas odontologicas,periodoncias,2005-04-01,59,59
MOJOCOYA,consultas odontologicas,periodoncias,2005-04-01,4,4
MONTEAGUDO,consultas odontologicas,periodoncias,2005-04-01,7,7
MOROCHATA,consultas odontologicas,periodoncias,2005-04-01,23,23
ORURO,consultas odontologicas,periodoncias,2005-04-01,43,43
PADILLA,consultas odontologicas,periodoncias,2005-04-01,7,7
PALCA,consultas odontologicas,periodoncias,2005-04-01,5,5
PATACAMAYA,consultas odontologicas,periodoncias,2005-04-01,1,1
PAZÑA,consultas odontologicas,periodoncias,2005-04-01,1,1
POCOATA,consultas odontologicas,periodoncias,2005-04-01,10,10
POCONA,consultas odontologicas,periodoncias,2005-04-01,5,5
POJO (CBBA),consultas odontologicas,periodoncias,2005-04-01,4,4
PORVENIR,consultas odontologicas,periodoncias,2005-04-01,4,4
PRESTO,consultas odontologicas,periodoncias,2005-04-01,1,1
PUCARANI,consultas odontologicas,periodoncias,2005-04-01,4,4
PUERTO ACOSTA,consultas odontologicas,periodoncias,2005-04-01,19,19
PUERTO CARABUCO,consultas odontologicas,periodoncias,2005-04-01,4,4
PUERTO VILLARROEL,consultas odontologicas,periodoncias,2005-04-01,11,11
PUNA,consultas odontologicas,periodoncias,2005-04-01,1,1
PUNATA,consultas odontologicas,periodoncias,2005-04-01,402,402
QUILLACOLLO,consultas odontologicas,periodoncias,2005-04-01,33,33
RAVELO,consultas odontologicas,periodoncias,2005-04-01,106,106
SACABA,consultas odontologicas,periodoncias,2005-04-01,224,224
SACACA,consultas odontologicas,periodoncias,2005-04-01,13,13
SAN BENITO,consultas odontologicas,periodoncias,2005-04-01,73,73
SAN BUENA VENTURA,consultas odontologicas,periodoncias,2005-04-01,9,9
SAN IGNACIO,consultas odontologicas,periodoncias,2005-04-01,60,60
SAN LUCAS,consultas odontologicas,periodoncias,2005-04-01,3,3
SAN PEDRO DE BUENA VISTA,consultas odontologicas,periodoncias,2005-04-01,3,3
SANTA ANA,consultas odontologicas,periodoncias,2005-04-01,24,24
SANTA CRUZ DE LA SIERRA,consultas odontologicas,periodoncias,2005-04-01,2,2
SANTIAGO DE MACHACA,consultas odontologicas,periodoncias,2005-04-01,7,7
SANTUARIO DE QUILLACAS,consultas odontologicas,periodoncias,2005-04-01,2,2
SENA,consultas odontologicas,periodoncias,2005-04-01,4,4
SICA SICA (VILLA AROMA),consultas odontologicas,periodoncias,2005-04-01,5,5
SIPE SIPE,consultas odontologicas,periodoncias,2005-04-01,11,11
SOPACHUY,consultas odontologicas,periodoncias,2005-04-01,2,2
SORATA,consultas odontologicas,periodoncias,2005-04-01,6,6
SUCRE,consultas odontologicas,periodoncias,2005-04-01,14,14
TACACOMA,consultas odontologicas,periodoncias,2005-04-01,4,4
TACOPAYA,consultas odontologicas,periodoncias,2005-04-01,3,3
TARABUCO,consultas odontologicas,periodoncias,2005-04-01,1,1
TARIJA,consultas odontologicas,periodoncias,2005-04-01,428,428
TARVITA,consultas odontologicas,periodoncias,2005-04-01,7,7
TEOPONTE,consultas odontologicas,periodoncias,2005-04-01,3,3
TIAWANACU,consultas odontologicas,periodoncias,2005-04-01,25,25
TIPUANI,consultas odontologicas,periodoncias,2005-04-01,24,24
TIQUIPAYA,consultas odontologicas,periodoncias,2005-04-01,30,30
TIRAQUE (CBBA),consultas odontologicas,periodoncias,2005-04-01,84,84
TOMINA,consultas odontologicas,periodoncias,2005-04-01,34,34
TORO TORO,consultas odontologicas,periodoncias,2005-04-01,8,8
TOTORA(CBBA),consultas odontologicas,periodoncias,2005-04-01,7,7
TRINIDAD,consultas odontologicas,periodoncias,2005-04-01,53,53
UNCIA,consultas odontologicas,periodoncias,2005-04-01,4,4
UYUNI,consultas odontologicas,periodoncias,2005-04-01,4,4
VACAS,consultas odontologicas,periodoncias,2005-04-01,23,23
VIACHA,consultas odontologicas,periodoncias,2005-04-01,8,8
VILLA MONTES,consultas odontologicas,periodoncias,2005-04-01,1,1
VILLA RIVERO,consultas odontologicas,periodoncias,2005-04-01,92,92
VILLA SERRANO,consultas odontologicas,periodoncias,2005-04-01,8,8
VILLA TUNARI,consultas odontologicas,periodoncias,2005-04-01,61,61
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,periodoncias,2005-04-01,6,6
VINTO,consultas odontologicas,periodoncias,2005-04-01,5,5
YACUIBA,consultas odontologicas,periodoncias,2005-04-01,20,20
YOTALA,consultas odontologicas,periodoncias,2005-04-01,1,1
