municipality,group,variable,month,Primeras consultas,TOTAL
LA GUARDIA,consultas odontologicas,primeras consultas,2005-03-01,661,661
LA PAZ,consultas odontologicas,primeras consultas,2005-03-01,1117,1117
LAGUNILLAS,consultas odontologicas,primeras consultas,2005-03-01,69,69
LLALLAGUA,consultas odontologicas,primeras consultas,2005-03-01,295,295
MONTEAGUDO,consultas odontologicas,primeras consultas,2005-03-01,133,133
MOROCHATA,consultas odontologicas,primeras consultas,2005-03-01,56,56
POTOSI,consultas odontologicas,primeras consultas,2005-03-01,97,97
QUILLACOLLO,consultas odontologicas,primeras consultas,2005-03-01,820,820
RIBERALTA,consultas odontologicas,primeras consultas,2005-03-01,92,92
SACABA,consultas odontologicas,primeras consultas,2005-03-01,298,298
SAN LORENZO(TJA),consultas odontologicas,primeras consultas,2005-03-01,105,105
SANTA CRUZ DE LA SIERRA,consultas odontologicas,primeras consultas,2005-03-01,1819,1819
SIPE SIPE,consultas odontologicas,primeras consultas,2005-03-01,495,495
TAPACARI,consultas odontologicas,primeras consultas,2005-03-01,13,13
TARIJA,consultas odontologicas,primeras consultas,2005-03-01,1324,1324
TIQUIPAYA,consultas odontologicas,primeras consultas,2005-03-01,509,509
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2005-03-01,214,214
TRINIDAD,consultas odontologicas,primeras consultas,2005-03-01,37,37
UNCIA,consultas odontologicas,primeras consultas,2005-03-01,16,16
URIONDO (A. CONCEPCION),consultas odontologicas,primeras consultas,2005-03-01,11,11
VILLA TUNARI,consultas odontologicas,primeras consultas,2005-03-01,860,860
VINTO,consultas odontologicas,primeras consultas,2005-03-01,118,118
BERMEJO,consultas odontologicas,primeras consultas,2005-04-01,100,100
BOYUIBE,consultas odontologicas,primeras consultas,2005-04-01,179,179
CABEZAS,consultas odontologicas,primeras consultas,2005-04-01,94,94
CAMIRI,consultas odontologicas,primeras consultas,2005-04-01,661,661
CARAPARI,consultas odontologicas,primeras consultas,2005-04-01,22,22
CHARAGUA,consultas odontologicas,primeras consultas,2005-04-01,231,231
CHAYANTA,consultas odontologicas,primeras consultas,2005-04-01,554,554
COCHABAMBA,consultas odontologicas,primeras consultas,2005-04-01,1256,1256
COLCAPIRHUA,consultas odontologicas,primeras consultas,2005-04-01,112,112
COLOMI,consultas odontologicas,primeras consultas,2005-04-01,98,98
CUEVO,consultas odontologicas,primeras consultas,2005-04-01,13,13
ENTRE RIOS,consultas odontologicas,primeras consultas,2005-04-01,200,200
GUTIERREZ,consultas odontologicas,primeras consultas,2005-04-01,105,105
INCAHUASI,consultas odontologicas,primeras consultas,2005-04-01,196,196
LA GUARDIA,consultas odontologicas,primeras consultas,2005-04-01,1076,1076
LA PAZ,consultas odontologicas,primeras consultas,2005-04-01,480,480
LAGUNILLAS,consultas odontologicas,primeras consultas,2005-04-01,82,82
LLALLAGUA,consultas odontologicas,primeras consultas,2005-04-01,129,129
MOROCHATA,consultas odontologicas,primeras consultas,2005-04-01,74,74
ORURO,consultas odontologicas,primeras consultas,2005-04-01,9,9
PADCAYA,consultas odontologicas,primeras consultas,2005-04-01,9,9
PALOS BLANCOS,consultas odontologicas,primeras consultas,2005-04-01,3,3
QUILLACOLLO,consultas odontologicas,primeras consultas,2005-04-01,857,857
RIBERALTA,consultas odontologicas,primeras consultas,2005-04-01,4,4
SABAYA,consultas odontologicas,primeras consultas,2005-04-01,30,30
SACABA,consultas odontologicas,primeras consultas,2005-04-01,403,403
SACACA,consultas odontologicas,primeras consultas,2005-04-01,510,510
SAN IGNACIO,consultas odontologicas,primeras consultas,2005-04-01,182,182
SAN LORENZO(TJA),consultas odontologicas,primeras consultas,2005-04-01,63,63
SANTA CRUZ DE LA SIERRA,consultas odontologicas,primeras consultas,2005-04-01,2255,2255
SIPE SIPE,consultas odontologicas,primeras consultas,2005-04-01,373,373
TAPACARI,consultas odontologicas,primeras consultas,2005-04-01,7,7
TARIJA,consultas odontologicas,primeras consultas,2005-04-01,1212,1212
TIQUIPAYA,consultas odontologicas,primeras consultas,2005-04-01,507,507
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2005-04-01,226,226
TOLATA,consultas odontologicas,primeras consultas,2005-04-01,10,10
UNCIA,consultas odontologicas,primeras consultas,2005-04-01,177,177
VILLA TUNARI,consultas odontologicas,primeras consultas,2005-04-01,716,716
VINTO,consultas odontologicas,primeras consultas,2005-04-01,55,55
ACACIO,consultas odontologicas,primeras consultas,2005-05-01,191,191
AIQUILE,consultas odontologicas,primeras consultas,2005-05-01,486,486
ALALAY,consultas odontologicas,primeras consultas,2005-05-01,71,71
ASCENCION DE GUARAYOS,consultas odontologicas,primeras consultas,2005-05-01,1,1
ATOCHA,consultas odontologicas,primeras consultas,2005-05-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,primeras consultas,2005-05-01,78,78
AZURDUY,consultas odontologicas,primeras consultas,2005-05-01,36,36
BERMEJO,consultas odontologicas,primeras consultas,2005-05-01,112,112
BOYUIBE,consultas odontologicas,primeras consultas,2005-05-01,373,373
CABEZAS,consultas odontologicas,primeras consultas,2005-05-01,109,109
CAMIRI,consultas odontologicas,primeras consultas,2005-05-01,698,698
CARAPARI,consultas odontologicas,primeras consultas,2005-05-01,177,177
CHALLAPATA,consultas odontologicas,primeras consultas,2005-05-01,112,112
CHARAGUA,consultas odontologicas,primeras consultas,2005-05-01,250,250
CHAYANTA,consultas odontologicas,primeras consultas,2005-05-01,50,50
COCHABAMBA,consultas odontologicas,primeras consultas,2005-05-01,601,601
COLCAPIRHUA,consultas odontologicas,primeras consultas,2005-05-01,50,50
COLOMI,consultas odontologicas,primeras consultas,2005-05-01,223,223
COTOCA,consultas odontologicas,primeras consultas,2005-05-01,526,526
CUEVO,consultas odontologicas,primeras consultas,2005-05-01,182,182
EL TORNO,consultas odontologicas,primeras consultas,2005-05-01,142,142
ENTRE RIOS,consultas odontologicas,primeras consultas,2005-05-01,237,237
EXALTACION,consultas odontologicas,primeras consultas,2005-05-01,18,18
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,primeras consultas,2005-05-01,13,13
GUTIERREZ,consultas odontologicas,primeras consultas,2005-05-01,129,129
HUACARETA,consultas odontologicas,primeras consultas,2005-05-01,72,72
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,primeras consultas,2005-05-01,199,199
INCAHUASI,consultas odontologicas,primeras consultas,2005-05-01,78,78
LA GUARDIA,consultas odontologicas,primeras consultas,2005-05-01,486,486
LA PAZ,consultas odontologicas,primeras consultas,2005-05-01,1121,1121
LAGUNILLAS,consultas odontologicas,primeras consultas,2005-05-01,73,73
LLALLAGUA,consultas odontologicas,primeras consultas,2005-05-01,358,358
MIZQUE,consultas odontologicas,primeras consultas,2005-05-01,52,52
MONTEAGUDO,consultas odontologicas,primeras consultas,2005-05-01,677,677
MOROCHATA,consultas odontologicas,primeras consultas,2005-05-01,324,324
ORURO,consultas odontologicas,primeras consultas,2005-05-01,5,5
PALOS BLANCOS,consultas odontologicas,primeras consultas,2005-05-01,31,31
POCONA,consultas odontologicas,primeras consultas,2005-05-01,31,31
POJO (CBBA),consultas odontologicas,primeras consultas,2005-05-01,41,41
PORONGO,consultas odontologicas,primeras consultas,2005-05-01,1018,1018
POTOSI,consultas odontologicas,primeras consultas,2005-05-01,566,566
QUILLACOLLO,consultas odontologicas,primeras consultas,2005-05-01,830,830
RIBERALTA,consultas odontologicas,primeras consultas,2005-05-01,338,338
SACABA,consultas odontologicas,primeras consultas,2005-05-01,348,348
SACACA,consultas odontologicas,primeras consultas,2005-05-01,399,399
SAN LORENZO(TJA),consultas odontologicas,primeras consultas,2005-05-01,76,76
SAN PEDRO DE BUENA VISTA,consultas odontologicas,primeras consultas,2005-05-01,273,273
SANTA ANA,consultas odontologicas,primeras consultas,2005-05-01,199,199
SANTA CRUZ DE LA SIERRA,consultas odontologicas,primeras consultas,2005-05-01,2007,2007
SIPE SIPE,consultas odontologicas,primeras consultas,2005-05-01,395,395
SOPACHUY,consultas odontologicas,primeras consultas,2005-05-01,55,55
TAPACARI,consultas odontologicas,primeras consultas,2005-05-01,112,112
TARIJA,consultas odontologicas,primeras consultas,2005-05-01,878,878
TARVITA,consultas odontologicas,primeras consultas,2005-05-01,1235,1235
TIQUIPAYA,consultas odontologicas,primeras consultas,2005-05-01,471,471
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2005-05-01,248,248
TOTORA(CBBA),consultas odontologicas,primeras consultas,2005-05-01,74,74
VILA VILA,consultas odontologicas,primeras consultas,2005-05-01,121,121
VILLA TUNARI,consultas odontologicas,primeras consultas,2005-05-01,1195,1195
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,primeras consultas,2005-05-01,526,526
VINTO,consultas odontologicas,primeras consultas,2005-05-01,74,74
YAPACANI,consultas odontologicas,primeras consultas,2005-05-01,41,41
ZUDAÑEZ,consultas odontologicas,primeras consultas,2005-05-01,28,28
AIQUILE,consultas odontologicas,primeras consultas,2005-06-01,284,284
ALALAY,consultas odontologicas,primeras consultas,2005-06-01,32,32
APOLO,consultas odontologicas,primeras consultas,2005-06-01,112,112
ARAMPAMPA,consultas odontologicas,primeras consultas,2005-06-01,54,54
ASCENCION DE GUARAYOS,consultas odontologicas,primeras consultas,2005-06-01,1,1
AUCAPATA,consultas odontologicas,primeras consultas,2005-06-01,112,112
AZURDUY,consultas odontologicas,primeras consultas,2005-06-01,50,50
BOYUIBE,consultas odontologicas,primeras consultas,2005-06-01,139,139
CABEZAS,consultas odontologicas,primeras consultas,2005-06-01,235,235
CAMARGO,consultas odontologicas,primeras consultas,2005-06-01,172,172
CAMIRI,consultas odontologicas,primeras consultas,2005-06-01,1071,1071
CARAPARI,consultas odontologicas,primeras consultas,2005-06-01,257,257
CHALLAPATA,consultas odontologicas,primeras consultas,2005-06-01,494,494
CHARAGUA,consultas odontologicas,primeras consultas,2005-06-01,185,185
COCHABAMBA,consultas odontologicas,primeras consultas,2005-06-01,491,491
COLCAPIRHUA,consultas odontologicas,primeras consultas,2005-06-01,61,61
COLOMI,consultas odontologicas,primeras consultas,2005-06-01,228,228
COTOCA,consultas odontologicas,primeras consultas,2005-06-01,290,290
CUEVO,consultas odontologicas,primeras consultas,2005-06-01,28,28
CULPINA,consultas odontologicas,primeras consultas,2005-06-01,51,51
CURVA,consultas odontologicas,primeras consultas,2005-06-01,8,8
EL PUENTE(TJA),consultas odontologicas,primeras consultas,2005-06-01,138,138
EL TORNO,consultas odontologicas,primeras consultas,2005-06-01,177,177
ENTRE RIOS,consultas odontologicas,primeras consultas,2005-06-01,183,183
GENERAL SAAVEDRA,consultas odontologicas,primeras consultas,2005-06-01,19,19
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,primeras consultas,2005-06-01,150,150
GUTIERREZ,consultas odontologicas,primeras consultas,2005-06-01,81,81
IRUPANA (VILLA DE LANZA),consultas odontologicas,primeras consultas,2005-06-01,116,116
LA GUARDIA,consultas odontologicas,primeras consultas,2005-06-01,996,996
LA PAZ,consultas odontologicas,primeras consultas,2005-06-01,437,437
LAGUNILLAS,consultas odontologicas,primeras consultas,2005-06-01,378,378
MIZQUE,consultas odontologicas,primeras consultas,2005-06-01,157,157
MONTEAGUDO,consultas odontologicas,primeras consultas,2005-06-01,79,79
MOROCHATA,consultas odontologicas,primeras consultas,2005-06-01,195,195
OMEREQUE,consultas odontologicas,primeras consultas,2005-06-01,150,150
ORURO,consultas odontologicas,primeras consultas,2005-06-01,30,30
PADCAYA,consultas odontologicas,primeras consultas,2005-06-01,4,4
PASORAPA,consultas odontologicas,primeras consultas,2005-06-01,55,55
PELECHUCO,consultas odontologicas,primeras consultas,2005-06-01,52,52
POJO (CBBA),consultas odontologicas,primeras consultas,2005-06-01,139,139
PORONGO,consultas odontologicas,primeras consultas,2005-06-01,512,512
POTOSI,consultas odontologicas,primeras consultas,2005-06-01,489,489
QUILLACOLLO,consultas odontologicas,primeras consultas,2005-06-01,850,850
SACABA,consultas odontologicas,primeras consultas,2005-06-01,428,428
SAN BORJA,consultas odontologicas,primeras consultas,2005-06-01,32,32
SAN LORENZO(TJA),consultas odontologicas,primeras consultas,2005-06-01,1038,1038
SAN LUCAS,consultas odontologicas,primeras consultas,2005-06-01,31,31
SAN MATIAS,consultas odontologicas,primeras consultas,2005-06-01,28,28
SAN PEDRO DE BUENA VISTA,consultas odontologicas,primeras consultas,2005-06-01,78,78
SANTA CRUZ DE LA SIERRA,consultas odontologicas,primeras consultas,2005-06-01,191,191
SIPE SIPE,consultas odontologicas,primeras consultas,2005-06-01,359,359
TAPACARI,consultas odontologicas,primeras consultas,2005-06-01,8,8
TARABUCO,consultas odontologicas,primeras consultas,2005-06-01,64,64
TARVITA,consultas odontologicas,primeras consultas,2005-06-01,61,61
TIQUIPAYA,consultas odontologicas,primeras consultas,2005-06-01,483,483
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2005-06-01,332,332
TOTORA(CBBA),consultas odontologicas,primeras consultas,2005-06-01,93,93
VILA VILA,consultas odontologicas,primeras consultas,2005-06-01,99,99
VILLA TUNARI,consultas odontologicas,primeras consultas,2005-06-01,1253,1253
VINTO,consultas odontologicas,primeras consultas,2005-06-01,112,112
YUNCHARA,consultas odontologicas,primeras consultas,2005-06-01,856,856
AIQUILE,consultas odontologicas,primeras consultas,2005-07-01,1052,1052
APOLO,consultas odontologicas,primeras consultas,2005-07-01,750,750
ARAMPAMPA,consultas odontologicas,primeras consultas,2005-07-01,38,38
AUCAPATA,consultas odontologicas,primeras consultas,2005-07-01,190,190
BOYUIBE,consultas odontologicas,primeras consultas,2005-07-01,209,209
CABEZAS,consultas odontologicas,primeras consultas,2005-07-01,21,21
CAIROMA,consultas odontologicas,primeras consultas,2005-07-01,41,41
CAMARGO,consultas odontologicas,primeras consultas,2005-07-01,67,67
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,primeras consultas,2005-07-01,24,24
CAMIRI,consultas odontologicas,primeras consultas,2005-07-01,1020,1020
CHARAGUA,consultas odontologicas,primeras consultas,2005-07-01,460,460
CHIMORE,consultas odontologicas,primeras consultas,2005-07-01,415,415
COCHABAMBA,consultas odontologicas,primeras consultas,2005-07-01,862,862
COLCAPIRHUA,consultas odontologicas,primeras consultas,2005-07-01,50,50
COLOMI,consultas odontologicas,primeras consultas,2005-07-01,45,45
CUATRO CAÑADAS,consultas odontologicas,primeras consultas,2005-07-01,32,32
CUEVO,consultas odontologicas,primeras consultas,2005-07-01,99,99
ENTRE RIOS,consultas odontologicas,primeras consultas,2005-07-01,17,17
ENTRE RIOS,consultas odontologicas,primeras consultas,2005-07-01,71,71
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,primeras consultas,2005-07-01,173,173
HUACARETA,consultas odontologicas,primeras consultas,2005-07-01,22,22
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,primeras consultas,2005-07-01,53,53
INCAHUASI,consultas odontologicas,primeras consultas,2005-07-01,345,345
LA PAZ,consultas odontologicas,primeras consultas,2005-07-01,470,470
LAGUNILLAS,consultas odontologicas,primeras consultas,2005-07-01,137,137
LICOMA PAMPA,consultas odontologicas,primeras consultas,2005-07-01,5,5
MIZQUE,consultas odontologicas,primeras consultas,2005-07-01,223,223
MONTEAGUDO,consultas odontologicas,primeras consultas,2005-07-01,91,91
MOROCHATA,consultas odontologicas,primeras consultas,2005-07-01,292,292
ORURO,consultas odontologicas,primeras consultas,2005-07-01,24,24
POCONA,consultas odontologicas,primeras consultas,2005-07-01,1,1
POJO (CBBA),consultas odontologicas,primeras consultas,2005-07-01,60,60
PORONGO,consultas odontologicas,primeras consultas,2005-07-01,11,11
POTOSI,consultas odontologicas,primeras consultas,2005-07-01,4,4
QUILLACOLLO,consultas odontologicas,primeras consultas,2005-07-01,680,680
SACABA,consultas odontologicas,primeras consultas,2005-07-01,463,463
SACACA,consultas odontologicas,primeras consultas,2005-07-01,212,212
SAN LUCAS,consultas odontologicas,primeras consultas,2005-07-01,41,41
SAN PEDRO DE BUENA VISTA,consultas odontologicas,primeras consultas,2005-07-01,345,345
SANTA ANA,consultas odontologicas,primeras consultas,2005-07-01,8,8
SANTA CRUZ DE LA SIERRA,consultas odontologicas,primeras consultas,2005-07-01,37,37
SIPE SIPE,consultas odontologicas,primeras consultas,2005-07-01,358,358
TAPACARI,consultas odontologicas,primeras consultas,2005-07-01,421,421
TARABUCO,consultas odontologicas,primeras consultas,2005-07-01,551,551
TARVITA,consultas odontologicas,primeras consultas,2005-07-01,51,51
TIQUIPAYA,consultas odontologicas,primeras consultas,2005-07-01,466,466
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2005-07-01,187,187
TORO TORO,consultas odontologicas,primeras consultas,2005-07-01,74,74
TOTORA(CBBA),consultas odontologicas,primeras consultas,2005-07-01,55,55
TURCO,consultas odontologicas,primeras consultas,2005-07-01,11,11
URIONDO (A. CONCEPCION),consultas odontologicas,primeras consultas,2005-07-01,39,39
VILA VILA,consultas odontologicas,primeras consultas,2005-07-01,69,69
VILLA TUNARI,consultas odontologicas,primeras consultas,2005-07-01,603,603
VINTO,consultas odontologicas,primeras consultas,2005-07-01,119,119
YACO,consultas odontologicas,primeras consultas,2005-07-01,83,83
YACUIBA,consultas odontologicas,primeras consultas,2005-07-01,75,75
ACACIO,consultas odontologicas,primeras consultas,2005-08-01,325,325
ACHACACHI,consultas odontologicas,primeras consultas,2005-08-01,3,3
AIQUILE,consultas odontologicas,primeras consultas,2005-08-01,470,470
ARAMPAMPA,consultas odontologicas,primeras consultas,2005-08-01,49,49
AUCAPATA,consultas odontologicas,primeras consultas,2005-08-01,85,85
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,primeras consultas,2005-08-01,70,70
AZURDUY,consultas odontologicas,primeras consultas,2005-08-01,115,115
BOYUIBE,consultas odontologicas,primeras consultas,2005-08-01,86,86
CAIROMA,consultas odontologicas,primeras consultas,2005-08-01,65,65
CAMARGO,consultas odontologicas,primeras consultas,2005-08-01,193,193
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,primeras consultas,2005-08-01,61,61
CAMIRI,consultas odontologicas,primeras consultas,2005-08-01,2351,2351
CAPINOTA,consultas odontologicas,primeras consultas,2005-08-01,6,6
CARAPARI,consultas odontologicas,primeras consultas,2005-08-01,5,5
CHARAGUA,consultas odontologicas,primeras consultas,2005-08-01,537,537
CHAYANTA,consultas odontologicas,primeras consultas,2005-08-01,312,312
CHIMORE,consultas odontologicas,primeras consultas,2005-08-01,281,281
COCHABAMBA,consultas odontologicas,primeras consultas,2005-08-01,647,647
COLCAPIRHUA,consultas odontologicas,primeras consultas,2005-08-01,207,207
COLOMI,consultas odontologicas,primeras consultas,2005-08-01,43,43
CUEVO,consultas odontologicas,primeras consultas,2005-08-01,30,30
CULPINA,consultas odontologicas,primeras consultas,2005-08-01,86,86
EL PUENTE(TJA),consultas odontologicas,primeras consultas,2005-08-01,60,60
ENTRE RIOS,consultas odontologicas,primeras consultas,2005-08-01,73,73
ENTRE RIOS,consultas odontologicas,primeras consultas,2005-08-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,primeras consultas,2005-08-01,87,87
GUTIERREZ,consultas odontologicas,primeras consultas,2005-08-01,49,49
HUACARETA,consultas odontologicas,primeras consultas,2005-08-01,17,17
IRUPANA (VILLA DE LANZA),consultas odontologicas,primeras consultas,2005-08-01,147,147
LA PAZ,consultas odontologicas,primeras consultas,2005-08-01,2798,2798
LAGUNILLAS,consultas odontologicas,primeras consultas,2005-08-01,336,336
MACHARETI,consultas odontologicas,primeras consultas,2005-08-01,194,194
MIZQUE,consultas odontologicas,primeras consultas,2005-08-01,399,399
MONTEAGUDO,consultas odontologicas,primeras consultas,2005-08-01,59,59
MOROCHATA,consultas odontologicas,primeras consultas,2005-08-01,117,117
