municipality,group,variable,month,Consultas repetidas en menores de 5 años,TOTAL
JESUS DE MACHACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,1,1
LA GUARDIA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,48,48
LA PAZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,2881,2881
LLALLAGUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,2,2
MACHARETI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,52,52
MAPIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,7,7
MECAPACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,2,2
MIZQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,42,42
MONTEAGUDO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,3,3
MONTERO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,36,36
MORO MORO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,6,6
ORURO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,688,688
PADCAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,1,1
PALCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,7,7
PALOS BLANCOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,11,11
PATACAMAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,7,7
POCOATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,2,2
POJO (CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,8,8
POOPO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,3,3
PORONGO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,2,2
PORTACHUELO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,9,9
PORVENIR,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,3,3
POTOSI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,292,292
PRESTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,2,2
PUCARANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,1,1
PUERTO ACOSTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,7,7
PUERTO PEREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,1,1
PUERTO SUAREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,14,14
PUERTO VILLARROEL,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,8,8
PUNA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,14,14
PUNATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,43,43
QUILLACOLLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,173,173
QUIME,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,1,1
REYES,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,5,5
RIBERALTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,1,1
ROBORE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,20,20
RURRENABAQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,103,103
SACABA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,159,159
SAMAIPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,5,5
SAN AGUSTIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,13,13
SAN ANDRES,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,18,18
SAN BENITO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,19,19
SAN BORJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,10,10
SAN CARLOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,1,1
SAN IGNACIO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,20,20
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,4,4
SAN JAVIER(STC),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,19,19
SAN JOAQUIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,18,18
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,2,2
SAN LORENZO(TJA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,26,26
SAN LUCAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,4,4
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,307,307
SAN PEDRO DE BUENA VISTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,2,2
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,1,1
SAN RAFAEL,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,31,31
SAN RAMON,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,6,6
SAN RAMON,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,68,68
SANTA ANA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,83,83
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,1437,1437
SANTIVAÑES,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,4,4
SANTUARIO DE QUILLACAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,5,5
SICA SICA (VILLA AROMA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,4,4
SIPE SIPE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,63,63
SOPACHUY,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,17,17
SORATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,4,4
SUCRE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,465,465
TACACOMA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,33,33
TARABUCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,48,48
TARATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,4,4
TARIJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,336,336
TARVITA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,2,2
TEOPONTE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,6,6
TIAWANACU,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,1,1
TINGUIPAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,6,6
TIPUANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,8,8
TIQUIPAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,59,59
TIRAQUE (CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,23,23
TOLATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,3,3
TOMINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,33,33
TOTORA(CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,4,4
TRIGAL,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,7,7
TRINIDAD,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,247,247
TUPIZA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,167,167
TURCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,47,47
UNCIA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,24,24
URIONDO (A. CONCEPCION),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,6,6
UYUNI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,18,18
VALLEGRANDE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,10,10
VIACHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,10,10
VILLA MONTES,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,7,7
VILLA SERRANO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,15,15
VILLA TUNARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,78,78
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,15,15
VILLAZON,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,43,43
VINTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,59,59
WARNES,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,62,62
YACUIBA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,38,38
YAPACANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,29,29
YOCALLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,1,1
YOTALA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,1,1
ZUDAÑEZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-01-01,2,2
ACHACACHI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,39,39
ACHOCALLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
AIQUILE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,24,24
ALCALA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,2,2
ANZALDO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
APOLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
ARANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,4,4
ARQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,16,16
ASCENCION DE GUARAYOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,6,6
ATOCHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,27,27
AZURDUY,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,16,16
BAURES,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,40,40
BERMEJO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,74,74
BETANZOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,21,21
BOYUIBE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
BUENA VISTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,3,3
CABEZAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,10,10
CAMARGO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,26,26
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,29,29
CAMIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,36,36
CAPINOTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,5,5
CAQUIAVIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
CARACOLLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,2,2
CARANAVI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,10,10
CARAPARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,3,3
CHALLAPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,7,7
CHAQUI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,3,3
CHARAGUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,80,80
CHAYANTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,4,4
CLIZA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
COBIJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,15,15
COCHABAMBA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1498,1498
COLCAPIRHUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,7,7
COMARAPA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,28,28
CONCEPCION,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,37,37
COPACABANA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
COROICO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,8,8
COTAGAITA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
COTOCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,11,11
CUATRO CAÑADAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,6,6
CULPINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,5,5
CURAHUARA DE CARANGAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,45,45
EL ALTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,358,358
EL PUENTE(STC),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
EL TORNO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,6,6
ENTRE RIOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,42,42
EUCALIPTUS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
FERNANDEZ ALONSO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,5,5
GENERAL SAAVEDRA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,14,14
GUANAY,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,5,5
GUAYARAMERIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,48,48
GUTIERREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,2,2
HUACARETA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,14,14
HUANUNI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,5,5
HUAYLLAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,4,4
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,15,15
JESUS DE MACHACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
LA GUARDIA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,66,66
LA PAZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1595,1595
LAJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,2,2
LICOMA PAMPA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,58,58
LLALLAGUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,4,4
MACHARETI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,37,37
MAPIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,43,43
MECAPACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,3,3
MINEROS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,2,2
MIZQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,37,37
MONTERO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,48,48
MOROCHATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
OKINAWA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,3,3
ORURO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,301,301
PAILON,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,13,13
PALCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,41,41
PALOS BLANCOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,16,16
PASORAPA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,103,103
PATACAMAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,12,12
POCOATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,3,3
POJO (CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,3,3
POOPO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,6,6
PORTACHUELO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,3,3
POTOSI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,429,429
PUCARANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
PUERTO ACOSTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,5,5
PUERTO CARABUCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
PUERTO PEREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,3,3
PUERTO QUIJARRO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
PUERTO SUAREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,35,35
PUERTO VILLARROEL,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,11,11
PUNA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,3,3
PUNATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,11,11
QUILLACOLLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,124,124
QUIME,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,4,4
REYES,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,13,13
RIBERALTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,106,106
ROBORE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,327,327
SACABA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,159,159
SACACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
SAMAIPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,3,3
SAN AGUSTIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,14,14
SAN ANDRES,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,5,5
SAN BENITO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,15,15
SAN BORJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,30,30
SAN CARLOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,3,3
SAN IGNACIO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,10,10
SAN JAVIER(STC),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,252,252
SAN JULIAN,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,267,267
SAN LORENZO(TJA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,31,31
SAN LUCAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,3,3
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,23,23
SAN PEDRO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
SAN RAFAEL,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,12,12
SAN RAMON,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,9,9
SAN RAMON,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1329,1329
SANTA ROSA DEL SARA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
SANTIAGO DE CALLAPA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,2,2
SANTIAGO DE HUARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,2,2
SANTIVAÑES,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,5,5
SANTUARIO DE QUILLACAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,5,5
SAPAHAQUI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,12,12
SENA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
SICA SICA (VILLA AROMA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,1,1
SIPE SIPE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,72,72
SOPACHUY,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,15,15
SUCRE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,325,325
TACACOMA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,10,10
TACOPAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,83,83
TARABUCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,86,86
TARACO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,2,2
TARATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-02-01,2,2
