municipality,group,variable,month,Consultas nuevas en menores de 5 años,TOTAL
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,5,5
CHUMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,17,17
CLIZA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,38,38
COBIJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,150,150
COCHABAMBA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,2042,2042
COLCAPIRHUA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,12,12
"COLCHA ""K""",consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,8,8
COLOMI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,24,24
COLQUECHACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,5,5
COLQUENCHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,20,20
COMARAPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,102,102
CONCEPCION,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,3,3
COPACABANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,8,8
CORIPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,3,3
CORO CORO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,9,9
COROICO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,34,34
CORQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,19,19
COTAGAITA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,19,19
COTOCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,23,23
CUEVO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,83,83
CULPINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,10,10
CURAHUARA DE CARANGAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,21,21
DESAGUADERO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,6,6
EL ALTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,1868,1868
EL PUENTE(STC),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,8,8
EL PUENTE(TJA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,33,33
EL TORNO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,23,23
EL VILLAR,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,5,5
ENTRE RIOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,62,62
ENTRE RIOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,196,196
EUCALIPTUS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,10,10
EUREKA (SANTOS MERCADO),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,7,7
FERNANDEZ ALONSO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,16,16
FILADELFIA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,39,39
GENERAL SAAVEDRA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,43,43
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,44,44
GUANAY,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,46,46
GUAQUI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,10,10
GUAYARAMERIN,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,171,171
GUTIERREZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,8,8
HUACARETA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,6,6
HUANUNI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,26,26
HUARACAJE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,7,7
HUAYLLAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,6,6
ICHOCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,11,11
ICLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,2,2
INCAHUASI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,2,2
INQUISIVI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,156,156
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,34,34
IXIAMAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,92,92
JESUS DE MACHACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,12,12
LA ASUNTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,10,10
LA GUARDIA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,136,136
LA PAZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,4363,4363
LAGUNILLAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,63,63
LAJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,43,43
LICOMA PAMPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,1,1
LLALLAGUA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,45,45
LLICA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,4,4
MACHACAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,1,1
MACHARETI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,18,18
MAGDALENA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,10,10
MAIRANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,10,10
MAPIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,65,65
MECAPACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,20,20
MIZQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,33,33
MOCOMOCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,9,9
MOJOCOYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,10,10
MONTEAGUDO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,48,48
MONTERO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,60,60
MORO MORO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,8,8
MOROCHATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,193,193
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,33,33
OKINAWA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,26,26
ORURO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,671,671
PADCAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,39,39
PADILLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,4,4
PAILON,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,36,36
PALCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,4,4
PALOS BLANCOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,69,69
PAMPA GRANDE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,56,56
PAPEL PAMPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,60,60
PATACAMAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,13,13
PAZÑA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,45,45
POCOATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,94,94
POCONA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,2,2
POJO (CBBA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,20,20
POOPO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,23,23
POROMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,11,11
PORONGO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,27,27
PORTACHUELO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,17,17
PORVENIR,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,21,21
POSTRER VALLE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,10,10
POTOSI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,419,419
PRESTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,119,119
PUCARA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,2,2
PUCARANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,8,8
PUERTO ACOSTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,98,98
PUERTO CARABUCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,18,18
PUERTO GONZALO MORENO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,28,28
PUERTO PEREZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,19,19
PUERTO QUIJARRO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,75,75
PUERTO RICO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,45,45
PUERTO SUAREZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,55,55
PUERTO VILLARROEL,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,45,45
PUNA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,91,91
PUNATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,135,135
QUIABAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,23,23
QUILLACOLLO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,372,372
QUIME,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,97,97
RAVELO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,5,5
REYES,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,22,22
RIBERALTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,25,25
ROBORE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,80,80
RURRENABAQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,180,180
SABAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,18,18
SACABA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,244,244
SACABAMBA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,5,5
SACACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,62,62
SAIPINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,3,3
SALINAS DE GARCI MENDOZA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,2,2
SAMAIPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,19,19
SAN AGUSTIN,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,14,14
SAN ANDRES,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,18,18
SAN BENITO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,30,30
SAN BORJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,10,10
SAN BUENA VENTURA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,59,59
SAN CARLOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,7,7
SAN IGNACIO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,240,240
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,131,131
SAN JAVIER(STC),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,1,1
SAN JOAQUIN,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,24,24
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,15,15
SAN LORENZO(PND),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,115,115
SAN LORENZO(TJA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,132,132
SAN LUCAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,39,39
SAN MATIAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,62,62
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,69,69
SAN PEDRO DE BUENA VISTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,78,78
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,4,4
SAN PEDRO(PND),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,14,14
SAN RAFAEL,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,34,34
SAN RAMON,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,15,15
SAN RAMON,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,4,4
SANTA ANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,4,4
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,3077,3077
SANTA ROSA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,6,6
SANTA ROSA DEL SARA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,38,38
SANTIAGO DE CALLAPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,1,1
SANTIAGO DE HUARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,20,20
SANTIVAÑES,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,5,5
SANTUARIO DE QUILLACAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,1,1
SAPAHAQUI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,155,155
SENA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,41,41
SICA SICA (VILLA AROMA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,141,141
SIPE SIPE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,84,84
SOPACHUY,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,129,129
SORATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,39,39
SUCRE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,517,517
TACOPAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,2,2
TAPACARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,2,2
TARABUCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,133,133
TARACO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,5,5
TARATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,20,20
TARIJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,257,257
TARVITA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,162,162
TEOPONTE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,8,8
TIAWANACU,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,45,45
TINGUIPAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,27,27
TIPUANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,11,11
TIQUIPAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,202,202
TIRAQUE (CBBA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,231,231
TITO YUPANQUI (PARQUIPUJIO),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,3,3
TOLATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,4,4
TOMAVE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,40,40
TOMINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,4,4
TOTORA(CBBA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,16,16
TOTORA(ORR),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,3,3
TRIGAL,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,6,6
TRINIDAD,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,346,346
TUPIZA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,24,24
TURCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,8,8
UNCIA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,88,88
URIONDO (A. CONCEPCION),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,96,96
UYUNI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,18,18
VACAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,6,6
VALLEGRANDE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,106,106
VIACHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,67,67
VILA VILA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,1,1
VILLA MONTES,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,30,30
VILLA NUEVA (LOMA ALTA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,12,12
VILLA RIVERO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,4,4
VILLA SERRANO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,27,27
VILLA TUNARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,215,215
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,86,86
VILLAZON,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,131,131
VINTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,53,53
VITICHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,20,20
WARNES,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,50,50
YACUIBA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,78,78
YANACACHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,6,6
YAPACANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,46,46
YOCALLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,2,2
YOTALA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,14,14
ZUDAÑEZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-01-01,10,10
ACHACACHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,30,30
ACHOCALLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,34,34
AIQUILE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,92,92
ALCALA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,35,35
ANDAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,81,81
ANZALDO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,6,6
APOLO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,55,55
ARAMPAMPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,4,4
ARANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,12,12
ARBIETO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,39,39
ARQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,63,63
ASCENCION DE GUARAYOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,18,18
ATOCHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,98,98
AUCAPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,9,9
AYATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,180,180
AZURDUY,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,363,363
BATALLAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,9,9
BAURES,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,23,23
BELEN DE URMIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,1,1
BERMEJO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,111,111
BETANZOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,11,11
BOLIVAR,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,24,24
BOYUIBE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,1,1
BUENA VISTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,23,23
CABEZAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,3,3
CAIROMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,42,42
"CAIZA ""D""",consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,37,37
CAJUATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,26,26
CALACOTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,7,7
CALAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,5,5
CAMARGO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,27,27
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,18,18
CAMIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,96,96
CAPINOTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,17,17
CAQUIAVIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,32,32
CARACOLLO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,22,22
CARANAVI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,42,42
CARANGAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,5,5
CARAPARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,6,6
CARMEN RIVERO TORREZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,7,7
CHALLAPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,129,129
CHAQUI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,2,2
CHARAGUA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,18,18
CHARAÑA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,20,20
CHAYANTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,101,101
CHIMORE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,36,36
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,262,262
CHUMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,81,81
CLIZA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-02-01,9,9
