municipality,group,variable,month,Consultas repetidas en personas de 5 años y más,TOTAL
CORO CORO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,4,4
COROICO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,5,5
CORQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,14,14
COTAGAITA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,68,68
COTOCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,66,66
CUATRO CAÑADAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,15,15
CUEVO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,21,21
CULPINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,64,64
CURAHUARA DE CARANGAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,11,11
DESAGUADERO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,22,22
EL ALTO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,2472,2472
EL PUENTE(STC),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,122,122
EL PUENTE(TJA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,8,8
EL TORNO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,114,114
EL VILLAR,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,75,75
ENTRE RIOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,51,51
ENTRE RIOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,16,16
FERNANDEZ ALONSO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,67,67
GENERAL SAAVEDRA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,13,13
GUANAY,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,3,3
GUAQUI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,1,1
GUAYARAMERIN,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,137,137
GUTIERREZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,30,30
HUACARETA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,23,23
HUACHACALLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,2,2
HUANUNI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,132,132
HUARACAJE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,26,26
HUAYLLAMARCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,19,19
INCAHUASI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,39,39
INQUISIVI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,5,5
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,80,80
IXIAMAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,50,50
JESUS DE MACHACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,59,59
LA ASUNTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,15,15
LA GUARDIA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,126,126
LA PAZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,10013,10013
LAGUNILLAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,27,27
LICOMA PAMPA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,3,3
LLALLAGUA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,106,106
LLICA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,2,2
LURIBAY,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,1,1
MACHACAMARCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,30,30
MACHARETI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,43,43
MAGDALENA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,2,2
MAIRANA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,13,13
MAPIRI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,7,7
MECAPACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,52,52
MIZQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,4,4
MOJOCOYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,22,22
MONTEAGUDO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,90,90
MONTERO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,241,241
MORO MORO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,45,45
MOROCHATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,5,5
OKINAWA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,4,4
ORURO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,2809,2809
PADCAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,3,3
PADILLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,46,46
PAILON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,21,21
PALCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,4,4
PALOS BLANCOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,33,33
PAZÑA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,19,19
POCOATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,54,54
POJO (CBBA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,38,38
POOPO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,42,42
POROMA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,4,4
PORONGO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,6,6
PORTACHUELO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,61,61
PORVENIR,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,3,3
POSTRER VALLE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,12,12
POTOSI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,1271,1271
PRESTO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,24,24
PUCARA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,27,27
PUCARANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,14,14
PUERTO ACOSTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,43,43
PUERTO CARABUCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,13,13
PUERTO GONZALO MORENO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,4,4
PUERTO PEREZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,3,3
PUERTO QUIJARRO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,42,42
PUERTO RICO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,21,21
PUERTO SUAREZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,29,29
PUERTO VILLARROEL,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,17,17
PUNA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,23,23
PUNATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,152,152
QUILLACOLLO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,688,688
QUIME,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,9,9
RAVELO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,4,4
REYES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,28,28
RIBERALTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,47,47
ROBORE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,244,244
RURRENABAQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,50,50
SABAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,4,4
SACABA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,471,471
SACABAMBA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,7,7
SACACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,5,5
SAMAIPATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,46,46
SAN AGUSTIN,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,19,19
SAN ANDRES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,23,23
SAN BENITO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,35,35
SAN BORJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,106,106
SAN BUENA VENTURA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,13,13
SAN CARLOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,65,65
SAN IGNACIO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,35,35
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,36,36
SAN JAVIER(STC),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,14,14
SAN JOAQUIN,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,61,61
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,25,25
SAN JULIAN,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,61,61
SAN LORENZO(TJA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,9,9
SAN LUCAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,5,5
SAN MATIAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,2,2
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,432,432
SAN PEDRO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,39,39
SAN PEDRO DE BUENA VISTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,9,9
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,5,5
SAN RAFAEL,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,61,61
SAN RAMON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,57,57
SAN RAMON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,17,17
SANTA ANA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,70,70
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,1973,1973
SANTA ROSA DEL SARA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,29,29
SANTIAGO DE HUARI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,55,55
SANTIVAÑES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,18,18
SANTUARIO DE QUILLACAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,6,6
SENA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,7,7
SICA SICA (VILLA AROMA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,15,15
SIPE SIPE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,270,270
SOPACHUY,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,188,188
SORACACHI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,3,3
SORATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,19,19
SUCRE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,5543,5543
TACACOMA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,33,33
TACOPAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,9,9
TAPACARI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,1,1
TARABUCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,23,23
TARATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,19,19
TARIJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,508,508
TARVITA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,20,20
TEOPONTE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,10,10
TIAWANACU,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,16,16
TINGUIPAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,19,19
TIPUANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,11,11
TIQUIPAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,111,111
TIRAQUE (CBBA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,182,182
TOLATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,7,7
TOLEDO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,7,7
TOMAVE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,7,7
TOMINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,74,74
TOTORA(CBBA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,39,39
TRIGAL,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,65,65
TRINIDAD,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,415,415
TUPIZA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,34,34
TURCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,216,216
UNCIA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,204,204
URIONDO (A. CONCEPCION),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,23,23
UYUNI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,184,184
VALLEGRANDE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,152,152
VIACHA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,219,219
VILA VILA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,3,3
VILLA MONTES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,129,129
VILLA RIVERO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,29,29
VILLA SERRANO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,71,71
VILLA TUNARI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,85,85
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,140,140
VILLAZON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,221,221
VINTO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,7,7
VITICHI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,6,6
WARNES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,49,49
YACUIBA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,385,385
YAMPARAEZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,3,3
YAPACANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,73,73
YOCALLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,22,22
YOTALA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,59,59
ZUDAÑEZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-01-01,28,28
ACHACACHI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,99,99
ACHOCALLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,9,9
AIQUILE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,63,63
ALCALA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,38,38
ANZALDO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,10,10
APOLO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,1,1
ARANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,52,52
ARBIETO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,3,3
ARQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,16,16
ASCENCION DE GUARAYOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,10,10
ATOCHA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,245,245
AUCAPATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,58,58
AZURDUY,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,185,185
BAURES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,22,22
BERMEJO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,158,158
BETANZOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,39,39
BOLIVAR,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,44,44
BOYUIBE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,24,24
BUENA VISTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,45,45
CAIROMA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,1,1
"CAIZA ""D""",consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,1,1
CAJUATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,2,2
CALACOTO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,2,2
CAMARGO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,118,118
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,61,61
CAMIRI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,290,290
CAPINOTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,34,34
CAQUIAVIRI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,3,3
CARACOLLO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,7,7
CARANAVI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,168,168
CARAPARI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,36,36
CARMEN RIVERO TORREZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,6,6
CHALLAPATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,46,46
CHAQUI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,31,31
CHARAGUA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,29,29
CHAYANTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,13,13
CHIMORE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,2,2
CHUMA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,16,16
CLIZA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,4,4
COBIJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,78,78
COCHABAMBA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,4892,4892
COLCAPIRHUA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,104,104
COLOMI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,5,5
COLQUECHACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,6,6
COMARAPA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,132,132
CONCEPCION,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,33,33
COPACABANA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,34,34
CORO CORO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,5,5
COROICO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,9,9
CORQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,10,10
COTAGAITA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,65,65
COTOCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,43,43
CUATRO CAÑADAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,6,6
CUEVO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,2,2
CULPINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,36,36
CURAHUARA DE CARANGAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,165,165
DESAGUADERO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,18,18
EL ALTO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,2071,2071
EL PUENTE(STC),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,4,4
EL PUENTE(TJA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,6,6
EL TORNO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,52,52
EL VILLAR,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,40,40
ENTRE RIOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,11,11
EUCALIPTUS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,8,8
FERNANDEZ ALONSO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2005-02-01,47,47
