municipality,group,variable,month,Consultas nuevas en personas de 5 años y más,TOTAL
CALACOTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,30,30
CALAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,27,27
CAMARGO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,198,198
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,41,41
CAMIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,487,487
CAPINOTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,91,91
CAQUIAVIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,28,28
CARACOLLO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,129,129
CARANAVI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,228,228
CARAPARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,53,53
CARMEN RIVERO TORREZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,17,17
CATACORA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,59,59
CHALLAPATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,235,235
CHAQUI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,25,25
CHARAGUA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,97,97
CHARAÑA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,25,25
CHAYANTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,32,32
CHIMORE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,90,90
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,209,209
CHUMA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,53,53
CLIZA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,124,124
COBIJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,453,453
COCHABAMBA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,6116,6116
COLCAPIRHUA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,53,53
"COLCHA ""K""",consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,52,52
COLOMI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,98,98
COLQUECHACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,75,75
COLQUENCHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,60,60
COLQUIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,27,27
COMARAPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,329,329
CONCEPCION,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,8,8
COPACABANA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,43,43
CORIPATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,53,53
CORO CORO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,92,92
COROICO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,326,326
CORQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,42,42
COTAGAITA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,339,339
COTOCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,111,111
CUATRO CAÑADAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,33,33
CUEVO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,212,212
CULPINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,99,99
CURAHUARA DE CARANGAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,137,137
DESAGUADERO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,105,105
EL ALTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,9332,9332
EL PUENTE(TJA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,72,72
EL TORNO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,118,118
EL VILLAR,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,27,27
ENTRE RIOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,219,219
ENTRE RIOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,30,30
EUCALIPTUS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,34,34
EUREKA (SANTOS MERCADO),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,16,16
FERNANDEZ ALONSO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,84,84
FILADELFIA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,42,42
GENERAL SAAVEDRA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,75,75
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,161,161
GUANAY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,54,54
GUAQUI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,90,90
GUAYARAMERIN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,427,427
GUTIERREZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,126,126
HUACARETA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,50,50
HUACHACALLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,19,19
HUANUNI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,170,170
HUARACAJE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,67,67
HUAYLLAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,26,26
ICHOCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,42,42
ICLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,35,35
INCAHUASI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,17,17
INQUISIVI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,220,220
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,252,252
IXIAMAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,317,317
JESUS DE MACHACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,207,207
LA ASUNTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,190,190
LA GUARDIA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,202,202
LA PAZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,13679,13679
LAGUNILLAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,131,131
LAJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,54,54
LICOMA PAMPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,31,31
LLALLAGUA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,227,227
LLICA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,29,29
LURIBAY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,12,12
MACHACAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,127,127
MACHARETI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,55,55
MAGDALENA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,113,113
MAIRANA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,110,110
MAPIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,159,159
MECAPACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,100,100
MIZQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,10,10
MOCOMOCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,98,98
MOJOCOYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,71,71
MONTEAGUDO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,79,79
MONTERO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,365,365
MORO MORO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,39,39
MOROCHATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,65,65
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,1,1
OKINAWA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,74,74
ORURO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,4696,4696
PADCAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,208,208
PADILLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,58,58
PAILON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,79,79
PALCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,70,70
PALOS BLANCOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,175,175
PAMPA GRANDE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,31,31
PAPEL PAMPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,76,76
PATACAMAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,88,88
PAZÑA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,68,68
POCOATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,203,203
POCONA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,8,8
POJO (CBBA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,73,73
POOPO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,132,132
POROMA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,62,62
PORONGO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,192,192
PORTACHUELO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,239,239
PORVENIR,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,64,64
POSTRER VALLE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,132,132
POTOSI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,1385,1385
PRESTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,136,136
PUCARA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,96,96
PUCARANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,133,133
PUERTO ACOSTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,380,380
PUERTO CARABUCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,215,215
PUERTO GONZALO MORENO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,32,32
PUERTO PEREZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,32,32
PUERTO QUIJARRO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,134,134
PUERTO RICO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,178,178
PUERTO SUAREZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,152,152
PUERTO VILLARROEL,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,61,61
PUNA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,235,235
PUNATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,294,294
QUIABAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,19,19
QUILLACOLLO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,726,726
QUIME,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,145,145
RAVELO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,41,41
REYES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,129,129
RIBERALTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,585,585
ROBORE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,136,136
RURRENABAQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,23,23
SABAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,6,6
SACABA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,658,658
SACABAMBA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,42,42
SACACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,56,56
SAIPINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,35,35
SALINAS DE GARCI MENDOZA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,10,10
SAMAIPATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,147,147
SAN AGUSTIN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,39,39
SAN ANDRES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,24,24
SAN BENITO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,127,127
SAN BORJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,39,39
SAN BUENA VENTURA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,93,93
SAN CARLOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,98,98
SAN IGNACIO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,346,346
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,189,189
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,229,229
SAN JULIAN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,227,227
SAN LORENZO(PND),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,119,119
SAN LORENZO(TJA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,222,222
SAN LUCAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,32,32
SAN MATIAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,107,107
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,15,15
SAN PEDRO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,42,42
SAN PEDRO DE BUENA VISTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,144,144
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,39,39
SAN PEDRO(PND),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,30,30
SAN RAFAEL,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,108,108
SAN RAMON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,61,61
SAN RAMON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,20,20
SANTA ANA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,20,20
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,6294,6294
SANTA ROSA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,74,74
SANTA ROSA DEL SARA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,244,244
SANTIAGO DE CALLAPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,13,13
SANTIAGO DE HUARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,125,125
SANTIVAÑES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,39,39
SANTUARIO DE QUILLACAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,10,10
SAPAHAQUI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,124,124
SENA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,77,77
SICA SICA (VILLA AROMA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,139,139
SIPE SIPE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,438,438
SOPACHUY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,130,130
SORACACHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,16,16
SORATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,122,122
SUCRE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,3911,3911
TACOPAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,72,72
TAPACARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,31,31
TARABUCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,79,79
TARACO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,21,21
TARATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,71,71
TARIJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,1078,1078
TARVITA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,125,125
TEOPONTE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,43,43
TIAWANACU,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,240,240
TINGUIPAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,36,36
TIPUANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,46,46
TIQUIPAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,413,413
TIRAQUE (CBBA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,366,366
TITO YUPANQUI (PARQUIPUJIO),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,76,76
TOLATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,44,44
TOLEDO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,114,114
TOMAVE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,48,48
TOMINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,43,43
TOTORA(CBBA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,92,92
TOTORA(ORR),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,19,19
TRIGAL,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,45,45
TRINIDAD,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,733,733
TUPIZA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,533,533
TURCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,49,49
UNCIA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,297,297
URIONDO (A. CONCEPCION),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,155,155
UYUNI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,328,328
VACAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,14,14
VALLEGRANDE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,384,384
VIACHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,383,383
VILA VILA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,15,15
VILLA MONTES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,254,254
VILLA NUEVA (LOMA ALTA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,26,26
VILLA RIVERO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,118,118
VILLA SERRANO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,15,15
VILLA TUNARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,551,551
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,498,498
VILLAZON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,605,605
VINTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,27,27
VITICHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,33,33
WARNES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,116,116
YACUIBA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,568,568
YAMPARAEZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,11,11
YANACACHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,34,34
YAPACANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,161,161
YOCALLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,48,48
YOTALA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,86,86
ZUDAÑEZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-01-01,72,72
ACHACACHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,157,157
ACHOCALLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,88,88
AIQUILE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,231,231
ALCALA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,34,34
ANDAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,229,229
ANZALDO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,51,51
APOLO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,202,202
ARAMPAMPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,1,1
ARANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,58,58
ARBIETO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,29,29
ARQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,69,69
ASCENCION DE GUARAYOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,30,30
ATOCHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,598,598
AUCAPATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,139,139
AYATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,45,45
AYO AYO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,149,149
AZURDUY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,392,392
BATALLAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,9,9
BAURES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,35,35
BERMEJO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,463,463
BETANZOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,47,47
BOLIVAR,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,20,20
BOYUIBE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-02-01,162,162
