municipality,group,variable,month,Acciones preventivas,TOTAL
PAPEL PAMPA,consultas odontologicas,acciones preventivas,2005-01-01,4,4
PAZÑA,consultas odontologicas,acciones preventivas,2005-01-01,9,9
POCOATA,consultas odontologicas,acciones preventivas,2005-01-01,34,34
POCONA,consultas odontologicas,acciones preventivas,2005-01-01,2,2
POJO (CBBA),consultas odontologicas,acciones preventivas,2005-01-01,6,6
PORTACHUELO,consultas odontologicas,acciones preventivas,2005-01-01,14,14
PORVENIR,consultas odontologicas,acciones preventivas,2005-01-01,1,1
PRESTO,consultas odontologicas,acciones preventivas,2005-01-01,51,51
PUCARA,consultas odontologicas,acciones preventivas,2005-01-01,3,3
PUERTO ACOSTA,consultas odontologicas,acciones preventivas,2005-01-01,77,77
PUERTO CARABUCO,consultas odontologicas,acciones preventivas,2005-01-01,12,12
PUERTO GONZALO MORENO,consultas odontologicas,acciones preventivas,2005-01-01,4,4
PUERTO RICO,consultas odontologicas,acciones preventivas,2005-01-01,41,41
PUERTO VILLARROEL,consultas odontologicas,acciones preventivas,2005-01-01,14,14
PUNA,consultas odontologicas,acciones preventivas,2005-01-01,102,102
PUNATA,consultas odontologicas,acciones preventivas,2005-01-01,361,361
QUILLACOLLO,consultas odontologicas,acciones preventivas,2005-01-01,98,98
QUIME,consultas odontologicas,acciones preventivas,2005-01-01,96,96
SACABA,consultas odontologicas,acciones preventivas,2005-01-01,87,87
SACACA,consultas odontologicas,acciones preventivas,2005-01-01,52,52
SAMAIPATA,consultas odontologicas,acciones preventivas,2005-01-01,2,2
SAN BUENA VENTURA,consultas odontologicas,acciones preventivas,2005-01-01,32,32
SAN IGNACIO,consultas odontologicas,acciones preventivas,2005-01-01,388,388
SAN IGNACIO DE VELASCO,consultas odontologicas,acciones preventivas,2005-01-01,74,74
SAN LORENZO(PND),consultas odontologicas,acciones preventivas,2005-01-01,85,85
SAN LUCAS,consultas odontologicas,acciones preventivas,2005-01-01,21,21
SAN PEDRO DE BUENA VISTA,consultas odontologicas,acciones preventivas,2005-01-01,21,21
SAN PEDRO(PND),consultas odontologicas,acciones preventivas,2005-01-01,6,6
SAN RAFAEL,consultas odontologicas,acciones preventivas,2005-01-01,8,8
SANTA CRUZ DE LA SIERRA,consultas odontologicas,acciones preventivas,2005-01-01,237,237
SANTA ROSA DEL SARA,consultas odontologicas,acciones preventivas,2005-01-01,25,25
SANTIAGO DE HUARI,consultas odontologicas,acciones preventivas,2005-01-01,4,4
SANTUARIO DE QUILLACAS,consultas odontologicas,acciones preventivas,2005-01-01,1,1
SAPAHAQUI,consultas odontologicas,acciones preventivas,2005-01-01,120,120
SENA,consultas odontologicas,acciones preventivas,2005-01-01,9,9
SICA SICA (VILLA AROMA),consultas odontologicas,acciones preventivas,2005-01-01,87,87
SIPE SIPE,consultas odontologicas,acciones preventivas,2005-01-01,17,17
SOPACHUY,consultas odontologicas,acciones preventivas,2005-01-01,125,125
SORACACHI,consultas odontologicas,acciones preventivas,2005-01-01,2,2
SORATA,consultas odontologicas,acciones preventivas,2005-01-01,29,29
SUCRE,consultas odontologicas,acciones preventivas,2005-01-01,140,140
TAPACARI,consultas odontologicas,acciones preventivas,2005-01-01,1,1
TARABUCO,consultas odontologicas,acciones preventivas,2005-01-01,141,141
TARACO,consultas odontologicas,acciones preventivas,2005-01-01,1,1
TARIJA,consultas odontologicas,acciones preventivas,2005-01-01,51,51
TARVITA,consultas odontologicas,acciones preventivas,2005-01-01,72,72
TIPUANI,consultas odontologicas,acciones preventivas,2005-01-01,3,3
TIQUIPAYA,consultas odontologicas,acciones preventivas,2005-01-01,62,62
TIRAQUE (CBBA),consultas odontologicas,acciones preventivas,2005-01-01,32,32
TOLATA,consultas odontologicas,acciones preventivas,2005-01-01,2,2
TRIGAL,consultas odontologicas,acciones preventivas,2005-01-01,14,14
TUPIZA,consultas odontologicas,acciones preventivas,2005-01-01,4,4
UNCIA,consultas odontologicas,acciones preventivas,2005-01-01,73,73
VALLEGRANDE,consultas odontologicas,acciones preventivas,2005-01-01,124,124
VILLA MONTES,consultas odontologicas,acciones preventivas,2005-01-01,1,1
VILLA NUEVA (LOMA ALTA),consultas odontologicas,acciones preventivas,2005-01-01,2,2
VILLA RIVERO,consultas odontologicas,acciones preventivas,2005-01-01,99,99
VILLA SERRANO,consultas odontologicas,acciones preventivas,2005-01-01,14,14
VILLA TUNARI,consultas odontologicas,acciones preventivas,2005-01-01,42,42
VINTO,consultas odontologicas,acciones preventivas,2005-01-01,37,37
YACUIBA,consultas odontologicas,acciones preventivas,2005-01-01,3,3
YOTALA,consultas odontologicas,acciones preventivas,2005-01-01,5,5
ACHACACHI,consultas odontologicas,acciones preventivas,2005-02-01,7,7
AIQUILE,consultas odontologicas,acciones preventivas,2005-02-01,41,41
ALCALA,consultas odontologicas,acciones preventivas,2005-02-01,13,13
APOLO,consultas odontologicas,acciones preventivas,2005-02-01,106,106
ARAMPAMPA,consultas odontologicas,acciones preventivas,2005-02-01,2,2
ARANI,consultas odontologicas,acciones preventivas,2005-02-01,12,12
ARQUE,consultas odontologicas,acciones preventivas,2005-02-01,8,8
AYATA,consultas odontologicas,acciones preventivas,2005-02-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,acciones preventivas,2005-02-01,150,150
AZURDUY,consultas odontologicas,acciones preventivas,2005-02-01,81,81
BAURES,consultas odontologicas,acciones preventivas,2005-02-01,18,18
BERMEJO,consultas odontologicas,acciones preventivas,2005-02-01,35,35
BETANZOS,consultas odontologicas,acciones preventivas,2005-02-01,1,1
BOLIVAR,consultas odontologicas,acciones preventivas,2005-02-01,23,23
CAIROMA,consultas odontologicas,acciones preventivas,2005-02-01,39,39
"CAIZA ""D""",consultas odontologicas,acciones preventivas,2005-02-01,1,1
CAJUATA,consultas odontologicas,acciones preventivas,2005-02-01,17,17
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,acciones preventivas,2005-02-01,30,30
CAMIRI,consultas odontologicas,acciones preventivas,2005-02-01,88,88
CARANAVI,consultas odontologicas,acciones preventivas,2005-02-01,151,151
CARAPARI,consultas odontologicas,acciones preventivas,2005-02-01,2,2
CHALLAPATA,consultas odontologicas,acciones preventivas,2005-02-01,20,20
CHAQUI,consultas odontologicas,acciones preventivas,2005-02-01,2,2
CHARAÑA,consultas odontologicas,acciones preventivas,2005-02-01,58,58
CHAYANTA,consultas odontologicas,acciones preventivas,2005-02-01,27,27
CHIMORE,consultas odontologicas,acciones preventivas,2005-02-01,22,22
CHUMA,consultas odontologicas,acciones preventivas,2005-02-01,105,105
COBIJA,consultas odontologicas,acciones preventivas,2005-02-01,166,166
COCHABAMBA,consultas odontologicas,acciones preventivas,2005-02-01,1479,1479
"COLCHA ""K""",consultas odontologicas,acciones preventivas,2005-02-01,7,7
COLOMI,consultas odontologicas,acciones preventivas,2005-02-01,51,51
COMARAPA,consultas odontologicas,acciones preventivas,2005-02-01,4,4
COPACABANA,consultas odontologicas,acciones preventivas,2005-02-01,23,23
COTAGAITA,consultas odontologicas,acciones preventivas,2005-02-01,32,32
CUEVO,consultas odontologicas,acciones preventivas,2005-02-01,4,4
CULPINA,consultas odontologicas,acciones preventivas,2005-02-01,70,70
DESAGUADERO,consultas odontologicas,acciones preventivas,2005-02-01,1,1
EL ALTO,consultas odontologicas,acciones preventivas,2005-02-01,1149,1149
EL PUENTE(TJA),consultas odontologicas,acciones preventivas,2005-02-01,1,1
EL VILLAR,consultas odontologicas,acciones preventivas,2005-02-01,17,17
ENTRE RIOS,consultas odontologicas,acciones preventivas,2005-02-01,135,135
FERNANDEZ ALONSO,consultas odontologicas,acciones preventivas,2005-02-01,38,38
FILADELFIA,consultas odontologicas,acciones preventivas,2005-02-01,25,25
GUANAY,consultas odontologicas,acciones preventivas,2005-02-01,64,64
GUAYARAMERIN,consultas odontologicas,acciones preventivas,2005-02-01,105,105
ICHOCA,consultas odontologicas,acciones preventivas,2005-02-01,1,1
ICLA,consultas odontologicas,acciones preventivas,2005-02-01,66,66
INGAVI (HUMAITA),consultas odontologicas,acciones preventivas,2005-02-01,30,30
INQUISIVI,consultas odontologicas,acciones preventivas,2005-02-01,24,24
IRUPANA (VILLA DE LANZA),consultas odontologicas,acciones preventivas,2005-02-01,79,79
IXIAMAS,consultas odontologicas,acciones preventivas,2005-02-01,57,57
JESUS DE MACHACA,consultas odontologicas,acciones preventivas,2005-02-01,37,37
LA PAZ,consultas odontologicas,acciones preventivas,2005-02-01,1534,1534
LAJA,consultas odontologicas,acciones preventivas,2005-02-01,8,8
LICOMA PAMPA,consultas odontologicas,acciones preventivas,2005-02-01,49,49
LLALLAGUA,consultas odontologicas,acciones preventivas,2005-02-01,6,6
MAGDALENA,consultas odontologicas,acciones preventivas,2005-02-01,3,3
MALLA,consultas odontologicas,acciones preventivas,2005-02-01,6,6
MAPIRI,consultas odontologicas,acciones preventivas,2005-02-01,49,49
MIZQUE,consultas odontologicas,acciones preventivas,2005-02-01,111,111
MOCOMOCO,consultas odontologicas,acciones preventivas,2005-02-01,123,123
MONTERO,consultas odontologicas,acciones preventivas,2005-02-01,21,21
MOROCHATA,consultas odontologicas,acciones preventivas,2005-02-01,73,73
OMEREQUE,consultas odontologicas,acciones preventivas,2005-02-01,68,68
PADCAYA,consultas odontologicas,acciones preventivas,2005-02-01,19,19
PADILLA,consultas odontologicas,acciones preventivas,2005-02-01,2,2
PALOS BLANCOS,consultas odontologicas,acciones preventivas,2005-02-01,40,40
PAPEL PAMPA,consultas odontologicas,acciones preventivas,2005-02-01,119,119
PASORAPA,consultas odontologicas,acciones preventivas,2005-02-01,27,27
PAZÑA,consultas odontologicas,acciones preventivas,2005-02-01,5,5
PELECHUCO,consultas odontologicas,acciones preventivas,2005-02-01,10,10
POCONA,consultas odontologicas,acciones preventivas,2005-02-01,25,25
POJO (CBBA),consultas odontologicas,acciones preventivas,2005-02-01,2,2
PORTACHUELO,consultas odontologicas,acciones preventivas,2005-02-01,3,3
PORVENIR,consultas odontologicas,acciones preventivas,2005-02-01,3,3
PRESTO,consultas odontologicas,acciones preventivas,2005-02-01,22,22
PUCARA,consultas odontologicas,acciones preventivas,2005-02-01,24,24
PUERTO ACOSTA,consultas odontologicas,acciones preventivas,2005-02-01,189,189
PUERTO CARABUCO,consultas odontologicas,acciones preventivas,2005-02-01,8,8
PUERTO GONZALO MORENO,consultas odontologicas,acciones preventivas,2005-02-01,71,71
PUERTO RICO,consultas odontologicas,acciones preventivas,2005-02-01,42,42
PUERTO VILLARROEL,consultas odontologicas,acciones preventivas,2005-02-01,35,35
PUNA,consultas odontologicas,acciones preventivas,2005-02-01,115,115
PUNATA,consultas odontologicas,acciones preventivas,2005-02-01,196,196
QUILLACOLLO,consultas odontologicas,acciones preventivas,2005-02-01,105,105
QUIME,consultas odontologicas,acciones preventivas,2005-02-01,37,37
QUIRUSILLAS,consultas odontologicas,acciones preventivas,2005-02-01,2,2
RAVELO,consultas odontologicas,acciones preventivas,2005-02-01,40,40
SACABA,consultas odontologicas,acciones preventivas,2005-02-01,201,201
SACACA,consultas odontologicas,acciones preventivas,2005-02-01,125,125
SAMAIPATA,consultas odontologicas,acciones preventivas,2005-02-01,10,10
SAN BUENA VENTURA,consultas odontologicas,acciones preventivas,2005-02-01,73,73
SAN IGNACIO,consultas odontologicas,acciones preventivas,2005-02-01,10,10
SAN IGNACIO DE VELASCO,consultas odontologicas,acciones preventivas,2005-02-01,3,3
SAN LORENZO(PND),consultas odontologicas,acciones preventivas,2005-02-01,62,62
SAN LUCAS,consultas odontologicas,acciones preventivas,2005-02-01,21,21
SAN MIGUEL DE VELASCO,consultas odontologicas,acciones preventivas,2005-02-01,94,94
SAN PEDRO DE BUENA VISTA,consultas odontologicas,acciones preventivas,2005-02-01,2,2
SAN PEDRO DE CURAHUARA,consultas odontologicas,acciones preventivas,2005-02-01,76,76
SAN PEDRO(PND),consultas odontologicas,acciones preventivas,2005-02-01,9,9
SAN RAFAEL,consultas odontologicas,acciones preventivas,2005-02-01,143,143
SANTA CRUZ DE LA SIERRA,consultas odontologicas,acciones preventivas,2005-02-01,256,256
SANTA ROSA DEL SARA,consultas odontologicas,acciones preventivas,2005-02-01,309,309
SANTIAGO DE HUARI,consultas odontologicas,acciones preventivas,2005-02-01,8,8
SANTUARIO DE QUILLACAS,consultas odontologicas,acciones preventivas,2005-02-01,1,1
SAPAHAQUI,consultas odontologicas,acciones preventivas,2005-02-01,125,125
SENA,consultas odontologicas,acciones preventivas,2005-02-01,60,60
SICA SICA (VILLA AROMA),consultas odontologicas,acciones preventivas,2005-02-01,27,27
SIPE SIPE,consultas odontologicas,acciones preventivas,2005-02-01,20,20
SOPACHUY,consultas odontologicas,acciones preventivas,2005-02-01,58,58
SORACACHI,consultas odontologicas,acciones preventivas,2005-02-01,6,6
SORATA,consultas odontologicas,acciones preventivas,2005-02-01,37,37
SUCRE,consultas odontologicas,acciones preventivas,2005-02-01,221,221
TACACOMA,consultas odontologicas,acciones preventivas,2005-02-01,60,60
TACOPAYA,consultas odontologicas,acciones preventivas,2005-02-01,107,107
TAPACARI,consultas odontologicas,acciones preventivas,2005-02-01,17,17
TARABUCO,consultas odontologicas,acciones preventivas,2005-02-01,128,128
TARACO,consultas odontologicas,acciones preventivas,2005-02-01,6,6
TARIJA,consultas odontologicas,acciones preventivas,2005-02-01,54,54
TEOPONTE,consultas odontologicas,acciones preventivas,2005-02-01,25,25
TIAWANACU,consultas odontologicas,acciones preventivas,2005-02-01,20,20
TIPUANI,consultas odontologicas,acciones preventivas,2005-02-01,3,3
TIQUIPAYA,consultas odontologicas,acciones preventivas,2005-02-01,212,212
TIRAQUE (CBBA),consultas odontologicas,acciones preventivas,2005-02-01,6,6
TOMINA,consultas odontologicas,acciones preventivas,2005-02-01,15,15
TRIGAL,consultas odontologicas,acciones preventivas,2005-02-01,167,167
UMALA,consultas odontologicas,acciones preventivas,2005-02-01,20,20
UNCIA,consultas odontologicas,acciones preventivas,2005-02-01,4,4
VALLEGRANDE,consultas odontologicas,acciones preventivas,2005-02-01,60,60
VILLA RIVERO,consultas odontologicas,acciones preventivas,2005-02-01,651,651
VILLA SERRANO,consultas odontologicas,acciones preventivas,2005-02-01,3,3
VILLA TUNARI,consultas odontologicas,acciones preventivas,2005-02-01,224,224
VINTO,consultas odontologicas,acciones preventivas,2005-02-01,3,3
VITICHI,consultas odontologicas,acciones preventivas,2005-02-01,19,19
YACO,consultas odontologicas,acciones preventivas,2005-02-01,11,11
YACUIBA,consultas odontologicas,acciones preventivas,2005-02-01,87,87
YOTALA,consultas odontologicas,acciones preventivas,2005-02-01,3,3
YUNCHARA,consultas odontologicas,acciones preventivas,2005-02-01,27,27
ACACIO,consultas odontologicas,acciones preventivas,2005-03-01,134,134
ACHACACHI,consultas odontologicas,acciones preventivas,2005-03-01,749,749
AIQUILE,consultas odontologicas,acciones preventivas,2005-03-01,333,333
ALALAY,consultas odontologicas,acciones preventivas,2005-03-01,106,106
ANCORAIMES,consultas odontologicas,acciones preventivas,2005-03-01,711,711
APOLO,consultas odontologicas,acciones preventivas,2005-03-01,255,255
ARAMPAMPA,consultas odontologicas,acciones preventivas,2005-03-01,73,73
ARANI,consultas odontologicas,acciones preventivas,2005-03-01,277,277
ARQUE,consultas odontologicas,acciones preventivas,2005-03-01,53,53
AYATA,consultas odontologicas,acciones preventivas,2005-03-01,115,115
AYO AYO,consultas odontologicas,acciones preventivas,2005-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,acciones preventivas,2005-03-01,147,147
AZURDUY,consultas odontologicas,acciones preventivas,2005-03-01,50,50
BERMEJO,consultas odontologicas,acciones preventivas,2005-03-01,21,21
BETANZOS,consultas odontologicas,acciones preventivas,2005-03-01,44,44
BOLIVAR,consultas odontologicas,acciones preventivas,2005-03-01,155,155
BOYUIBE,consultas odontologicas,acciones preventivas,2005-03-01,290,290
CAIROMA,consultas odontologicas,acciones preventivas,2005-03-01,3,3
"CAIZA ""D""",consultas odontologicas,acciones preventivas,2005-03-01,3,3
CAJUATA,consultas odontologicas,acciones preventivas,2005-03-01,26,26
CALAMARCA,consultas odontologicas,acciones preventivas,2005-03-01,1,1
CAMARGO,consultas odontologicas,acciones preventivas,2005-03-01,40,40
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,acciones preventivas,2005-03-01,38,38
CAMIRI,consultas odontologicas,acciones preventivas,2005-03-01,131,131
CAPINOTA,consultas odontologicas,acciones preventivas,2005-03-01,6,6
CAQUIAVIRI,consultas odontologicas,acciones preventivas,2005-03-01,440,440
CARANAVI,consultas odontologicas,acciones preventivas,2005-03-01,390,390
CARAPARI,consultas odontologicas,acciones preventivas,2005-03-01,2,2
CHALLAPATA,consultas odontologicas,acciones preventivas,2005-03-01,13,13
CHAQUI,consultas odontologicas,acciones preventivas,2005-03-01,6,6
CHAYANTA,consultas odontologicas,acciones preventivas,2005-03-01,32,32
CHIMORE,consultas odontologicas,acciones preventivas,2005-03-01,15,15
CHUMA,consultas odontologicas,acciones preventivas,2005-03-01,565,565
COBIJA,consultas odontologicas,acciones preventivas,2005-03-01,124,124
COCHABAMBA,consultas odontologicas,acciones preventivas,2005-03-01,2739,2739
COLCAPIRHUA,consultas odontologicas,acciones preventivas,2005-03-01,2,2
"COLCHA ""K""",consultas odontologicas,acciones preventivas,2005-03-01,151,151
COLOMI,consultas odontologicas,acciones preventivas,2005-03-01,36,36
COLQUIRI,consultas odontologicas,acciones preventivas,2005-03-01,1079,1079
COMARAPA,consultas odontologicas,acciones preventivas,2005-03-01,235,235
COMBAYA,consultas odontologicas,acciones preventivas,2005-03-01,254,254
COPACABANA,consultas odontologicas,acciones preventivas,2005-03-01,583,583
CORO CORO,consultas odontologicas,acciones preventivas,2005-03-01,5,5
COTAGAITA,consultas odontologicas,acciones preventivas,2005-03-01,250,250
CUEVO,consultas odontologicas,acciones preventivas,2005-03-01,139,139
CULPINA,consultas odontologicas,acciones preventivas,2005-03-01,63,63
DESAGUADERO,consultas odontologicas,acciones preventivas,2005-03-01,119,119
EL ALTO,consultas odontologicas,acciones preventivas,2005-03-01,1439,1439
EL PUENTE(TJA),consultas odontologicas,acciones preventivas,2005-03-01,3,3
ENTRE RIOS,consultas odontologicas,acciones preventivas,2005-03-01,230,230
FERNANDEZ ALONSO,consultas odontologicas,acciones preventivas,2005-03-01,9,9
FILADELFIA,consultas odontologicas,acciones preventivas,2005-03-01,45,45
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,acciones preventivas,2005-03-01,10,10
GUANAY,consultas odontologicas,acciones preventivas,2005-03-01,10,10
GUAYARAMERIN,consultas odontologicas,acciones preventivas,2005-03-01,617,617
GUTIERREZ,consultas odontologicas,acciones preventivas,2005-03-01,79,79
ICLA,consultas odontologicas,acciones preventivas,2005-03-01,168,168
INQUISIVI,consultas odontologicas,acciones preventivas,2005-03-01,243,243
IXIAMAS,consultas odontologicas,acciones preventivas,2005-03-01,587,587
JESUS DE MACHACA,consultas odontologicas,acciones preventivas,2005-03-01,413,413
LA PAZ,consultas odontologicas,acciones preventivas,2005-03-01,5229,5229
LAJA,consultas odontologicas,acciones preventivas,2005-03-01,4,4
LLALLAGUA,consultas odontologicas,acciones preventivas,2005-03-01,11,11
LURIBAY,consultas odontologicas,acciones preventivas,2005-03-01,42,42
MAGDALENA,consultas odontologicas,acciones preventivas,2005-03-01,7,7
MAIRANA,consultas odontologicas,acciones preventivas,2005-03-01,740,740
MAPIRI,consultas odontologicas,acciones preventivas,2005-03-01,13,13
MIZQUE,consultas odontologicas,acciones preventivas,2005-03-01,44,44
MOCOMOCO,consultas odontologicas,acciones preventivas,2005-03-01,551,551
MOJOCOYA,consultas odontologicas,acciones preventivas,2005-03-01,24,24
MONTERO,consultas odontologicas,acciones preventivas,2005-03-01,94,94
MOROCHATA,consultas odontologicas,acciones preventivas,2005-03-01,21,21
ORURO,consultas odontologicas,acciones preventivas,2005-03-01,59,59
PADILLA,consultas odontologicas,acciones preventivas,2005-03-01,3,3
PALOS BLANCOS,consultas odontologicas,acciones preventivas,2005-03-01,823,823
PAPEL PAMPA,consultas odontologicas,acciones preventivas,2005-03-01,64,64
PAZÑA,consultas odontologicas,acciones preventivas,2005-03-01,5,5
PELECHUCO,consultas odontologicas,acciones preventivas,2005-03-01,3,3
POCOATA,consultas odontologicas,acciones preventivas,2005-03-01,38,38
POCONA,consultas odontologicas,acciones preventivas,2005-03-01,143,143
POJO (CBBA),consultas odontologicas,acciones preventivas,2005-03-01,66,66
PORTACHUELO,consultas odontologicas,acciones preventivas,2005-03-01,7,7
PORVENIR,consultas odontologicas,acciones preventivas,2005-03-01,21,21
POSTRER VALLE,consultas odontologicas,acciones preventivas,2005-03-01,4,4
PRESTO,consultas odontologicas,acciones preventivas,2005-03-01,71,71
PUCARANI,consultas odontologicas,acciones preventivas,2005-03-01,1923,1923
PUERTO ACOSTA,consultas odontologicas,acciones preventivas,2005-03-01,333,333
PUERTO CARABUCO,consultas odontologicas,acciones preventivas,2005-03-01,285,285
PUERTO GONZALO MORENO,consultas odontologicas,acciones preventivas,2005-03-01,9,9
PUERTO PEREZ,consultas odontologicas,acciones preventivas,2005-03-01,117,117
PUERTO RICO,consultas odontologicas,acciones preventivas,2005-03-01,36,36
PUERTO VILLARROEL,consultas odontologicas,acciones preventivas,2005-03-01,91,91
PUNA,consultas odontologicas,acciones preventivas,2005-03-01,181,181
PUNATA,consultas odontologicas,acciones preventivas,2005-03-01,1065,1065
QUILLACOLLO,consultas odontologicas,acciones preventivas,2005-03-01,205,205
QUIME,consultas odontologicas,acciones preventivas,2005-03-01,14,14
QUIRUSILLAS,consultas odontologicas,acciones preventivas,2005-03-01,2,2
RAVELO,consultas odontologicas,acciones preventivas,2005-03-01,77,77
RIBERALTA,consultas odontologicas,acciones preventivas,2005-03-01,1,1
SACABA,consultas odontologicas,acciones preventivas,2005-03-01,161,161
SACACA,consultas odontologicas,acciones preventivas,2005-03-01,218,218
SAIPINA,consultas odontologicas,acciones preventivas,2005-03-01,17,17
SAMAIPATA,consultas odontologicas,acciones preventivas,2005-03-01,4,4
SAN ANDRES DE MACHACA,consultas odontologicas,acciones preventivas,2005-03-01,4,4
SAN BUENA VENTURA,consultas odontologicas,acciones preventivas,2005-03-01,39,39
SAN IGNACIO,consultas odontologicas,acciones preventivas,2005-03-01,227,227
SAN IGNACIO DE VELASCO,consultas odontologicas,acciones preventivas,2005-03-01,119,119
SAN JOAQUIN,consultas odontologicas,acciones preventivas,2005-03-01,132,132
SAN LORENZO(PND),consultas odontologicas,acciones preventivas,2005-03-01,6,6
SAN LUCAS,consultas odontologicas,acciones preventivas,2005-03-01,45,45
SAN PEDRO DE BUENA VISTA,consultas odontologicas,acciones preventivas,2005-03-01,45,45
