municipality,group,variable,month,Endodoncias,TOTAL
PUERTO SILES,consultas odontologicas,endodoncias,2005-02-01,10,10
PUERTO VILLARROEL,consultas odontologicas,endodoncias,2005-02-01,4,4
PUNATA,consultas odontologicas,endodoncias,2005-02-01,27,27
QUILLACOLLO,consultas odontologicas,endodoncias,2005-02-01,27,27
RAVELO,consultas odontologicas,endodoncias,2005-02-01,4,4
SACABA,consultas odontologicas,endodoncias,2005-02-01,19,19
SAN ANDRES,consultas odontologicas,endodoncias,2005-02-01,4,4
SAN BUENA VENTURA,consultas odontologicas,endodoncias,2005-02-01,1,1
SAN IGNACIO,consultas odontologicas,endodoncias,2005-02-01,8,8
SAN JULIAN,consultas odontologicas,endodoncias,2005-02-01,5,5
SAN LUCAS,consultas odontologicas,endodoncias,2005-02-01,3,3
SAN RAMON,consultas odontologicas,endodoncias,2005-02-01,17,17
SANTA CRUZ DE LA SIERRA,consultas odontologicas,endodoncias,2005-02-01,18,18
SORACACHI,consultas odontologicas,endodoncias,2005-02-01,4,4
TACACOMA,consultas odontologicas,endodoncias,2005-02-01,16,16
TACOPAYA,consultas odontologicas,endodoncias,2005-02-01,1,1
TARIJA,consultas odontologicas,endodoncias,2005-02-01,149,149
TIPUANI,consultas odontologicas,endodoncias,2005-02-01,5,5
TIRAQUE (CBBA),consultas odontologicas,endodoncias,2005-02-01,3,3
TOMAVE,consultas odontologicas,endodoncias,2005-02-01,7,7
TOMINA,consultas odontologicas,endodoncias,2005-02-01,2,2
TRINIDAD,consultas odontologicas,endodoncias,2005-02-01,283,283
UNCIA,consultas odontologicas,endodoncias,2005-02-01,78,78
UYUNI,consultas odontologicas,endodoncias,2005-02-01,17,17
VILLA RIVERO,consultas odontologicas,endodoncias,2005-02-01,2,2
VILLA SERRANO,consultas odontologicas,endodoncias,2005-02-01,7,7
VILLA TUNARI,consultas odontologicas,endodoncias,2005-02-01,53,53
YACUIBA,consultas odontologicas,endodoncias,2005-02-01,20,20
ACHACACHI,consultas odontologicas,endodoncias,2005-03-01,10,10
AIQUILE,consultas odontologicas,endodoncias,2005-03-01,11,11
ALCALA,consultas odontologicas,endodoncias,2005-03-01,1,1
ANDAMARCA,consultas odontologicas,endodoncias,2005-03-01,1,1
ARANI,consultas odontologicas,endodoncias,2005-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,endodoncias,2005-03-01,8,8
BAURES,consultas odontologicas,endodoncias,2005-03-01,21,21
BOYUIBE,consultas odontologicas,endodoncias,2005-03-01,14,14
CAMARGO,consultas odontologicas,endodoncias,2005-03-01,23,23
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,endodoncias,2005-03-01,7,7
CAMIRI,consultas odontologicas,endodoncias,2005-03-01,26,26
CAPINOTA,consultas odontologicas,endodoncias,2005-03-01,2,2
CHAQUI,consultas odontologicas,endodoncias,2005-03-01,2,2
CHAYANTA,consultas odontologicas,endodoncias,2005-03-01,11,11
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,endodoncias,2005-03-01,2,2
COBIJA,consultas odontologicas,endodoncias,2005-03-01,8,8
COCHABAMBA,consultas odontologicas,endodoncias,2005-03-01,253,253
COLQUECHACA,consultas odontologicas,endodoncias,2005-03-01,2,2
COPACABANA,consultas odontologicas,endodoncias,2005-03-01,16,16
COROICO,consultas odontologicas,endodoncias,2005-03-01,1,1
CULPINA,consultas odontologicas,endodoncias,2005-03-01,1,1
CURAHUARA DE CARANGAS,consultas odontologicas,endodoncias,2005-03-01,2,2
EL ALTO,consultas odontologicas,endodoncias,2005-03-01,582,582
EL PUENTE(TJA),consultas odontologicas,endodoncias,2005-03-01,3,3
EUCALIPTUS,consultas odontologicas,endodoncias,2005-03-01,2,2
GUAYARAMERIN,consultas odontologicas,endodoncias,2005-03-01,16,16
GUTIERREZ,consultas odontologicas,endodoncias,2005-03-01,3,3
HUANUNI,consultas odontologicas,endodoncias,2005-03-01,7,7
HUAYLLAMARCA,consultas odontologicas,endodoncias,2005-03-01,15,15
IRUPANA (VILLA DE LANZA),consultas odontologicas,endodoncias,2005-03-01,5,5
IXIAMAS,consultas odontologicas,endodoncias,2005-03-01,1,1
LA PAZ,consultas odontologicas,endodoncias,2005-03-01,755,755
LAGUNILLAS,consultas odontologicas,endodoncias,2005-03-01,6,6
LLALLAGUA,consultas odontologicas,endodoncias,2005-03-01,2,2
LORETO,consultas odontologicas,endodoncias,2005-03-01,5,5
MACHARETI,consultas odontologicas,endodoncias,2005-03-01,1,1
MAGDALENA,consultas odontologicas,endodoncias,2005-03-01,12,12
MECAPACA,consultas odontologicas,endodoncias,2005-03-01,82,82
MONTERO,consultas odontologicas,endodoncias,2005-03-01,2,2
MOROCHATA,consultas odontologicas,endodoncias,2005-03-01,4,4
OCURI,consultas odontologicas,endodoncias,2005-03-01,10,10
ORURO,consultas odontologicas,endodoncias,2005-03-01,346,346
PADILLA,consultas odontologicas,endodoncias,2005-03-01,2,2
PALCA,consultas odontologicas,endodoncias,2005-03-01,51,51
PALOS BLANCOS,consultas odontologicas,endodoncias,2005-03-01,1,1
PAZÑA,consultas odontologicas,endodoncias,2005-03-01,1,1
PORVENIR,consultas odontologicas,endodoncias,2005-03-01,1,1
PUERTO RICO,consultas odontologicas,endodoncias,2005-03-01,1,1
PUERTO VILLARROEL,consultas odontologicas,endodoncias,2005-03-01,5,5
PUNATA,consultas odontologicas,endodoncias,2005-03-01,30,30
QUILLACOLLO,consultas odontologicas,endodoncias,2005-03-01,13,13
RAVELO,consultas odontologicas,endodoncias,2005-03-01,3,3
SACABA,consultas odontologicas,endodoncias,2005-03-01,11,11
SAN ANDRES,consultas odontologicas,endodoncias,2005-03-01,3,3
SAN BUENA VENTURA,consultas odontologicas,endodoncias,2005-03-01,1,1
SAN IGNACIO,consultas odontologicas,endodoncias,2005-03-01,7,7
SAN JULIAN,consultas odontologicas,endodoncias,2005-03-01,7,7
SAN LUCAS,consultas odontologicas,endodoncias,2005-03-01,16,16
SAN RAMON,consultas odontologicas,endodoncias,2005-03-01,18,18
SANTA ANA,consultas odontologicas,endodoncias,2005-03-01,5,5
SANTIVAÑES,consultas odontologicas,endodoncias,2005-03-01,1,1
SAPAHAQUI,consultas odontologicas,endodoncias,2005-03-01,14,14
SICA SICA (VILLA AROMA),consultas odontologicas,endodoncias,2005-03-01,6,6
SORACACHI,consultas odontologicas,endodoncias,2005-03-01,1,1
SUCRE,consultas odontologicas,endodoncias,2005-03-01,21,21
TARIJA,consultas odontologicas,endodoncias,2005-03-01,26,26
TIPUANI,consultas odontologicas,endodoncias,2005-03-01,3,3
TIRAQUE (CBBA),consultas odontologicas,endodoncias,2005-03-01,101,101
TOMINA,consultas odontologicas,endodoncias,2005-03-01,1,1
UNCIA,consultas odontologicas,endodoncias,2005-03-01,89,89
UYUNI,consultas odontologicas,endodoncias,2005-03-01,9,9
VIACHA,consultas odontologicas,endodoncias,2005-03-01,9,9
VILLA RIVERO,consultas odontologicas,endodoncias,2005-03-01,3,3
VILLA SERRANO,consultas odontologicas,endodoncias,2005-03-01,2,2
VILLA TUNARI,consultas odontologicas,endodoncias,2005-03-01,55,55
YACUIBA,consultas odontologicas,endodoncias,2005-03-01,24,24
YAPACANI,consultas odontologicas,endodoncias,2005-03-01,4,4
ACHACACHI,consultas odontologicas,endodoncias,2005-04-01,8,8
AIQUILE,consultas odontologicas,endodoncias,2005-04-01,19,19
ALALAY,consultas odontologicas,endodoncias,2005-04-01,1,1
ANCORAIMES,consultas odontologicas,endodoncias,2005-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,endodoncias,2005-04-01,9,9
BAURES,consultas odontologicas,endodoncias,2005-04-01,34,34
BERMEJO,consultas odontologicas,endodoncias,2005-04-01,2,2
BOLIVAR,consultas odontologicas,endodoncias,2005-04-01,4,4
BOYUIBE,consultas odontologicas,endodoncias,2005-04-01,7,7
CALAMARCA,consultas odontologicas,endodoncias,2005-04-01,3,3
CAMARGO,consultas odontologicas,endodoncias,2005-04-01,26,26
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,endodoncias,2005-04-01,9,9
CAMIRI,consultas odontologicas,endodoncias,2005-04-01,32,32
CAQUIAVIRI,consultas odontologicas,endodoncias,2005-04-01,6,6
CARACOLLO,consultas odontologicas,endodoncias,2005-04-01,1,1
CARANAVI,consultas odontologicas,endodoncias,2005-04-01,24,24
CHALLAPATA,consultas odontologicas,endodoncias,2005-04-01,16,16
CHAYANTA,consultas odontologicas,endodoncias,2005-04-01,6,6
CHIMORE,consultas odontologicas,endodoncias,2005-04-01,5,5
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,endodoncias,2005-04-01,2,2
CHUMA,consultas odontologicas,endodoncias,2005-04-01,1,1
COBIJA,consultas odontologicas,endodoncias,2005-04-01,35,35
COCHABAMBA,consultas odontologicas,endodoncias,2005-04-01,622,622
COLCAPIRHUA,consultas odontologicas,endodoncias,2005-04-01,19,19
COLOMI,consultas odontologicas,endodoncias,2005-04-01,3,3
COLQUECHACA,consultas odontologicas,endodoncias,2005-04-01,3,3
COLQUENCHA,consultas odontologicas,endodoncias,2005-04-01,11,11
CONCEPCION,consultas odontologicas,endodoncias,2005-04-01,5,5
COPACABANA,consultas odontologicas,endodoncias,2005-04-01,11,11
COROICO,consultas odontologicas,endodoncias,2005-04-01,23,23
DESAGUADERO,consultas odontologicas,endodoncias,2005-04-01,21,21
EL ALTO,consultas odontologicas,endodoncias,2005-04-01,824,824
ENTRE RIOS,consultas odontologicas,endodoncias,2005-04-01,6,6
ENTRE RIOS,consultas odontologicas,endodoncias,2005-04-01,4,4
EUCALIPTUS,consultas odontologicas,endodoncias,2005-04-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,endodoncias,2005-04-01,5,5
GUANAY,consultas odontologicas,endodoncias,2005-04-01,2,2
GUAYARAMERIN,consultas odontologicas,endodoncias,2005-04-01,36,36
GUTIERREZ,consultas odontologicas,endodoncias,2005-04-01,6,6
HUAYLLAMARCA,consultas odontologicas,endodoncias,2005-04-01,17,17
INCAHUASI,consultas odontologicas,endodoncias,2005-04-01,75,75
IRUPANA (VILLA DE LANZA),consultas odontologicas,endodoncias,2005-04-01,13,13
IXIAMAS,consultas odontologicas,endodoncias,2005-04-01,2,2
LA PAZ,consultas odontologicas,endodoncias,2005-04-01,1032,1032
LAGUNILLAS,consultas odontologicas,endodoncias,2005-04-01,7,7
LAJA,consultas odontologicas,endodoncias,2005-04-01,4,4
LICOMA PAMPA,consultas odontologicas,endodoncias,2005-04-01,4,4
MACHARETI,consultas odontologicas,endodoncias,2005-04-01,4,4
MAGDALENA,consultas odontologicas,endodoncias,2005-04-01,2,2
MECAPACA,consultas odontologicas,endodoncias,2005-04-01,27,27
MIZQUE,consultas odontologicas,endodoncias,2005-04-01,12,12
MONTEAGUDO,consultas odontologicas,endodoncias,2005-04-01,7,7
MONTERO,consultas odontologicas,endodoncias,2005-04-01,2,2
OCURI,consultas odontologicas,endodoncias,2005-04-01,9,9
ORURO,consultas odontologicas,endodoncias,2005-04-01,284,284
PADILLA,consultas odontologicas,endodoncias,2005-04-01,4,4
PALCA,consultas odontologicas,endodoncias,2005-04-01,39,39
PATACAMAYA,consultas odontologicas,endodoncias,2005-04-01,2,2
PAZÑA,consultas odontologicas,endodoncias,2005-04-01,1,1
POCOATA,consultas odontologicas,endodoncias,2005-04-01,4,4
PORVENIR,consultas odontologicas,endodoncias,2005-04-01,2,2
POTOSI,consultas odontologicas,endodoncias,2005-04-01,34,34
PUCARANI,consultas odontologicas,endodoncias,2005-04-01,7,7
PUERTO ACOSTA,consultas odontologicas,endodoncias,2005-04-01,44,44
PUERTO VILLARROEL,consultas odontologicas,endodoncias,2005-04-01,28,28
PUNA,consultas odontologicas,endodoncias,2005-04-01,1,1
PUNATA,consultas odontologicas,endodoncias,2005-04-01,82,82
QUILLACOLLO,consultas odontologicas,endodoncias,2005-04-01,14,14
SACABA,consultas odontologicas,endodoncias,2005-04-01,69,69
SAN BENITO,consultas odontologicas,endodoncias,2005-04-01,15,15
SAN BUENA VENTURA,consultas odontologicas,endodoncias,2005-04-01,41,41
SAN IGNACIO,consultas odontologicas,endodoncias,2005-04-01,22,22
SAN JULIAN,consultas odontologicas,endodoncias,2005-04-01,3,3
SAN LUCAS,consultas odontologicas,endodoncias,2005-04-01,5,5
SANTA ANA,consultas odontologicas,endodoncias,2005-04-01,15,15
SANTA CRUZ DE LA SIERRA,consultas odontologicas,endodoncias,2005-04-01,14,14
SANTIAGO DE MACHACA,consultas odontologicas,endodoncias,2005-04-01,1,1
SIPE SIPE,consultas odontologicas,endodoncias,2005-04-01,65,65
SORACACHI,consultas odontologicas,endodoncias,2005-04-01,1,1
SUCRE,consultas odontologicas,endodoncias,2005-04-01,150,150
TACOPAYA,consultas odontologicas,endodoncias,2005-04-01,10,10
TARACO,consultas odontologicas,endodoncias,2005-04-01,2,2
TARIJA,consultas odontologicas,endodoncias,2005-04-01,464,464
TIAWANACU,consultas odontologicas,endodoncias,2005-04-01,3,3
TIQUIPAYA,consultas odontologicas,endodoncias,2005-04-01,22,22
TIRAQUE (CBBA),consultas odontologicas,endodoncias,2005-04-01,224,224
TOTORA(CBBA),consultas odontologicas,endodoncias,2005-04-01,9,9
TRINIDAD,consultas odontologicas,endodoncias,2005-04-01,165,165
UMALA,consultas odontologicas,endodoncias,2005-04-01,12,12
UNCIA,consultas odontologicas,endodoncias,2005-04-01,108,108
URIONDO (A. CONCEPCION),consultas odontologicas,endodoncias,2005-04-01,3,3
UYUNI,consultas odontologicas,endodoncias,2005-04-01,5,5
VACAS,consultas odontologicas,endodoncias,2005-04-01,30,30
VIACHA,consultas odontologicas,endodoncias,2005-04-01,22,22
VILA VILA,consultas odontologicas,endodoncias,2005-04-01,1,1
VILLA MONTES,consultas odontologicas,endodoncias,2005-04-01,2,2
VILLA RIVERO,consultas odontologicas,endodoncias,2005-04-01,2,2
VILLA SERRANO,consultas odontologicas,endodoncias,2005-04-01,1,1
VILLA TUNARI,consultas odontologicas,endodoncias,2005-04-01,73,73
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,endodoncias,2005-04-01,5,5
VINTO,consultas odontologicas,endodoncias,2005-04-01,5,5
YACUIBA,consultas odontologicas,endodoncias,2005-04-01,73,73
YUNCHARA,consultas odontologicas,endodoncias,2005-04-01,37,37
ACHOCALLA,consultas odontologicas,endodoncias,2005-05-01,1,1
AIQUILE,consultas odontologicas,endodoncias,2005-05-01,14,14
ANCORAIMES,consultas odontologicas,endodoncias,2005-05-01,2,2
ARANI,consultas odontologicas,endodoncias,2005-05-01,5,5
ATOCHA,consultas odontologicas,endodoncias,2005-05-01,10,10
AUCAPATA,consultas odontologicas,endodoncias,2005-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,endodoncias,2005-05-01,10,10
AZURDUY,consultas odontologicas,endodoncias,2005-05-01,55,55
BERMEJO,consultas odontologicas,endodoncias,2005-05-01,2,2
BETANZOS,consultas odontologicas,endodoncias,2005-05-01,1,1
BOLIVAR,consultas odontologicas,endodoncias,2005-05-01,4,4
BOYUIBE,consultas odontologicas,endodoncias,2005-05-01,11,11
CAIROMA,consultas odontologicas,endodoncias,2005-05-01,12,12
CAMARGO,consultas odontologicas,endodoncias,2005-05-01,20,20
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,endodoncias,2005-05-01,7,7
CAMIRI,consultas odontologicas,endodoncias,2005-05-01,40,40
CAPINOTA,consultas odontologicas,endodoncias,2005-05-01,7,7
CAQUIAVIRI,consultas odontologicas,endodoncias,2005-05-01,2,2
CARACOLLO,consultas odontologicas,endodoncias,2005-05-01,1,1
CARANAVI,consultas odontologicas,endodoncias,2005-05-01,10,10
CHALLAPATA,consultas odontologicas,endodoncias,2005-05-01,15,15
CHAQUI,consultas odontologicas,endodoncias,2005-05-01,2,2
CHAYANTA,consultas odontologicas,endodoncias,2005-05-01,1,1
CHIMORE,consultas odontologicas,endodoncias,2005-05-01,10,10
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,endodoncias,2005-05-01,9,9
CHUMA,consultas odontologicas,endodoncias,2005-05-01,34,34
COBIJA,consultas odontologicas,endodoncias,2005-05-01,50,50
COCHABAMBA,consultas odontologicas,endodoncias,2005-05-01,627,627
COLOMI,consultas odontologicas,endodoncias,2005-05-01,16,16
COPACABANA,consultas odontologicas,endodoncias,2005-05-01,14,14
COROICO,consultas odontologicas,endodoncias,2005-05-01,20,20
COTAGAITA,consultas odontologicas,endodoncias,2005-05-01,3,3
CULPINA,consultas odontologicas,endodoncias,2005-05-01,8,8
CURAHUARA DE CARANGAS,consultas odontologicas,endodoncias,2005-05-01,1,1
EL ALTO,consultas odontologicas,endodoncias,2005-05-01,1356,1356
EL PUENTE(TJA),consultas odontologicas,endodoncias,2005-05-01,2,2
ENTRE RIOS,consultas odontologicas,endodoncias,2005-05-01,18,18
ENTRE RIOS,consultas odontologicas,endodoncias,2005-05-01,9,9
EUCALIPTUS,consultas odontologicas,endodoncias,2005-05-01,4,4
EXALTACION,consultas odontologicas,endodoncias,2005-05-01,3,3
GENERAL SAAVEDRA,consultas odontologicas,endodoncias,2005-05-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,endodoncias,2005-05-01,5,5
GUANAY,consultas odontologicas,endodoncias,2005-05-01,3,3
GUAYARAMERIN,consultas odontologicas,endodoncias,2005-05-01,38,38
GUTIERREZ,consultas odontologicas,endodoncias,2005-05-01,9,9
HUACARETA,consultas odontologicas,endodoncias,2005-05-01,17,17
HUACHACALLA,consultas odontologicas,endodoncias,2005-05-01,1,1
HUAYLLAMARCA,consultas odontologicas,endodoncias,2005-05-01,2,2
ICLA,consultas odontologicas,endodoncias,2005-05-01,2,2
INCAHUASI,consultas odontologicas,endodoncias,2005-05-01,2,2
IRUPANA (VILLA DE LANZA),consultas odontologicas,endodoncias,2005-05-01,26,26
IXIAMAS,consultas odontologicas,endodoncias,2005-05-01,67,67
LA PAZ,consultas odontologicas,endodoncias,2005-05-01,869,869
LAGUNILLAS,consultas odontologicas,endodoncias,2005-05-01,5,5
LLALLAGUA,consultas odontologicas,endodoncias,2005-05-01,3,3
LLICA,consultas odontologicas,endodoncias,2005-05-01,2,2
MACHACAMARCA,consultas odontologicas,endodoncias,2005-05-01,12,12
MAGDALENA,consultas odontologicas,endodoncias,2005-05-01,1,1
MECAPACA,consultas odontologicas,endodoncias,2005-05-01,3,3
MIZQUE,consultas odontologicas,endodoncias,2005-05-01,6,6
MOJOCOYA,consultas odontologicas,endodoncias,2005-05-01,4,4
MONTEAGUDO,consultas odontologicas,endodoncias,2005-05-01,17,17
MONTERO,consultas odontologicas,endodoncias,2005-05-01,5,5
MOROCHATA,consultas odontologicas,endodoncias,2005-05-01,1,1
OCURI,consultas odontologicas,endodoncias,2005-05-01,4,4
ORURO,consultas odontologicas,endodoncias,2005-05-01,368,368
PADILLA,consultas odontologicas,endodoncias,2005-05-01,2,2
PALCA,consultas odontologicas,endodoncias,2005-05-01,4,4
PALOS BLANCOS,consultas odontologicas,endodoncias,2005-05-01,11,11
PATACAMAYA,consultas odontologicas,endodoncias,2005-05-01,3,3
PAZÑA,consultas odontologicas,endodoncias,2005-05-01,8,8
POJO (CBBA),consultas odontologicas,endodoncias,2005-05-01,4,4
