municipality,group,variable,month,N°de visitas familiares planificadas,TOTAL
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,10,10
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,15,15
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,235,235
SAN RAFAEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,5,5
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,70,70
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,2923,2923
SANTA ROSA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,169,169
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,45,45
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,37,37
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,48,48
SANTIVAÑES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,75,75
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,86,86
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,315,315
SHINAOTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,144,144
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,128,128
SIPE SIPE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,100,100
SOPACHUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,99,99
SORACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,88,88
SORATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,275,275
SUCRE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,37593,37593
TACOBAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,5,5
TACOPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,64,64
TAHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,19,19
TAPACARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,46,46
TARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,347,347
TARACO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,122,122
TARATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,32,32
TARIJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,2314,2314
TARVITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,197,197
TEOPONTE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,21,21
TIAHUANACU,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,8,8
TINGUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,37,37
TIPUANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,2,2
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,250,250
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,7,7
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,25,25
TOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,57,57
TOLEDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,257,257
TOMAVE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,10,10
TOMINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,80,80
TORO TORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,33,33
TOTORA(CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,359,359
TOTORA(ORR),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,10,10
TRIGAL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,111,111
TRINIDAD,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,184,184
TUPIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,631,631
UMALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,95,95
UNCIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,174,174
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,96,96
URUBICHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,102,102
UYUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,70,70
VACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,74,74
VALLEGRANDE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,168,168
VIACHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,132,132
VILA VILA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,14,14
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,160,160
VILLA MONTES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,112,112
VILLA RIVERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,183,183
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,436,436
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,430,430
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,78,78
VILLAZON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,1777,1777
VINTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,273,273
VITICHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,52,52
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,4,4
WARNES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,624,624
YACUIBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,881,881
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,308,308
YANACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,54,54
YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,1414,1414
YOTALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,272,272
YUNCHARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,2,2
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-01-01,202,202
ACACIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-02-01,4,4
ACHACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-02-01,103,103
ACHOCALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-02-01,55,55
AIQUILE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-02-01,285,285
ALALAY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2019-02-01,21,21
