municipality,group,variable,month,Nº de actividades educativas en Salud,TOTAL
CAJUATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,3,3
CALAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,19,19
CAMARGO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,53,53
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,10,10
CAMIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,28,28
CAPINOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,33,33
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,56,56
CARACOLLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,67,67
CARANAVI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,2,2
CARAPARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
CARIPUYO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,45,45
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,4,4
CHACARILLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,122,122
CHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,24,24
CHAYANTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,7,7
CHIMORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,10,10
CHIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,2,2
CHUMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,2,2
CKOCHAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,29,29
CLIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,37,37
COCAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,121,121
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,11,11
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,7,7
COLOMI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,10,10
COLQUECHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,85,85
COLQUENCHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
COMANCHE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,9,9
COMARAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,47,47
CONCEPCION,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,23,23
CORIPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
CORO CORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,9,9
COROICO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,3,3
CORQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,19,19
COTAGAITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,49,49
COTOCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,16,16
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,11,11
CULPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,43,43
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,3,3
CURVA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,594,594
EL CHORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,18,18
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,94,94
EL TORNO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,117,117
EL VILLAR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,11,11
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,35,35
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,19,19
ESCARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,14,14
ESMERALDA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,3,3
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,5,5
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,18,18
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,35,35
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,12,12
GUANAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,18,18
GUTIERREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,7,7
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,3,3
HUANUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,225,225
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,25,25
HUMANATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,11,11
ICLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,41,41
INCAHUASI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
INQUISIVI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,39,39
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,6,6
IXIAMAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,6,6
LA GUARDIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,109,109
LA PAZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,74,74
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,5,5
LAJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,2,2
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
LORETO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,2,2
LURIBAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,7,7
MACHARETI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,8,8
MAIRANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,2,2
MECAPACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,14,14
MINEROS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,25,25
MIZQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,19,19
MOCOMOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,4,4
MOJINETE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,29,29
MOJOCOYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,35,35
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,26,26
MONTERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,94,94
MORO MORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,2,2
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,3,3
OCURI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,10,10
OKINAWA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,12,12
OMEREQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,5,5
ORURO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,466,466
PADCAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,3,3
PADILLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,25,25
PAILON,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,14,14
PALCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,3,3
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,50,50
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,10,10
PASORAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,4,4
PATACAMAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,16,16
PAZÑA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,51,51
PELECHUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,11,11
POCOATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,21,21
POCONA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,3,3
POOPO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,3,3
POROMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,17,17
PORONGO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,25,25
PORTACHUELO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,4,4
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,11,11
POTOSI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,41,41
PRESTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,35,35
PUCARANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,95,95
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,41,41
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,44,44
PUNA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,38,38
PUNATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,655,655
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,25,25
QUIME,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,4,4
RAVELO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,12,12
REYES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,34,34
ROBORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,107,107
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,4,4
SABAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,32,32
SACABA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,8,8
SACABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,4,4
SACACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,24,24
SAIPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,67,67
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,57,57
SAN ANDRES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,4,4
SAN BENITO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,22,22
SAN BORJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,223,223
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,5,5
SAN CARLOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,6,6
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,25,25
SAN JOAQUIN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,3,3
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,2,2
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,12,12
SAN JULIAN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,55,55
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,4,4
SAN LUCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,18,18
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,27,27
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,18,18
SAN PEDRO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,21,21
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,40,40
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,40,40
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,39,39
SAN RAMON BENI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,548,548
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,9,9
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,21,21
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,2,2
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,8,8
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,8,8
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,6,6
SHINAOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,11,11
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,22,22
SIPE SIPE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,9,9
SOPACHUY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,5,5
SORACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,57,57
SUCRE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,39,39
TACOPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,19,19
TAPACARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,8,8
TARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,69,69
TARIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,85,85
TARVITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,60,60
TEOPONTE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,5,5
TIAHUANACU,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,3,3
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,10,10
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,43,43
TOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,6,6
TOLATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,10,10
TOLEDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,17,17
TOMINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,25,25
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,2,2
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,42,42
TRIGAL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,162,162
TUPIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,15,15
TURCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,7,7
UMALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,13,13
UNCIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,3,3
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,26,26
UYUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,4,4
VACAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,2,2
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,18,18
VIACHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,4,4
VILA VILA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,31,31
VILLA MONTES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,11,11
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,69,69
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,3,3
VILLAZON,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,49,49
VINTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,28,28
VITICHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,6,6
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,54,54
YACO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,6,6
YACUIBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,90,90
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,46,46
YANACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,11,11
YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,127,127
YOTALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,26,26
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-01-01,36,36
ACACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,3,3
ACHACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,13,13
ACHOCALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,63,63
AIQUILE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,6,6
ALALAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,5,5
ALCALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,20,20
ALTO BENI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,7,7
ANCORAIMES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,1,1
ANDAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,52,52
ANTEQUERA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,8,8
ANZALDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,14,14
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,19,19
ARANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,18,18
ARQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,13,13
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,51,51
ATOCHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,6,6
AUCAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,2,2
AYO AYO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,7,7
AZURDUY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,16,16
BAURES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,1,1
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,16,16
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,7,7
BELLA FLOR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,4,4
BETANZOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,53,53
BOLIVAR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,3,3
BOLPEBRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,16,16
CABEZAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,1,1
CAIROMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,2,2
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,15,15
CAJUATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,11,11
CALACOTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,6,6
CALAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,20,20
CAMARGO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,55,55
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,6,6
CAMIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2019-02-01,33,33
