municipality,group,variable,month,Nº de actividades realizadas con participación de la comunidad,TOTAL
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,2,2
CHACARILLA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,128,128
CHAQUI,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,29,29
CHARAGUA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,37,37
CHIMORE,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,14,14
CHIPAYA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,4,4
CHOQUE COTA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,9,9
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,10,10
CKOCHAS,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,51,51
CLIZA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,25,25
COBIJA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,21,21
COCAPATA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,16,16
COCHABAMBA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,25,25
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,14,14
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,17,17
COLOMI,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,113,113
COLQUENCHA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,2,2
COMANCHE,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,9,9
COMARAPA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,40,40
CONCEPCION,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,12,12
CORIPATA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
CORO CORO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,9,9
COROICO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,9,9
CORQUE,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,21,21
COTAGAITA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,84,84
COTOCA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,16,16
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,4,4
CUEVO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,2,2
CULPINA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,55,55
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,3,3
CURVA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,3,3
DESAGUADERO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,131,131
EL CHORO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,20,20
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,6,6
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,94,94
EL TORNO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,144,144
EL VILLAR,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,20,20
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,54,54
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,21,21
ESCARA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,14,14
ESMERALDA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,3,3
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,5,5
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,20,20
FILADELFIA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,5,5
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,35,35
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,16,16
GUANAY,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,17,17
GUTIERREZ,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,22,22
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,22,22
HUACHACALLA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,212,212
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,27,27
HUMANATA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,11,11
ICLA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,41,41
INCAHUASI,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,3,3
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,2,2
INQUISIVI,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,42,42
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,11,11
IXIAMAS,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,10,10
LA ASUNTA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,3,3
LA GUARDIA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,100,100
LA PAZ,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,65,65
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,11,11
LAJA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,3,3
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
LORETO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,7,7
LURIBAY,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,8,8
MACHARETI,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,7,7
MAGDALENA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,15,15
MINEROS,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,27,27
MIZQUE,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,19,19
MOCOMOCO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,6,6
MOJINETE,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,37,37
MOJOCOYA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,35,35
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,28,28
MONTERO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,100,100
MORO MORO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,2,2
MOROCHATA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,4,4
OCURI,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,12,12
OKINAWA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,12,12
OMEREQUE,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,5,5
ORURO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,283,283
PADCAYA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,18,18
PADILLA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,45,45
PALCA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,9,9
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,74,74
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,12,12
PASORAPA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,4,4
PATACAMAYA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,22,22
PAZÑA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,51,51
PELECHUCO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,15,15
POCOATA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,39,39
POCONA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,5,5
POROMA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,27,27
PORONGO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,20,20
PORTACHUELO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,3,3
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,12,12
POTOSI,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,7,7
PRESTO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,35,35
PUCARANI,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,101,101
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,2,2
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,41,41
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,2,2
PUERTO RICO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,12,12
PUERTO SILES,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,84,84
PUNA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,78,78
PUNATA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,21,21
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,29,29
QUIME,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,19,19
REYES,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,7,7
RIBERALTA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,50,50
ROBORE,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,95,95
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,7,7
SABAYA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,32,32
SACABA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,18,18
SACABAMBA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,6,6
SACACA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,42,42
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,59,59
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,4,4
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,4,4
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,5,5
SAN BENITO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,27,27
SAN BORJA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,27,27
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,6,6
SAN CARLOS,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,5,5
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,3,3
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
SAN JOAQUIN,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,7,7
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,7,7
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,3,3
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,3,3
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,18,18
SAN LUCAS,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,50,50
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,29,29
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,5,5
SAN PEDRO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,22,22
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,97,97
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,41,41
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,39,39
SAN RAMON BENI,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,2,2
SANTA ANA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,126,126
SANTA ROSA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,12,12
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,9,9
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,24,24
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,3,3
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,8,8
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,9,9
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,7,7
SHINAOTA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,12,12
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,27,27
SIPE SIPE,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,10,10
SOPACHUY,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,21,21
SORACACHI,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,66,66
SORATA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,50,50
TACOBAMBA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,21,21
TAPACARI,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,10,10
TARABUCO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,69,69
TARATA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,37,37
TARVITA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,71,71
TEOPONTE,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,7,7
TIAHUANACU,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,3,3
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,17,17
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,62,62
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,55,55
TOCO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,6,6
TOLATA,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,12,12
TOLEDO,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,19,19
TOMAVE,actividades del establecimiento y con la comunidad,no de actividades realizadas con participacion de la comunidad,2019-01-01,2,2
