municipality,group,variable,month,Nº de visitas familiares realizadas,TOTAL
CALAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,71,71
CAMARGO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,178,178
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,57,57
CAMIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,444,444
CAPINOTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,244,244
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,230,230
CARACOLLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,343,343
CARANAVI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,140,140
CARAPARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,62,62
CARIPUYO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,81,81
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,55,55
CHACARILLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,60,60
CHALLAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,888,888
CHAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,167,167
CHARAGUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,33,33
CHAYANTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,59,59
CHIMORE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,215,215
CHIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,3,3
CHOQUE COTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,47,47
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,15,15
CHUMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,400,400
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,69,69
CKOCHAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,155,155
CLIZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,383,383
COBIJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,78,78
COCAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,7,7
COCHABAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,365,365
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,504,504
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,292,292
COLLANA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,29,29
COLOMI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,98,98
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,37,37
COLQUECHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,303,303
COLQUENCHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,43,43
COLQUIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,18,18
COMANCHE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,33,33
COMARAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,571,571
COMBAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,3,3
CONCEPCION,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,291,291
CORIPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,1,1
CORO CORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,25,25
COROICO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,97,97
CORQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,167,167
COTAGAITA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,541,541
COTOCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,181,181
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,44,44
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,345,345
CUEVO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,52,52
CULPINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,167,167
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,125,125
CURVA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,38,38
DESAGUADERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,17,17
EL ALTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,868,868
EL CHORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,189,189
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,181,181
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,435,435
EL TORNO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,633,633
EL VILLAR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,163,163
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,536,536
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,20,20
ESCARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,10,10
ESCOMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,23,23
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,73,73
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,387,387
FILADELFIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,25,25
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,155,155
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,29,29
GUANAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,95,95
GUAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,60,60
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,201,201
GUTIERREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,116,116
HUACARETA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,75,75
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,119,119
HUACHACALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,10,10
HUANUNI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,408,408
HUARINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,26,26
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,219,219
HUMANATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,38,38
ICLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,125,125
INCAHUASI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,210,210
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,60,60
INQUISIVI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,30,30
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,143,143
IXIAMAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,6,6
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,153,153
LA ASUNTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,254,254
LA PAZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,59,59
LA RIVERA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,2,2
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,268,268
LAJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,47,47
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,17,17
LLALLAGUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,157,157
LLICA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,147,147
LORETO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,81,81
LURIBAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,18,18
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,43,43
MACHARETI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,291,291
MAGDALENA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,42,42
MECAPACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,8,8
MINEROS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,80,80
MIZQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,111,111
MOCOMOCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,302,302
MOJINETE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,53,53
MOJOCOYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,244,244
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,623,623
MONTERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,1328,1328
MOROCHATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,18,18
OCURI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,20,20
OKINAWA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,111,111
OMEREQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,303,303
ORURO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,1985,1985
PADCAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,514,514
PADILLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,254,254
PAILON,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,412,412
PALCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,128,128
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,87,87
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,21,21
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,53,53
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,146,146
PASORAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,60,60
PATACAMAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,66,66
PAZÑA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,94,94
PELECHUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,100,100
POCOATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,474,474
POCONA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,120,120
POJO (CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,46,46
POOPO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,140,140
PORCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,39,39
POROMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,394,394
PORONGO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,193,193
PORVENIR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,88,88
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,33,33
POTOSI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,2993,2993
PRESTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,125,125
PUCARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,38,38
PUCARANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,296,296
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,60,60
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,232,232
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,8,8
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,244,244
PUERTO RICO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,64,64
PUERTO SILES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,30,30
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,56,56
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,392,392
PUNA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,383,383
PUNATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,730,730
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,487,487
QUIME,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,107,107
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,40,40
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,71,71
RAVELO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,248,248
REYES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,58,58
RIBERALTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,1325,1325
ROBORE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,53,53
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,207,207
SABAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,108,108
SACABA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,499,499
SACABAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,50,50
SACACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,154,154
SAIPINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,284,284
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,339,339
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,10,10
SAN ANDRES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,74,74
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,100,100
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,22,22
SAN BENITO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,238,238
SAN BORJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,360,360
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,30,30
SAN CARLOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,384,384
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,56,56
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,120,120
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,7,7
SAN JOAQUIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,3,3
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,50,50
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,419,419
SAN JULIAN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,1184,1184
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,86,86
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,67,67
SAN LUCAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,288,288
SAN MATIAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,55,55
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,158,158
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,36,36
SAN PEDRO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,597,597
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,121,121
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,29,29
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,27,27
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,250,250
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,3,3
SAN RAMON BENI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,41,41
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,68,68
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,2075,2075
SANTA ROSA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,145,145
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,5,5
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,33,33
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,395,395
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,53,53
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,63,63
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,166,166
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,159,159
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,299,299
SHINAOTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,168,168
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,250,250
SICAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,32,32
SIPE SIPE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,82,82
SOPACHUY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,99,99
SORACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,346,346
SORATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,202,202
SUCRE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,1096,1096
TACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,46,46
TACOBAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,12,12
TACOPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,225,225
TAHUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,71,71
TAPACARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,62,62
TARABUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,345,345
TARACO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,92,92
TARATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,37,37
TARIJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,1753,1753
TARVITA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,207,207
TEOPONTE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,21,21
TIAHUANACU,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,8,8
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,299,299
TIPUANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,2,2
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,234,234
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,781,781
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,23,23
TOCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,84,84
TOLATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,91,91
TOLEDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,277,277
TOMAVE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,7,7
TOMINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,142,142
TORO TORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,96,96
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,281,281
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,120,120
TRIGAL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,131,131
TRINIDAD,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,166,166
TUPIZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,821,821
TURCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,32,32
UMALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,180,180
UNCIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-01-01,55,55
