municipality,group,variable,month,Adultos(as) mayores de 60 años que reciben Complemento Nutricional,TOTAL
EL VILLAR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,309,309
ENTRE RIOS TRJ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,418,418
ENTRE RIOS CBBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,483,483
ESCARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,28,28
ESCOMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,95,95
ESMERALDA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,34,34
EUCALIPTUS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,170,170
EUREKA (SANTOS MERCADO),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,22,22
EXALTACION,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,8,8
FERNANDEZ ALONSO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,87,87
FILADELFIA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,88,88
GENERAL SAAVEDRA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,87,87
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,290,290
GUAQUI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,239,239
GUAYARAMERIN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,25,25
GUTIERREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,45,45
HUACARETA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,15,15
HUACAYA (VILLA DE HUACAYA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,70,70
HUACHACALLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,51,51
HUANUNI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,319,319
HUARINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,291,291
HUATAJATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,38,38
HUAYLLAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,272,272
HUMANATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,191,191
ICHOCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,203,203
ICLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,46,46
INCAHUASI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,391,391
INGAVI (HUMAITA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,7,7
INQUISIVI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,264,264
IRUPANA (VILLA DE LANZA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,463,463
IXIAMAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,151,151
JESUS DE MACHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,540,540
LA ASUNTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,16,16
LA GUARDIA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,1070,1070
LA PAZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,3391,3391
LA RIVERA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,22,22
LAGUNILLAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,2,2
LAJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,383,383
LAS CARRERAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,11,11
LICOMA PAMPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,103,103
LLALLAGUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,547,547
LLICA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,131,131
LORETO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,27,27
LURIBAY,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,342,342
MACHACAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,63,63
MACHARETI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,171,171
MAIRANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,79,79
MALLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,112,112
MAPIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,143,143
MECAPACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,2,2
MINEROS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,66,66
MIZQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,969,969
MOCOMOCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,628,628
MOJINETE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,50,50
MOJOCOYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,436,436
MONTEAGUDO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,78,78
MONTERO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,465,465
MORO MORO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,56,56
MOROCHATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,470,470
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,66,66
NAZACARA DE PACAJES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,14,14
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,18,18
OCURI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,804,804
OKINAWA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,2,2
OMEREQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,297,297
ORURO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,1445,1445
PADILLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,75,75
PAILON,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,123,123
PALCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,519,519
PALOS BLANCOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,83,83
PAMPA AULLAGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,44,44
PAMPA GRANDE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,208,208
PAPEL PAMPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,261,261
PASORAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,264,264
PATACAMAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,325,325
PAZÑA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,78,78
PELECHUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,145,145
POCOATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,1096,1096
POCONA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,482,482
POJO (CBBA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,195,195
POOPO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,96,96
PORCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,100,100
POROMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,789,789
PORONGO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,310,310
PORTACHUELO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,245,245
PORVENIR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,158,158
POSTRER VALLE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,83,83
POTOSI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,1499,1499
PRESTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,467,467
PUCARANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,875,875
PUERTO ACOSTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,570,570
PUERTO CARABUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,494,494
PUERTO GONZALO MORENO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,2,2
PUERTO PEREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,176,176
PUERTO QUIJARRO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,56,56
PUERTO RICO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,13,13
PUERTO VILLARROEL,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,46,46
PUNA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,1538,1538
PUNATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,1389,1389
QUIABAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,105,105
QUILLACOLLO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,1769,1769
QUIME,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,153,153
RAQAYPAMPA(ETA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,447,447
RAVELO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,1717,1717
RIBERALTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,21,21
ROBORE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,456,456
RURRENABAQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,247,247
SABAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,209,209
SACABA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,3036,3036
SACABAMBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,252,252
SACACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,1125,1125
SAIPINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,239,239
SALINAS DE GARCI MENDOZA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,537,537
SAMAIPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,229,229
SAN AGUSTIN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,82,82
SAN ANDRES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,55,55
SAN ANDRES DE MACHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,370,370
SAN ANTONIO DE ESMORUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,22,22
SAN ANTONIO DE LOMERIO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,70,70
SAN BENITO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,463,463
SAN BORJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,299,299
SAN BUENA VENTURA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,31,31
SAN CARLOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,202,202
SAN IGNACIO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,24,24
SAN IGNACIO DE VELASCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,1579,1579
SAN JAVIER(BNI),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,68,68
SAN JAVIER(STC),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,157,157
SAN JOSE DE CHIQUITOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,254,254
SAN JUAN DE YAPACANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,190,190
SAN JULIAN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,58,58
SAN LORENZO(PND),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,37,37
SAN LORENZO(TJA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,63,63
SAN LUCAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,1767,1767
SAN MATIAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,104,104
SAN MIGUEL DE VELASCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,104,104
SAN PABLO DE LIPEZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,98,98
SAN PEDRO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,225,225
SAN PEDRO DE BUENA VISTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,1325,1325
SAN PEDRO DE CURAHUARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,203,203
SAN PEDRO DE MACHA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,905,905
SAN PEDRO DE QUEMES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,48,48
SAN PEDRO DE TIQUINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,232,232
SAN PEDRO(PND),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,15,15
SAN RAMON SCZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,24,24
SANTA ANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,93,93
SANTA CRUZ DE LA SIERRA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,8683,8683
SANTA ROSA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,14,14
SANTA ROSA DEL SARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,488,488
SANTIAGO DE CALLAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,579,579
SANTIAGO DE HUARI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,474,474
SANTIAGO DE HUATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,239,239
SANTIAGO DE MACHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,203,203
SANTIVAÑES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,374,374
SANTUARIO DE QUILLACAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2021-01-01,163,163
