municipality,group,variable,month,Nacidos vivos con peso menor a 2500 g.,TOTAL
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-06-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-06-01,2,2
MALLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-06-01,2,2
MOROCHATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-06-01,1,1
PADILLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-06-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-06-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-06-01,1,1
SANTA ANA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-06-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-06-01,6,6
TARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-06-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-06-01,2,2
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-06-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-06-01,1,1
VACAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-06-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-06-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,2,2
AZURDUY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,1,1
BOLIVAR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,1,1
COLQUIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,1,1
CONCEPCION,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,1,1
GUANAY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,3,3
OCURI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,5,5
PRESTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,1,1
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,1,1
VACAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,1,1
YAMPARAEZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-07-01,2,2
ANCORAIMES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
ANTEQUERA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
BERMEJO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
BOLIVAR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
CHARAGUA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,2,2
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,2,2
MIZQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,3,3
MOJINETE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
PALCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
PUERTO SUAREZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
TIAWANACU,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
YACO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
YOCALLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-08-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,1,1
ARBIETO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,1,1
BATALLAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,1,1
BELEN DE ANDAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,1,1
COCAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,2,2
COTAGAITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,1,1
EL CHORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,3,3
ORURO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,1,1
PADCAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,2,2
SAN AGUSTIN,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,2,2
SANTIVAÑES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,1,1
SICAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,2,2
TARVITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,1,1
TIAWANACU,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,2,2
TUPIZA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,1,1
VITICHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,2,2
WARNES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-09-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,1,1
BOLIVAR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,1,1
CARAPARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,2,2
CONCEPCION,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,1,1
CORIPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,1,1
EXALTACION,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,1,1
HUACARETA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,5,5
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,2,2
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,1,1
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,1,1
SOPACHUY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,2,2
TIAWANACU,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,1,1
YAMPARAEZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-10-01,3,3
ACHACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,1,1
ANZALDO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,2,2
BOLIVAR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,1,1
CALACOTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,2,2
CKOCHAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,3,3
CULPINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,2,2
FILADELFIA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,2,2
MOROCHATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,2,2
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,2,2
SAN JULIAN,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,1,1
TARACO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,1,1
