municipality,group,variable,month,Nacidos vivos atendidos por personal de salud,TOTAL
CURVA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,5,5
DESAGUADERO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,3,3
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,4,4
EL CHORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
EL PUENTE(STC),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,4,4
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
ENTRE RIOS CBBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
EXALTACION,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,3,3
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
GUAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,5,5
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,7,7
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,5,5
HUACHACALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
HUARINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,3,3
HUMANATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,3,3
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,7,7
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,3,3
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,9,9
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,8,8
IXIAMAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,4,4
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,9,9
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,7,7
LA GUARDIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,3,3
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,6,6
LAS CARRERAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,5,5
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,6,6
LLICA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,5,5
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,4,4
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
MACHARETI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,3,3
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
MALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,3,3
MAPIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
MECAPACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,12,12
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,13,13
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,3,3
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,4,4
MONTERO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,3,3
MORO MORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,12,12
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,4,4
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,4,4
PALCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,8,8
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,4,4
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,4,4
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,6,6
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,4,4
PAZÑA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,6,6
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,3,3
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,17,17
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
POJO (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
POOPO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
PORCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,5,5
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,4,4
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,17,17
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,13,13
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,4,4
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,3,3
PUERTO PEREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,4,4
PUERTO SILES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
PUERTO SUAREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,7,7
QUIABAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,3,3
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,7,7
QUIME,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,4,4
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,6,6
REYES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,6,6
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,5,5
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,3,3
SABAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,5,5
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,10,10
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,4,4
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,9,9
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,6,6
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,11,11
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,20,20
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,5,5
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,6,6
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,7,7
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
SAN PEDRO(PND),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,8,8
SANTIAGO DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,5,5
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,7,7
SICAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,4,4
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,6,6
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,3,3
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,3,3
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,6,6
TAHUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,21,21
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,12,12
TARACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,6,6
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
TIAWANACU,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,10,10
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,10,10
TIPUANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,4,4
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,3,3
TOCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,7,7
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,9,9
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,9,9
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,4,4
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,6,6
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,4,4
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,6,6
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,3,3
VILLA CHARCAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,8,8
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,3,3
VILLA RIVERO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,6,6
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,3,3
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,6,6
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,2,2
YACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,6,6
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
YAMPARAEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
YOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-01-01,4,4
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,4,4
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,16,16
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,4,4
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,3,3
ALALAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,3,3
ALTO BENI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,2,2
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,11,11
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,1,1
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,7,7
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,7,7
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,9,9
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,1,1
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,2,2
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,8,8
ATOCHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,1,1
AUCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,7,7
AYATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,6,6
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,9,9
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,10,10
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,9,9
BELEN DE URMIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,1,1
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,10,10
BOLIVAR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,7,7
BOLPEBRA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-02-01,7,7
