municipality,group,variable,month,Nacidos muertos atendidos por personal de salud,TOTAL
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-03-01,21,21
TARABUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-03-01,1,1
TARVITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-03-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-03-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-03-01,1,1
ATOCHA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-04-01,3,3
CARACOLLO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-04-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-04-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-04-01,1,1
COLLANA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-04-01,1,1
HUMANATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-04-01,1,1
POROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-04-01,1,1
REYES,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-04-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-04-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-05-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-05-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-05-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-05-01,8,8
CULPINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-05-01,1,1
PADCAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-05-01,1,1
PUNA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-05-01,1,1
SAN JULIAN,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-05-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-05-01,2,2
TOMAVE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-05-01,1,1
WARNES,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-05-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-06-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-06-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-06-01,1,1
PRESTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-06-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-06-01,1,1
REYES,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-06-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-06-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-07-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-07-01,2,2
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-07-01,1,1
ICLA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-07-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-07-01,1,1
PELECHUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-07-01,1,1
PRESTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-07-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-07-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-07-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-07-01,1,1
SORATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-07-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-07-01,1,1
YANACACHI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-07-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-08-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-08-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-08-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-08-01,1,1
OCURI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-08-01,1,1
POCOATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-08-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-08-01,3,3
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-08-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-08-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-08-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-08-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-08-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-08-01,1,1
TEOPONTE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-08-01,1,1
TOLEDO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-08-01,2,2
TUPIZA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-08-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-09-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-09-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-09-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-09-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-09-01,1,1
SICAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-09-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-10-01,1,1
COLQUENCHA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-10-01,1,1
CULPINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-10-01,2,2
IXIAMAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-10-01,1,1
OCURI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-10-01,1,1
POCONA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-10-01,1,1
POROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-10-01,1,1
RAVELO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-10-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-10-01,1,1
TARVITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-10-01,1,1
TOMINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-10-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-10-01,1,1
CALAMARCA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-11-01,1,1
CULPINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-11-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-11-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-11-01,1,1
MOJOCOYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-11-01,1,1
PUERTO SUAREZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-11-01,1,1
RAVELO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-11-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-11-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-11-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-11-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-12-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-12-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-12-01,1,1
POCOATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-12-01,3,3
PUNA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-12-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-12-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-12-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-12-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-12-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2012-12-01,1,1
