municipality,group,variable,month,Nacidos muertos con peso menor a 2500g,TOTAL
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,11,11
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,1,1
MAGDALENA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,3,3
MAPIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,5,5
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,2,2
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,3,3
SAN PEDRO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,24,24
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,5,5
TARABUCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,1,1
TUPIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,4,4
VALLEGRANDE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,31,31
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-03-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,2,2
CHARAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,4,4
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,12,12
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,5,5
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,14,14
MAGDALENA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,3,3
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,3,3
PALOS BLANCOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,6,6
QUILLACOLLO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,1,1
REYES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,41,41
SICA SICA (VILLA AROMA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,3,3
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,26,26
VALLEGRANDE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-04-01,3,3
AZURDUY,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,2,2
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,3,3
CLIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,16,16
COLQUECHACA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,1,1
CULPINA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,12,12
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,3,3
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,8,8
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,1,1
MIZQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,16,16
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,3,3
MOROCHATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,2,2
PADILLA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,1,1
PALOS BLANCOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,4,4
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,13,13
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,3,3
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,16,16
TIQUIPAYA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,1,1
TUPIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,9,9
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-05-01,1,1
BETANZOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,3,3
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,7,7
COMARAPA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,14,14
INCAHUASI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,9,9
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,10,10
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,3,3
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,5,5
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,2,2
QUILLACOLLO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,2,2
SAN MATIAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,21,21
SAPAHAQUI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,4,4
TUPIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,1,1
VALLEGRANDE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-06-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,14,14
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,8,8
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,3,3
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,82,82
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,3,3
PORCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,3,3
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,2,2
QUILLACOLLO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,1,1
SAN CARLOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,1,1
SAN JOAQUIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,2,2
SAN LUCAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,19,19
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,4,4
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,19,19
TIQUIPAYA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,1,1
TUPIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,2,2
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-07-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,2,2
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,15,15
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,7,7
FERNANDEZ ALONSO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,13,13
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,1,1
MAGDALENA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,2,2
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,1,1
REYES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,2,2
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,3,3
SAN LUCAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,12,12
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,4,4
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,1,1
TUPIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,2,2
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,1,1
VALLEGRANDE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,23,23
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,2,2
YAMPARAEZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-08-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,3,3
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,12,12
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,11,11
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,1,1
GUTIERREZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,1,1
HUANUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,8,8
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,1,1
POSTRER VALLE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,3,3
PUNA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,3,3
SACABA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,43,43
SHINAOTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,3,3
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,3,3
TUPIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,2,2
VILLA SERRANO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,2,2
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-09-01,2,2
ACHACACHI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,1,1
BETANZOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,2,2
CAMIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,7,7
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,5,5
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,6,6
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,1,1
MAGDALENA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,4,4
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,9,9
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,1,1
REYES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,15,15
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,1,1
SAN CARLOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,46,46
SHINAOTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,2,2
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,1,1
TIQUIPAYA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,2,2
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-10-01,2,2
