municipality,group,variable,month,Nacidos vivos con peso menor a 2500g,TOTAL
COROICO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
CULPINA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
EL ALTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,88,88
EL TORNO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,2,2
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,6,6
HUACARETA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
HUANUNI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
LA GUARDIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
LA PAZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,117,117
LA RIVERA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
LICOMA PAMPA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
LLALLAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,3,3
MAGDALENA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
MAIRANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
MAPIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
MINEROS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,3,3
MONTERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,9,9
MOROCHATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
ORURO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,41,41
PADILLA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
PALOS BLANCOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,2,2
POROMA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,32,32
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,2,2
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,3,3
PUNATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,5,5
RIBERALTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,5,5
RURRENABAQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,2,2
SACABA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,2,2
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,2,2
SAN IGNACIO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,10,10
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,3,3
SAN LUCAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,5,5
SAN MATIAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,203,203
SUCRE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,39,39
TARIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,12,12
TARVITA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,2,2
TIRAQUE (CBBA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,2,2
TOLATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,24,24
TUPIZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,23,23
UYUNI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,2,2
VALLEGRANDE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,2,2
VILLA MONTES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,2,2
VILLAZON,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,1,1
WARNES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,3,3
YACUIBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,7,7
YAPACANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-02-01,4,4
ACHACACHI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,2,2
ANCORAIMES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
BAURES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
BERMEJO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
BETANZOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
BOYUIBE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
CAMARGO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,2,2
CAMIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,10,10
CARANAVI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
CHIMORE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
COBIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,11,11
COCHABAMBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,122,122
COMARAPA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
COTAGAITA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
EL ALTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,87,87
EXALTACION,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
GUANAY,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,2,2
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,6,6
INCAHUASI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,2,2
LA ASUNTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,3,3
LA GUARDIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,5,5
LA PAZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,148,148
LLALLAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,4,4
MAGDALENA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
MIZQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
MONTERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,28,28
ORURO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,40,40
PADILLA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,3,3
PAMPA GRANDE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,2,2
PAPEL PAMPA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
POCONA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
POROMA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
PORTACHUELO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,38,38
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,7,7
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,5,5
PUNATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,9,9
QUILLACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,2,2
RIBERALTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
RURRENABAQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
SACABA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,4,4
SACACA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,2,2
SAN BORJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,6,6
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,5,5
SAN JAVIER(STC),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,13,13
SAN JOAQUIN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,5,5
SAN LORENZO(PND),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,227,227
SUCRE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,38,38
TAPACARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
TARIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,26,26
TARVITA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
TEOPONTE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
TIPUANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
TIRAQUE (CBBA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
TOLATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
TUPIZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,36,36
VALLEGRANDE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,12,12
VILLA MONTES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,3,3
VILLA TUNARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,2,2
VILLAZON,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,2,2
WARNES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,8,8
YACUIBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,7,7
YAPACANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-03-01,1,1
ALALAY,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,2,2
BATALLAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
BOYUIBE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
CAMIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,3,3
CHALLAPATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,3,3
CHIPAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,2,2
COBIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,13,13
COCHABAMBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,105,105
COLQUECHACA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
COROICO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
COTAGAITA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
EL ALTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,89,89
EL PUENTE(TJA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
EL TORNO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
FILADELFIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,2,2
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,5,5
GUTIERREZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,2,2
HUANUNI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
LA GUARDIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,2,2
LA PAZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,122,122
LLALLAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
MAGDALENA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
MONTERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,7,7
MOROCHATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
ORURO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,40,40
PORCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,22,22
PUERTO RICO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,3,3
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
PUNATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,8,8
QUILLACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
QUIME,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
REYES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,18,18
RURRENABAQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
SACABA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,3,3
SAN ANDRES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,3,3
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
SAN CARLOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,5,5
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,2,2
SAN JUAN DE YAPACANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,237,237
SHINAOTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
SUCRE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,41,41
TARIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,28,28
TIQUIPAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,3,3
TOLATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,15,15
TUPIZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2017-04-01,1,1
