municipality,group,variable,month,Nacidos vivos,TOTAL
CHALLAPATA,atencion de partos en servicios,nacidos vivos,2017-01-01,43,43
CHAQUI,atencion de partos en servicios,nacidos vivos,2017-01-01,4,4
CHARAGUA,atencion de partos en servicios,nacidos vivos,2017-01-01,52,52
CHAYANTA,atencion de partos en servicios,nacidos vivos,2017-01-01,10,10
CHIMORE,atencion de partos en servicios,nacidos vivos,2017-01-01,23,23
CHIPAYA,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
CHUA COCANI,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos,2017-01-01,28,28
CHUMA,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
CKOCHAS,atencion de partos en servicios,nacidos vivos,2017-01-01,4,4
CLIZA,atencion de partos en servicios,nacidos vivos,2017-01-01,32,32
COBIJA,atencion de partos en servicios,nacidos vivos,2017-01-01,151,151
COCAPATA,atencion de partos en servicios,nacidos vivos,2017-01-01,15,15
COCHABAMBA,atencion de partos en servicios,nacidos vivos,2017-01-01,1633,1633
COLCAPIRHUA,atencion de partos en servicios,nacidos vivos,2017-01-01,55,55
"COLCHA ""K""",atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
COLOMI,atencion de partos en servicios,nacidos vivos,2017-01-01,16,16
COLPA BELGICA,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
COLQUECHACA,atencion de partos en servicios,nacidos vivos,2017-01-01,13,13
COLQUENCHA,atencion de partos en servicios,nacidos vivos,2017-01-01,4,4
COLQUIRI,atencion de partos en servicios,nacidos vivos,2017-01-01,3,3
COMARAPA,atencion de partos en servicios,nacidos vivos,2017-01-01,31,31
CONCEPCION,atencion de partos en servicios,nacidos vivos,2017-01-01,38,38
COPACABANA,atencion de partos en servicios,nacidos vivos,2017-01-01,7,7
CORIPATA,atencion de partos en servicios,nacidos vivos,2017-01-01,11,11
CORO CORO,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
COROICO,atencion de partos en servicios,nacidos vivos,2017-01-01,26,26
CORQUE,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
COTAGAITA,atencion de partos en servicios,nacidos vivos,2017-01-01,11,11
COTOCA,atencion de partos en servicios,nacidos vivos,2017-01-01,52,52
CUATRO CAÑADAS,atencion de partos en servicios,nacidos vivos,2017-01-01,10,10
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
CUEVO,atencion de partos en servicios,nacidos vivos,2017-01-01,3,3
CULPINA,atencion de partos en servicios,nacidos vivos,2017-01-01,18,18
CURAHUARA DE CARANGAS,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
DESAGUADERO,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
EL ALTO,atencion de partos en servicios,nacidos vivos,2017-01-01,1404,1404
EL CHORO,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
EL PUENTE(STC),atencion de partos en servicios,nacidos vivos,2017-01-01,7,7
EL PUENTE(TJA),atencion de partos en servicios,nacidos vivos,2017-01-01,5,5
EL TORNO,atencion de partos en servicios,nacidos vivos,2017-01-01,99,99
EL VILLAR,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos vivos,2017-01-01,20,20
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos vivos,2017-01-01,38,38
ESCOMA,atencion de partos en servicios,nacidos vivos,2017-01-01,4,4
EUCALIPTUS,atencion de partos en servicios,nacidos vivos,2017-01-01,4,4
FERNANDEZ ALONSO,atencion de partos en servicios,nacidos vivos,2017-01-01,11,11
FILADELFIA,atencion de partos en servicios,nacidos vivos,2017-01-01,5,5
GENERAL SAAVEDRA,atencion de partos en servicios,nacidos vivos,2017-01-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
GUANAY,atencion de partos en servicios,nacidos vivos,2017-01-01,16,16
GUAQUI,atencion de partos en servicios,nacidos vivos,2017-01-01,3,3
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos,2017-01-01,106,106
GUTIERREZ,atencion de partos en servicios,nacidos vivos,2017-01-01,9,9
HUACARETA,atencion de partos en servicios,nacidos vivos,2017-01-01,6,6
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
HUANUNI,atencion de partos en servicios,nacidos vivos,2017-01-01,22,22
HUARINA,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
HUATAJATA,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
HUMANATA,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
ICHOCA,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
ICLA,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
INCAHUASI,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
INGAVI (HUMAITA),atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
INQUISIVI,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos vivos,2017-01-01,15,15
IXIAMAS,atencion de partos en servicios,nacidos vivos,2017-01-01,6,6
JESUS DE MACHACA,atencion de partos en servicios,nacidos vivos,2017-01-01,10,10
LA ASUNTA,atencion de partos en servicios,nacidos vivos,2017-01-01,41,41
LA GUARDIA,atencion de partos en servicios,nacidos vivos,2017-01-01,70,70
LA PAZ,atencion de partos en servicios,nacidos vivos,2017-01-01,1493,1493
LAGUNILLAS,atencion de partos en servicios,nacidos vivos,2017-01-01,4,4
LAJA,atencion de partos en servicios,nacidos vivos,2017-01-01,7,7
LICOMA PAMPA,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
LLALLAGUA,atencion de partos en servicios,nacidos vivos,2017-01-01,53,53
LLICA,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
LORETO,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
LURIBAY,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
MACHACAMARCA,atencion de partos en servicios,nacidos vivos,2017-01-01,3,3
MACHARETI,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
MAGDALENA,atencion de partos en servicios,nacidos vivos,2017-01-01,11,11
MAIRANA,atencion de partos en servicios,nacidos vivos,2017-01-01,39,39
MAPIRI,atencion de partos en servicios,nacidos vivos,2017-01-01,23,23
MECAPACA,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
MINEROS,atencion de partos en servicios,nacidos vivos,2017-01-01,13,13
MIZQUE,atencion de partos en servicios,nacidos vivos,2017-01-01,25,25
MOCOMOCO,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
MOJOCOYA,atencion de partos en servicios,nacidos vivos,2017-01-01,6,6
MONTEAGUDO,atencion de partos en servicios,nacidos vivos,2017-01-01,48,48
MONTERO,atencion de partos en servicios,nacidos vivos,2017-01-01,381,381
MORO MORO,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
MOROCHATA,atencion de partos en servicios,nacidos vivos,2017-01-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,nacidos vivos,2017-01-01,3,3
OCURI,atencion de partos en servicios,nacidos vivos,2017-01-01,4,4
OKINAWA,atencion de partos en servicios,nacidos vivos,2017-01-01,9,9
OMEREQUE,atencion de partos en servicios,nacidos vivos,2017-01-01,6,6
ORURO,atencion de partos en servicios,nacidos vivos,2017-01-01,707,707
PADCAYA,atencion de partos en servicios,nacidos vivos,2017-01-01,6,6
PADILLA,atencion de partos en servicios,nacidos vivos,2017-01-01,26,26
PAILON,atencion de partos en servicios,nacidos vivos,2017-01-01,41,41
PALCA,atencion de partos en servicios,nacidos vivos,2017-01-01,3,3
PALOS BLANCOS,atencion de partos en servicios,nacidos vivos,2017-01-01,30,30
PAMPA GRANDE,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
PAPEL PAMPA,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
PASORAPA,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
PATACAMAYA,atencion de partos en servicios,nacidos vivos,2017-01-01,26,26
PAZÑA,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
PELECHUCO,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
POCONA,atencion de partos en servicios,nacidos vivos,2017-01-01,6,6
POJO (CBBA),atencion de partos en servicios,nacidos vivos,2017-01-01,11,11
POOPO,atencion de partos en servicios,nacidos vivos,2017-01-01,3,3
PORCO,atencion de partos en servicios,nacidos vivos,2017-01-01,6,6
POROMA,atencion de partos en servicios,nacidos vivos,2017-01-01,4,4
PORONGO,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
PORTACHUELO,atencion de partos en servicios,nacidos vivos,2017-01-01,28,28
PORVENIR,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
POSTRER VALLE,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos,2017-01-01,472,472
PRESTO,atencion de partos en servicios,nacidos vivos,2017-01-01,9,9
PUCARA,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
PUCARANI,atencion de partos en servicios,nacidos vivos,2017-01-01,5,5
PUERTO ACOSTA,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
PUERTO CARABUCO,atencion de partos en servicios,nacidos vivos,2017-01-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicios,nacidos vivos,2017-01-01,5,5
PUERTO QUIJARRO,atencion de partos en servicios,nacidos vivos,2017-01-01,12,12
PUERTO RICO,atencion de partos en servicios,nacidos vivos,2017-01-01,6,6
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos,2017-01-01,50,50
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos,2017-01-01,103,103
PUNA,atencion de partos en servicios,nacidos vivos,2017-01-01,11,11
PUNATA,atencion de partos en servicios,nacidos vivos,2017-01-01,52,52
QUIABAYA,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
QUILLACOLLO,atencion de partos en servicios,nacidos vivos,2017-01-01,210,210
QUIME,atencion de partos en servicios,nacidos vivos,2017-01-01,3,3
RAVELO,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
REYES,atencion de partos en servicios,nacidos vivos,2017-01-01,16,16
RIBERALTA,atencion de partos en servicios,nacidos vivos,2017-01-01,229,229
ROBORE,atencion de partos en servicios,nacidos vivos,2017-01-01,21,21
RURRENABAQUE,atencion de partos en servicios,nacidos vivos,2017-01-01,38,38
SABAYA,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
SACABA,atencion de partos en servicios,nacidos vivos,2017-01-01,234,234
SACABAMBA,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
SACACA,atencion de partos en servicios,nacidos vivos,2017-01-01,12,12
SAIPINA,atencion de partos en servicios,nacidos vivos,2017-01-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,nacidos vivos,2017-01-01,4,4
SAMAIPATA,atencion de partos en servicios,nacidos vivos,2017-01-01,5,5
SAN ANDRES,atencion de partos en servicios,nacidos vivos,2017-01-01,5,5
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,nacidos vivos,2017-01-01,6,6
SAN BENITO,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
SAN BORJA,atencion de partos en servicios,nacidos vivos,2017-01-01,82,82
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos,2017-01-01,16,16
SAN CARLOS,atencion de partos en servicios,nacidos vivos,2017-01-01,29,29
SAN IGNACIO,atencion de partos en servicios,nacidos vivos,2017-01-01,30,30
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos,2017-01-01,115,115
SAN JAVIER(BNI),atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,nacidos vivos,2017-01-01,31,31
SAN JOAQUIN,atencion de partos en servicios,nacidos vivos,2017-01-01,10,10
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos,2017-01-01,36,36
SAN JUAN DE YAPACANI,atencion de partos en servicios,nacidos vivos,2017-01-01,15,15
SAN JULIAN,atencion de partos en servicios,nacidos vivos,2017-01-01,57,57
SAN LORENZO(PND),atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,nacidos vivos,2017-01-01,8,8
SAN LUCAS,atencion de partos en servicios,nacidos vivos,2017-01-01,29,29
SAN MATIAS,atencion de partos en servicios,nacidos vivos,2017-01-01,15,15
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos vivos,2017-01-01,8,8
SAN PEDRO,atencion de partos en servicios,nacidos vivos,2017-01-01,5,5
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos vivos,2017-01-01,16,16
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,nacidos vivos,2017-01-01,3,3
SAN PEDRO DE TIQUINA,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
SAN RAFAEL,atencion de partos en servicios,nacidos vivos,2017-01-01,4,4
SAN RAMON BENI,atencion de partos en servicios,nacidos vivos,2017-01-01,10,10
SAN RAMON SCZ,atencion de partos en servicios,nacidos vivos,2017-01-01,12,12
SANTA ANA,atencion de partos en servicios,nacidos vivos,2017-01-01,27,27
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos,2017-01-01,3504,3504
SANTA ROSA,atencion de partos en servicios,nacidos vivos,2017-01-01,9,9
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos vivos,2017-01-01,9,9
SANTIAGO DE CALLAPA,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
SANTIAGO DE HUARI,atencion de partos en servicios,nacidos vivos,2017-01-01,8,8
SANTIAGO DE HUATA,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
SANTIVAÑES,atencion de partos en servicios,nacidos vivos,2017-01-01,4,4
SANTUARIO DE QUILLACAS,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
SAPAHAQUI,atencion de partos en servicios,nacidos vivos,2017-01-01,4,4
SENA,atencion de partos en servicios,nacidos vivos,2017-01-01,5,5
SHINAOTA,atencion de partos en servicios,nacidos vivos,2017-01-01,35,35
SICA SICA (VILLA AROMA),atencion de partos en servicios,nacidos vivos,2017-01-01,9,9
SICAYA,atencion de partos en servicios,nacidos vivos,2017-01-01,3,3
SIPE SIPE,atencion de partos en servicios,nacidos vivos,2017-01-01,35,35
SOPACHUY,atencion de partos en servicios,nacidos vivos,2017-01-01,4,4
SORACACHI,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
SORATA,atencion de partos en servicios,nacidos vivos,2017-01-01,9,9
SUCRE,atencion de partos en servicios,nacidos vivos,2017-01-01,592,592
TACACOMA,atencion de partos en servicios,nacidos vivos,2017-01-01,7,7
TACOPAYA,atencion de partos en servicios,nacidos vivos,2017-01-01,6,6
TAPACARI,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
TARABUCO,atencion de partos en servicios,nacidos vivos,2017-01-01,15,15
TARACO,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
TARATA,atencion de partos en servicios,nacidos vivos,2017-01-01,5,5
TARIJA,atencion de partos en servicios,nacidos vivos,2017-01-01,494,494
TARVITA,atencion de partos en servicios,nacidos vivos,2017-01-01,17,17
TEOPONTE,atencion de partos en servicios,nacidos vivos,2017-01-01,14,14
TIAWANACU,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
TINGUIPAYA,atencion de partos en servicios,nacidos vivos,2017-01-01,7,7
TIPUANI,atencion de partos en servicios,nacidos vivos,2017-01-01,6,6
TIQUIPAYA,atencion de partos en servicios,nacidos vivos,2017-01-01,96,96
TIRAQUE (CBBA),atencion de partos en servicios,nacidos vivos,2017-01-01,14,14
TOCO,atencion de partos en servicios,nacidos vivos,2017-01-01,3,3
TODOS SANTOS,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
TOLEDO,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
TOMAVE,atencion de partos en servicios,nacidos vivos,2017-01-01,10,10
TOMINA,atencion de partos en servicios,nacidos vivos,2017-01-01,8,8
TORO TORO,atencion de partos en servicios,nacidos vivos,2017-01-01,4,4
TOTORA(CBBA),atencion de partos en servicios,nacidos vivos,2017-01-01,23,23
TOTORA(ORR),atencion de partos en servicios,nacidos vivos,2017-01-01,3,3
TRIGAL,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos,2017-01-01,322,322
TUPIZA,atencion de partos en servicios,nacidos vivos,2017-01-01,79,79
UMALA,atencion de partos en servicios,nacidos vivos,2017-01-01,5,5
UNCIA,atencion de partos en servicios,nacidos vivos,2017-01-01,22,22
URIONDO (A. CONCEPCION),atencion de partos en servicios,nacidos vivos,2017-01-01,9,9
URUBICHA,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
UYUNI,atencion de partos en servicios,nacidos vivos,2017-01-01,40,40
VACAS,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
VALLEGRANDE,atencion de partos en servicios,nacidos vivos,2017-01-01,27,27
VIACHA,atencion de partos en servicios,nacidos vivos,2017-01-01,52,52
VILA VILA,atencion de partos en servicios,nacidos vivos,2017-01-01,3,3
VILLA CHARCAS,atencion de partos en servicios,nacidos vivos,2017-01-01,13,13
VILLA MONTES,atencion de partos en servicios,nacidos vivos,2017-01-01,93,93
VILLA RIVERO,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
VILLA SERRANO,atencion de partos en servicios,nacidos vivos,2017-01-01,4,4
VILLA TUNARI,atencion de partos en servicios,nacidos vivos,2017-01-01,91,91
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,nacidos vivos,2017-01-01,3,3
VILLAZON,atencion de partos en servicios,nacidos vivos,2017-01-01,68,68
VINTO,atencion de partos en servicios,nacidos vivos,2017-01-01,57,57
VITICHI,atencion de partos en servicios,nacidos vivos,2017-01-01,4,4
WARNES,atencion de partos en servicios,nacidos vivos,2017-01-01,117,117
YACO,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
YACUIBA,atencion de partos en servicios,nacidos vivos,2017-01-01,202,202
YAMPARAEZ,atencion de partos en servicios,nacidos vivos,2017-01-01,4,4
YANACACHI,atencion de partos en servicios,nacidos vivos,2017-01-01,1,1
YAPACANI,atencion de partos en servicios,nacidos vivos,2017-01-01,87,87
YOCALLA,atencion de partos en servicios,nacidos vivos,2017-01-01,2,2
YOTALA,atencion de partos en servicios,nacidos vivos,2017-01-01,4,4
ZUDAÑEZ,atencion de partos en servicios,nacidos vivos,2017-01-01,9,9
ACACIO,atencion de partos en servicios,nacidos vivos,2017-02-01,2,2
ACHACACHI,atencion de partos en servicios,nacidos vivos,2017-02-01,29,29
ACHOCALLA,atencion de partos en servicios,nacidos vivos,2017-02-01,4,4
AIQUILE,atencion de partos en servicios,nacidos vivos,2017-02-01,24,24
ALTO BENI,atencion de partos en servicios,nacidos vivos,2017-02-01,11,11
ANCORAIMES,atencion de partos en servicios,nacidos vivos,2017-02-01,5,5
ANTEQUERA,atencion de partos en servicios,nacidos vivos,2017-02-01,1,1
ANZALDO,atencion de partos en servicios,nacidos vivos,2017-02-01,3,3
APOLO,atencion de partos en servicios,nacidos vivos,2017-02-01,11,11
ARAMPAMPA,atencion de partos en servicios,nacidos vivos,2017-02-01,1,1
ARANI,atencion de partos en servicios,nacidos vivos,2017-02-01,12,12
ARBIETO,atencion de partos en servicios,nacidos vivos,2017-02-01,5,5
ARQUE,atencion de partos en servicios,nacidos vivos,2017-02-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos,2017-02-01,60,60
ATOCHA,atencion de partos en servicios,nacidos vivos,2017-02-01,14,14
AYATA,atencion de partos en servicios,nacidos vivos,2017-02-01,2,2
AYO AYO,atencion de partos en servicios,nacidos vivos,2017-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos vivos,2017-02-01,22,22
AZURDUY,atencion de partos en servicios,nacidos vivos,2017-02-01,6,6
BATALLAS,atencion de partos en servicios,nacidos vivos,2017-02-01,5,5
BAURES,atencion de partos en servicios,nacidos vivos,2017-02-01,12,12
BELLA FLOR,atencion de partos en servicios,nacidos vivos,2017-02-01,5,5
BERMEJO,atencion de partos en servicios,nacidos vivos,2017-02-01,39,39
BETANZOS,atencion de partos en servicios,nacidos vivos,2017-02-01,15,15
BOYUIBE,atencion de partos en servicios,nacidos vivos,2017-02-01,7,7
BUENA VISTA,atencion de partos en servicios,nacidos vivos,2017-02-01,6,6
CABEZAS,atencion de partos en servicios,nacidos vivos,2017-02-01,17,17
CAIROMA,atencion de partos en servicios,nacidos vivos,2017-02-01,5,5
"CAIZA ""D""",atencion de partos en servicios,nacidos vivos,2017-02-01,1,1
CAJUATA,atencion de partos en servicios,nacidos vivos,2017-02-01,10,10
CALAMARCA,atencion de partos en servicios,nacidos vivos,2017-02-01,7,7
CAMARGO,atencion de partos en servicios,nacidos vivos,2017-02-01,29,29
CAMIRI,atencion de partos en servicios,nacidos vivos,2017-02-01,101,101
CAPINOTA,atencion de partos en servicios,nacidos vivos,2017-02-01,17,17
CAQUIAVIRI,atencion de partos en servicios,nacidos vivos,2017-02-01,2,2
CARACOLLO,atencion de partos en servicios,nacidos vivos,2017-02-01,18,18
CARANAVI,atencion de partos en servicios,nacidos vivos,2017-02-01,93,93
CARAPARI,atencion de partos en servicios,nacidos vivos,2017-02-01,10,10
CARIPUYO,atencion de partos en servicios,nacidos vivos,2017-02-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicios,nacidos vivos,2017-02-01,5,5
CHALLAPATA,atencion de partos en servicios,nacidos vivos,2017-02-01,41,41
CHARAGUA,atencion de partos en servicios,nacidos vivos,2017-02-01,54,54
CHAYANTA,atencion de partos en servicios,nacidos vivos,2017-02-01,5,5
CHIMORE,atencion de partos en servicios,nacidos vivos,2017-02-01,19,19
CHUA COCANI,atencion de partos en servicios,nacidos vivos,2017-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos,2017-02-01,34,34
CHUMA,atencion de partos en servicios,nacidos vivos,2017-02-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,nacidos vivos,2017-02-01,4,4
CLIZA,atencion de partos en servicios,nacidos vivos,2017-02-01,32,32
COBIJA,atencion de partos en servicios,nacidos vivos,2017-02-01,149,149
COCAPATA,atencion de partos en servicios,nacidos vivos,2017-02-01,3,3
COCHABAMBA,atencion de partos en servicios,nacidos vivos,2017-02-01,1592,1592
COLCAPIRHUA,atencion de partos en servicios,nacidos vivos,2017-02-01,54,54
"COLCHA ""K""",atencion de partos en servicios,nacidos vivos,2017-02-01,3,3
COLLANA,atencion de partos en servicios,nacidos vivos,2017-02-01,3,3
COLOMI,atencion de partos en servicios,nacidos vivos,2017-02-01,16,16
COLPA BELGICA,atencion de partos en servicios,nacidos vivos,2017-02-01,2,2
COLQUECHACA,atencion de partos en servicios,nacidos vivos,2017-02-01,9,9
COLQUENCHA,atencion de partos en servicios,nacidos vivos,2017-02-01,9,9
COLQUIRI,atencion de partos en servicios,nacidos vivos,2017-02-01,4,4
COMARAPA,atencion de partos en servicios,nacidos vivos,2017-02-01,19,19
CONCEPCION,atencion de partos en servicios,nacidos vivos,2017-02-01,31,31
COPACABANA,atencion de partos en servicios,nacidos vivos,2017-02-01,4,4
CORIPATA,atencion de partos en servicios,nacidos vivos,2017-02-01,6,6
CORO CORO,atencion de partos en servicios,nacidos vivos,2017-02-01,1,1
COROICO,atencion de partos en servicios,nacidos vivos,2017-02-01,23,23
CORQUE,atencion de partos en servicios,nacidos vivos,2017-02-01,1,1
COTAGAITA,atencion de partos en servicios,nacidos vivos,2017-02-01,7,7
