municipality,group,variable,month,Partos atendidos por personal de salud calificado,TOTAL
CHAQUI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
CHARAGUA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,24,24
CHAYANTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
CHIMORE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
CKOCHAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
COCAPATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,14,14
COCHABAMBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,50,50
"COLCHA ""K""",atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
COLOMI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,4,4
CONCEPCION,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
CORIPATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
COROICO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
COTAGAITA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
COTOCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,52,52
CUATRO CAÑADAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,10,10
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
CUEVO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
CULPINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
EL ALTO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,33,33
EL CHORO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
EL PUENTE(TJA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,4,4
ENTRE RIOS TRJ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,7,7
ENTRE RIOS CBBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,7,7
EUCALIPTUS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,11,11
FILADELFIA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
GUAYARAMERIN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,4,4
GUTIERREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,7,7
HUACARETA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
HUMANATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
INGAVI (HUMAITA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
IXIAMAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
JESUS DE MACHACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
LA ASUNTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,8,8
LA GUARDIA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,71,71
LORETO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
LURIBAY,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
MAGDALENA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
MAPIRI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
MECAPACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
MINEROS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,13,13
MIZQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
MOCOMOCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
MOJOCOYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,4,4
MONTEAGUDO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
MORO MORO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,3,3
OKINAWA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
ORURO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,17,17
PADCAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,3,3
PAILON,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,27,27
PALCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
PALOS BLANCOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,10,10
PELECHUCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
POCONA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,6,6
POJO (CBBA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
PORCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,6,6
POROMA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,3,3
PORONGO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
POSTRER VALLE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
POTOSI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
PRESTO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
PUCARA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
PUCARANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
PUERTO CARABUCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,9,9
PUERTO VILLARROEL,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,10,10
PUNATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
QUIME,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
RAVELO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
REYES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
SABAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
SACABA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
SACACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
SAIPINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,6,6
SAN BORJA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,4,4
SAN CARLOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,29,29
SAN IGNACIO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,6,6
SAN JAVIER(STC),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,31,31
SAN JOAQUIN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,10,10
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,12,12
SAN JUAN DE YAPACANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,9,9
SAN JULIAN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,57,57
SAN LORENZO(TJA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
SAN LUCAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,10,10
SAN MATIAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
SAN PEDRO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,4,4
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,8,8
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
SAN RAMON BENI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,10,10
SAN RAMON SCZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,12,12
SANTA ANA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,26,26
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,626,626
SANTA ROSA DEL SARA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
SANTIAGO DE HUARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
SANTIAGO DE HUATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
SAPAHAQUI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,3,3
SHINAOTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
SICAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
SIPE SIPE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
SOPACHUY,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
SORACACHI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
SUCRE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,334,334
TACACOMA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
TACOPAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
TARATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,5,5
TARIJA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,18,18
TARVITA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,10,10
TEOPONTE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
TINGUIPAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,7,7
TIPUANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
TODOS SANTOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
TOMAVE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,4,4
TORO TORO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
TOTORA(CBBA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
TRIGAL,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
TRINIDAD,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,325,325
TUPIZA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
UMALA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,5,5
UNCIA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,8,8
URUBICHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
UYUNI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,9,9
VALLEGRANDE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,6,6
VIACHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,4,4
VILA VILA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
VILLA MONTES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
VILLA RIVERO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
VILLA SERRANO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
VILLA TUNARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,7,7
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,3,3
VILLAZON,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
VITICHI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
WARNES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,25,25
YACO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,1,1
YACUIBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,5,5
YAMPARAEZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,3,3
YAPACANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,12,12
YOCALLA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
ZUDAÑEZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-01-01,2,2
ACACIO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
ACHACACHI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,2,2
ALTO BENI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,3,3
ANZALDO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,3,3
ARAMPAMPA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
ARANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
ARQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
ATOCHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,12,12
AYATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
BAURES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,12,12
BETANZOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
BUENA VISTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,6,6
CAIROMA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,4,4
"CAIZA ""D""",atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
CALAMARCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
CAMIRI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,59,59
CAPINOTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
CARANAVI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,4,4
CARAPARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,9,9
CARIPUYO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,5,5
CHALLAPATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,3,3
CHARAGUA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,24,24
CHAYANTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,2,2
CHIMORE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
CHUA COCANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,3,3
CHUMA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
COCAPATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
COCHABAMBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,81,81
"COLCHA ""K""",atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,3,3
COLOMI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
COLQUECHACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,4,4
COLQUENCHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
CONCEPCION,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,31,31
COTOCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,66,66
CUATRO CAÑADAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,13,13
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
CUEVO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
CULPINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,2,2
EL ALTO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,27,27
EL PUENTE(TJA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,3,3
EL VILLAR,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,4,4
ESCOMA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,9,9
EXALTACION,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,14,14
GENERAL SAAVEDRA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,2,2
GUANAY,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
GUTIERREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,5,5
HUACARETA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,2,2
HUARACAJE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,3,3
HUAYLLAMARCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
ICLA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
INGAVI (HUMAITA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
INQUISIVI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,2,2
JESUS DE MACHACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
LA ASUNTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,4,4
LA GUARDIA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,57,57
LA PAZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,11,11
LA RIVERA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,2,2
LAJA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
LAS CARRERAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
LLALLAGUA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,58,58
LLICA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
LORETO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,2,2
LURIBAY,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,2,2
MAPIRI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
MECAPACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,3,3
MINEROS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,17,17
MOCOMOCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
MOJINETE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
MONTEAGUDO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,4,4
MONTERO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,4,4
MORO MORO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
OCURI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
OKINAWA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,10,10
ORURO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,32,32
PADCAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,4,4
PADILLA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,9,9
PAILON,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,35,35
PALCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,3,3
PALOS BLANCOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,5,5
PAMPA AULLAGAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
PAZÑA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
PELECHUCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
POCONA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
POJO (CBBA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,4,4
PORCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,3,3
POROMA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
PORONGO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,4,4
POSTRER VALLE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,2,2
PUCARANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,2,2
PUERTO QUIJARRO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,23,23
PUERTO SILES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,2,2
PUNATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
QUIABAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
QUILLACOLLO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,2,2
QUIME,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
REYES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,3,3
ROBORE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,23,23
RURRENABAQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
SACABAMBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
SAIPINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,6,6
SAN ANDRES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,9,9
SAN BORJA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,8,8
SAN CARLOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,17,17
SAN IGNACIO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,12,12
SAN IGNACIO DE VELASCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,9,9
SAN JAVIER(BNI),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,27,27
SAN JOAQUIN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,6,6
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,21,21
SAN JUAN DE YAPACANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2017-02-01,5,5
