municipality,group,variable,month,RN con malformación congénita,TOTAL
SAN BUENA VENTURA,atencion de partos en servicios,rn con malformacion congenita,2017-02-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2017-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2017-02-01,2,2
SANTA ROSA,atencion de partos en servicios,rn con malformacion congenita,2017-02-01,20,20
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con malformacion congenita,2017-02-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2017-02-01,2,2
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2017-02-01,1,1
TINGUIPAYA,atencion de partos en servicios,rn con malformacion congenita,2017-02-01,5,5
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2017-02-01,5,5
URUBICHA,atencion de partos en servicios,rn con malformacion congenita,2017-02-01,1,1
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2017-02-01,3,3
YAPACANI,atencion de partos en servicios,rn con malformacion congenita,2017-02-01,92,92
ACHACACHI,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,1,1
COBIJA,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,6,6
FERNANDEZ ALONSO,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,4,4
HUARACAJE,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,2,2
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,21,21
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,1,1
MAPIRI,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,1,1
MINEROS,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,1,1
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,5,5
ORURO,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,1,1
PADCAYA,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,1,1
PUNATA,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,2,2
SACABA,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,3,3
SENA,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,2,2
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,5,5
TOCO,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,1,1
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,1,1
VALLEGRANDE,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,1,1
VIACHA,atencion de partos en servicios,rn con malformacion congenita,2017-03-01,2,2
ALTO BENI,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,2,2
COBIJA,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,2,2
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,10,10
ENTRE RIOS CBBA,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,1,1
HUARACAJE,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,12,12
MAIRANA,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,1,1
MIZQUE,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,20,20
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,1,1
PALCA,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,2,2
SANTA ANA,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,26,26
SENA,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,1,1
TARVITA,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,1,1
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2017-04-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,1,1
CAMIRI,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,1,1
CARACOLLO,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,1,1
COCAPATA,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,1,1
COLQUECHACA,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,2,2
CORQUE,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,8,8
GUTIERREZ,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,1,1
IXIAMAS,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,13,13
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,1,1
PAPEL PAMPA,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,1,1
PORTACHUELO,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,1,1
SACABA,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,2,2
SAN IGNACIO,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,5,5
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,3,3
TIQUIPAYA,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,1,1
UNCIA,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,1,1
VILLA CHARCAS,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,1,1
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,2,2
VILLAZON,atencion de partos en servicios,rn con malformacion congenita,2017-05-01,2,2
AZURDUY,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,2,2
COCAPATA,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,2,2
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,5,5
ENTRE RIOS CBBA,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,4,4
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,1,1
MAPIRI,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,1,1
PALOS BLANCOS,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,1,1
PUNATA,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,3,3
SAN BUENA VENTURA,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,2,2
SAN CARLOS,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,rn con malformacion congenita,2017-06-01,1,1
SAN MATIAS,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,1,1
SANTA ANA,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,10,10
SHINAOTA,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,2,2
SORACACHI,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,2,2
TEOPONTE,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,1,1
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,1,1
YACO,atencion de partos en servicios,rn con malformacion congenita,2017-06-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
BETANZOS,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
CAMARGO,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
CARAPARI,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,2,2
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
COLQUECHACA,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,8,8
COPACABANA,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
ENTRE RIOS CBBA,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
GUAYARAMERIN,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
LA GUARDIA,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,14,14
MAIRANA,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,2,2
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
POCONA,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,2,2
SAN BUENA VENTURA,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
SAN IGNACIO,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,23,23
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,2,2
SAN JOAQUIN,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
SAN RAMON SCZ,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,9,9
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2017-07-01,1,1
ATOCHA,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,2,2
BAURES,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,2,2
BETANZOS,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,2,2
CAIROMA,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,1,1
COBIJA,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,7,7
FERNANDEZ ALONSO,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,1,1
GUAYARAMERIN,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,13,13
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,4,4
SACABA,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,4,4
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,1,1
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,4,4
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,2,2
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,1,1
WARNES,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,2,2
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,1,1
YAPACANI,atencion de partos en servicios,rn con malformacion congenita,2017-08-01,4,4
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,7,7
CAMARGO,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,2,2
CAMIRI,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,1,1
CARANAVI,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,1,1
COBIJA,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,2,2
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,9,9
GUANAY,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,1,1
LA GUARDIA,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,20,20
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,2,2
MONTEAGUDO,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,1,1
SAN BENITO,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,1,1
SANTA ANA,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,8,8
SIPE SIPE,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,1,1
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,3,3
TUPIZA,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,1,1
VILLAZON,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,1,1
VINTO,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,1,1
YACO,atencion de partos en servicios,rn con malformacion congenita,2017-09-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,1,1
BETANZOS,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,1,1
CAMIRI,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,1,1
CLIZA,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,1,1
COLQUECHACA,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,3,3
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,7,7
GUTIERREZ,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,1,1
LA GUARDIA,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,16,16
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,8,8
PORVENIR,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,1,1
PUCARANI,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,1,1
ROBORE,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,3,3
SIPE SIPE,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,2,2
TARABUCO,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,1,1
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,1,1
VINTO,atencion de partos en servicios,rn con malformacion congenita,2017-10-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con malformacion congenita,2017-11-01,45,45
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2017-11-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2017-11-01,1,1
COLOMI,atencion de partos en servicios,rn con malformacion congenita,2017-11-01,1,1
COTAGAITA,atencion de partos en servicios,rn con malformacion congenita,2017-11-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2017-11-01,5,5
HUACARETA,atencion de partos en servicios,rn con malformacion congenita,2017-11-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2017-11-01,9,9
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2017-11-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2017-11-01,2,2
SAN BUENA VENTURA,atencion de partos en servicios,rn con malformacion congenita,2017-11-01,2,2
SAN CARLOS,atencion de partos en servicios,rn con malformacion congenita,2017-11-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con malformacion congenita,2017-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2017-11-01,7,7
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con malformacion congenita,2017-11-01,1,1
TIQUIPAYA,atencion de partos en servicios,rn con malformacion congenita,2017-11-01,1,1
VILLAZON,atencion de partos en servicios,rn con malformacion congenita,2017-11-01,1,1
YOTALA,atencion de partos en servicios,rn con malformacion congenita,2017-11-01,1,1
BOYUIBE,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,1,1
COROICO,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,6,6
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,10,10
MAGDALENA,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,1,1
PORCO,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,1,1
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,1,1
RAVELO,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,6,6
SACABA,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,2,2
SAMAIPATA,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,9,9
SHINAOTA,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,2,2
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,4,4
TARVITA,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,1,1
UYUNI,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,1,1
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2017-12-01,1,1
