municipality,group,variable,month,Partos atendidos por proveedor calificado,TOTAL
COCHABAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1588,1588
COLCAPIRHUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,55,55
COLOMI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,12,12
COLPA BELGICA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
COLQUECHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,13,13
COLQUENCHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,4,4
COLQUIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,3,3
CONCEPCION,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
COPACABANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,7,7
CORIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,9,9
CORO CORO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
COROICO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,27,27
CORQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
COTAGAITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,9,9
CUEVO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
CULPINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,15,15
DESAGUADERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
EL ALTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1389,1389
EL PUENTE(STC),atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,7,7
EL PUENTE(TJA),atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
EL TORNO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,100,100
EL VILLAR,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,17,17
ENTRE RIOS CBBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,31,31
ESCOMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,4,4
EUCALIPTUS,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,3,3
FILADELFIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,4,4
GENERAL SAAVEDRA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
GUANAY,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,16,16
GUAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,3,3
GUAYARAMERIN,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,96,96
GUTIERREZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
HUACARETA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,4,4
HUANUNI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,22,22
HUARINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
HUATAJATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
ICHOCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
ICLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
INCAHUASI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,3,3
INQUISIVI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,14,14
IXIAMAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,5,5
JESUS DE MACHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,8,8
LA ASUNTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,33,33
LA PAZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1489,1489
LAGUNILLAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,4,4
LAJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,7,7
LICOMA PAMPA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
LLALLAGUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,54,54
LLICA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
MACHACAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,3,3
MACHARETI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
MAGDALENA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,9,9
MAIRANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,39,39
MAPIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,21,21
MIZQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,24,24
MOJOCOYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
MONTEAGUDO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,46,46
MONTERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,244,244
MOROCHATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,3,3
OCURI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,4,4
OKINAWA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,9,9
OMEREQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,6,6
ORURO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,694,694
PADCAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,3,3
PADILLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,26,26
PAILON,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,14,14
PALCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
PALOS BLANCOS,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,20,20
PAMPA GRANDE,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
PAPEL PAMPA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
PASORAPA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
PATACAMAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,26,26
PAZÑA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
POJO (CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,9,9
POOPO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,3,3
POROMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
PORTACHUELO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,28,28
PORVENIR,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
POTOSI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,472,472
PRESTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,7,7
PUCARANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,4,4
PUERTO ACOSTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
PUERTO CARABUCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,5,5
PUERTO RICO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,6,6
PUERTO SUAREZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,49,49
PUERTO VILLARROEL,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,95,95
PUNA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,11,11
PUNATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,54,54
QUIABAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
QUILLACOLLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,211,211
QUIME,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
REYES,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,15,15
ROBORE,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,20,20
RURRENABAQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,38,38
SABAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
SACABA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,232,232
SACABAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
SACACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,10,10
SAMAIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,6,6
SAN ANDRES,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,5,5
SAN BENITO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
SAN BORJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,78,78
SAN BUENA VENTURA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,16,16
SAN IGNACIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,24,24
SAN IGNACIO DE VELASCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,108,108
SAN JAVIER(BNI),atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,31,31
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,24,24
SAN LORENZO(PND),atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,7,7
SAN LUCAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,15,15
SAN MIGUEL DE VELASCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,8,8
SAN PEDRO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,7,7
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
SAN RAFAEL,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1487,1487
SANTA ROSA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,9,9
SANTA ROSA DEL SARA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,8,8
SANTIAGO DE CALLAPA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
SANTIAGO DE HUARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,7,7
SANTIAGO DE MACHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
SANTIVAÑES,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,4,4
SANTUARIO DE QUILLACAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
SAPAHAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
SENA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,6,6
SHINAOTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,33,33
SICA SICA (VILLA AROMA),atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,7,7
SICAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
SIPE SIPE,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,34,34
SOPACHUY,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
SORACACHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
SORATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,9,9
SUCRE,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,182,182
TACACOMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,6,6
TACOPAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,5,5
TAPACARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
TARABUCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,15,15
TARACO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
TARIJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,472,472
TARVITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,11,11
TEOPONTE,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,12,12
TIAWANACU,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
TIPUANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,4,4
TIQUIPAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,96,96
TIRAQUE (CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,14,14
TOCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,3,3
TOLEDO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
TOMAVE,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,6,6
TOMINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,8,8
TORO TORO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,3,3
TOTORA(CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,22,22
TOTORA(ORR),atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,3,3
TRINIDAD,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
TUPIZA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,80,80
UNCIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,21,21
URIONDO (A. CONCEPCION),atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
UYUNI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,32,32
VACAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
VALLEGRANDE,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,21,21
VIACHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,48,48
VILA VILA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
VILLA CHARCAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,13,13
VILLA MONTES,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,92,92
VILLA SERRANO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,3,3
VILLA TUNARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,86,86
VILLAZON,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,69,69
VINTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,57,57
VITICHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,2,2
WARNES,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,92,92
YACUIBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,200,200
YAMPARAEZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
YANACACHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,1,1
YAPACANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,11,11
YOTALA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,4,4
ZUDAÑEZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-01-01,8,8
ACACIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,1,1
ACHACACHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,28,28
ACHOCALLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,4,4
AIQUILE,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,24,24
ALTO BENI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,8,8
ANCORAIMES,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,5,5
ANTEQUERA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,1,1
APOLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,11,11
ARANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,11,11
ARBIETO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,5,5
AYATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,1,1
AYO AYO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,20,20
AZURDUY,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,6,6
BATALLAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,5,5
BAURES,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,7,7
BELLA FLOR,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,5,5
BERMEJO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,41,41
BETANZOS,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,14,14
BOYUIBE,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,7,7
CABEZAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,17,17
CAIROMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,1,1
"CAIZA ""D""",atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,2,2
CAJUATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,10,10
CALAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,6,6
CAMARGO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,29,29
CAMIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,38,38
CAPINOTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,16,16
CAQUIAVIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,2,2
CARACOLLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,18,18
CARANAVI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,89,89
CARAPARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,1,1
CHALLAPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,38,38
CHARAGUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,30,30
CHAYANTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,3,3
CHIMORE,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,18,18
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,29,29
CHUMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,3,3
CLIZA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,32,32
COBIJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,150,150
COCAPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,2,2
COCHABAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,1510,1510
COLCAPIRHUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,54,54
COLLANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,3,3
COLOMI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,15,15
COLPA BELGICA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,2,2
COLQUECHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,5,5
COLQUENCHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,8,8
COLQUIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,4,4
CONCEPCION,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,31,31
COPACABANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,4,4
CORIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,6,6
CORO CORO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,1,1
COROICO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,25,25
CORQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,1,1
COTAGAITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,7,7
CULPINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,17,17
DESAGUADERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,8,8
EL ALTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,1227,1227
EL PUENTE(STC),atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,8,8
EL TORNO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,112,112
EL VILLAR,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,17,17
ENTRE RIOS CBBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,49,49
EUCALIPTUS,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,1,1
FILADELFIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,1,1
GUANAY,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,20,20
GUAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,1,1
GUAYARAMERIN,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,108,108
HUACARETA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,1,1
HUACHACALLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,1,1
HUANUNI,atencion de partos en servicios,partos atendidos por proveedor calificado,2017-02-01,17,17
