municipality,group,variable,month,RN con visita de control en las 48 hrs siguientes al nacimiento,TOTAL
CAMARGO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,21,21
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,3,3
CAMIRI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,25,25
CAPINOTA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,10,10
CAQUIAVIRI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
CARACOLLO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,14,14
CARANAVI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,73,73
CARAPARI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,7,7
CARIPUYO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,6,6
CHALLAPATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,43,43
CHAQUI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,4,4
CHARAGUA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,51,51
CHAYANTA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,10,10
CHIMORE,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
CHUA COCANI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,28,28
CHUMA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
CKOCHAS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,3,3
CLIZA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,32,32
COBIJA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,89,89
COCAPATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,15,15
COCHABAMBA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,704,704
COLCAPIRHUA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,55,55
"COLCHA ""K""",atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
COLOMI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,18,18
COLPA BELGICA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
COLQUECHACA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,13,13
COLQUENCHA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,4,4
COLQUIRI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,3,3
COMARAPA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,31,31
CONCEPCION,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,38,38
COPACABANA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,8,8
CORIPATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,11,11
COROICO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,23,23
CORQUE,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
COTAGAITA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,11,11
COTOCA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,52,52
CUATRO CAÑADAS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,10,10
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
CULPINA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,18,18
CURAHUARA DE CARANGAS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
DESAGUADERO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
EL ALTO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1272,1272
EL CHORO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
EL PUENTE(STC),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,4,4
EL PUENTE(TJA),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,4,4
EL TORNO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,104,104
EL VILLAR,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,13,13
ENTRE RIOS CBBA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,31,31
ESCOMA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,4,4
EUCALIPTUS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,4,4
FERNANDEZ ALONSO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,8,8
FILADELFIA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,4,4
GENERAL SAAVEDRA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
GUANAY,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,16,16
GUAQUI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,3,3
GUTIERREZ,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,7,7
HUACARETA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,6,6
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
HUANUNI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,21,21
HUARINA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
HUATAJATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
HUMANATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
ICHOCA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
ICLA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
INCAHUASI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
INQUISIVI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,14,14
IXIAMAS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,6,6
JESUS DE MACHACA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,10,10
LA ASUNTA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,43,43
LA GUARDIA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,71,71
LA PAZ,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,383,383
LAGUNILLAS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,4,4
LAJA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,7,7
LICOMA PAMPA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
LLICA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
LURIBAY,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
MACHACAMARCA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,3,3
MACHARETI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
MAGDALENA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,9,9
MAIRANA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,40,40
MAPIRI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,24,24
MECAPACA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
MINEROS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,13,13
MIZQUE,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,25,25
MOCOMOCO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
MOJOCOYA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,6,6
MONTEAGUDO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,44,44
MONTERO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,45,45
MORO MORO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
MOROCHATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
OCURI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
OKINAWA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
OMEREQUE,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,6,6
ORURO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,456,456
PADCAYA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,7,7
PADILLA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,26,26
PAILON,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,41,41
PALCA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,3,3
PALOS BLANCOS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,30,30
PAMPA GRANDE,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
PASORAPA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
PATACAMAYA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,26,26
PAZÑA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
PELECHUCO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
POCONA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,4,4
POJO (CBBA),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,10,10
POOPO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,3,3
PORCO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
POROMA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,4,4
PORONGO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
PORTACHUELO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,23,23
PORVENIR,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
POTOSI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,191,191
PRESTO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,9,9
PUCARANI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,9,9
PUERTO ACOSTA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
PUERTO CARABUCO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,7,7
PUERTO QUIJARRO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,12,12
PUERTO RICO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,6,6
PUERTO SUAREZ,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,42,42
PUERTO VILLARROEL,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,97,97
PUNA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,12,12
PUNATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,52,52
QUIABAYA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
QUILLACOLLO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,210,210
QUIME,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
RAVELO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
REYES,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,16,16
RIBERALTA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,189,189
ROBORE,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,22,22
SABAYA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
SACABA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,132,132
SACACA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,12,12
SAIPINA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,4,4
SAMAIPATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,5,5
SAN ANDRES,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,5,5
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,6,6
SAN BENITO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
SAN BORJA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,52,52
SAN BUENA VENTURA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,16,16
SAN CARLOS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,29,29
SAN IGNACIO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,29,29
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,77,77
SAN JAVIER(BNI),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,31,31
SAN JOAQUIN,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,10,10
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,36,36
SAN JULIAN,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,56,56
SAN LORENZO(PND),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,8,8
SAN LUCAS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,29,29
SAN MATIAS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,10,10
SAN PEDRO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,5,5
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,16,16
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
SAN PEDRO DE TIQUINA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
SAN RAFAEL,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,4,4
SAN RAMON BENI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,10,10
SAN RAMON SCZ,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,12,12
SANTA ANA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,27,27
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1581,1581
SANTA ROSA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,3,3
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,8,8
SANTIAGO DE CALLAPA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
SANTIAGO DE HUARI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,8,8
SANTIAGO DE HUATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
SANTIVAÑES,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,5,5
SAPAHAQUI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,4,4
SENA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,4,4
SHINAOTA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,33,33
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,4,4
SICAYA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
SIPE SIPE,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,31,31
SOPACHUY,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,4,4
SORACACHI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
SORATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,9,9
SUCRE,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,436,436
TACACOMA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,7,7
TACOPAYA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,6,6
TAHUA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
TAPACARI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
TARABUCO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,14,14
TARACO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,2,2
TARATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,6,6
TARIJA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,183,183
TARVITA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,15,15
TEOPONTE,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,14,14
TIAWANACU,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
TINGUIPAYA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,7,7
TIPUANI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,6,6
TIQUIPAYA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,96,96
TOCO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,3,3
TODOS SANTOS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
TOLATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
TOLEDO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,1,1
TOMAVE,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,9,9
TOMINA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,7,7
TORO TORO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,4,4
TOTORA(CBBA),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2017-01-01,5,5
