,group,variable,month,ANTIPOLIOMIELÍTICA 1RA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 1RA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 1RA DOSIS FUERA,ANTIPOLIOMIELÍTICA 1RA DOSIS FUERA,TOTALES
BELLA FLOR,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,0,3,3,9
BERMEJO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,39,32,1,1,73
BETANZOS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,21,28,4,6,59
BOLIVAR,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,0,0,2,1,3
BOLPEBRA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,0,0,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,6,0,1,10
BUENA VISTA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,14,9,0,0,23
CABEZAS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,22,18,10,8,58
CAIROMA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,7,7,0,1,15
"CAIZA ""D""",vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,2,6,2,1,11
CAJUATA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,13,18,0,1,32
CALACOTO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,0,0,1,2
CALAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,6,6,1,0,13
CAMARGO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,9,6,5,3,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,1,0,0,2
CAMIRI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,27,38,1,0,66
CAPINOTA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,25,24,0,0,49
CAQUIAVIRI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,7,8,0,1,16
CARACOLLO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,5,12,2,2,21
CARANAVI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,34,31,2,1,68
CARAPARI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,10,5,6,1,22
CARIPUYO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,0,0,0,1
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,2,7,1,1,11
CATACORA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,0,0,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,22,23,3,6,54
CHAQUI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,5,0,2,10
CHARAGUA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,16,18,2,3,39
CHARAÑA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,0,0,0,1
CHAYANTA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,5,1,2,11
CHIMORE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,25,23,1,0,49
CHIPAYA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,2,3,0,0,5
CHOQUE COTA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,0,1,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,5,1,0,0,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,18,9,0,0,27
CHUMA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,2,2,0,2,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,3,3,0,9
CKOCHAS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,2,2,3,10
CLIZA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,18,16,0,3,37
COBIJA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,57,52,5,4,118
COCAPATA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,5,4,7,5,21
COCHABAMBA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,670,681,8,5,1364
COIPASA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,0,1,0,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,44,33,0,0,77
"COLCHA ""K""",vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,11,5,0,0,16
COLLANA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,4,4,0,0,8
COLOMI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,16,16,0,1,33
COLPA BELGICA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,4,6,1,0,11
COLQUECHACA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,21,6,13,16,56
COLQUENCHA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,6,7,0,0,13
COLQUIRI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,6,6,5,2,19
COMANCHE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,1,0,0,2
COMARAPA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,22,16,0,2,40
COMBAYA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,0,0,0,1,1
CONCEPCION,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,18,22,1,4,45
COPACABANA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,10,1,3,17
CORIPATA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,16,12,1,0,29
CORO CORO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,2,3,1,0,6
COROICO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,8,10,2,1,21
CORQUE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,3,0,0,6
COTAGAITA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,8,12,1,1,22
COTOCA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,77,96,2,3,178
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,0,0,0,1,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,23,18,2,3,46
CUEVO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,4,2,2,11
CULPINA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,16,7,2,4,29
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,1,0,0,4
CURVA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,2,0,1,0,3
DESAGUADERO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,6,3,1,1,11
EL ALTO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,766,753,105,125,1749
EL CHORO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,1,1,0,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,7,3,0,0,10
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,6,8,0,1,15
EL TORNO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,53,50,3,1,107
EL VILLAR,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,1,0,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,21,15,2,3,41
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,30,30,7,0,67
ESCOMA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,2,1,2,6
EUCALIPTUS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,9,0,0,0,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,2,5,1,9
EXALTACION,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,2,3,0,0,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,12,5,2,1,20
FILADELFIA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,2,2,2,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,13,11,0,0,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,3,4,1,11
GUANAY,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,13,7,2,4,26
GUAQUI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,0,2,1,0,3
GUAYARAMERIN,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,44,37,2,1,84
GUTIERREZ,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,19,18,0,1,38
HUACARETA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,7,3,2,1,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,0,1,0,2
HUACHACALLA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,1,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,16,11,2,3,32
HUARACAJE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,0,2,0,0,2
HUARINA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,3,0,2,8
HUATAJATA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,1,0,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,2,0,0,0,2
ICHOCA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,4,0,1,1,6
ICLA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,1,2,2,8
INCAHUASI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,6,1,4,8,19
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,5,0,0,6
INQUISIVI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,11,8,6,0,25
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,12,12,1,3,28
IXIAMAS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,13,7,0,1,21
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,5,4,1,1,11
LA ASUNTA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,39,32,1,4,76
LA GUARDIA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,83,111,2,2,198
LA PAZ,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,583,599,1,2,1185
LAGUNILLAS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,5,4,0,4,13
LAJA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,16,11,1,0,28
LAS CARRERAS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,0,0,2,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,2,0,0,5
LLALLAGUA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,19,17,9,6,51
LLICA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,0,0,0,3
LORETO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,2,1,5,4,12
LURIBAY,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,6,6,4,0,16
MACHACAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,2,4,0,0,6
MACHARETI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,3,0,0,6
MAGDALENA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,10,13,0,2,25
MAIRANA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,13,10,0,0,23
MALLA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,2,1,2,0,5
MAPIRI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,10,27,0,0,37
MECAPACA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,10,3,3,0,16
MINEROS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,21,29,0,0,50
MIZQUE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,16,19,9,6,50
MOCOMOCO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,6,2,7,4,19
MOJINETE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,0,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,2,4,1,0,7
MONTEAGUDO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,19,20,1,1,41
MONTERO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,118,104,4,0,226
MORO MORO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,0,2,0,0,2
MOROCHATA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,4,1,5,5,15
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,0,0,1,0,1
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,0,1,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,0,3,1,5
OCURI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,8,6,4,3,21
OKINAWA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,8,13,1,0,22
OMEREQUE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,4,1,1,1,7
ORURO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,304,266,10,9,589
PADCAYA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,13,10,1,0,24
PADILLA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,7,2,1,13
PAILON,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,32,26,12,12,82
PALCA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,9,6,9,3,27
PALOS BLANCOS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,20,23,3,4,50
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,1,0,0,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,6,10,0,0,16
PAPEL PAMPA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,5,1,0,1,7
PASORAPA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,3,2,1,9
PATACAMAYA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,18,27,6,2,53
PAZÑA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,1,0,2,4
PELECHUCO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,5,4,1,0,10
POCOATA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,11,8,9,9,37
POCONA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,6,4,4,0,14
POJO (CBBA),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,8,9,3,5,25
POOPO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,6,3,0,0,9
PORCO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,15,6,0,1,22
POROMA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,6,4,2,6,18
PORONGO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,7,0,1,11
PORTACHUELO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,15,16,0,0,31
PORVENIR,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,6,1,0,4,11
POSTRER VALLE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,0,1,0,0,1
POTOSI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,243,248,25,41,557
PRESTO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,4,3,1,3,11
PUCARA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,1,0,0,2
PUCARANI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,24,18,6,11,59
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,4,7,0,1,12
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,5,11,2,2,20
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,2,1,4,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,2,2,1,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,19,11,0,0,30
PUERTO RICO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,10,5,0,0,15
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,17,4,9,4,34
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,61,52,5,3,121
PUNA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,5,5,1,12
PUNATA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,26,38,3,3,70
QUIABAYA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,2,1,0,1,4
QUILLACOLLO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,107,111,40,51,309
QUIME,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,6,4,0,0,10
QUIRUSILLAS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,0,0,0,1
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,7,3,2,1,13
RAVELO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,4,6,3,4,17
REYES,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,10,8,0,0,18
RIBERALTA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,98,94,6,3,201
ROBORE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,15,16,0,0,31
RURRENABAQUE,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,27,24,0,6,57
SABAYA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,2,4,1,0,7
SACABA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,140,113,30,15,298
SACABAMBA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,2,1,1,0,4
SACACA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,8,6,12,11,37
SAIPINA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,3,2,0,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,5,3,4,1,13
SAMAIPATA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,4,3,0,2,9
SAN ANDRES,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,18,8,0,1,27
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,0,3,2,0,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,1,0,0,2,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,2,3,2,2,9
SAN BENITO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,10,4,4,7,25
SAN BORJA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,65,35,3,2,105
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,7,9,1,1,18
SAN CARLOS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,16,18,0,0,34
SAN IGNACIO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,24,14,2,1,41
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,75,80,12,7,174
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,2,1,5,4,12
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,12,8,0,0,20
SAN JOAQUIN,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,4,5,0,0,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,20,17,13,17,67
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,6,5,1,2,14
SAN JULIAN,vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,43,35,10,6,94
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,3,1,5,5,14
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antipoliomielitica 1ra dosis,2019-01-01,23,13,1,0,37
