,group,variable,month,BCG DENTRO,BCG DENTRO,BCG FUERA,BCG FUERA,TOTALES
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2019-01-01,1,3,0,0,4
CAJUATA,vacunaciones en menores de 1 ano,bcg,2019-01-01,6,9,0,0,15
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,1,3,2,7
CAMARGO,vacunaciones en menores de 1 ano,bcg,2019-01-01,13,15,0,0,28
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2019-01-01,0,1,0,0,1
CAMIRI,vacunaciones en menores de 1 ano,bcg,2019-01-01,49,42,1,1,93
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2019-01-01,13,12,0,0,25
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,2,5,2,10
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2019-01-01,6,10,0,0,16
CARANAVI,vacunaciones en menores de 1 ano,bcg,2019-01-01,39,39,1,3,82
CARAPARI,vacunaciones en menores de 1 ano,bcg,2019-01-01,4,7,4,6,21
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,0,1,5,7
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2019-01-01,2,4,2,4,12
CATACORA,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,0,0,0,1
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,0,1,1,2
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2019-01-01,18,32,6,5,61
CHAQUI,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,1,2,2,6
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2019-01-01,11,16,2,6,35
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,4,4,3,12
CHIMORE,vacunaciones en menores de 1 ano,bcg,2019-01-01,15,11,1,0,27
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,0,1,1,2
CHUA COCANI,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,1,2,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2019-01-01,18,11,0,0,29
CHUMA,vacunaciones en menores de 1 ano,bcg,2019-01-01,4,3,0,1,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,0,1,0,2
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2019-01-01,5,9,3,3,20
CLIZA,vacunaciones en menores de 1 ano,bcg,2019-01-01,10,8,1,1,20
COBIJA,vacunaciones en menores de 1 ano,bcg,2019-01-01,79,62,3,2,146
COCAPATA,vacunaciones en menores de 1 ano,bcg,2019-01-01,6,1,5,5,17
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2019-01-01,794,845,21,28,1688
COIPASA,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,1,0,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2019-01-01,37,28,0,0,65
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2019-01-01,3,4,2,4,13
COLLANA,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,1,0,1,2
COLOMI,vacunaciones en menores de 1 ano,bcg,2019-01-01,11,10,1,0,22
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2019-01-01,4,3,0,0,7
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2019-01-01,12,13,25,23,73
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,3,1,4,8
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2019-01-01,5,2,9,6,22
COMANCHE,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,1,0,0,1
COMARAPA,vacunaciones en menores de 1 ano,bcg,2019-01-01,15,15,0,0,30
COMBAYA,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,0,0,0,1
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2019-01-01,15,8,8,3,34
COPACABANA,vacunaciones en menores de 1 ano,bcg,2019-01-01,9,7,2,1,19
CORIPATA,vacunaciones en menores de 1 ano,bcg,2019-01-01,11,5,0,0,16
CORO CORO,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,1,2,1,4
COROICO,vacunaciones en menores de 1 ano,bcg,2019-01-01,14,13,2,1,30
CORQUE,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,3,1,2,9
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2019-01-01,8,5,5,1,19
COTOCA,vacunaciones en menores de 1 ano,bcg,2019-01-01,58,66,1,0,125
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2019-01-01,10,14,1,0,25
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2019-01-01,0,2,0,0,2
CUEVO,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,2,0,1,3
CULPINA,vacunaciones en menores de 1 ano,bcg,2019-01-01,8,13,1,1,23
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,1,0,0,4
CURVA,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,0,2,0,2
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,0,6,4,10
EL ALTO,vacunaciones en menores de 1 ano,bcg,2019-01-01,762,706,56,54,1578
EL CHORO,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,0,0,1,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2019-01-01,6,5,1,0,12
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2019-01-01,4,0,1,2,7
EL TORNO,vacunaciones en menores de 1 ano,bcg,2019-01-01,44,44,3,1,92
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,1,0,0,1
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2019-01-01,10,2,1,1,14
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2019-01-01,16,20,0,0,36
ESCOMA,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,5,1,0,6
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2019-01-01,2,3,0,1,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2019-01-01,0,1,0,1,2
EXALTACION,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,1,0,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2019-01-01,8,4,1,0,13
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,3,1,2,9
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2019-01-01,4,5,0,0,9
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2019-01-01,1,2,4,3,10
GUANAY,vacunaciones en menores de 1 ano,bcg,2019-01-01,7,7,2,0,16
GUAQUI,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,1,2,4,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2019-01-01,53,48,0,0,101
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,10,0,0,13
HUACARETA,vacunaciones en menores de 1 ano,bcg,2019-01-01,5,1,0,0,6
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2019-01-01,0,0,3,1,4
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,0,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,bcg,2019-01-01,13,9,0,1,23
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,1,0,0,2
HUARINA,vacunaciones en menores de 1 ano,bcg,2019-01-01,2,0,3,0,5
HUATAJATA,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,1,0,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2019-01-01,2,0,0,0,2
HUMANATA,vacunaciones en menores de 1 ano,bcg,2019-01-01,2,0,1,3,6
ICHOCA,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,2,0,0,2
ICLA,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,0,0,2,5
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2019-01-01,9,3,0,1,13
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,bcg,2019-01-01,1,0,0,0,1
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,1,7,4,12
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2019-01-01,8,7,0,0,15
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2019-01-01,2,6,0,0,8
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,3,3,3,10
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2019-01-01,34,27,3,3,67
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2019-01-01,59,62,2,1,124
LA PAZ,vacunaciones en menores de 1 ano,bcg,2019-01-01,826,796,0,0,1622
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2019-01-01,4,2,1,0,7
LAJA,vacunaciones en menores de 1 ano,bcg,2019-01-01,5,10,3,0,18
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2019-01-01,2,2,0,1,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,2,0,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2019-01-01,11,13,33,36,93
LLICA,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,2,0,0,5
LORETO,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,0,2,3,6
LURIBAY,vacunaciones en menores de 1 ano,bcg,2019-01-01,2,1,3,2,8
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,1,0,0,2
MACHARETI,vacunaciones en menores de 1 ano,bcg,2019-01-01,2,1,0,1,4
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2019-01-01,6,4,5,6,21
MAIRANA,vacunaciones en menores de 1 ano,bcg,2019-01-01,12,14,0,0,26
MALLA,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,0,1,1,2
MAPIRI,vacunaciones en menores de 1 ano,bcg,2019-01-01,18,8,0,0,26
MECAPACA,vacunaciones en menores de 1 ano,bcg,2019-01-01,4,2,5,4,15
MINEROS,vacunaciones en menores de 1 ano,bcg,2019-01-01,11,13,0,0,24
MIZQUE,vacunaciones en menores de 1 ano,bcg,2019-01-01,17,12,1,4,34
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,2,6,5,14
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2019-01-01,4,2,1,0,7
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2019-01-01,18,24,0,0,42
MONTERO,vacunaciones en menores de 1 ano,bcg,2019-01-01,159,132,0,0,291
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,0,4,2,9
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2019-01-01,1,1,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2019-01-01,0,1,0,2,3
OCURI,vacunaciones en menores de 1 ano,bcg,2019-01-01,2,3,3,4,12
OKINAWA,vacunaciones en menores de 1 ano,bcg,2019-01-01,11,13,0,0,24
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,3,0,4,8
ORURO,vacunaciones en menores de 1 ano,bcg,2019-01-01,319,316,2,2,639
PADCAYA,vacunaciones en menores de 1 ano,bcg,2019-01-01,2,1,1,1,5
PADILLA,vacunaciones en menores de 1 ano,bcg,2019-01-01,7,8,0,0,15
PAILON,vacunaciones en menores de 1 ano,bcg,2019-01-01,38,31,6,3,78
PALCA,vacunaciones en menores de 1 ano,bcg,2019-01-01,4,6,3,4,17
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2019-01-01,15,19,3,7,44
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,0,1,1,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2019-01-01,2,3,0,0,5
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,2,1,1,4
PASORAPA,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,1,0,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2019-01-01,25,15,1,0,41
PAZÑA,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,0,2,0,2
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2019-01-01,2,1,2,1,6
POCOATA,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,3,8,9,23
POCONA,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,3,6,6,16
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2019-01-01,7,6,2,1,16
POOPO,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,3,0,0,3
PORCO,vacunaciones en menores de 1 ano,bcg,2019-01-01,10,6,1,0,17
POROMA,vacunaciones en menores de 1 ano,bcg,2019-01-01,5,4,2,6,17
PORONGO,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,5,1,1,8
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2019-01-01,22,19,0,0,41
PORVENIR,vacunaciones en menores de 1 ano,bcg,2019-01-01,4,1,0,0,5
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,0,0,0,1
POTOSI,vacunaciones en menores de 1 ano,bcg,2019-01-01,232,240,12,6,490
PRESTO,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,2,1,3,9
PUCARA,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,0,0,0,1
PUCARANI,vacunaciones en menores de 1 ano,bcg,2019-01-01,5,5,19,14,43
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,2,7,5,15
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2019-01-01,4,2,5,3,14
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,4,1,0,6
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,0,2,4,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2019-01-01,18,12,1,1,32
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,1,0,0,4
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2019-01-01,11,17,0,0,28
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2019-01-01,82,75,1,1,159
PUNA,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,4,5,7,19
PUNATA,vacunaciones en menores de 1 ano,bcg,2019-01-01,41,40,3,3,87
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,0,3,1,4
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2019-01-01,132,106,9,12,259
QUIME,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,3,1,0,5
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,bcg,2019-01-01,3,2,7,4,16
RAVELO,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,2,6,2,13
REYES,vacunaciones en menores de 1 ano,bcg,2019-01-01,10,7,0,0,17
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2019-01-01,131,133,6,3,273
ROBORE,vacunaciones en menores de 1 ano,bcg,2019-01-01,9,18,0,0,27
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2019-01-01,20,13,4,3,40
SABAYA,vacunaciones en menores de 1 ano,bcg,2019-01-01,2,0,0,0,2
SACABA,vacunaciones en menores de 1 ano,bcg,2019-01-01,144,127,6,7,284
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,1,3,2,7
SACACA,vacunaciones en menores de 1 ano,bcg,2019-01-01,7,3,8,4,22
SAIPINA,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,0,0,0,3
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,4,1,2,10
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2019-01-01,4,3,0,0,7
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,0,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,2,3,2,10
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,0,1,1,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,5,3,1,12
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,1,5,2,8
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2019-01-01,45,37,3,0,85
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,7,1,0,9
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2019-01-01,18,15,0,0,33
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2019-01-01,15,11,1,3,30
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2019-01-01,48,76,2,2,128
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2019-01-01,0,0,5,7,12
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2019-01-01,19,9,0,0,28
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2019-01-01,23,18,11,15,67
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,2,0,0,5
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2019-01-01,33,31,4,3,71
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2019-01-01,2,1,2,4,9
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2019-01-01,3,4,2,0,9
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2019-01-01,8,13,5,7,33
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2019-01-01,14,27,3,1,45
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2019-01-01,8,6,0,0,14
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,1,0,0,1
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2019-01-01,4,7,0,0,11
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2019-01-01,16,13,9,8,46
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2019-01-01,2,1,3,4,10
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2019-01-01,2,3,1,1,7
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,3,1,1,5
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,3,3,0,7
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2019-01-01,10,7,0,1,18
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2019-01-01,11,16,0,0,27
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2019-01-01,1795,1781,3,2,3581
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2019-01-01,7,7,3,3,20
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2019-01-01,8,6,0,0,14
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,0,2,0,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2019-01-01,2,1,0,2,5
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,0,1,2,6
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,0,1,0,1
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,2,6,2,13
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,0,1,0,2
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2019-01-01,2,0,3,3,8
SENA,vacunaciones en menores de 1 ano,bcg,2019-01-01,9,9,0,0,18
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2019-01-01,13,18,1,1,33
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2019-01-01,3,4,9,4,20
SICAYA,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,0,2,3,5
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2019-01-01,25,28,0,1,54
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,4,1,1,7
SORACACHI,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,2,0,0,5
SORATA,vacunaciones en menores de 1 ano,bcg,2019-01-01,7,10,4,1,22
SUCRE,vacunaciones en menores de 1 ano,bcg,2019-01-01,249,225,7,6,487
TACACHI,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,0,0,0,1
TACACOMA,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,6,1,1,11
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,0,3,6,9
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,0,3,1,4
TAPACARI,vacunaciones en menores de 1 ano,bcg,2019-01-01,8,7,3,5,23
TARABUCO,vacunaciones en menores de 1 ano,bcg,2019-01-01,13,9,4,0,26
TARACO,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,0,1,0,2
TARATA,vacunaciones en menores de 1 ano,bcg,2019-01-01,5,7,0,3,15
TARIJA,vacunaciones en menores de 1 ano,bcg,2019-01-01,215,219,0,0,434
TARVITA,vacunaciones en menores de 1 ano,bcg,2019-01-01,4,4,2,3,13
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2019-01-01,6,11,2,1,20
TIAHUANACU,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,4,0,3,10
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,0,10,7,18
TIPUANI,vacunaciones en menores de 1 ano,bcg,2019-01-01,6,5,0,0,11
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2019-01-01,48,37,9,8,102
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2019-01-01,11,7,2,4,24
TOCO,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,7,2,0,10
TOLATA,vacunaciones en menores de 1 ano,bcg,2019-01-01,3,1,0,1,5
TOLEDO,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,1,0,1,2
TOMAVE,vacunaciones en menores de 1 ano,bcg,2019-01-01,2,4,3,5,14
TOMINA,vacunaciones en menores de 1 ano,bcg,2019-01-01,2,7,1,3,13
TORO TORO,vacunaciones en menores de 1 ano,bcg,2019-01-01,7,7,2,9,25
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2019-01-01,5,2,6,2,15
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2019-01-01,2,2,1,0,5
TRIGAL,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,0,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2019-01-01,163,156,0,0,319
TUPIZA,vacunaciones en menores de 1 ano,bcg,2019-01-01,43,32,0,1,76
TURCO,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,0,0,0,1
UMALA,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,1,7,2,10
UNCIA,vacunaciones en menores de 1 ano,bcg,2019-01-01,24,31,2,2,59
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2019-01-01,4,2,0,0,6
URUBICHA,vacunaciones en menores de 1 ano,bcg,2019-01-01,2,4,0,0,6
UYUNI,vacunaciones en menores de 1 ano,bcg,2019-01-01,22,25,0,0,47
VACAS,vacunaciones en menores de 1 ano,bcg,2019-01-01,1,0,6,3,10
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2019-01-01,22,17,0,0,39
VIACHA,vacunaciones en menores de 1 ano,bcg,2019-01-01,39,25,2,3,69
VILA VILA,vacunaciones en menores de 1 ano,bcg,2019-01-01,0,0,2,2,4
