,group,variable,month,ANTINEUMOCÓCICA 3RA DOSIS DENTRO,ANTINEUMOCÓCICA 3RA DOSIS DENTRO,ANTINEUMOCÓCICA 3RA DOSIS FUERA,ANTINEUMOCÓCICA 3RA DOSIS FUERA,TOTALES
BERMEJO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,38,25,1,2,66
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,13,20,4,3,40
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,2,1,0,5
BOLPEBRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,1,2,0,3
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,6,1,0,9
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,13,10,0,1,24
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,19,25,5,5,54
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,5,7,1,1,14
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,6,4,0,0,10
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,10,9,1,0,20
CALACOTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,0,1,1,2
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,8,5,1,1,15
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,4,7,1,1,13
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,1,0,1,4
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,29,21,2,2,54
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,18,14,1,0,33
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,5,5,1,0,11
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,4,7,1,7,19
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,28,34,0,3,65
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,12,4,2,0,18
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,4,7,1,1,13
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,1,5,3,1,10
CHACARILLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,0,0,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,20,16,9,3,48
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,4,11,0,2,17
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,19,17,3,6,45
CHARAÑA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,1,0,0,0,1
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,7,18,1,2,28
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,30,25,1,2,58
CHIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,1,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,5,2,0,0,7
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,12,11,0,0,23
CHUMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,1,4,1,0,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,1,2,1,0,4
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,4,4,2,1,11
CLIZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,9,12,5,4,30
COBIJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,37,42,4,1,84
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,4,2,4,5,15
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,575,575,3,1,1154
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,41,31,1,0,73
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,12,6,0,1,19
COLLANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,1,2,0,0,3
COLOMI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,18,14,2,2,36
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,7,5,0,1,13
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,19,14,9,7,49
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,3,6,0,0,9
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,17,12,3,1,33
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,1,3,0,0,4
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,14,17,0,2,33
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,19,22,5,1,47
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,4,2,3,3,12
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,8,13,0,0,21
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,6,6,0,0,12
COROICO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,9,7,2,3,21
CORQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,3,2,0,1,6
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,21,11,3,5,40
COTOCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,71,74,1,2,148
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,16,19,3,2,40
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,3,1,1,0,5
CUEVO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,3,1,2,0,6
CULPINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,9,7,6,2,24
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,1,1,0,0,2
CURVA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,3,1,0,1,5
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,4,0,0,6
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,640,650,105,108,1503
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,2,0,1,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,7,8,0,0,15
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,8,8,0,0,16
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,31,52,2,2,87
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,1,1,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,9,11,1,4,25
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,28,22,4,4,58
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,7,3,0,1,11
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,1,2,0,0,3
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,0,1,1,2
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,2,0,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,5,4,1,2,12
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,3,5,6,16
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,6,22,0,0,28
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,4,4,5,0,13
GUANAY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,11,8,3,6,28
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,3,3,0,1,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,44,37,3,1,85
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,14,5,1,2,22
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,6,4,2,1,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,1,1,0,0,2
HUACHACALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,1,0,0,3
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,9,13,2,1,25
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,4,3,1,0,8
HUARINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,6,3,0,1,10
HUATAJATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,1,0,0,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,1,1,0,2
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,1,0,2,3
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,0,3,0,5
ICLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,1,2,2,7
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,7,5,2,1,15
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,0,0,0,2
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,7,3,3,2,15
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,11,5,1,4,21
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,5,2,1,0,8
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,5,5,3,0,13
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,39,46,2,1,88
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,83,101,3,1,188
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,529,531,2,0,1062
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,5,1,4,2,12
LAJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,16,9,0,2,27
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,1,1,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,3,0,0,5
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,28,28,9,8,73
LLICA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,0,0,0,2
LORETO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,0,0,3,3
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,4,5,2,1,12
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,3,2,0,0,5
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,3,2,2,1,8
MAGDALENA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,10,5,0,0,15
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,11,9,0,0,20
MALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,0,1,3,4
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,12,16,0,0,28
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,8,8,1,1,18
MINEROS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,24,25,1,1,51
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,13,18,3,2,36
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,7,4,1,3,15
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,2,0,1,5
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,19,15,0,1,35
MONTERO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,106,121,2,4,233
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,3,1,1,5
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,2,3,3,8
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,1,2,1,0,4
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,2,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,0,0,2,2
OCURI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,8,3,3,8,22
OKINAWA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,8,9,0,1,18
OMEREQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,6,6,0,1,13
ORURO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,255,281,6,8,550
PADCAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,9,7,2,1,19
PADILLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,9,9,1,0,19
PAILON,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,17,15,7,6,45
PALCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,14,11,5,5,35
PALOS BLANCOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,29,18,0,2,49
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,0,2,0,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,7,4,1,2,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,2,1,2,7
PASORAPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,1,1,2,1,5
PATACAMAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,22,14,1,1,38
PAZÑA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,1,2,0,0,3
PELECHUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,5,9,0,3,17
POCOATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,8,11,2,13,34
POCONA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,3,5,3,1,12
POJO (CBBA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,4,5,6,1,16
POOPO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,2,0,0,4
PORCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,11,16,3,1,31
POROMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,4,1,2,3,10
PORONGO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,5,6,0,1,12
PORTACHUELO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,18,18,2,3,41
PORVENIR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,2,1,4,9
POSTRER VALLE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,1,0,1,2
POTOSI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,185,178,43,21,427
PRESTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,2,1,1,6
PUCARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,1,3,0,0,4
PUCARANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,16,12,5,6,39
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,6,2,0,0,8
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,3,4,2,2,11
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,2,2,1,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,3,3,3,0,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,15,15,0,0,30
PUERTO RICO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,5,5,0,0,10
PUERTO SILES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,1,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,7,9,16,4,36
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,49,59,4,2,114
PUNA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,8,0,7,8,23
PUNATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,30,26,4,4,64
QUIABAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,1,0,1,4
QUILLACOLLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,71,60,40,58,229
QUIME,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,9,7,0,2,18
QUIRUSILLAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,1,0,0,0,1
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,10,5,0,0,15
RAVELO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,3,3,7,15
REYES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,12,4,0,0,16
RIBERALTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,83,74,15,10,182
ROBORE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,13,12,0,0,25
RURRENABAQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,20,22,1,2,45
SABAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,3,2,0,0,5
SACABA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,116,97,23,28,264
SACABAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,3,5,0,0,8
SACACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,3,7,2,6,18
SAIPINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,1,4,2,0,7
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,3,3,2,3,11
SAMAIPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,11,6,0,1,18
SAN AGUSTIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,2,0,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,14,9,2,0,25
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,0,1,1,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,1,1,1,4,7
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,4,13,1,1,19
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,50,28,0,1,79
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,8,12,2,1,23
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,15,13,0,0,28
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,17,19,1,2,39
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,63,52,8,12,135
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,2,1,1,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,10,12,0,0,22
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,7,5,0,0,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,17,9,13,15,54
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,12,4,2,1,19
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,35,27,6,6,74
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,3,1,5,11,20
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,10,17,3,1,31
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,22,15,13,4,54
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,22,25,0,3,50
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,9,5,1,3,18
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,2,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,13,11,3,1,28
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,23,18,9,5,55
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,3,1,2,1,7
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,2,3,0,1,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,0,0,1,1,2
SAN RAFAEL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,5,5,0,0,10
SAN RAMON BENI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,1,0,1,1,3
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,11,4,0,1,16
SANTA ANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-01-01,18,17,0,2,37
