,group,variable,month,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-01-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-01-01,2,2,4
VILLAZON,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-01-01,0,1,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-01-01,4,2,6
ALTO BENI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,0,1,1
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,1,2
CABEZAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,0,1,1
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,1,2
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,0,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,0,1,1
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,2,6,8
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,2,0,2
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,0,1,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,0,3,3
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,6,3,9
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,0,1
GUANAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,0,2,2
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,0,1
INCAHUASI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,3,2,5
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,2,3
LAJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,0,1
MACHARETI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,0,1
MAPIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,1,2
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,3,4
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,2,3
MOROCHATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,2,0,2
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,1,2
POJO (CBBA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,0,1,1
PORTACHUELO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,0,1
PORVENIR,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,3,1,4
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,3,4
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,1,2
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,0,1,1
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,1,2
SAN LUCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,17,16,33
SANTA ROSA DEL SARA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,0,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,0,2,2
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,0,1
TOLATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,2,0,2
VACAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,2,0,2
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,2,1,3
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-02-01,2,0,2
AYATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,2,0,2
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,2,2,4
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,1,2,3
CARAPARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,2,0,2
CHALLAPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,2,0,2
CONCEPCION,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,2,1,3
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,2,2,4
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,8,5,13
EL CHORO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,1,0,1
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,3,2,5
GUANAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,1,2,3
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,1,3,4
MIZQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,2,0,2
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,1,0,1
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,1,1,2
PATACAMAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,0,1,1
POROMA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,3,2,5
PORTACHUELO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,1,0,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,1,2,3
PUNATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,1,2,3
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,2,3,5
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,1,0,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,1,1,2
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,3,0,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,27,19,46
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,0,2,2
SORATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,1,1,2
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,0,1,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,1,1,2
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,0,1,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,1,1,2
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,4,3,7
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-03-01,0,3,3
ALTO BENI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,0,1,1
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,4,2,6
CABEZAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,1,2,3
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,0,1,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,2,0,2
COCAPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,1,2,3
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,4,6,10
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,1,0,1
CONCEPCION,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,2,0,2
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,3,0,3
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,4,3,7
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,1,5,6
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,5,1,6
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,3,1,4
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,4,2,6
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,0,2,2
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,1,1,2
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,1,2,3
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,0,3,3
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,0,1,1
ROBORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,2,1,3
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,1,0,1
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,2,0,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,19,28,47
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,1,3,4
TEOPONTE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,0,1,1
TIPUANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,7,0,7
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,4,2,6
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,2,3,5
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-04-01,0,2,2
ACHOCALLA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,1,1,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,0,1,1
AZURDUY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,2,0,2
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,2,2,4
BOYUIBE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,1,1,2
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,1,2,3
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,4,4,8
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,0,1,1
COTAGAITA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,1,0,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,4,1,5
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,0,2,2
CULPINA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,0,1,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,5,7,12
EL PUENTE(STC),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,2,0,2
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,0,4,4
GUANAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,0,1,1
JESUS DE MACHACA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,3,1,4
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,1,3,4
LAS CARRERAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,0,1,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,4,6,10
MOROCHATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,0,1,1
POJO (CBBA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,1,0,1
PUCARANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,3,2,5
REYES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,5,2,7
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,1,2,3
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,2,5,7
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,0,1,1
SAN JAVIER(STC),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,1,0,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,4,0,4
SANTA ANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,26,21,47
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,0,2,2
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,1,1,2
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,1,1,2
TAPACARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,0,2,2
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,1,0,1
TIPUANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,0,2,2
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,2,0,2
URUBICHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,0,2,2
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,3,1,4
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,3,2,5
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,0,2,2
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,3,4,7
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-05-01,1,1,2
ACHOCALLA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,1,0,1
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,1,1,2
BOYUIBE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,1,1,2
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,1,1,2
CHARAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,1,3,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,1,0,1
CLIZA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,1,0,1
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,4,2,6
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,7,3,10
COLOMI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,0,2,2
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,2,3,5
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,8,4,12
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,2,2,4
GUANAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,0,2,2
GUTIERREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,2,2,4
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,2,2,4
