,group,variable,month,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,10,7,17
CHUMA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,4,3,7
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,0,1
CKOCHAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,5,1,6
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,5,4,9
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,22,19,41
COCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,3,3
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,246,151,397
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,17,14,31
"COLCHA ""K""",tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,2,3
COLOMI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,3,5
COLPA BELGICA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,7,2,9
COLQUECHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,3,7,10
COLQUENCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,1,1
COLQUIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,3,0,3
COMARAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,5,3,8
COMBAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,0,1
CONCEPCION,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,4,5
CORIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,4,6
COROICO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,8,6,14
CORQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,1,2
COTAGAITA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,7,4,11
COTOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,14,32,46
CUATRO CAÑADAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,16,10,26
CUEVO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,2,2
CULPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,4,4,8
CURAHUARA DE CARANGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,1,2
EL ALTO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,198,188,386
EL PUENTE(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,2,2
EL PUENTE(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,5,1,6
EL TORNO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,26,36,62
EL VILLAR,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,2,2
ENTRE RIOS TRJ,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,4,2,6
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,15,28,43
ESCOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,3,0,3
ESMERALDA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,0,2
EUCALIPTUS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,1,2
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,5,7,12
FILADELFIA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,2,4
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,4,2,6
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,9,2,11
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,18,9,27
GUTIERREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,4,6
HUACARETA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,1,2
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,1,1
HUACHACALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,0,1
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,17,2,19
HUARACAJE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,1,1
HUARINA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,3,0,3
HUATAJATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,0,1
ICHOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,1,2
ICLA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,4,1,5
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,6,3,9
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,4,13,17
IXIAMAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,1,2
JESUS DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,3,4
LA ASUNTA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,19,9,28
LA GUARDIA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,42,30,72
LA PAZ,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,166,156,322
LAGUNILLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,1,1
LAJA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,3,4
LAS CARRERAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,4,2,6
LLALLAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,15,9,24
LORETO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,1,1
LURIBAY,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,1,2
MACHACAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,1,2
MACHARETI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,3,4
MAGDALENA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,2,2
MAIRANA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,4,2,6
MAPIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,6,2,8
MECAPACA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,1,2
MINEROS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,8,4,12
MIZQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,10,12
MOCOMOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,4,6
MOJOCOYA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,4,1,5
MONTEAGUDO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,12,8,20
MONTERO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,75,71,146
MOROCHATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,0,1
OCURI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,2,4
OMEREQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,2,3
ORURO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,108,82,190
PADCAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,3,2,5
PADILLA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,4,6
PAILON,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,3,5
PALCA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,6,7,13
PALOS BLANCOS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,11,7,18
PATACAMAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,1,1
PAZÑA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,0,2
PELECHUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,5,1,6
POCOATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,1,3
POCONA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,1,2
POJO (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,1,3
POOPO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,2,3
PORCO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,4,6
POROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,4,3,7
PORONGO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,9,11
PORTACHUELO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,8,1,9
PORVENIR,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,8,6,14
POTOSI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,81,27,108
PRESTO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,3,4
PUCARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,2,3
PUERTO ACOSTA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,0,1
PUERTO CARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,1,3
PUERTO GONZALO MORENO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,1,2
PUERTO PEREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,2,2
PUERTO QUIJARRO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,48,40,88
PUERTO RICO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,0,2
PUERTO SILES,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,35,34,69
PUNA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,2,4
PUNATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,10,9,19
QUIABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,6,2,8
QUILLACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,55,26,81
QUIRUSILLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,1,1
RAQAYPAMPA(ETA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,0,2
RAVELO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,2,2
REYES,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,26,33,59
ROBORE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,4,7,11
SABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,1,2
SACABA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,49,37,86
SACACA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,3,4,7
SAIPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,1,1
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,2,3
SAMAIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,4,5,9
SAN ANDRES,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,2,4
SAN BENITO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,1,2
SAN BORJA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,12,12,24
SAN BUENA VENTURA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,1,3
SAN CARLOS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,6,10,16
SAN IGNACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,3,6,9
SAN JAVIER(BNI),tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,1,2
SAN JAVIER(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,5,7
SAN JOAQUIN,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,2,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,5,11,16
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,10,3,13
SAN JULIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,19,23,42
SAN LORENZO(PND),tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,1,1
SAN LORENZO(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,4,6,10
SAN LUCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,10,11,21
SAN MATIAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,1,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,5,6
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,9,12,21
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,6,3,9
SAN RAFAEL,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,1,1
SAN RAMON BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,1,3
SAN RAMON SCZ,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,4,0,4
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,2,4
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,430,304,734
SANTA ROSA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,1,2
SANTA ROSA DEL SARA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,3,5,8
SANTIAGO DE HUARI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,4,7,11
SANTIVAÑES,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,0,1
SENA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,0,1
SHINAOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,9,11,20
SICAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,1,2
SIPE SIPE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,11,10,21
SOPACHUY,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,1,2
SORACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,2,4
SORATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,4,3,7
SUCRE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,112,135,247
TACACOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,1,3
TACOPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,1,2
TAPACARI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,3,1,4
TARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,4,6,10
TARIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,31,45,76
TARVITA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,3,2,5
TEOPONTE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,7,4,11
TINGUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,5,5,10
TIPUANI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,21,2,23
TIQUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,9,12,21
TIRAQUE (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,0,2
TITO YUPANQUI (PARQUIPUJIO),tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,1,1
TOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,1,1
TODOS SANTOS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,1,1
TOLATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,8,9
TOMINA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,4,4
TORO TORO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,2,2
TOTORA(CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,0,3,3
TOTORA(ORR),tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,2,4
TRINIDAD,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,45,28,73
TUPIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,14,14,28
TURCO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,1,3
UNCIA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,4,0,4
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,2,3
URUBICHA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,1,3
UYUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,9,7,16
VACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,3,2,5
VALLEGRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,4,6
VIACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,17,12,29
VILLA CHARCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,9,3,12
VILLA MONTES,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,33,20,53
VILLA RIVERO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,3,0,3
VILLA SERRANO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,5,3,8
VILLA TUNARI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,53,39,92
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,6,3,9
VILLAZON,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,13,13,26
VINTO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,16,8,24
VITICHI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,4,5
WARNES,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,68,64,132
YACO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,0,1
YACUIBA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,40,34,74
YAMPARAEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,4,6
YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,57,47,104
YOTALA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,1,3,4
YUNCHARA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,4,6
ZUDAÑEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2018-01-01,2,2,4
ACACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,1,3,4
ACHOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,4,5,9
AIQUILE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,7,5,12
ALALAY,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,1,0,1
ALCALA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,0,2,2
ALTO BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,5,2,7
ANCORAIMES,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,4,1,5
ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,0,1,1
ANTEQUERA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,1,0,1
ANZALDO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,4,5,9
APOLO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,2,1,3
ARAMPAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,2,1,3
ARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,0,1,1
ARBIETO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,3,3,6
ARQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,4,3,7
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,7,5,12
ATOCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,1,1,2
AUCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,0,1,1
AYATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,13,8,21
BATALLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,1,1,2
BELEN DE ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,0,1,1
BELLA FLOR,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,0,2,2
BERMEJO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,10,3,13
BETANZOS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,3,8,11
BOLIVAR,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,1,0,1
BOLPEBRA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,2,0,2
BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,9,4,13
CABEZAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,9,9,18
"CAIZA ""D""",tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,1,3,4
CAJUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,2,0,2
CALACOTO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,0,1,1
CALAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,0,1,1
CAMARGO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,4,2,6
CAMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,8,17,25
CAPINOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-02-01,3,4,7
