,group,variable,month,N° DE TBP BAAR (-) NUEVOS CANTIDAD,N° DE TBP BAAR (-) NUEVOS CANTIDAD,TOTALES
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-03-01,4,1,5
MINEROS,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-03-01,1,1,2
PORTACHUELO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-03-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-03-01,3,0,3
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-03-01,12,6,18
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-03-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-03-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-03-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-03-01,1,2,3
TACACOMA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-03-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-03-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-03-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-03-01,0,1,1
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-03-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-04-01,2,3,5
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-04-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-04-01,4,1,5
EL PUENTE(TJA),tuberculosis y lepra,n de tbp baar (-) nuevos,2018-04-01,3,0,3
EL TORNO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-04-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-04-01,2,0,2
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-04-01,1,1,2
PORTACHUELO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-04-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-04-01,3,0,3
PRESTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-04-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-04-01,3,0,3
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-04-01,13,14,27
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-04-01,2,0,2
SACABA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-04-01,1,0,1
SAN PEDRO DE TIQUINA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-04-01,1,3,4
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-04-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-04-01,1,0,1
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-04-01,2,0,2
YAPACANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-04-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (-) nuevos,2018-05-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-05-01,3,0,3
COROICO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-05-01,0,1,1
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-05-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-05-01,3,4,7
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-05-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-05-01,8,2,10
MINEROS,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-05-01,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-05-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-05-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-05-01,14,12,26
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-05-01,1,1,2
SAN BORJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-05-01,3,4,7
SANTIAGO DE HUATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-05-01,1,0,1
SIPE SIPE,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-05-01,2,6,8
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-05-01,0,1,1
TIPUANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-05-01,1,0,1
VIACHA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-05-01,1,0,1
ACHOCALLA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,1,1,2
ANCORAIMES,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,1,0,1
ANZALDO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,2,4,6
CHALLAPATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,2,0,2
"COLCHA ""K""",tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,4,4,8
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,2,3,5
LLALLAGUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,1,0,1
MOJOCOYA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,1,0,1
PORTACHUELO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,0,1,1
PUNATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,15,8,23
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,0,1,1
SACABA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,2,2,4
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,5,1,6
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,0,2,2
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-06-01,0,1,1
ACACIO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-07-01,1,0,1
CAJUATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-07-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-07-01,3,2,5
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-07-01,5,1,6
LA ASUNTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-07-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-07-01,6,2,8
LORETO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-07-01,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-07-01,2,1,3
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-07-01,1,1,2
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-07-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-07-01,1,0,1
PUNATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-07-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-07-01,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-07-01,0,3,3
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-07-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-07-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-07-01,0,1,1
AUCAPATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-08-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (-) nuevos,2018-08-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-08-01,3,1,4
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-08-01,3,1,4
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-08-01,8,3,11
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-08-01,1,0,1
GUANAY,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-08-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-08-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-08-01,6,6,12
MAPIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-08-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-08-01,3,0,3
PUCARANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-08-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-08-01,2,1,3
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-08-01,33,19,52
SAN CARLOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-08-01,25,18,43
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-08-01,7,6,13
YAPACANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-08-01,2,0,2
ACACIO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,1,1,2
BERMEJO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,1,2,3
CARANAVI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,0,1,1
CLIZA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,9,5,14
COROICO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,2,0,2
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,2,2,4
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,3,4,7
LURIBAY,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,1,1,2
MAPIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,1,1,2
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,2,0,2
PAILON,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,0,1,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,10,12,22
SAN ANDRES,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,21,23,44
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,2,0,2
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,2,2,4
VILLA MONTES,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,0,1,1
YACUIBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-09-01,2,0,2
ACHACACHI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,1,0,1
CALAMARCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,1,1,2
CORIPATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,1,0,1
COROICO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,0,2,2
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,9,2,11
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,4,0,4
LURIBAY,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,5,11,16
RAQAYPAMPA(ETA),tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,0,1,1
ROBORE,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,0,1,1
SACABA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,4,1,5
SAN BENITO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,4,3,7
SHINAOTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,0,1,1
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,1,0,1
TOLATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,2,0,2
VINTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-10-01,0,1,1
ALTO BENI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,0,1,1
ATOCHA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,1,0,1
CARACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,3,0,3
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,4,0,4
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,2,0,2
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,1,0,1
MOROCHATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,1,2,3
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,0,1,1
PUCARANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,9,6,15
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,3,2,5
SAN BORJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,27,12,39
TEOPONTE,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,0,1,1
TIRAQUE (CBBA),tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,2,2,4
VINTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,3,0,3
YANACACHI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,1,0,1
ZUDAÑEZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-11-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-12-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-12-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-12-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-12-01,6,3,9
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-12-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-12-01,5,3,8
MOROCHATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-12-01,1,2,3
POOPO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-12-01,0,1,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-12-01,1,0,1
PUCARANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-12-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-12-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-12-01,7,7,14
SAN CARLOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-12-01,0,1,1
SAN LUCAS,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-12-01,25,15,40
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2018-12-01,1,0,1
